事業所規模,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５～29人,平成23,2011,年平均,383836,334389,319097,15292,49447,94912,93647,91814,1833,1265
５～29人,平成24,2012,年平均,386281,338211,321852,16359,48070,95437,93885,91584,2301,1552
５～29人,平成25,2013,年平均,396184,342056,324568,17488,54128,92714,91282,88626,2656,1432
５～29人,平成26,2014,年平均,401978,343693,326085,17608,58285,93120,91677,88823,2854,1443
５～29人,平成27,2015,年平均,406457,346231,328027,18204,60226,96013,94175,91106,3069,1838
５～29人,平成28,2016,年平均,412885,348954,330863,18091,63931,95398,93611,90679,2932,1787
５～29人,平成28,2016,1月,363599,345864,328179,17685,17735,92128,91142,87805,3337,986
５～29人,平成28,2016,2月,362028,346460,328451,18009,15568,95332,94997,92056,2941,335
５～29人,平成28,2016,3月,373351,347637,329372,18265,25714,96747,95873,92696,3177,874
５～29人,平成28,2016,4月,369312,350420,331368,19052,18892,95567,95034,91936,3098,533
５～29人,平成28,2016,5月,358838,345329,328610,16719,13509,94736,94525,91450,3075,211
５～29人,平成28,2016,6月,500935,348711,331382,17329,152224,100458,97381,94768,2613,3077
５～29人,平成28,2016,7月,497893,348423,329879,18544,149470,98162,93441,90693,2748,4721
５～29人,平成28,2016,8月,373398,349683,331950,17733,23715,92652,91814,88916,2898,838
５～29人,平成28,2016,9月,362482,351643,334349,17294,10839,92436,92145,89379,2766,291
５～29人,平成28,2016,10月,359227,350826,332259,18567,8401,91424,91161,88421,2740,263
５～29人,平成28,2016,11月,372251,351046,332109,18937,21205,92894,92318,89590,2728,576
５～29人,平成28,2016,12月,654040,351143,332205,18938,302897,102307,93701,90632,3069,8606
30～99人,平成23,2011,年平均,463162,375395,352778,22617,87767,106400,102955,99190,3765,3445
30～99人,平成24,2012,年平均,437295,356300,329956,26344,80995,111075,107980,104662,3318,3095
30～99人,平成25,2013,年平均,441962,355892,329327,26565,86070,107448,104436,100871,3565,3012
30～99人,平成26,2014,年平均,442919,359347,332601,26746,83572,107411,104361,100759,3602,3050
30～99人,平成27,2015,年平均,466531,378242,353406,24836,88289,101049,98519,95290,3229,2530
30～99人,平成28,2016,年平均,469189,379058,354868,24190,90131,108359,105163,102127,3036,3196
30～99人,平成28,2016,1月,389820,372715,349079,23636,17105,100806,99954,96909,3045,852
30～99人,平成28,2016,2月,387016,381028,357010,24018,5988,111244,104936,101496,3440,6308
30～99人,平成28,2016,3月,410972,383436,357484,25952,27536,108071,106593,103735,2858,1478
30～99人,平成28,2016,4月,403689,385261,359412,25849,18428,109711,109212,105375,3837,499
30～99人,平成28,2016,5月,396431,369556,347525,22031,26875,104704,104081,100764,3317,623
30～99人,平成28,2016,6月,674752,376751,353654,23097,298001,111488,105365,102092,3273,6123
30～99人,平成28,2016,7月,538212,378502,355093,23409,159710,107958,104354,101525,2829,3604
30～99人,平成28,2016,8月,399009,378586,355873,22713,20423,107121,104898,101930,2968,2223
30～99人,平成28,2016,9月,392824,380989,358237,22752,11835,108072,107758,104972,2786,314
30～99人,平成28,2016,10月,397965,383892,357206,26686,14073,106341,104877,102079,2798,1464
30～99人,平成28,2016,11月,401425,378483,353460,25023,22942,106506,105987,103391,2596,519
30～99人,平成28,2016,12月,837921,379804,354591,25213,458117,118085,104010,101281,2729,14075
100～499人,平成23,2011,年平均,519146,403489,373517,29972,115657,118737,115030,109741,5289,3707
100～499人,平成24,2012,年平均,508285,402423,369816,32607,105862,124651,120411,114611,5800,4240
100～499人,平成25,2013,年平均,512534,403096,370010,33086,109438,121950,118336,111836,6500,3614
