事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成28,2016,1月,82,－,81.7,79.2,73.5,84.4,96.4,82,80.6,83.9,79.7,83.2,79.8,70.8,78.1,79.5,89.8
30人以上,平成28,2016,2月,78.7,－,81.2,78.7,72.1,75,87.6,78.2,78.6,86.9,74.7,78.1,71.7,72,81.1,75.2,89
30人以上,平成28,2016,3月,88.2,－,89.2,86,74,82.4,94.3,89.1,112.5,88.2,86.2,82.1,76.1,76.7,83.8,99.5,92.1
30人以上,平成28,2016,4月,83.1,－,84.1,77.6,92.8,76.9,94.1,87.7,82.9,92.3,79.3,87.1,81.3,76.7,83.9,84.3,92.9
30人以上,平成28,2016,5月,85.3,－,88.4,77,71.2,80.5,87.6,84.9,125.5,89.8,78.3,81.2,81.2,73,76.6,76,87.9
30人以上,平成28,2016,6月,155.7,－,145.3,168.3,167,155.1,168.9,153.7,192.1,175.4,161.6,99.8,105.8,167,124.4,207.5,132.9
30人以上,平成28,2016,7月,110.2,－,125.6,133.6,74,95.8,130.7,129.9,85.5,108.4,111.1,108.7,94.5,78.5,101.9,78.6,111
30人以上,平成28,2016,8月,79.8,－,87.3,76.5,71.8,75.3,90.6,82,79.3,83.7,88.2,77.4,76.3,65.6,75.5,78.4,88.8
30人以上,平成28,2016,9月,80.5,－,79.3,77.4,72.6,79.8,92,81.9,87.5,85.6,77.3,75.8,72.2,70.4,74.8,78.5,89
30人以上,平成28,2016,10月,81.1,－,83.4,79.9,74,75.7,92.3,81.9,79.4,88,84,78.9,82.9,72.4,79.8,91.5,91.4
30人以上,平成28,2016,11月,84.9,－,98.2,84.1,72.6,88.9,93.3,85,87.4,92.1,79.9,76.8,75.4,72.8,74.2,77.3,91.7
30人以上,平成28,2016,12月,178.3,－,164.5,214.7,185,171.5,196.7,195,162.6,204.6,172.8,120.7,118.5,193.8,158.1,249.3,150
30人以上,平成24,2012,年平均（前年比（％））,-0.9,-19.1,-3.8,-3.4,-2.1,-1.7,4.2,2,1.5,-2.9,2.5,-0.5,7.5,-6,-3.1,-3.5,0.6
30人以上,平成25,2013,年平均（前年比（％））,0.5,-43,-0.3,-1.3,-4.7,-2,5.2,2.2,6.1,4,-6.3,-6.6,2.7,2,-1.2,13.4,2.1
30人以上,平成26,2014,年平均（前年比（％））,0.3,-66.4,-1,2.4,-3.1,-3.2,3,0.4,3.4,6.1,-1.4,-4.7,-3.8,-5.2,-1.2,-0.9,5.4
30人以上,平成27,2015,年平均（前年比（％））,-0.4,－,2.1,2.7,1.7,-2.7,-1.6,0.3,0.8,1.5,1.5,-4.4,-11.8,-0.5,-1.6,9.8,-0.4
30人以上,平成28,2016,年平均（前年比（％））,0.2,－,0.5,-0.5,6.6,1,2.4,1,-3.3,2,3.2,2.7,-12.8,3.3,-4.2,4.7,-2.1
30人以上,平成28,2016,1月（前年同月比（％））,3.1,－,1.9,4.3,11,13.4,7.2,0,0,-1.6,0.8,9,-14.2,-0.7,-1.3,4.2,0.9
30人以上,平成28,2016,2月（前年同月比（％））,0.5,－,0.1,3.4,11.6,0.7,-1.9,-1,-1.9,1,3,7.4,-18.4,3.3,0.7,3.9,0.9
30人以上,平成28,2016,3月（前年同月比（％））,-0.3,－,6.2,-3.8,5.3,-2.4,2.3,0.2,-1.7,-2.5,9,8.3,-14.1,3.5,-10.1,-2.3,1.2
30人以上,平成28,2016,4月（前年同月比（％））,-0.5,－,0.7,-3.6,19.1,0,-2.4,0.6,1.1,-3.9,-5,8.6,-15.7,4.8,0.1,-1.2,-0.2
30人以上,平成28,2016,5月（前年同月比（％））,-0.2,－,10.6,-3.3,10,7.6,-5.1,-0.8,-7,9.2,-5.2,6.3,-4.8,8.8,-3,2.3,-3.5
30人以上,平成28,2016,6月（前年同月比（％））,1.2,－,3.3,3.6,19.8,-6.2,10,5.2,-6.7,8.7,10.7,7.5,-13.4,8.8,-10.2,10.8,-4
30人以上,平成28,2016,7月（前年同月比（％））,-1.3,－,-16.5,-3.3,-11.6,4.5,-2.1,-1.1,-0.2,2.1,1.9,7.7,-11.5,1.8,0.6,3.1,-3.2
30人以上,平成28,2016,8月（前年同月比（％））,-0.4,－,10.5,-0.3,0,0.4,0.3,-0.7,-0.5,-0.6,1.1,-2.6,-16.3,-3.8,-2.7,5.5,-2.8
30人以上,平成28,2016,9月（前年同月比（％））,-0.4,－,-1.5,-0.6,4,2.6,6,0.6,-1.6,-1.2,-2.5,-5.6,-18.9,-0.4,-3.2,5.2,-1.9
30人以上,平成28,2016,10月（前年同月比（％））,-1.5,－,0.4,0,0.3,-0.1,1.7,-1.2,-8,6.9,-2.1,-3.3,-3.6,-1.4,-3.9,10.5,-2.2
30人以上,平成28,2016,11月（前年同月比（％））,0.8,－,5,0.8,0.6,4,6.4,-1.3,-1.5,-0.8,6.7,-5.3,-7.7,5.2,-12.7,-2.4,0.4
30人以上,平成28,2016,12月（前年同月比（％））,0.3,－,-1.2,-2.3,4.4,-1.4,3.4,5.1,-4.4,1.8,8.7,-3.1,-12.9,3.3,-2.5,6.5,-6.4
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成28年年報,,,,,,,,,,,,,,,,,,,,
第13表　名目賃金指数（現金給与総額）,,,,,,,,,,,,,,,,,,,,
（平成22年平均=100）,,,,,,,,,,,,,,,,,,,,
