"年月日［西暦］","地区","町丁目","世帯数","人口男［人］","人口女［人］","人口合計［人］"
20170101,"芝地区総合支所管内","芝一丁目",1047,859,902,1761
20170101,"芝地区総合支所管内","芝二丁目",1845,1544,1646,3190
20170101,"芝地区総合支所管内","芝三丁目",1984,1631,1853,3484
20170101,"芝地区総合支所管内","芝四丁目",1294,1059,1204,2263
20170101,"芝地区総合支所管内","芝五丁目",1919,1288,1698,2986
20170101,"芝地区総合支所管内","海岸一丁目",1219,1014,952,1966
20170101,"芝地区総合支所管内","東新橋一丁目",706,632,754,1386
20170101,"芝地区総合支所管内","東新橋二丁目",325,281,209,490
20170101,"芝地区総合支所管内","新橋一丁目",11,6,7,13
20170101,"芝地区総合支所管内","新橋二丁目",89,60,74,134
20170101,"芝地区総合支所管内","新橋三丁目",120,143,113,256
20170101,"芝地区総合支所管内","新橋四丁目",303,219,220,439
20170101,"芝地区総合支所管内","新橋五丁目",479,405,355,760
20170101,"芝地区総合支所管内","新橋六丁目",677,543,398,941
20170101,"芝地区総合支所管内","西新橋一丁目",198,171,138,309
20170101,"芝地区総合支所管内","西新橋二丁目",287,215,216,431
20170101,"芝地区総合支所管内","西新橋三丁目",483,316,351,667
20170101,"芝地区総合支所管内","三田一丁目",2187,1958,2279,4237
20170101,"芝地区総合支所管内","三田二丁目",2077,1946,2329,4275
20170101,"芝地区総合支所管内","三田三丁目",963,785,835,1620
20170101,"芝地区総合支所管内","浜松町一丁目",847,790,751,1541
20170101,"芝地区総合支所管内","浜松町二丁目",208,152,153,305
20170101,"芝地区総合支所管内","芝大門一丁目",414,319,358,677
20170101,"芝地区総合支所管内","芝大門二丁目",500,380,413,793
20170101,"芝地区総合支所管内","芝公園一丁目",148,109,111,220
20170101,"芝地区総合支所管内","芝公園二丁目",379,296,309,605
20170101,"芝地区総合支所管内","芝公園三丁目",159,159,158,317
20170101,"芝地区総合支所管内","芝公園四丁目",41,36,27,63
20170101,"芝地区総合支所管内","虎ノ門一丁目",240,220,229,449
20170101,"芝地区総合支所管内","虎ノ門二丁目",17,16,16,32
20170101,"芝地区総合支所管内","虎ノ門三丁目",1018,868,906,1774
20170101,"芝地区総合支所管内","虎ノ門四丁目",352,226,390,616
20170101,"芝地区総合支所管内","虎ノ門五丁目",208,215,223,438
20170101,"芝地区総合支所管内","愛宕一丁目",14,23,15,38
20170101,"芝地区総合支所管内","愛宕二丁目",139,251,225,476
20170101,"芝浦港南地区総合支所管内","芝浦一丁目",1606,1548,1492,3040
20170101,"芝浦港南地区総合支所管内","芝浦二丁目",1911,1652,1780,3432
20170101,"芝浦港南地区総合支所管内","芝浦三丁目",1078,950,1039,1989
20170101,"芝浦港南地区総合支所管内","芝浦四丁目",7025,7715,7933,15648
20170101,"芝浦港南地区総合支所管内","海岸二丁目",399,390,384,774
20170101,"芝浦港南地区総合支所管内","海岸三丁目",2187,1910,1484,3394
20170101,"芝浦港南地区総合支所管内","港南一丁目",130,131,134,265
20170101,"芝浦港南地区総合支所管内","港南二丁目",1291,1220,1344,2564
20170101,"芝浦港南地区総合支所管内","港南三丁目",2950,3182,3417,6599
20170101,"芝浦港南地区総合支所管内","港南四丁目",4555,5097,5551,10648
20170101,"芝浦港南地区総合支所管内","港南五丁目",317,317,225,542
20170101,"芝浦港南地区総合支所管内","台場一丁目",1782,2180,2396,4576
20170101,"芝浦港南地区総合支所管内","台場二丁目",421,466,468,934
20170101,"赤坂地区総合支所管内","元赤坂一丁目",177,139,170,309
20170101,"赤坂地区総合支所管内","元赤坂二丁目",160,164,137,301
20170101,"赤坂地区総合支所管内","赤坂一丁目",171,259,283,542
20170101,"赤坂地区総合支所管内","赤坂二丁目",1642,1491,1524,3015
