区分／地域／分類コード／部門名,中間需要／東京都地域／Ｋ01／農林水産業（百万円）,中間需要／東京都地域／Ｋ06／鉱業（百万円）,中間需要／東京都地域／Ｋ11／飲食料品（百万円）,中間需要／東京都地域／Ｋ15／繊維製品（百万円）,中間需要／東京都地域／Ｋ16／パルプ・紙・木製品（百万円）,中間需要／東京都地域／Ｋ20／化学製品（百万円）,中間需要／東京都地域／Ｋ21／石油・石炭製品（百万円）,中間需要／東京都地域／Ｋ22／プラスチック・ゴム（百万円）,中間需要／東京都地域／Ｋ25／窯業・土石製品（百万円）,中間需要／東京都地域／Ｋ26／鉄鋼（百万円）,中間需要／東京都地域／Ｋ27／非鉄金属（百万円）,中間需要／東京都地域／Ｋ28／金属製品（百万円）,中間需要／東京都地域／Ｋ29／はん用機械（百万円）,中間需要／東京都地域／Ｋ30／生産用機械（百万円）,中間需要／東京都地域／Ｋ31／業務用機械（百万円）,中間需要／東京都地域／Ｋ32／電子部品（百万円）,中間需要／東京都地域／Ｋ33／電気機械（百万円）,中間需要／東京都地域／Ｋ34／情報・通信機器（百万円）,中間需要／東京都地域／Ｋ35／輸送機械（百万円）,中間需要／東京都地域／Ｋ39／その他の製造工業製品（百万円）,中間需要／東京都地域／Ｋ41／建設（百万円）,中間需要／東京都地域／Ｋ46／電力・ガス・熱供給（百万円）,中間需要／東京都地域／Ｋ47／水道（百万円）,中間需要／東京都地域／Ｋ48／廃棄物処理（百万円）,中間需要／東京都地域／Ｋ51／商業（百万円）,中間需要／東京都地域／Ｋ53／金融・保険（百万円）,中間需要／東京都地域／Ｋ55／不動産（百万円）,中間需要／東京都地域／Ｋ57／運輸・郵便（百万円）,中間需要／東京都地域／Ｋ59／情報通信（百万円）,中間需要／東京都地域／Ｋ61／公務（百万円）,中間需要／東京都地域／Ｋ63／教育・研究（百万円）,中間需要／東京都地域／Ｋ64／医療・福祉（百万円）,中間需要／東京都地域／Ｋ65／その他の非営利団体サービス（百万円）,中間需要／東京都地域／Ｋ66／対事業所サービス（百万円）,中間需要／東京都地域／Ｋ67／対個人サービス（百万円）,中間需要／東京都地域／Ｋ68／事務用品（百万円）,中間需要／東京都地域／Ｋ69／分類不明（百万円）,中間需要／東京都地域／Ｌ10／本社（百万円）,中間需要／東京都地域／Ｒ70／都：財・サービス内生部門計（百万円）,中間需要／東京都地域／Ｒ71／都：内生部門計（百万円）,中間需要／その他地域／Ｍ01／農林水産業（百万円）,中間需要／その他地域／Ｍ06／鉱業（百万円）,中間需要／その他地域／Ｍ11／飲食料品（百万円）,中間需要／その他地域／Ｍ15／繊維製品（百万円）,中間需要／その他地域／Ｍ16／パルプ・紙・木製品（百万円）,中間需要／その他地域／Ｍ20／化学製品（百万円）,中間需要／その他地域／Ｍ21／石油・石炭製品（百万円）,中間需要／その他地域／Ｍ22／プラスチック・ゴム（百万円）,中間需要／その他地域／Ｍ25／窯業・土石製品（百万円）,中間需要／その他地域／Ｍ26／鉄鋼（百万円）,中間需要／その他地域／Ｍ27／非鉄金属（百万円）,中間需要／その他地域／Ｍ28／金属製品（百万円）,中間需要／その他地域／Ｍ29／はん用機械（百万円）,中間需要／その他地域／Ｍ30／生産用機械（百万円）,中間需要／その他地域／Ｍ31／業務用機械（百万円）,中間需要／その他地域／Ｍ32／電子部品（百万円）,中間需要／その他地域／Ｍ33／電気機械（百万円）,中間需要／その他地域／Ｍ34／情報・通信機器（百万円）,中間需要／その他地域／Ｍ35／輸送機械（百万円）,中間需要／その他地域／Ｍ39／その他の製造工業製品（百万円）,中間需要／その他地域／Ｍ41／建設（百万円）,中間需要／その他地域／Ｍ46／電力・ガス・熱供給（百万円）,中間需要／その他地域／Ｍ47／水道（百万円）,中間需要／その他地域／Ｍ48／廃棄物処理（百万円）,中間需要／その他地域／Ｍ51／商業（百万円）,中間需要／その他地域／Ｍ53／金融・保険（百万円）,中間需要／その他地域／Ｍ55／不動産（百万円）,中間需要／その他地域／Ｍ57／運輸・郵便（百万円）,中間需要／その他地域／Ｍ59／情報通信（百万円）,中間需要／その他地域／Ｍ61／公務（百万円）,中間需要／その他地域／Ｍ63／教育・研究（百万円）,中間需要／その他地域／Ｍ64／医療・福祉（百万円）,中間需要／その他地域／Ｍ65／その他の非営利団体サービス（百万円）,中間需要／その他地域／Ｍ66／対事業所サービス（百万円）,中間需要／その他地域／Ｍ67／対個人サービス（百万円）,中間需要／その他地域／Ｍ68／事務用品（百万円）,中間需要／その他地域／Ｍ69／分類不明（百万円）,中間需要／その他地域／Ｎ10／本社（百万円）,中間需要／その他地域／Ｓ70／他：財・サービス内生部門計（百万円）,中間需要／その他地域／Ｓ71／他：内生部門計（百万円）,中間需要／Ｔ71／内生部門計（百万円）,最終需要／東京都地域／Ｐ71／都事業所家計外消費支出（百万円）,最終需要／東京都地域／Ｐ61／他県事業所家計外消費支出（百万円）,最終需要／東京都地域／Ｐ72／民間消費支出（他県民支出を除く。）（百万円）,最終需要／東京都地域／Ｐ92／他県民支出（百万円）,最終需要／東京都地域／Ｐ73／一般政府消費支出（百万円）,最終需要／東京都地域／Ｐ74／都内総固定資本形成（公的）（百万円）,最終需要／東京都地域／Ｐ75／都内総固定資本形成（民間）（百万円）,最終需要／東京都地域／Ｐ76／在庫純増（百万円）,最終需要／東京都地域／Ｐ77／調整項（百万円）,最終需要／東京都地域／Ｒ78／都内最終需要計（百万円）,最終需要／東京都地域／Ｒ79／都内需要合計（百万円）,最終需要／東京都地域／Ｐ80／輸出（百万円）,最終需要／東京都地域／Ｒ81／都：輸出計（百万円）,最終需要／東京都地域／Ｒ83／都：最終需要計（百万円）,最終需要／東京都地域／Ｒ84／都：需要合計（百万円）,最終需要／東京都地域／Ｐ84／（控除）輸入（百万円）,最終需要／東京都地域／Ｐ85／（控除）関税（百万円）,最終需要／東京都地域／Ｐ86／（控除）輸入品商品税（百万円）,最終需要／東京都地域／Ｒ87／都：（控除）輸入計（百万円）,最終需要／その他地域／Ｑ71／都事業所家計外消費支出（百万円）,最終需要／その他地域／Ｑ61／他県事業所家計外消費支出（百万円）,最終需要／その他地域／Ｑ72／都民支出（百万円）,最終需要／その他地域／Ｑ92／民間消費支出（都民支出を除く。）（百万円）,最終需要／その他地域／Ｑ73／一般政府消費支出（百万円）,最終需要／その他地域／Ｑ74／他地域内総固定資本形成（公的）（百万円）,最終需要／その他地域／Ｑ75／他地域内総固定資本形成（民間）（百万円）,最終需要／その他地域／Ｑ76／在庫純増（百万円）,最終需要／その他地域／Ｑ77／調整項（百万円）,最終需要／その他地域／Ｓ78／他地域内最終需要計（百万円）,最終需要／その他地域／Ｓ79／他地域内需要合計（百万円）,最終需要／その他地域／Ｑ80／輸出（百万円）,最終需要／その他地域／Ｓ81／他：輸出計（百万円）,最終需要／その他地域／Ｓ83／他：最終需要計（百万円）,最終需要／その他地域／Ｓ84／他：需要合計（百万円）,最終需要／その他地域／Ｑ84／（控除）輸入（百万円）,最終需要／その他地域／Ｑ85／（控除）関税（百万円）,最終需要／その他地域／Ｑ86／（控除）輸入品商品税（百万円）,最終需要／その他地域／Ｓ87／他：（控除）輸入計（百万円）,最終需要／Ｔ81／輸出計（百万円）,最終需要／Ｔ78／国内最終需要計（百万円）,最終需要／Ｔ79／国内需要合計（百万円）,最終需要／Ｔ83／最終需要計（百万円）,最終需要／Ｔ84／需要合計（百万円）,最終需要／Ｔ87／（控除）輸入計（百万円）,Ｔ97／生産額（百万円）
中間投入／東京都地域／Ａ27／非鉄金属（百万円）,0,0,291,0,270,2184,0,92,769,1662,28330,3031,1558,2065,8551,15281,10030,7688,5907,5348,23889,49,33,2,37,0,0,9,311,454,99,1718,11,1214,608,35,2860,0,124386,124386,0,3,421,0,198,616,1,208,276,903,34991,4604,2469,1695,1262,4148,5385,1383,5984,642,1996,82,8,0,9,0,0,4,11,33,8,552,7,135,117,7,185,0,68343,68343,192729,52,0,15019,977,0,0,-21219,136,1299,-3736,120650,19913,19913,16177,140563,-112520,-342,-5643,-118505,0,7,1,724,0,0,3080,-271,0,3541,71884,3,3,3544,71887,0,0,0,0,19916,-195,192534,19721,212450,-118505,93945
中間投入／東京都地域／Ａ28／金属製品（百万円）,11,42,3210,105,1311,1417,0,556,143,22,20,3279,2005,3190,4297,2454,4497,3351,1870,2072,80791,294,163,23,12748,217,474,1356,1403,16589,171,723,232,3281,6603,21,775,0,159716,159716,324,370,10901,173,2813,5231,218,2024,1623,450,342,11876,7424,10587,5479,6036,8884,3824,10305,1702,34205,264,88,12,5832,54,397,1335,254,3113,97,398,243,1476,2479,9,331,0,141173,141173,300889,1783,0,5731,185,1,87,10996,1349,402,20534,180250,9798,9798,30332,190048,-80071,-423,-4002,-84496,0,514,1,4246,4,49,3828,-382,0,8260,149433,137,137,8397,149570,0,0,0,0,9935,28794,329683,38729,339618,-84496,255122
中間投入／東京都地域／Ａ29／はん用機械（百万円）,0,2,0,0,53,4,0,9,13,4,0,28,6207,4095,1168,245,780,298,880,430,6374,0,843,0,9,0,0,115,41,758,0,1,0,13499,13,0,0,0,35869,35869,0,49,0,0,338,14,0,129,355,86,4,263,33811,16104,1892,758,5244,531,11451,79,8945,0,530,0,10,0,0,72,2,162,0,0,0,8064,10,0,0,0,88903,88903,124772,0,0,338,0,0,4787,50259,167,544,56095,91964,13501,13501,69596,105465,-66907,0,-3345,-70252,0,0,0,689,0,3487,66944,25,0,71145,160048,5,5,71150,160053,0,0,0,0,13506,127240,252012,140746,265518,-70252,195266
中間投入／東京都地域／Ａ30／生産用機械（百万円）,0,4,0,0,10,0,0,68,6,10,1,29,216,14691,218,413,624,101,135,87,82,6,29,0,12,0,0,64,9,36,0,0,0,24255,23,0,0,0,41129,41129,2,35,0,0,24,0,6,906,159,89,23,141,986,47945,300,1086,824,197,1442,21,80,3,17,0,8,0,0,52,2,15,0,0,0,16553,12,0,0,0,70928,70928,112057,0,0,273,16,0,4171,99217,764,2261,106702,147831,80308,80308,187010,228139,-86464,0,-4323,-90787,0,0,0,36,0,2163,186658,166,0,189023,259951,8,8,189031,259959,0,0,0,0,80316,295725,407782,376041,488098,-90787,397311
中間投入／東京都地域／Ａ31／業務用機械（百万円）,55,0,0,0,0,0,0,0,0,0,0,0,292,1506,5970,0,630,119,268,36,633,0,34,12,12914,103,0,90,2352,14469,0,32959,0,14465,998,800,0,0,88705,88705,87,0,2,0,0,4,0,0,0,0,0,31,4259,13229,19253,343,1860,959,3210,135,1272,0,51,19,16870,50,0,136,276,4355,0,14644,0,12960,1351,610,0,0,95966,95966,184671,109,0,13627,1183,4,13722,166419,3209,3538,201811,290516,103248,103248,305059,393764,-190557,-49,-9527,-200133,0,71,43,20777,4,11538,184999,1850,0,219282,315248,1886,1886,221168,317134,0,0,0,0,105134,421093,605764,526227,710898,-200133,510765
中間投入／東京都地域／Ａ32／電子部品（百万円）,0,0,0,0,1,0,0,0,0,0,2,36,355,1304,34725,40920,79571,90422,2045,6377,507,1,2,0,53,91,0,8,5977,7426,952,13,0,42419,6,1579,0,119,314792,314911,0,0,0,0,4,2,0,0,0,0,57,1108,2398,3673,25203,109779,52697,68204,7778,1383,417,4,2,0,65,23,0,5,609,2076,1083,6,0,23296,18,1092,0,22,300982,301004,615915,61,0,4870,483,0,0,0,1716,777,7907,322818,28328,28328,36235,351146,-184339,0,-9217,-193556,0,26,7,3966,0,0,0,173,0,4172,305176,2,2,4174,305178,0,0,0,0,28330,12079,627994,40409,656324,-193556,462768
中間投入／東京都地域／Ａ33／電気機械（百万円）,16,0,0,0,13,0,0,1,1,0,0,39,2087,5053,5381,1821,31170,4604,9222,862,18392,1,19,0,949,10,41,342,1588,11358,626,419,0,24499,336,0,387,680,119237,119917,68,9,0,0,28,1,0,6,5,0,8,342,11486,17271,5797,4398,65278,5313,56081,159,9860,1,7,0,328,1,13,136,63,2404,240,456,3,15383,114,0,137,92,195396,195488,315405,3047,0,83579,5595,0,39541,237877,12906,3058,385603,505520,103323,103323,488926,608843,-306485,-16,-15290,-321791,0,289,9,21791,0,24415,208345,754,0,255603,451091,16,16,255619,451107,0,0,0,0,103339,641206,956611,744545,1059950,-321791,738159
中間投入／東京都地域／Ａ34／情報・通信機器（百万円）,0,0,7,0,0,6,0,5,1,0,0,3,64,83,25,32,37,17300,2054,39,7417,26,5,6,3753,1159,995,323,5612,19058,380,238,25,9267,1115,0,0,0,69035,69035,7,1,31,1,4,53,4,12,5,0,1,29,291,145,20,45,41,8061,4707,23,3489,20,3,4,1680,212,179,254,334,2202,179,86,21,2501,311,0,0,0,24956,24956,93991,9544,0,297051,15333,0,65742,662741,-10046,344,1040709,1109744,19458,19458,1060167,1129202,-834878,0,-41672,-876550,0,953,111,130595,0,36044,167337,-1996,0,333044,358000,416,416,333460,358416,0,0,0,0,19874,1373753,1467744,1393627,1487618,-876550,611068
中間投入／東京都地域／Ａ35／輸送機械（百万円）,187,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,110983,0,0,0,0,0,0,0,0,65509,0,71413,40,0,0,4321,54,0,0,0,252510,252510,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,224011,0,0,0,0,0,0,0,0,9933,0,9291,2,0,0,25483,21,0,0,0,268941,268941,521451,0,0,69860,2130,0,7460,183621,2448,7145,272664,525174,367854,367854,640518,893028,-289791,0,-13939,-303730,0,0,2,32088,0,3973,203004,-8816,0,230251,499192,4322,4322,234573,503514,0,0,0,0,372176,502915,1024366,875091,1396542,-303730,1092812
中間投入／東京都地域／Ａ39／その他の製造工業製品（百万円）,137,25,5986,1320,2372,2138,6,1359,1156,630,8675,155,189,565,2562,1511,1240,2858,1427,66660,12167,17264,663,1860,55357,111175,1198,9948,305863,50396,58146,27673,19810,185661,38969,17198,1317,21470,1015636,1037106,1135,158,18631,2279,8932,6528,4014,12850,6006,32729,17001,1724,806,1989,2131,4687,3447,3716,5070,24681,7606,13432,733,865,32742,25354,142,5421,34155,19914,33387,13202,11881,20778,16337,6999,346,2775,401808,404583,1441689,30817,0,233547,50014,0,10142,100820,-3193,326,422473,1459579,21143,21143,443616,1480722,-420570,-12112,-17081,-449763,0,7592,421,97004,1,3312,30604,-1478,0,137456,542039,919,919,138375,542958,0,0,0,0,22062,559929,2001618,581991,2023680,-449763,1573917
中間投入／東京都地域／Ａ41／建設（百万円）,473,59,1567,684,1627,2950,94,1218,1414,968,909,1550,1033,1728,2360,4454,3445,2532,3820,5433,15290,91479,67205,4111,126952,71946,421392,110496,125449,90307,109115,57481,1695,64696,65967,0,0,136914,1461899,1598813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598813,0,0,0,0,0,1739864,3721444,0,0,5461308,7060121,0,0,5461308,7060121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5461308,7060121,5461308,7060121,0,7060121
中間投入／東京都地域／Ａ46／電力・ガス・熱供給（百万円）,267,77,8678,1134,1739,4293,185,2782,3090,1898,1442,2073,1502,2071,3158,8265,2989,2002,9634,9809,17778,63651,16710,16034,134903,29412,35123,35168,50935,44917,52845,62094,2046,73444,188915,0,4766,95965,895829,991794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991794,782,0,731978,0,0,0,0,0,0,732760,1724554,4305,4305,737065,1728859,-140,0,0,-140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4305,732760,1724554,737065,1728859,-140,1728719
中間投入／東京都地域／Ａ47／水道（百万円）,26,18,2757,70,163,690,5,122,150,52,90,86,157,260,232,562,341,189,307,914,4624,3310,23887,6543,40717,12790,5992,22586,19249,18488,47801,42944,1371,11106,89735,0,2695,28199,361029,389228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389228,673,0,189913,0,7384,0,0,0,0,197970,587198,484,484,198454,587682,-328,0,0,-328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,197970,587198,198454,587682,-328,587354
中間投入／東京都地域／Ａ48／廃棄物処理（百万円）,2,5,403,13,59,365,0,17,187,0,4,5,36,3,66,178,86,38,293,283,4714,7745,1337,0,12293,14303,172,14867,18151,53723,11382,17476,7,2286,79732,0,2339,17297,242570,259867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259867,0,0,21612,0,165302,0,0,0,0,186914,446781,698,698,187612,447479,-42,0,0,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,186914,446781,187612,447479,-42,447437
中間投入／東京都地域／Ａ51／商業（百万円）,3822,135,63856,8282,15501,19256,255,10106,5420,7819,1986,8975,7840,14235,19227,16147,27068,21514,24796,79387,298350,19044,9657,7266,222284,44306,13675,108190,223312,65228,64601,216219,14543,213013,600853,40147,8342,61218,2524657,2585875,87084,3093,512589,61182,219255,259439,31338,210599,58956,189715,94435,137257,105735,130152,68981,128470,170590,70445,405321,136420,620691,54247,14611,7532,274401,22840,9966,116290,59546,52054,65953,502615,24722,191239,432563,40525,12544,8285,5583395,5591680,8177555,339303,0,4366489,804465,290,46794,817253,10800,0,6385394,8971269,280663,280663,6666057,9251932,-107449,0,0,-107449,0,72363,10400,2299206,908,59721,760791,26585,0,3229974,8821654,1436344,1436344,4666318,10257998,0,0,0,0,1717007,9615368,17792923,11332375,19509930,-107449,19402481
中間投入／東京都地域／Ａ53／金融・保険（百万円）,795,210,3510,2213,2998,2843,108,635,2457,1236,990,3753,2036,4047,4548,2489,3424,2921,6163,9675,37439,21564,2309,2491,181742,359520,1694715,110588,54050,849472,9677,53791,33762,110612,60928,0,9410,2346199,3649121,5995320,6088,1919,15859,4774,8902,12969,5074,4094,6064,10444,6328,9573,5595,8101,4897,6612,5681,2784,18131,9088,29589,24046,1813,2436,112188,88544,342068,37023,10195,99108,6269,32751,32644,25342,24742,0,1741,159311,1023476,1182787,7178107,42,0,1949257,697505,0,0,0,0,0,2646804,8642124,258344,258344,2905148,8900468,-158709,0,0,-158709,0,0,173,671343,0,0,0,0,0,671516,1854303,0,0,671516,1854303,0,0,0,0,258344,3318320,10496427,3576664,10754771,-158709,10596062
中間投入／東京都地域／Ａ55／不動産（百万円）,1794,25,2063,307,508,668,12,454,632,109,50,364,624,917,947,512,1605,1330,566,3511,22145,9892,1150,1744,401644,170171,136125,78154,398679,17494,34549,152154,9970,170603,139534,0,33546,1260606,1794552,3055158,778,205,2577,327,852,2055,175,1372,610,1142,287,1148,830,1257,340,659,1156,515,1376,673,5677,4663,237,232,75010,13149,30127,20717,12589,1520,8618,34041,2601,10182,23995,0,5622,40219,267314,307533,3362691,0,0,10489232,178143,4052,0,0,0,0,10671427,13726585,6690,6690,10678117,13733275,-327,0,0,-327,0,0,119,9971,0,0,0,0,0,10090,317623,0,0,10090,317623,0,0,0,0,6690,10681517,14044208,10688207,14050898,-327,14050571
中間投入／東京都地域／Ａ57／運輸・郵便（百万円）,1465,2026,14570,1038,3106,4405,150,1285,4361,2116,659,2109,1710,3144,4358,3054,6374,4155,5943,35974,90935,33744,5060,14015,401986,124566,14920,539013,195532,129123,58440,57331,12560,137796,138563,3684,21525,429960,2080795,2510755,7162,624,25297,1923,9561,17411,13309,7944,6970,13045,7388,6416,5162,7598,3299,8449,8428,5019,18252,17028,30179,20752,1206,2904,83008,17355,1091,157960,13160,37922,28218,20322,3443,17923,39809,1246,10523,34681,677306,711987,3222742,44255,13869,1349448,470874,-17930,1952,28512,1414,0,1892394,4403149,840800,840800,2733194,5243949,-588818,0,0,-588818,0,8285,35109,678098,70,644,12092,879,0,735177,1447164,67088,67088,802265,1514252,0,0,0,0,907888,2627571,5850313,3535459,6758201,-588818,6169383
中間投入／東京都地域／Ａ59／情報通信（百万円）,606,32,3939,473,1653,4728,39,1241,652,401,243,916,1341,3882,3593,4298,10287,6803,2577,7649,51611,17821,29002,4755,499923,480789,46842,54839,1993921,145156,97351,128678,27878,2115548,186052,0,24835,679985,5960354,6640339,13232,958,61688,5785,21552,93125,4415,28175,16672,27657,12803,20982,25063,54670,16141,51132,66317,43044,51551,18805,74500,112868,66076,7087,874615,490123,69823,131164,719107,308431,234941,240066,83224,533474,186236,0,15963,197584,4781465,4979049,11619388,39497,0,1640650,129242,2939,195397,1616017,-2086,479,3622135,10262474,143918,143918,3766053,10406392,-169293,0,-429,-169722,0,19389,3187,799969,12977,496968,2656495,0,0,3988985,8968034,42510,42510,4031495,9010544,0,0,0,0,186428,7611120,19230508,7797548,19416936,-169722,19247214
中間投入／東京都地域／Ａ61／公務（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198723,0,198723,198723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198723,0,0,115117,0,5724112,0,0,0,0,5839229,6037952,0,0,5839229,6037952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5839229,6037952,5839229,6037952,0,6037952
中間投入／東京都地域／Ａ63／教育・研究（百万円）,85,15,6336,1005,2092,36314,20,4439,1997,864,1658,1072,4800,16980,25942,31322,46909,44157,48297,15993,9362,10543,287,122,45743,6997,51,15879,306377,2476,9304,24095,0,54779,6082,0,21835,502020,804229,1306249,199,92,3747,780,1301,33898,765,5647,2205,3793,2620,1410,4099,8181,5449,14553,12542,7873,32751,2218,1254,2029,1,0,4586,154,0,1096,5563,59,1552,3079,0,1577,44,0,2016,16478,167133,183611,1489860,0,0,1448020,371575,1467875,0,0,0,0,3287470,4593719,26697,26697,3314167,4620416,-26789,0,0,-26789,0,0,0,0,0,0,0,0,0,0,183611,0,0,0,183611,0,0,0,0,26697,3287470,4777330,3314167,4804027,-26789,4777238
中間投入／東京都地域／Ａ64／医療・福祉（百万円）,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,4,380,0,297,1138,89,2638,3587,220,131,250672,13,430,583,0,2757,0,262967,262967,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,12,2,168,80,3,3,2085,0,2,9,0,59,0,2457,2457,265424,138959,0,1548766,165629,4173216,0,0,0,0,6026570,6289537,63,63,6026633,6289600,-709,0,0,-709,0,867,0,414,34,0,0,0,0,1315,3772,0,0,1315,3772,0,0,0,0,63,6027885,6293309,6027948,6293372,-709,6292663
中間投入／東京都地域／Ａ65／その他の非営利団体サービス（百万円）,84,11,482,79,97,493,5,144,139,44,20,73,345,490,329,191,397,390,232,789,4799,1087,1087,893,3787,12924,3072,1785,14390,7,7751,8125,0,28749,18978,0,705,41366,112973,154339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154339,0,0,412879,152600,0,0,0,0,0,565479,719818,6645,6645,572124,726463,-11009,0,0,-11009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6645,565479,719818,572124,726463,-11009,715454
中間投入／東京都地域／Ａ66／対事業所サービス（百万円）,1931,193,25225,3017,6542,17144,410,5467,8269,1308,1024,4979,8056,13920,14361,19968,29143,22180,30554,48908,548873,98928,87276,25222,950081,769789,338896,479194,2603206,458475,280718,432489,48589,2059980,309291,0,28239,1816416,9781845,11598261,21168,5718,239566,10158,39956,115747,7523,58389,29088,29106,14068,27199,47786,74670,21708,72814,95460,37994,180294,59483,605083,119237,43722,13595,790052,233581,208022,488081,403440,267204,168113,322303,29179,545862,265579,0,23569,744777,5714517,6459294,18057555,17187,0,235743,6958,0,33496,136471,0,0,429855,12028116,377988,377988,807843,12406104,-327905,0,0,-327905,0,8224,449,181490,0,12918,149752,0,0,352833,6812127,0,0,352833,6812127,0,0,0,0,377988,782688,18840243,1160676,19218231,-327905,18890326
中間投入／東京都地域／Ａ67／対個人サービス（百万円）,16,0,8198,17,16,44,0,18,9,7,2,13,24,82,51,110,128,133,93,431,1490,174,206,35,16709,2084,9276,5376,267930,5434,6414,150300,2230,46717,180672,0,2285,0,706724,706724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,41,0,0,0,5852,0,72,0,0,264,3393,0,61,0,9779,9779,716503,1799077,628741,5455201,1433246,0,0,0,0,0,9316265,10022989,156069,156069,9472334,10179058,-266701,0,0,-266701,0,28714,2045,193886,0,0,0,0,0,224645,234424,0,0,224645,234424,0,0,0,0,156069,9540910,10257413,9696979,10413482,-266701,10146781
中間投入／東京都地域／Ａ68／事務用品（百万円）,129,4,388,60,68,127,2,34,110,16,12,35,102,219,169,168,399,285,269,1024,1350,130,446,940,21593,15669,2003,4769,10548,7296,14570,14837,1327,12099,10237,0,85,118667,121519,240186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,2,2,0,0,0,0,0,11,11,22,240208,0,0,0,0,0,0,0,0,0,0,240186,0,0,0,240186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,0,0,0,240208,0,240208,0,240208
中間投入／東京都地域／Ａ69／分類不明（百万円）,2223,86,3612,1602,2819,867,148,1747,5044,688,318,1333,2609,3397,2123,809,2406,2278,5380,5190,102126,7518,5049,962,125845,36556,71470,53170,127573,10923,43219,36233,3431,152811,30949,291,0,0,852805,852805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852805,0,0,0,0,0,0,0,0,0,0,852805,811,811,811,853616,-7748,0,0,-7748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,0,852805,811,853616,-7748,845868
中間投入／東京都地域／Ｂ10／本社（百万円）,356,179,18877,5484,4393,26183,111,4338,3384,801,807,5175,5839,8383,19241,12866,16499,15627,12880,84318,311572,42922,0,15303,1338261,789061,384292,217571,1756765,0,29604,11470,18820,1158027,122712,0,0,0,6442121,6442121,38518,35605,530004,149514,166608,799563,69884,170596,130277,101078,84613,194887,168620,268888,214497,344283,330426,249773,434714,374680,2037719,381218,0,182155,5076115,1002603,684300,1417415,1714927,0,100229,89672,123342,2590620,753170,0,0,0,21010513,21010513,27452634,0,0,0,0,0,0,0,0,0,0,6442121,0,0,0,6442121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21010513,0,0,0,21010513,0,0,0,0,0,0,27452634,0,27452634,0,27452634
