地域／分類コード／部門名,東京都地域／Ｋ01／農林水産業,東京都地域／Ｋ06／鉱業,東京都地域／Ｋ11／飲食料品,東京都地域／Ｋ15／繊維製品,東京都地域／Ｋ16／パルプ・紙・木製品,東京都地域／Ｋ20／化学製品,東京都地域／Ｋ21／石油・石炭製品,東京都地域／Ｋ22／プラスチック・ゴム,東京都地域／Ｋ25／窯業・土石製品,東京都地域／Ｋ26／鉄鋼,東京都地域／Ｋ27／非鉄金属,東京都地域／Ｋ28／金属製品,東京都地域／Ｋ29／はん用機械,東京都地域／Ｋ30／生産用機械,東京都地域／Ｋ31／業務用機械,東京都地域／Ｋ32／電子部品,東京都地域／Ｋ33／電気機械,東京都地域／Ｋ34／情報・通信機器,東京都地域／Ｋ35／輸送機械,東京都地域／Ｋ39／その他の製造工業製品,東京都地域／Ｋ41／建設,東京都地域／Ｋ46／電力・ガス・熱供給,東京都地域／Ｋ47／水道,東京都地域／Ｋ48／廃棄物処理,東京都地域／Ｋ51／商業,東京都地域／Ｋ53／金融・保険,東京都地域／Ｋ55／不動産,東京都地域／Ｋ57／運輸・郵便,東京都地域／Ｋ59／情報通信,東京都地域／Ｋ61／公務,東京都地域／Ｋ63／教育・研究,東京都地域／Ｋ64／医療・福祉,東京都地域／Ｋ65／その他の非営利団体サービス,東京都地域／Ｋ66／対事業所サービス,東京都地域／Ｋ67／対個人サービス,東京都地域／Ｋ68／事務用品,東京都地域／Ｋ69／分類不明,東京都地域／Ｌ10／本社,その他地域／Ｍ01／農林水産業,その他地域／Ｍ06／鉱業,その他地域／Ｍ11／飲食料品,その他地域／Ｍ15／繊維製品,その他地域／Ｍ16／パルプ・紙・木製品,その他地域／Ｍ20／化学製品,その他地域／Ｍ21／石油・石炭製品,その他地域／Ｍ22／プラスチック・ゴム,その他地域／Ｍ25／窯業・土石製品,その他地域／Ｍ26／鉄鋼,その他地域／Ｍ27／非鉄金属,その他地域／Ｍ28／金属製品,その他地域／Ｍ29／はん用機械,その他地域／Ｍ30／生産用機械,その他地域／Ｍ31／業務用機械,その他地域／Ｍ32／電子部品,その他地域／Ｍ33／電気機械,その他地域／Ｍ34／情報・通信機器,その他地域／Ｍ35／輸送機械,その他地域／Ｍ39／その他の製造工業製品,その他地域／Ｍ41／建設,その他地域／Ｍ46／電力・ガス・熱供給,その他地域／Ｍ47／水道,その他地域／Ｍ48／廃棄物処理,その他地域／Ｍ51／商業,その他地域／Ｍ53／金融・保険,その他地域／Ｍ55／不動産,その他地域／Ｍ57／運輸・郵便,その他地域／Ｍ59／情報通信,その他地域／Ｍ61／公務,その他地域／Ｍ63／教育・研究,その他地域／Ｍ64／医療・福祉,その他地域／Ｍ65／その他の非営利団体サービス,その他地域／Ｍ66／対事業所サービス,その他地域／Ｍ67／対個人サービス,その他地域／Ｍ68／事務用品,その他地域／Ｍ69／分類不明,その他地域／Ｎ10／本社
東京都地域／Ａ66／対事業所サービス,0.019118,0.023048,0.021891,0.027293,0.026582,0.035336,0.018568,0.020497,0.053856,0.007359,0.0109,0.019516,0.041257,0.035036,0.028117,0.043149,0.039481,0.036297,0.027959,0.031074,0.077743,0.057226,0.148592,0.05637,0.048967,0.072649,0.02412,0.077673,0.135251,0.075932,0.058762,0.068729,0.067914,0.109049,0.030482,0,0.033385,0.066165,0.001774,0.007608,0.006966,0.003132,0.003692,0.004263,0.000379,0.00462,0.004627,0.00096,0.001569,0.002754,0.005178,0.005348,0.003665,0.005625,0.006673,0.005211,0.004053,0.007096,0.013312,0.006128,0.010985,0.004098,0.01064,0.010865,0.003641,0.011603,0.014991,0.008008,0.005593,0.005971,0.006557,0.011548,0.006233,0,0.00566,0.01803
東京都地域／Ａ67／対個人サービス,0.000158,0,0.007114,0.000154,0.000065,0.000091,0,0.000067,0.000059,0.000039,0.000021,0.000051,0.000123,0.000206,0.0001,0.000238,0.000173,0.000218,0.000085,0.000274,0.000211,0.000101,0.000351,0.000078,0.000861,0.000197,0.00066,0.000871,0.01392,0.0009,0.001343,0.023885,0.003117,0.002473,0.017806,0,0.002701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000011,0,0,0,0,0.000001,0,0,0,0.000217,0,0.000002,0,0,0.000006,0.00008,0,0.000015,0
東京都地域／Ａ68／事務用品,0.001277,0.000478,0.000337,0.000543,0.000276,0.000262,0.000091,0.000127,0.000716,0.00009,0.000128,0.000137,0.000522,0.000551,0.000331,0.000363,0.000541,0.000466,0.000246,0.000651,0.000191,0.000075,0.000759,0.002101,0.001113,0.001479,0.000143,0.000773,0.000548,0.001208,0.00305,0.002358,0.001855,0.00064,0.001009,0,0.0001,0.004323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東京都地域／Ａ69／分類不明,0.022009,0.01027,0.003135,0.014492,0.011454,0.001787,0.006703,0.00655,0.032851,0.003871,0.003385,0.005225,0.013361,0.00855,0.004157,0.001748,0.003259,0.003728,0.004923,0.003298,0.014465,0.004349,0.008596,0.00215,0.006486,0.00345,0.005087,0.008618,0.006628,0.001809,0.009047,0.005758,0.004796,0.008089,0.00305,0.001211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東京都地域／Ｂ10／本社,0.003525,0.021376,0.016382,0.049611,0.01785,0.053967,0.005027,0.016264,0.02204,0.004507,0.00859,0.020284,0.029903,0.021099,0.037671,0.027802,0.022352,0.025573,0.011786,0.053572,0.044131,0.024829,0,0.034201,0.068974,0.074467,0.027351,0.035266,0.091274,0,0.006197,0.001823,0.026305,0.061303,0.012094,0,0,0,0.003227,0.047372,0.015412,0.046095,0.015395,0.029451,0.003523,0.013497,0.020725,0.003335,0.009435,0.019733,0.01827,0.019259,0.036214,0.026595,0.023099,0.034256,0.009774,0.044699,0.04483,0.019591,0,0.054904,0.068362,0.046637,0.011976,0.033696,0.063721,0,0.003334,0.001661,0.027716,0.054804,0.017677,0,0,0
東京都地域／Ｆ70／都：財・サービス内生部門計,0.18962,0.371626,0.214419,0.37343,0.256455,0.312496,0.149903,0.200382,0.300645,0.15238,0.605897,0.169507,0.260854,0.268956,0.305712,0.362912,0.37679,0.404889,0.26935,0.220704,0.222105,0.613361,0.446487,0.215067,0.172325,0.216416,0.199313,0.295232,0.353845,0.351779,0.196457,0.31922,0.264944,0.299578,0.257041,0.355504,0.449179,0.27604,0.012968,0.018007,0.030878,0.028568,0.036093,0.023091,0.003445,0.029521,0.023423,0.012296,0.021552,0.026339,0.02936,0.030201,0.032334,0.032989,0.036769,0.036656,0.025045,0.035664,0.033836,0.018121,0.033003,0.010844,0.030866,0.041578,0.0116,0.023281,0.047238,0.024378,0.018472,0.023621,0.042792,0.0316,0.02571,0.055725,0.018142,0.029168
東京都地域／Ｆ71／都：内生部門計,0.193145,0.393002,0.230801,0.423041,0.274305,0.366463,0.15493,0.216647,0.322685,0.156886,0.614487,0.189792,0.290757,0.290055,0.343383,0.390714,0.399142,0.430463,0.281136,0.274276,0.266236,0.638189,0.446487,0.249269,0.241299,0.290883,0.226663,0.330498,0.445119,0.351779,0.202654,0.321043,0.291249,0.360881,0.269135,0.355504,0.449179,0.27604,0.016195,0.065379,0.046291,0.074663,0.051487,0.052542,0.006968,0.043018,0.044148,0.015631,0.030987,0.046072,0.047629,0.04946,0.068548,0.059584,0.059869,0.070912,0.034818,0.080363,0.078666,0.037712,0.033003,0.065748,0.099228,0.088216,0.023577,0.056977,0.110959,0.024378,0.021807,0.025282,0.070509,0.086404,0.043387,0.055725,0.018142,0.029168
その他地域／Ｃ01／農林水産業,0.01401,0,0.190398,0.001601,0.003141,0.000425,0,0.031617,0.000228,0,0.000032,0,0,0,0,0,0,0,0,0.003212,0.000504,0,0,0,0.000029,0,0.000001,0.000054,0,0.000105,0.000429,0.002138,0.001345,0.000012,0.019088,0,0,0,0.121753,0.0001,0.197953,0.010771,0.027349,0.001087,0,0.023442,0.000297,0,0.000082,0,0,0,0,0,0,0,0,0.005657,0.001131,0,0,0,0.000106,0,0.000003,0.000041,0,0.00003,0.000794,0.002199,0.00169,0.00001,0.02226,0,0,0
その他地域／Ｃ06／鉱業,0,0.000119,0,0,0.000004,0.000045,0.010552,0.000004,0.02669,0,0.002704,0,0,0,0.000002,0,0,0,0,0.000013,0.00323,0.000207,0,0,0,0,0,0,0,0.00001,0,0,0,0,0,0,0.000005,0,0.000015,0.001923,0.000078,0.00001,0.005323,0.004674,0.662635,0.000094,0.058754,0.063497,0.133193,0.000191,0.000045,0.000049,0.00004,0.000064,0.000034,0.000014,0.000078,0.000731,0.006526,0.322277,0,0,0,0,0,0.000002,0,0.000006,0.000044,0,0,0,-0.000005,0,0.000095,0
その他地域／Ｃ11／飲食料品,0.013257,0,0.159077,0.000353,0.000244,0.005699,0,0.000004,0.000156,0,0,0,0,0,0,0,0,0,0,0.00071,0,0,0,0,0.000083,0,0,0.000218,0,0.000417,0.001029,0.005812,0.000985,0.000011,0.097225,0,0.001023,0,0.095842,0,0.170963,0.002229,0.00164,0.005664,0.000003,0.000014,0.000463,0.000001,0,0,0,0,0,0,0,0,0,0.002282,0.000012,0,0,0,0.000147,0,0,0.000177,0,0.000309,0.001361,0.006625,0.001308,0.000005,0.119337,0,0.00122,0
その他地域／Ｃ15／繊維製品,0.003287,0.000717,0.000201,0.121124,0.001666,0.000134,0,0.002958,0.000547,0.000073,0.00017,0.0002,0.000307,0.000846,0.000368,0.001638,0.000601,0.000388,0.000318,0.002043,0.00127,0.00004,0.000254,0.000597,0.000769,0.000345,0.000008,0.000505,0.000362,0.000831,0.000206,0.001567,0.002238,0.000671,0.001124,0.009321,0.000248,0.000068,0.004611,0.003546,0.000923,0.246141,0.005211,0.000833,0.000024,0.003704,0.00325,0.000303,0.000975,0.00115,0.001049,0.001241,0.001136,0.004028,0.002524,0.001312,0.001641,0.00397,0.002635,0.000155,0.000673,0.001878,0.004106,0.001583,0.000036,0.001651,0.000811,0.003775,0.00047,0.002907,0.02118,0.002234,0.003499,0.016076,0.000633,0.000372
その他地域／Ｃ16／パルプ・紙・木製品,0.011881,0.000717,0.009264,0.004795,0.177537,0.013937,0.000045,0.002827,0.017175,0.000338,0.001064,0.001815,0.001316,0.000637,0.003501,0.005191,0.004133,0.004029,0.000519,0.07569,0.024262,0.000472,0.001459,0.003243,0.004726,0.002505,0.000206,0.003323,0.013983,0.000918,0.005315,0.005087,0.005848,0.003106,0.004005,0.360204,0.001959,0.000859,0.020361,0.001909,0.014328,0.006781,0.291169,0.01255,0.000013,0.006652,0.021855,0.000277,0.002507,0.003757,0.001604,0.001081,0.004662,0.006388,0.00719,0.004714,0.001425,0.093486,0.044533,0.001666,0.001844,0.003075,0.008159,0.004299,0.000415,0.004909,0.015338,0.001338,0.005672,0.005055,0.015462,0.002959,0.005468,0.420235,0.00213,0.001259
その他地域／Ｃ20／化学製品,0.054227,0.008717,0.006078,0.054433,0.017984,0.198212,0.008922,0.109906,0.021838,0.002402,0.003364,0.004833,0.003677,0.003987,0.006925,0.010941,0.007824,0.007996,0.005968,0.022454,0.004431,0.001049,0.012117,0.016367,0.000004,0.00002,0.000016,0.000232,0.001314,0.000903,0.003375,0.089117,0.000851,0.002611,0.005194,0.010607,0.009998,0,0.055392,0.011719,0.009836,0.114156,0.036814,0.347678,0.001537,0.214063,0.033886,0.002906,0.0105,0.008192,0.004022,0.003918,0.017634,0.018482,0.013715,0.009659,0.010159,0.034282,0.004954,0.000941,0.012486,0.015405,0.000009,0.000024,0.000027,0.000448,0.001364,0.000944,0.005982,0.129397,0.002215,0.004383,0.006392,0.0145,0.01247,0
その他地域／Ｃ21／石油・石炭製品,0.026752,0.024958,0.004304,0.004777,0.002649,0.004627,0.109144,0.002036,0.015846,0.00373,0.002193,0.002348,0.001495,0.000972,0.001177,0.002051,0.000685,0.000537,0.003541,0.001705,0.006122,0.051961,0.016559,0.015269,0.001385,0.000324,0.000383,0.07363,0.000974,0.008613,0.005943,0.003709,0.002879,0.00221,0.005152,0,0.027094,0.000054,0.020207,0.028719,0.004918,0.009032,0.006197,0.083502,0.063192,0.002357,0.029948,0.038699,0.004304,0.003502,0.001727,0.001397,0.001212,0.002117,0.001312,0.000626,0.002418,0.00258,0.015146,0.077659,0.016465,0.014159,0.002488,0.000642,0.000793,0.118574,0.001081,0.011012,0.006096,0.003335,0.005434,0.002972,0.00746,0,0.031234,0.000086
その他地域／Ｃ22／プラスチック・ゴム,0.008901,0.001314,0.015533,0.005844,0.02093,0.016407,0.000136,0.071562,0.004005,0.000315,0.002842,0.001744,0.00802,0.012421,0.026298,0.018569,0.0173,0.030733,0.020509,0.035913,0.009121,0,0.031375,0.007623,0.00164,0.001593,0.000309,0.001062,0.004156,0.001469,0.002611,0.0015,0.002143,0.001964,0.001492,0.036202,0.006596,0,0.010068,0.004814,0.018676,0.010996,0.019746,0.017194,0.000113,0.199529,0.008816,0.000588,0.006396,0.004701,0.012278,0.021375,0.039365,0.020084,0.037613,0.040423,0.034778,0.056116,0.012831,0,0.030591,0.009802,0.005268,0.003257,0.000648,0.003017,0.002504,0.001672,0.003939,0.001886,0.006959,0.012648,0.002528,0.049666,0.007898,0
その他地域／Ｃ25／窯業・土石製品,0.000772,0,0.001095,0.000154,0.006327,0.005928,0.003034,0.001402,0.138088,0.000788,0.000862,0.002034,0.009403,0.004221,0.023414,0.041576,0.005879,0.002075,0.007109,0.001885,0.040244,0.000054,0.003664,0.000594,0.000106,0.000011,0.000029,0.000012,0.000013,0.000092,0.00154,0.000755,0.000169,0.000077,0.00105,0.004271,0.006542,0,0.002386,0.000581,0.002508,0.000622,0.005066,0.00544,0.000271,0.004029,0.08497,0.004414,0.006292,0.00403,0.007787,0.004304,0.021782,0.051253,0.009409,0.002788,0.007525,0.004797,0.054112,0.000049,0.003842,0.000516,0.000214,0.000011,0.00008,0.00003,0.000006,0.000215,0.001816,0.000749,0.000385,0.001495,0.001306,0.005349,0.007546,0
その他地域／Ｃ26／鉄鋼,0.000059,0,0,0.000063,0.016217,0.000014,0,0.001447,0.002449,0.569731,0.000383,0.146216,0.122587,0.08809,0.019533,0.004847,0.036672,0.008158,0.04146,0.001952,0.02305,0,0.000409,0,0,0,0,0.000236,0,0.000021,0,0.000003,0,0.000035,0.000031,0.000025,0.009405,0,0.000071,0.003355,0,0.000139,0.008997,0.000034,0,0.002185,0.007962,0.562057,0.001524,0.259098,0.134475,0.104339,0.024159,0.006088,0.050128,0.010375,0.064887,0.003624,0.025549,0,0.000381,0,0,0,0,0.000276,0,0.000025,0,0.000003,0.000005,0.000183,0.000035,0.000029,0.010732,0
その他地域／Ｃ27／非鉄金属,0,0.000119,0.001386,0,0.004925,0.001575,0,0.00126,0.001205,0.001547,0.069605,0.031107,0.03844,0.017289,0.02376,0.040068,0.035877,0.039156,0.015187,0.004841,0.009624,0.000154,0.000238,0.000009,0.00001,0,0,0.000008,0.000037,0.000237,0.000028,0.001495,0.000088,0.000175,0.000323,0.000808,0.005234,0,0,0.000942,0.001736,0.000008,0.002635,0.004758,0.000009,0.002472,0.009519,0.006731,0.402524,0.069673,0.040621,0.019674,0.037218,0.054724,0.067417,0.038843,0.02343,0.012839,0.010379,0.00061,0.000311,0.000005,0.000016,0,0,0.000015,0.000071,0.000203,0.000064,0.001448,0.000213,0.000669,0.000389,0.000944,0.008223,0
その他地域／Ｃ28／金属製品,0.000436,0.015405,0.008431,0.002922,0.016733,0.008834,0,0.006306,0.002846,0.000394,0.000639,0.042039,0.031506,0.024444,0.025538,0.016069,0.018461,0.016628,0.005464,0.004456,0.074292,0.000515,0.000875,0.000156,0.001988,0.000062,0.000142,0.000677,0.000221,0.008318,0.000109,0.000348,0.000983,0.000587,0.002001,0.000271,0.0034,0,0.001168,0.021851,0.013391,0.002267,0.011288,0.008141,0.000463,0.006772,0.010947,0.000631,0.001607,0.068933,0.034443,0.032191,0.03909,0.019717,0.026247,0.022194,0.010356,0.010393,0.08395,0.000573,0.000962,0.00015,0.003318,0.000107,0.00036,0.001377,0.0004,0.003945,0.000136,0.000311,0.002311,0.001416,0.002518,0.000349,0.004063,0
その他地域／Ｃ29／はん用機械,0,0.000717,0,0,0.000711,0.000027,0,0.000105,0.0003,0.000073,0,0.000372,0.117998,0.036171,0.008981,0.001755,0.003683,0.001643,0.002916,0.000909,0.004637,0,0.00476,0,0.000002,0,0,0.000064,0.000007,0.000519,0,0,0,0.00341,0.000004,0,0,0,0.000001,0.002472,0,0,0.001142,0.000019,0,0.000346,0.002061,0.000104,0.000017,0.000931,0.136871,0.039218,0.01616,0.002144,0.013083,0.002684,0.008309,0.00033,0.005864,0,0.004871,0,0.000005,0,0,0.000063,0.000004,0.00027,0,0,0,0.008781,0.000009,0,0,0
その他地域／Ｃ30／生産用機械,0,0.001194,0,0,0.000118,0,0.000045,0.000686,0.000117,0.000135,0.000043,0.000314,0.003237,0.080856,0.001204,0.002394,0.002272,0.000447,0.000333,0.000149,0.000031,0.000009,0.000129,0,0.000002,0,0,0.000028,0.000001,0.000016,0,0,0,0.004933,0.000006,0,0,0,0.000004,0.001554,0,0,0.000074,0,0.00001,0.002379,0.000838,0.000098,0.000083,0.000472,0.003554,0.12951,0.001695,0.002777,0.001909,0.000897,0.000934,0.000083,0.000059,0.000005,0.000142,0,0.000004,0,0,0.000042,0.000002,0.000015,0,0,0,0.013003,0.00001,0,0,0
その他地域／Ｃ31／業務用機械,0.000604,0,0,0,0,0,0,0,0,0,0,0,0.001091,0.002806,0.032731,0,0.000642,0.000165,0.000177,0.000021,0.000065,0,0.000041,0.00002,0.000483,0.000007,0,0.000013,0.000122,0.006202,0,0.005707,0,0.003405,0.000472,0.02196,0,0,0.000235,0,0,0,0,0.000001,0,0,0,0,0,0.000015,0.002195,0.004612,0.084019,0.000209,0.00064,0.000899,0.000344,0.000122,0.000133,0,0.000061,0.000027,0.001081,0.000011,0,0.000022,0.000078,0.011256,0,0.008623,0,0.006955,0.000725,0.024694,0,0
その他地域／Ｃ32／電子部品,0,0,0,0,0.000016,0.000002,0,0,0,0,0.000064,0.000306,0.003887,0.006385,0.073684,0.185158,0.118117,0.176534,0.001754,0.003139,0.000221,0.000004,0.00001,0,0.000008,0.000027,0,0.000003,0.000956,0.003784,0.000599,0.000007,0,0.004699,0.000002,0.020228,0,0.000013,0.000001,0.000028,0.000001,0.000001,0.00001,0.000004,0,0.000001,0.000001,0.000001,0.000177,0.0032,0.007452,0.007988,0.137836,0.249057,0.120261,0.301011,0.005621,0.005605,0.000256,0.000005,0.000012,0,0.000025,0.000031,0,0.000004,0.000631,0.001736,0.001007,0.000003,0,0.014355,0.000012,0.02811,0,0.000015
その他地域／Ｃ33／電気機械,0.000277,0.000239,0,0,0.000122,0.000002,0,0.000004,0.000007,0,0.000011,0.000188,0.010939,0.013513,0.00828,0.01039,0.043199,0.011328,0.010399,0.001166,0.004703,0.000002,0.00009,0,0.000138,0.000003,0.000008,0.00014,0.000234,0.001998,0.000371,0.000093,0,0.00195,0.000095,0,0.00096,0.00007,0.000181,0.000363,0,0,0.000112,0.000003,0,0.000026,0.000044,0,0.000027,0.000833,0.024849,0.021928,0.018295,0.018697,0.106993,0.022379,0.030054,0.000942,0.007364,0.000003,0.000101,0,0.000268,0.000003,0.000015,0.000178,0.000148,0.001424,0.000485,0.000126,0.000009,0.008456,0.000171,0,0.001324,0.000135
その他地域／Ｃ34／情報・通信機器,0,0,0.000002,0,0,0.000006,0,0.000019,0,0,0,0.000008,0.000282,0.000181,0.000047,0.000054,0.000039,0.01354,0.002324,0.000024,0.000919,0.000013,0.000007,0.000011,0.00016,0.00009,0.000059,0.000045,0.000238,0.002645,0.000066,0.000031,0.000029,0.000405,0.000097,0,0,0,0.000014,0.00002,0.00002,0.000017,0.000012,0.000044,0.000004,0.000021,0.000018,0.000001,0.000005,0.000065,0.000708,0.000321,0.000103,0.000077,0.000064,0.02272,0.006708,0.00008,0.001861,0.000023,0.000016,0.000027,0.000498,0.000217,0.000069,0.000139,0.000265,0.001516,0.000131,0.000035,0.000105,0.001368,0.000188,0,0,0
その他地域／Ｃ35／輸送機械,0.013079,0,0,0,0,0,0,0,0,0,0,0,0,0.000098,0,0,0,0,0.363522,0,0,0,0,0,0,0,0,0.013707,0,0.008617,0.00006,0,0,0.001853,0.000026,0,0,0,0.005876,0.000041,0,0,0,0,0,0,0,0,0,0,0,0.000665,0,0,0,0,0.429265,0,0,0,0,0,0,0,0,0.013807,0,0.009185,0.000062,0,0,0.038018,0.000049,0,0,0
その他地域／Ｃ39／その他の製造工業製品,0.00102,0.001075,0.00241,0.010403,0.004852,0.001884,0.000045,0.000304,0.001478,0.000208,0.000319,0.000314,0.000481,0.000805,0.002083,0.001742,0.001119,0.002759,0.000682,0.021698,0.001683,0.000948,0.000664,0.002523,0.00146,0.00523,0.000045,0.000805,0.009304,0.004608,0.007246,0.002459,0.014292,0.005937,0.002707,0.081941,0.000265,0.000388,0.00156,0.003777,0.007789,0.014163,0.011144,0.003295,0.002259,0.011553,0.011979,0.012433,0.021454,0.002589,0.001295,0.002449,0.006289,0.005547,0.003788,0.007892,0.001726,0.049385,0.003277,0.008404,0.002811,0.004022,0.006529,0.017239,0.000039,0.00192,0.019744,0.009123,0.017802,0.003881,0.040623,0.007543,0.006772,0.137132,0.00166,0.000976
その他地域／Ｃ41／建設,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005809,0.006192,0.00114,0.004447,0.008084,0.006547,0.000727,0.00667,0.011384,0.008119,0.006702,0.007926,0.003801,0.003585,0.002356,0.007133,0.003647,0.002079,0.001457,0.002876,0.001266,0.038797,0.057879,0.006343,0.006952,0.005279,0.047678,0.013158,0.006306,0.021577,0.011481,0.004678,0.003257,0.002623,0.004749,0,0,0.00193
その他地域／Ｃ46／電力・ガス・熱供給,0.002485,0.008359,0.004074,0.007328,0.005628,0.00655,0.007835,0.005275,0.013436,0.007376,0.012954,0.005123,0.005439,0.003944,0.003414,0.013041,0.002684,0.001658,0.003887,0.004951,0.001536,0.026325,0.025942,0.029506,0.004776,0.001338,0.001763,0.004564,0.001867,0.00468,0.006645,0.005423,0.001083,0.002367,0.007803,0,0.004741,0.002671,0.009536,0.025334,0.011397,0.020278,0.037726,0.023077,0.005808,0.021133,0.043209,0.028216,0.024177,0.017555,0.010949,0.008264,0.007522,0.026333,0.008385,0.004688,0.010574,0.01256,0.004507,0.105253,0.037561,0.037899,0.022155,0.003949,0.005513,0.009249,0.007808,0.009521,0.016913,0.009715,0.003615,0.006394,0.028163,0,0.009574,0.007021
その他地域／Ｃ47／水道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000986,0.002504,0.002258,0.001267,0.002358,0.002578,0.000475,0.001224,0.001315,0.000954,0.000935,0.000693,0.000639,0.00061,0.000637,0.001813,0.00061,0.000205,0.000352,0.000861,0.000784,0.000721,0.101481,0.009684,0.002475,0.001744,0.000571,0.004136,0.002681,0.00387,0.008974,0.005177,0.002459,0.000937,0.009762,0,0.003261,0.001281
その他地域／Ｃ48／廃棄物処理,0.00002,0.000239,0.000128,0.000036,0.000085,0.000272,0,0.000026,0.000443,0,0.000021,0.000008,0.000072,0.000005,0.000045,0.000138,0.000041,0.000023,0.000098,0.000065,0.000241,0.001618,0.000822,0,0.000229,0.000487,0.000004,0.000871,0.000341,0.003212,0.00086,0.001003,0.000003,0.000044,0.002837,0,0.000998,0.000228,0.000235,0.001361,0.000506,0.000118,0.000515,0.00155,0.000019,0.000063,0.001765,0.000081,0.000142,0.000058,0.000197,0.000019,0.000323,0.000476,0.000159,0.000088,0.000277,0.000258,0.001322,0.014135,0.00121,0,0.001356,0.002406,0.000015,0.002876,0.003249,0.023296,0.003363,0.002537,0.000026,0.000262,0.012262,0,0.003689,0.000997
その他地域／Ｃ51／商業,0.01495,0.007165,0.027874,0.034784,0.034908,0.022504,0.006476,0.021404,0.019474,0.025121,0.011869,0.0199,0.022026,0.018399,0.019302,0.019016,0.019638,0.018314,0.012365,0.025854,0.02273,0.006111,0.008276,0.006106,0.005411,0.001524,0.000217,0.003588,0.004648,0.003399,0.004021,0.016956,0.00617,0.004007,0.01913,0.066176,0.005721,0.000508,0.047072,0.019857,0.06196,0.08374,0.082245,0.038843,0.006338,0.066846,0.039339,0.02532,0.042553,0.056167,0.047378,0.040739,0.049076,0.041488,0.049198,0.041566,0.037425,0.070038,0.057707,0.011347,0.016293,0.012597,0.017827,0.006188,0.001521,0.025577,0.011144,0.01107,0.015077,0.040777,0.037944,0.02056,0.065565,0.199896,0.012106,0.002132
その他地域／Ｃ53／金融・保険,0,0,0.000004,0.000036,0.000024,0.000006,0,0,0.000026,0.000011,0.000011,0.000024,0.00002,0.000013,0.000012,0.000009,0.000007,0.000007,0.000007,0.000009,0.000008,0.000021,0.000007,0.000009,0.000015,0.000058,0.000211,0.00002,0.000003,0.000249,0.000003,0.000013,0.000082,0.000009,0.000009,0,0.00002,0.000148,0.005222,0.023418,0.004002,0.011954,0.007235,0.004178,0.002369,0.002421,0.007904,0.002991,0.006021,0.007568,0.004825,0.004939,0.00632,0.00412,0.003577,0.003412,0.003686,0.008401,0.005065,0.009141,0.003278,0.005181,0.011365,0.029231,0.043233,0.015414,0.004096,0.020353,0.00179,0.004817,0.050658,0.004998,0.005133,0,0.003114,0.031
その他地域／Ｃ55／不動産,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001807,0.007577,0.00208,0.002812,0.002185,0.0021,0.000245,0.003015,0.002693,0.001047,0.000889,0.003228,0.002496,0.002499,0.001595,0.001414,0.002242,0.001962,0.000859,0.002233,0.003468,0.006652,0.001656,0.001941,0.028049,0.016982,0.01464,0.013675,0.012988,0.001266,0.007959,0.017509,0.01623,0.005981,0.015636,0,0.037482,0.027034
その他地域／Ｃ57／運輸・郵便,0.008713,0.006568,0.018175,0.010132,0.019187,0.012394,0.014311,0.006824,0.034773,0.016074,0.011368,0.009341,0.010939,0.009391,0.010655,0.010375,0.010971,0.012539,0.009251,0.039961,0.014666,0.023018,0.007081,0.023811,0.008009,0.010024,0.00042,0.046822,0.005831,0.016965,0.00847,0.007448,0.00731,0.003964,0.012525,0.032476,0.041144,0.00737,0.051035,0.245553,0.030325,0.023288,0.037635,0.021208,0.020544,0.018145,0.050972,0.019614,0.028809,0.027301,0.020099,0.017948,0.020545,0.016815,0.019319,0.015055,0.015763,0.096086,0.037734,0.036735,0.015988,0.044281,0.056787,0.024358,0.002374,0.097174,0.021458,0.032652,0.022844,0.014747,0.027193,0.013908,0.03139,0.04691,0.079409,0.033144
その他地域／Ｃ59／情報通信,0.000465,0.000119,0.000292,0.000326,0.000589,0.000767,0.000136,0.000397,0.000365,0.000191,0.000224,0.000314,0.000553,0.000873,0.00057,0.000797,0.001157,0.000915,0.000203,0.000411,0.000561,0.000975,0.004524,0.000903,0.001938,0.003856,0.000266,0.000738,0.008445,0.001887,0.001747,0.001759,0.003371,0.024585,0.002452,0,0.001875,0.001731,0.002181,0.006704,0.002924,0.003608,0.003264,0.007804,0.000441,0.003754,0.003849,0.001269,0.002111,0.003838,0.004172,0.005548,0.004076,0.005098,0.00629,0.007288,0.001765,0.003966,0.006808,0.006161,0.023058,0.00653,0.030337,0.037411,0.002698,0.006839,0.123151,0.0174,0.015697,0.008238,0.037277,0.02978,0.014745,0,0.040779,0.018255
