地域／分類コード／部門名,東京都地域／Ｋ01／農林水産業,東京都地域／Ｋ06／鉱業,東京都地域／Ｋ11／飲食料品,東京都地域／Ｋ15／繊維製品,東京都地域／Ｋ16／パルプ・紙・木製品,東京都地域／Ｋ20／化学製品,東京都地域／Ｋ21／石油・石炭製品,東京都地域／Ｋ22／プラスチック・ゴム,東京都地域／Ｋ25／窯業・土石製品,東京都地域／Ｋ26／鉄鋼,東京都地域／Ｋ27／非鉄金属,東京都地域／Ｋ28／金属製品,東京都地域／Ｋ29／はん用機械,東京都地域／Ｋ30／生産用機械,東京都地域／Ｋ31／業務用機械,東京都地域／Ｋ32／電子部品,東京都地域／Ｋ33／電気機械,東京都地域／Ｋ34／情報・通信機器,東京都地域／Ｋ35／輸送機械,東京都地域／Ｋ39／その他の製造工業製品,東京都地域／Ｋ41／建設,東京都地域／Ｋ46／電力・ガス・熱供給,東京都地域／Ｋ47／水道,東京都地域／Ｋ48／廃棄物処理,東京都地域／Ｋ51／商業,東京都地域／Ｋ53／金融・保険,東京都地域／Ｋ55／不動産,東京都地域／Ｋ57／運輸・郵便,東京都地域／Ｋ59／情報通信,東京都地域／Ｋ61／公務,東京都地域／Ｋ63／教育・研究,東京都地域／Ｋ64／医療・福祉,東京都地域／Ｋ65／その他の非営利団体サービス,東京都地域／Ｋ66／対事業所サービス,東京都地域／Ｋ67／対個人サービス,東京都地域／Ｋ68／事務用品,東京都地域／Ｋ69／分類不明,東京都地域／Ｌ10／本社,その他地域／Ｍ01／農林水産業,その他地域／Ｍ06／鉱業,その他地域／Ｍ11／飲食料品,その他地域／Ｍ15／繊維製品,その他地域／Ｍ16／パルプ・紙・木製品,その他地域／Ｍ20／化学製品,その他地域／Ｍ21／石油・石炭製品,その他地域／Ｍ22／プラスチック・ゴム,その他地域／Ｍ25／窯業・土石製品,その他地域／Ｍ26／鉄鋼,その他地域／Ｍ27／非鉄金属,その他地域／Ｍ28／金属製品,その他地域／Ｍ29／はん用機械,その他地域／Ｍ30／生産用機械,その他地域／Ｍ31／業務用機械,その他地域／Ｍ32／電子部品,その他地域／Ｍ33／電気機械,その他地域／Ｍ34／情報・通信機器,その他地域／Ｍ35／輸送機械,その他地域／Ｍ39／その他の製造工業製品,その他地域／Ｍ41／建設,その他地域／Ｍ46／電力・ガス・熱供給,その他地域／Ｍ47／水道,その他地域／Ｍ48／廃棄物処理,その他地域／Ｍ51／商業,その他地域／Ｍ53／金融・保険,その他地域／Ｍ55／不動産,その他地域／Ｍ57／運輸・郵便,その他地域／Ｍ59／情報通信,その他地域／Ｍ61／公務,その他地域／Ｍ63／教育・研究,その他地域／Ｍ64／医療・福祉,その他地域／Ｍ65／その他の非営利団体サービス,その他地域／Ｍ66／対事業所サービス,その他地域／Ｍ67／対個人サービス,その他地域／Ｍ68／事務用品,その他地域／Ｍ69／分類不明,その他地域／Ｎ10／本社,行和,感応度係数
その他地域／Ｃ63／教育・研究,0.008477,0.00361,0.007864,0.012117,0.009252,0.024511,0.00217,0.016257,0.009475,0.011939,0.004125,0.006406,0.012725,0.012822,0.017096,0.024734,0.021151,0.025377,0.035272,0.00962,0.007752,0.004027,0.006508,0.004616,0.002833,0.003184,0.001463,0.004635,0.00598,0.004569,0.002615,0.011667,0.002836,0.005634,0.004262,0.017578,0.004513,0.002573,0.010717,0.014352,0.01409,0.028471,0.018508,0.093085,0.00312,0.050828,0.027986,0.018398,0.025065,0.018712,0.036829,0.045004,0.069077,0.081931,0.066948,0.082286,0.075885,0.026365,0.012425,0.011657,0.008085,0.006322,0.010145,0.006245,0.002134,0.008857,0.026007,0.004824,1.006455,0.016102,0.006274,0.014499,0.006532,0.018702,0.030656,0.021945,2.397767,1.196432
その他地域／Ｃ64／医療・福祉,0.000042,0.000037,0.000164,0.000054,0.000075,0.000063,0.000031,0.000058,0.000093,0.00009,0.000036,0.000046,0.000067,0.000057,0.000055,0.000066,0.00006,0.000063,0.000072,0.000088,0.000058,0.000048,0.000047,0.00005,0.000027,0.000032,0.000011,0.000078,0.000043,0.000042,0.000027,0.000042,0.000031,0.000051,0.000062,0.000133,0.000072,0.000021,0.000495,0.000315,0.000177,0.000095,0.000134,0.000118,0.000036,0.000109,0.000135,0.000106,0.000098,0.000103,0.00012,0.000108,0.000102,0.000092,0.000102,0.000091,0.0001,0.00018,0.000154,0.000148,0.000355,0.000085,0.000167,0.000231,0.000052,0.001096,0.000873,0.0001,0.000118,1.03097,0.000126,0.000119,0.00016,0.000162,0.003438,0.000069,1.043437,0.520652
その他地域／Ｃ65／その他の非営利団体サービス,0.000574,0.0006,0.001157,0.001138,0.001007,0.001368,0.00031,0.000901,0.001099,0.001473,0.00041,0.000782,0.001427,0.001171,0.001079,0.001215,0.001077,0.001148,0.001173,0.001046,0.000999,0.000563,0.000832,0.000767,0.000595,0.000763,0.000335,0.000678,0.001,0.000447,0.000456,0.000765,0.000458,0.000936,0.000808,0.001623,0.000552,0.000387,0.001845,0.003812,0.002169,0.002552,0.00218,0.003039,0.000391,0.002127,0.002292,0.002156,0.001255,0.002144,0.003235,0.002762,0.002727,0.002216,0.001967,0.002006,0.00176,0.002338,0.002357,0.002176,0.013157,0.002495,0.002058,0.003239,0.000813,0.002177,0.002636,0.000689,0.002094,0.002087,1.001138,0.002888,0.003201,0.001821,0.003133,0.006168,1.13242,0.565053
その他地域／Ｃ66／対事業所サービス,0.017552,0.021324,0.037658,0.028982,0.033818,0.033506,0.012694,0.027056,0.041359,0.040417,0.015599,0.023033,0.037917,0.033033,0.033528,0.04627,0.038639,0.039908,0.048212,0.032916,0.032548,0.026492,0.034609,0.026789,0.013183,0.014924,0.006465,0.046408,0.026292,0.021126,0.013593,0.023261,0.015325,0.029666,0.022639,0.057086,0.022038,0.011619,0.058563,0.100224,0.065321,0.063045,0.069067,0.071391,0.012676,0.08295,0.086151,0.053275,0.049718,0.066921,0.077279,0.07176,0.073882,0.090253,0.079679,0.080026,0.079166,0.085525,0.133567,0.126504,0.182921,0.078157,0.101033,0.102439,0.041428,0.149291,0.155379,0.094755,0.0749,0.072067,0.095787,1.137218,0.063288,0.069783,0.10644,0.054899,5.344215,2.666645
その他地域／Ｃ67／対個人サービス,0.000221,0.000146,0.000942,0.000308,0.000343,0.000359,0.000092,0.000277,0.000319,0.000401,0.000142,0.000222,0.000348,0.000314,0.000313,0.000405,0.000367,0.000389,0.000444,0.000323,0.000284,0.000175,0.00031,0.000186,0.000143,0.000186,0.000067,0.000245,0.000651,0.000196,0.000142,0.000275,0.00019,0.000504,0.000752,0.000623,0.000238,0.000119,0.001007,0.000858,0.003622,0.000704,0.000698,0.000764,0.000103,0.00071,0.000568,0.000527,0.000523,0.000593,0.000677,0.000727,0.000736,0.00083,0.000779,0.000786,0.000742,0.001101,0.000913,0.000561,0.001123,0.000411,0.001672,0.000954,0.000852,0.001281,0.010076,0.00096,0.001677,0.020107,0.003365,0.001982,1.014363,0.000842,0.004077,0.000421,1.094649,0.546206
その他地域／Ｃ68／事務用品,0.000385,0.000373,0.000891,0.000912,0.000841,0.000934,0.00019,0.000618,0.000824,0.000751,0.000329,0.000507,0.000846,0.000743,0.000827,0.001004,0.000863,0.000938,0.00103,0.00086,0.000751,0.000385,0.000463,0.000438,0.000477,0.000532,0.000243,0.000529,0.00076,0.000344,0.000238,0.000468,0.000378,0.000646,0.000509,0.001512,0.000372,0.000183,0.001363,0.001966,0.001609,0.002245,0.001954,0.001865,0.000207,0.001416,0.00206,0.000947,0.001215,0.001362,0.001798,0.001976,0.001912,0.002013,0.002129,0.002005,0.001748,0.002258,0.001641,0.00083,0.001654,0.001944,0.003235,0.002789,0.000745,0.002186,0.002657,0.003673,0.004323,0.002751,0.003839,0.002031,0.002293,1.001887,0.001704,0.005373,1.103498,0.550621
その他地域／Ｃ69／分類不明,0.001557,0.000992,0.005987,0.002099,0.002935,0.002389,0.000819,0.002402,0.003658,0.005184,0.001363,0.002398,0.004522,0.003715,0.00287,0.003492,0.003115,0.003081,0.004354,0.002421,0.002619,0.001142,0.001702,0.001185,0.000655,0.000676,0.000321,0.001599,0.001138,0.001067,0.000743,0.001516,0.000796,0.001289,0.002149,0.005168,0.001435,0.000457,0.017906,0.012077,0.008796,0.005351,0.006962,0.005681,0.001331,0.006775,0.012358,0.007852,0.008441,0.007262,0.015306,0.012875,0.009079,0.006324,0.009275,0.006953,0.00749,0.006529,0.019311,0.006687,0.014571,0.003222,0.010223,0.006524,0.006506,0.01124,0.010401,0.003186,0.012527,0.005969,0.006641,0.011966,0.005511,0.006893,1.003853,0.001802,1.406666,0.701895
その他地域／Ｄ10／本社,0.027019,0.044337,0.054023,0.089124,0.058429,0.090242,0.016354,0.047638,0.061353,0.042999,0.028004,0.042642,0.065672,0.054525,0.071696,0.074506,0.064059,0.070536,0.05823,0.083636,0.072719,0.045089,0.043772,0.052497,0.074872,0.0846,0.039365,0.059896,0.113582,0.034228,0.024071,0.036395,0.048066,0.088213,0.040624,0.083381,0.030162,0.021832,0.042539,0.128123,0.069617,0.133582,0.08323,0.105844,0.014502,0.082878,0.076834,0.044625,0.052257,0.076027,0.075087,0.075617,0.114533,0.098946,0.090101,0.111924,0.073232,0.130716,0.126152,0.072429,0.048513,0.119316,0.152861,0.113297,0.038331,0.098369,0.162358,0.031208,0.029664,0.038564,0.090095,0.133399,0.069175,0.092357,0.039035,1.020459,6.294182,3.140658
列和,1.636455,1.789199,2.235383,2.038322,2.133183,2.188449,1.372065,1.874222,2.086447,2.939674,1.567268,1.944652,2.366638,2.188184,2.130067,2.369072,2.279509,2.330586,2.783005,2.012742,2.011572,1.68189,2.072691,1.659202,1.543945,1.632704,1.41907,1.863496,1.993327,1.754431,1.466722,1.846179,1.60967,1.868415,1.808161,2.883066,1.986799,1.497769,1.908165,2.064658,2.146353,2.096848,2.323971,2.335524,1.209433,2.353718,1.941061,2.864636,1.958337,2.428819,2.311482,2.247526,2.308806,2.28764,2.308817,2.307054,2.915284,2.218056,2.185871,1.824082,1.975795,1.635647,1.83389,1.683814,1.344536,1.913323,2.032495,1.539553,1.452648,1.722962,1.785376,1.906878,1.84389,2.848464,1.99917,1.382559,,
影響力係数,0.816555,0.892771,1.115407,1.017078,1.064411,1.091988,0.68463,0.935195,1.041091,1.466832,0.782032,0.970338,1.1809,1.091855,1.062856,1.182114,1.137425,1.162911,1.388658,1.004314,1.00373,0.839226,1.034227,0.827905,0.770394,0.814683,0.708084,0.929843,0.994626,0.875422,0.731862,0.921202,0.80319,0.932298,0.902232,1.438586,0.991369,0.747354,0.952132,1.030218,1.070982,1.046281,1.15961,1.165375,0.60348,1.174453,0.968546,1.42939,0.977167,1.211927,1.153378,1.121466,1.152043,1.141482,1.152048,1.151169,1.454662,1.106761,1.090701,0.910177,0.985878,0.816152,0.91507,0.840186,0.670894,0.954706,1.01417,0.768203,0.724839,0.85972,0.890863,0.95149,0.92006,1.42132,0.997541,0.689866,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都産業連関表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
２-３　平成23年（2011年）逆行列係数表　（地域間表、統合大分類）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
