KEY_CODE,生産年齢人口,都道府県名,小地域,男,女,生産年齢人口割合
131100010,4962,東京都,目黒区駒場,2591,2371,70.06%
13110001001,2864,東京都,目黒区駒場１丁目,1526,1338,70.21%
13110001002,406,東京都,目黒区駒場２丁目,218,188,66.45%
13110001003,519,東京都,目黒区駒場３丁目,276,243,66.20%
13110001004,1173,東京都,目黒区駒場４丁目,571,602,72.90%
131100020,6102,東京都,目黒区青葉台,2993,3109,73.22%
13110002001,1882,東京都,目黒区青葉台１丁目,939,943,71.29%
13110002002,603,東京都,目黒区青葉台２丁目,286,317,66.78%
13110002003,2343,東京都,目黒区青葉台３丁目,1156,1187,76.07%
13110002004,1274,東京都,目黒区青葉台４丁目,612,662,74.46%
131100030,9423,東京都,目黒区東山,4740,4683,70.76%
13110003001,2498,東京都,目黒区東山１丁目,1248,1250,71.19%
13110003002,4755,東京都,目黒区東山２丁目,2407,2348,71.17%
13110003003,2170,東京都,目黒区東山３丁目,1085,1085,69.40%
131100040,5409,東京都,目黒区大橋,2734,2675,74.09%
13110004001,2168,東京都,目黒区大橋１丁目,1049,1119,79.04%
13110004002,3241,東京都,目黒区大橋２丁目,1685,1556,71.11%
131100050,13492,東京都,目黒区上目黒,6588,6904,69.55%
13110005001,1300,東京都,目黒区上目黒１丁目,615,685,70.12%
13110005002,3215,東京都,目黒区上目黒２丁目,1572,1643,72.12%
13110005003,3769,東京都,目黒区上目黒３丁目,1809,1960,70.51%
13110005004,2593,東京都,目黒区上目黒４丁目,1297,1296,66.86%
13110005005,2615,東京都,目黒区上目黒５丁目,1295,1320,67.69%
131100060,10484,東京都,目黒区中目黒,5231,5253,70.38%
13110006001,2284,東京都,目黒区中目黒１丁目,1090,1194,72.65%
13110006002,1865,東京都,目黒区中目黒２丁目,961,904,74.27%
13110006003,1899,東京都,目黒区中目黒３丁目,877,1022,69.38%
13110006004,2140,東京都,目黒区中目黒４丁目,1134,1006,69.37%
13110006005,2296,東京都,目黒区中目黒５丁目,1169,1127,67.13%
131100070,4162,東京都,目黒区三田,1950,2212,69.68%
13110007001,1660,東京都,目黒区三田１丁目,748,912,71.12%
13110007002,2502,東京都,目黒区三田２丁目,1202,1300,68.76%
131100080,9055,東京都,目黒区目黒,4435,4620,67.97%
13110008001,2717,東京都,目黒区目黒１丁目,1364,1353,68.99%
13110008002,1897,東京都,目黒区目黒２丁目,891,1006,72.18%
13110008003,2076,東京都,目黒区目黒３丁目,1007,1069,66.11%
13110008004,2365,東京都,目黒区目黒４丁目,1173,1192,65.40%
131100090,14522,東京都,目黒区下目黒,7121,7401,70.98%
13110009001,1162,東京都,目黒区下目黒１丁目,543,619,77.88%
13110009002,4089,東京都,目黒区下目黒２丁目,2043,2046,75.90%
13110009003,2849,東京都,目黒区下目黒３丁目,1411,1438,73.16%
13110009004,1831,東京都,目黒区下目黒４丁目,913,918,64.20%
13110009005,2588,東京都,目黒区下目黒５丁目,1272,1316,66.77%
13110009006,2003,東京都,目黒区下目黒６丁目,939,1064,67.71%
131100100,6656,東京都,目黒区中町,3231,3425,67.04%
13110010001,3358,東京都,目黒区中町１丁目,1683,1675,65.89%
13110010002,3298,東京都,目黒区中町２丁目,1548,1750,68.25%
131100110,6577,東京都,目黒区五本木,3170,3407,68.79%
13110011001,2557,東京都,目黒区五本木１丁目,1236,1321,69.77%
13110011002,2687,東京都,目黒区五本木２丁目,1302,1385,68.41%
13110011003,1333,東京都,目黒区五本木３丁目,632,701,67.73%
131100120,3133,東京都,目黒区祐天寺,1504,1629,70.56%
13110012001,1584,東京都,目黒区祐天寺１丁目,803,781,65.92%
13110012002,1549,東京都,目黒区祐天寺２丁目,701,848,76.04%
131100130,5776,東京都,目黒区中央町,2749,3027,71.23%
13110013001,2394,東京都,目黒区中央町１丁目,1127,1267,71.89%
13110013002,3382,東京都,目黒区中央町２丁目,1622,1760,70.77%
131100140,16003,東京都,目黒区目黒本町,8038,7965,66.88%
13110014001,1740,東京都,目黒区目黒本町１丁目,908,832,65.59%
13110014002,3148,東京都,目黒区目黒本町２丁目,1502,1646,70.22%
13110014003,2159,東京都,目黒区目黒本町３丁目,1091,1068,70.12%
13110014004,2782,東京都,目黒区目黒本町４丁目,1417,1365,65.11%
13110014005,3482,東京都,目黒区目黒本町５丁目,1741,1741,66.27%
13110014006,2692,東京都,目黒区目黒本町６丁目,1379,1313,64.29%
131100150,3678,東京都,目黒区原町,1810,1868,66.43%
13110015001,2120,東京都,目黒区原町１丁目,1053,1067,69.03%
13110015002,1558,東京都,目黒区原町２丁目,757,801,63.18%
131100160,3730,東京都,目黒区洗足,1802,1928,64.96%
13110016001,1875,東京都,目黒区洗足１丁目,942,933,64.41%
13110016002,1855,東京都,目黒区洗足２丁目,860,995,65.52%
131100170,4960,東京都,目黒区南,2510,2450,68.28%
13110017001,1910,東京都,目黒区南１丁目,1000,910,66.39%
13110017002,1655,東京都,目黒区南２丁目,823,832,68.79%
13110017003,1395,東京都,目黒区南３丁目,687,708,70.42%
131100180,11522,東京都,目黒区碑文谷,5378,6144,67.63%
13110018001,2436,東京都,目黒区碑文谷１丁目,1188,1248,63.84%
13110018002,2143,東京都,目黒区碑文谷２丁目,955,1188,68.71%
13110018003,1472,東京都,目黒区碑文谷３丁目,689,783,64.79%
13110018004,1703,東京都,目黒区碑文谷４丁目,810,893,66.39%
13110018005,2543,東京都,目黒区碑文谷５丁目,1159,1384,73.16%
13110018006,1225,東京都,目黒区碑文谷６丁目,577,648,68.47%
131100190,6359,東京都,目黒区鷹番,2909,3450,71.47%
13110019001,1790,東京都,目黒区鷹番１丁目,787,1003,70.53%
13110019002,2228,東京都,目黒区鷹番２丁目,1038,1190,70.17%
13110019003,2341,東京都,目黒区鷹番３丁目,1084,1257,73.50%
131100200,4573,東京都,目黒区平町,2078,2495,67.90%
13110020001,2400,東京都,目黒区平町１丁目,1076,1324,66.96%
13110020002,2173,東京都,目黒区平町２丁目,1002,1171,68.96%
131100210,4651,東京都,目黒区大岡山,2287,2364,67.11%
13110021001,3773,東京都,目黒区大岡山１丁目,1860,1913,67.42%
13110021002,878,東京都,目黒区大岡山２丁目,427,451,65.82%
131100220,5089,東京都,目黒区緑が丘,2486,2603,67.47%
13110022001,2143,東京都,目黒区緑が丘１丁目,1035,1108,66.26%
13110022002,2341,東京都,目黒区緑が丘２丁目,1140,1201,68.63%
13110022003,605,東京都,目黒区緑が丘３丁目,311,294,67.37%
131100230,5063,東京都,目黒区自由が丘,2261,2802,66.63%
13110023001,1796,東京都,目黒区自由が丘１丁目,804,992,67.85%
13110023002,1810,東京都,目黒区自由が丘２丁目,794,1016,66.25%
13110023003,1457,東京都,目黒区自由が丘３丁目,663,794,65.63%
131100240,4726,東京都,目黒区中根,2099,2627,70.89%
13110024001,2157,東京都,目黒区中根１丁目,969,1188,72.70%
13110024002,2569,東京都,目黒区中根２丁目,1130,1439,69.43%
131100250,6341,東京都,目黒区柿の木坂,2916,3425,68.14%
13110025001,2787,東京都,目黒区柿の木坂１丁目,1198,1589,68.65%
13110025002,2485,東京都,目黒区柿の木坂２丁目,1194,1291,67.20%
13110025003,1069,東京都,目黒区柿の木坂３丁目,524,545,69.06%
131100260,10029,東京都,目黒区八雲,4571,5458,67.16%
13110026001,1922,東京都,目黒区八雲１丁目,785,1137,68.69%
13110026002,2267,東京都,目黒区八雲２丁目,1063,1204,66.25%
13110026003,2600,東京都,目黒区八雲３丁目,1210,1390,67.34%
13110026004,1364,東京都,目黒区八雲４丁目,620,744,65.70%
13110026005,1876,東京都,目黒区八雲５丁目,893,983,67.55%
131100270,5133,東京都,目黒区東が丘,2267,2866,69.56%
13110027001,2829,東京都,目黒区東が丘１丁目,1332,1497,66.36%
13110027002,2304,東京都,目黒区東が丘２丁目,935,1369,73.94%
