"施設名","年度","区立小学校 移動教室 児童[人]","区立小学校 移動教室 引率等[人]","区立小学校 夏季学園 児童[人]","区立小学校 夏季学園 引率等[人]","区立小学校 合計[人]","社会教育団体等[人]"
"箱根ニコニコ高原学園","2014","1050","142","1078","158","2428","380"
"箱根ニコニコ高原学園","2015","1129","143","1032","154","2458","29"
"箱根ニコニコ高原学園","2016","1150","164","1092","157","2563","0"
"箱根ニコニコ高原学園","2017","1166","154","1259","177","2756","290"
"箱根ニコニコ高原学園","2018","1358","158","1283","181","2980","408"

"令和元年度港区行政資料集　施設利用状況一覧 校外学園","Ver201903",,,,,,
