"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20200601","芝地区総合支所管内","芝一丁目","784","878","1662"
"20200601","芝地区総合支所管内","芝二丁目","1378","1603","2981"
"20200601","芝地区総合支所管内","芝三丁目","1376","1542","2918"
"20200601","芝地区総合支所管内","芝四丁目","889","1019","1908"
"20200601","芝地区総合支所管内","芝五丁目","1003","1489","2492"
"20200601","芝地区総合支所管内","海岸一丁目","765","731","1496"
"20200601","芝地区総合支所管内","東新橋一丁目","552","667","1219"
"20200601","芝地区総合支所管内","東新橋二丁目","286","176","462"
"20200601","芝地区総合支所管内","新橋一丁目","5","8","13"
"20200601","芝地区総合支所管内","新橋二丁目","48","50","98"
"20200601","芝地区総合支所管内","新橋三丁目","94","88","182"
"20200601","芝地区総合支所管内","新橋四丁目","229","192","421"
"20200601","芝地区総合支所管内","新橋五丁目","423","375","798"
"20200601","芝地区総合支所管内","新橋六丁目","479","370","849"
"20200601","芝地区総合支所管内","西新橋一丁目","145","105","250"
"20200601","芝地区総合支所管内","西新橋二丁目","172","166","338"
"20200601","芝地区総合支所管内","西新橋三丁目","347","362","709"
"20200601","芝地区総合支所管内","三田一丁目","1477","1840","3317"
"20200601","芝地区総合支所管内","三田二丁目","1512","1942","3454"
"20200601","芝地区総合支所管内","三田三丁目","660","716","1376"
"20200601","芝地区総合支所管内","浜松町一丁目","901","864","1765"
"20200601","芝地区総合支所管内","浜松町二丁目","144","117","261"
"20200601","芝地区総合支所管内","芝大門一丁目","261","288","549"
"20200601","芝地区総合支所管内","芝大門二丁目","332","348","680"
"20200601","芝地区総合支所管内","芝公園一丁目","97","116","213"
"20200601","芝地区総合支所管内","芝公園二丁目","265","292","557"
"20200601","芝地区総合支所管内","芝公園三丁目","113","133","246"
"20200601","芝地区総合支所管内","芝公園四丁目","26","26","52"
"20200601","芝地区総合支所管内","虎ノ門一丁目","183","189","372"
"20200601","芝地区総合支所管内","虎ノ門二丁目","8","6","14"
"20200601","芝地区総合支所管内","虎ノ門三丁目","710","786","1496"
"20200601","芝地区総合支所管内","虎ノ門四丁目","176","320","496"
"20200601","芝地区総合支所管内","虎ノ門五丁目","128","147","275"
"20200601","芝地区総合支所管内","愛宕一丁目","10","12","22"
"20200601","芝地区総合支所管内","愛宕二丁目","119","133","252"
"20200601","麻布地区総合支所管内","麻布狸穴町","237","279","516"
"20200601","麻布地区総合支所管内","麻布永坂町","66","95","161"
"20200601","麻布地区総合支所管内","南麻布一丁目","1416","1848","3264"
"20200601","麻布地区総合支所管内","南麻布二丁目","1427","1750","3177"
"20200601","麻布地区総合支所管内","南麻布三丁目","1045","1320","2365"
"20200601","麻布地区総合支所管内","南麻布四丁目","1057","1439","2496"
"20200601","麻布地区総合支所管内","南麻布五丁目","606","879","1485"
"20200601","麻布地区総合支所管内","元麻布一丁目","368","505","873"
"20200601","麻布地区総合支所管内","元麻布二丁目","618","797","1415"
"20200601","麻布地区総合支所管内","元麻布三丁目","574","599","1173"
"20200601","麻布地区総合支所管内","西麻布一丁目","694","704","1398"
"20200601","麻布地区総合支所管内","西麻布二丁目","998","1115","2113"
"20200601","麻布地区総合支所管内","西麻布三丁目","1109","1367","2476"
"20200601","麻布地区総合支所管内","西麻布四丁目","1104","1374","2478"
"20200601","麻布地区総合支所管内","六本木一丁目","707","929","1636"
"20200601","麻布地区総合支所管内","六本木二丁目","321","275","596"
"20200601","麻布地区総合支所管内","六本木三丁目","1040","1016","2056"
"20200601","麻布地区総合支所管内","六本木四丁目","506","460","966"
"20200601","麻布地区総合支所管内","六本木五丁目","738","880","1618"
"20200601","麻布地区総合支所管内","六本木六丁目","473","585","1058"
"20200601","麻布地区総合支所管内","六本木七丁目","836","873","1709"
"20200601","麻布地区総合支所管内","麻布台一丁目","85","77","162"
"20200601","麻布地区総合支所管内","麻布台二丁目","171","177","348"
"20200601","麻布地区総合支所管内","麻布台三丁目","376","425","801"
"20200601","麻布地区総合支所管内","麻布十番一丁目","473","473","946"
"20200601","麻布地区総合支所管内","麻布十番二丁目","1084","1289","2373"
"20200601","麻布地区総合支所管内","麻布十番三丁目","703","741","1444"
"20200601","麻布地区総合支所管内","麻布十番四丁目","172","252","424"
"20200601","麻布地区総合支所管内","東麻布一丁目","850","1077","1927"
"20200601","麻布地区総合支所管内","東麻布二丁目","895","996","1891"
"20200601","麻布地区総合支所管内","東麻布三丁目","333","354","687"
"20200601","赤坂地区総合支所管内","元赤坂一丁目","136","148","284"
"20200601","赤坂地区総合支所管内","元赤坂二丁目","139","107","246"
"20200601","赤坂地区総合支所管内","赤坂一丁目","179","238","417"
"20200601","赤坂地区総合支所管内","赤坂二丁目","1169","1181","2350"
"20200601","赤坂地区総合支所管内","赤坂三丁目","127","87","214"
"20200601","赤坂地区総合支所管内","赤坂四丁目","957","940","1897"
"20200601","赤坂地区総合支所管内","赤坂五丁目","262","390","652"
"20200601","赤坂地区総合支所管内","赤坂六丁目","1445","1570","3015"
