"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20191201","芝地区総合支所管内","芝一丁目","778","855","1633"
"20191201","芝地区総合支所管内","芝二丁目","1364","1612","2976"
"20191201","芝地区総合支所管内","芝三丁目","1362","1548","2910"
"20191201","芝地区総合支所管内","芝四丁目","886","1016","1902"
"20191201","芝地区総合支所管内","芝五丁目","1014","1497","2511"
"20191201","芝地区総合支所管内","海岸一丁目","765","728","1493"
"20191201","芝地区総合支所管内","東新橋一丁目","548","660","1208"
"20191201","芝地区総合支所管内","東新橋二丁目","268","183","451"
"20191201","芝地区総合支所管内","新橋一丁目","5","8","13"
"20191201","芝地区総合支所管内","新橋二丁目","54","50","104"
"20191201","芝地区総合支所管内","新橋三丁目","96","89","185"
"20191201","芝地区総合支所管内","新橋四丁目","214","198","412"
"20191201","芝地区総合支所管内","新橋五丁目","384","352","736"
"20191201","芝地区総合支所管内","新橋六丁目","491","370","861"
"20191201","芝地区総合支所管内","西新橋一丁目","142","113","255"
"20191201","芝地区総合支所管内","西新橋二丁目","176","162","338"
"20191201","芝地区総合支所管内","西新橋三丁目","348","385","733"
"20191201","芝地区総合支所管内","三田一丁目","1484","1852","3336"
"20191201","芝地区総合支所管内","三田二丁目","1505","1935","3440"
"20191201","芝地区総合支所管内","三田三丁目","670","711","1381"
"20191201","芝地区総合支所管内","浜松町一丁目","841","818","1659"
"20191201","芝地区総合支所管内","浜松町二丁目","147","124","271"
"20191201","芝地区総合支所管内","芝大門一丁目","266","285","551"
"20191201","芝地区総合支所管内","芝大門二丁目","332","363","695"
"20191201","芝地区総合支所管内","芝公園一丁目","100","112","212"
"20191201","芝地区総合支所管内","芝公園二丁目","275","286","561"
"20191201","芝地区総合支所管内","芝公園三丁目","117","137","254"
"20191201","芝地区総合支所管内","芝公園四丁目","26","26","52"
"20191201","芝地区総合支所管内","虎ノ門一丁目","177","187","364"
"20191201","芝地区総合支所管内","虎ノ門二丁目","8","6","14"
"20191201","芝地区総合支所管内","虎ノ門三丁目","714","776","1490"
"20191201","芝地区総合支所管内","虎ノ門四丁目","163","338","501"
"20191201","芝地区総合支所管内","虎ノ門五丁目","126","149","275"
"20191201","芝地区総合支所管内","愛宕一丁目","11","14","25"
"20191201","芝地区総合支所管内","愛宕二丁目","122","130","252"
"20191201","麻布地区総合支所管内","麻布狸穴町","241","276","517"
"20191201","麻布地区総合支所管内","麻布永坂町","65","95","160"
"20191201","麻布地区総合支所管内","南麻布一丁目","1404","1822","3226"
"20191201","麻布地区総合支所管内","南麻布二丁目","1405","1728","3133"
"20191201","麻布地区総合支所管内","南麻布三丁目","1051","1335","2386"
"20191201","麻布地区総合支所管内","南麻布四丁目","1039","1442","2481"
"20191201","麻布地区総合支所管内","南麻布五丁目","609","880","1489"
"20191201","麻布地区総合支所管内","元麻布一丁目","369","500","869"
"20191201","麻布地区総合支所管内","元麻布二丁目","628","809","1437"
"20191201","麻布地区総合支所管内","元麻布三丁目","587","610","1197"
"20191201","麻布地区総合支所管内","西麻布一丁目","689","695","1384"
"20191201","麻布地区総合支所管内","西麻布二丁目","982","1089","2071"
"20191201","麻布地区総合支所管内","西麻布三丁目","1108","1371","2479"
"20191201","麻布地区総合支所管内","西麻布四丁目","1093","1370","2463"
"20191201","麻布地区総合支所管内","六本木一丁目","699","927","1626"
"20191201","麻布地区総合支所管内","六本木二丁目","310","266","576"
"20191201","麻布地区総合支所管内","六本木三丁目","1027","1018","2045"
"20191201","麻布地区総合支所管内","六本木四丁目","501","463","964"
"20191201","麻布地区総合支所管内","六本木五丁目","755","905","1660"
"20191201","麻布地区総合支所管内","六本木六丁目","470","593","1063"
"20191201","麻布地区総合支所管内","六本木七丁目","850","894","1744"
"20191201","麻布地区総合支所管内","麻布台一丁目","97","81","178"
"20191201","麻布地区総合支所管内","麻布台二丁目","174","176","350"
"20191201","麻布地区総合支所管内","麻布台三丁目","380","431","811"
"20191201","麻布地区総合支所管内","麻布十番一丁目","477","521","998"
"20191201","麻布地区総合支所管内","麻布十番二丁目","1058","1261","2319"
"20191201","麻布地区総合支所管内","麻布十番三丁目","699","749","1448"
"20191201","麻布地区総合支所管内","麻布十番四丁目","170","247","417"
"20191201","麻布地区総合支所管内","東麻布一丁目","841","1070","1911"
"20191201","麻布地区総合支所管内","東麻布二丁目","900","976","1876"
"20191201","麻布地区総合支所管内","東麻布三丁目","342","373","715"
"20191201","赤坂地区総合支所管内","元赤坂一丁目","135","148","283"
"20191201","赤坂地区総合支所管内","元赤坂二丁目","141","112","253"
"20191201","赤坂地区総合支所管内","赤坂一丁目","176","233","409"
"20191201","赤坂地区総合支所管内","赤坂二丁目","1172","1190","2362"
"20191201","赤坂地区総合支所管内","赤坂三丁目","124","86","210"
"20191201","赤坂地区総合支所管内","赤坂四丁目","923","913","1836"
"20191201","赤坂地区総合支所管内","赤坂五丁目","269","379","648"
"20191201","赤坂地区総合支所管内","赤坂六丁目","1439","1560","2999"
"20191201","赤坂地区総合支所管内","赤坂七丁目","970","1097","2067"
"20191201","赤坂地区総合支所管内","赤坂八丁目","1098","1473","2571"
"20191201","赤坂地区総合支所管内","赤坂九丁目","850","771","1621"
"20191201","赤坂地区総合支所管内","南青山一丁目","926","1179","2105"
"20191201","赤坂地区総合支所管内","南青山二丁目","845","991","1836"
"20191201","赤坂地区総合支所管内","南青山三丁目","430","578","1008"
"20191201","赤坂地区総合支所管内","南青山四丁目","1158","1472","2630"
"20191201","赤坂地区総合支所管内","南青山五丁目","493","634","1127"
"20191201","赤坂地区総合支所管内","南青山六丁目","643","827","1470"
"20191201","赤坂地区総合支所管内","南青山七丁目","839","1094","1933"
"20191201","赤坂地区総合支所管内","北青山一丁目","481","740","1221"
"20191201","赤坂地区総合支所管内","北青山二丁目","209","258","467"
"20191201","赤坂地区総合支所管内","北青山三丁目","216","328","544"
"20191201","高輪地区総合支所管内","三田四丁目","1315","1680","2995"
"20191201","高輪地区総合支所管内","三田五丁目","2117","2789","4906"
"20191201","高輪地区総合支所管内","高輪一丁目","2422","3286","5708"
"20191201","高輪地区総合支所管内","高輪二丁目","2395","3075","5470"
"20191201","高輪地区総合支所管内","高輪三丁目","1765","2143","3908"
"20191201","高輪地区総合支所管内","高輪四丁目","1661","1848","3509"
"20191201","高輪地区総合支所管内","白金一丁目","1503","2015","3518"
"20191201","高輪地区総合支所管内","白金二丁目","848","1136","1984"
"20191201","高輪地区総合支所管内","白金三丁目","1457","1805","3262"
"20191201","高輪地区総合支所管内","白金四丁目","492","697","1189"
"20191201","高輪地区総合支所管内","白金五丁目","662","782","1444"
"20191201","高輪地区総合支所管内","白金六丁目","1318","1710","3028"
"20191201","高輪地区総合支所管内","白金台一丁目","345","479","824"
"20191201","高輪地区総合支所管内","白金台二丁目","986","1345","2331"
"20191201","高輪地区総合支所管内","白金台三丁目","1323","1803","3126"
"20191201","高輪地区総合支所管内","白金台四丁目","715","990","1705"
"20191201","高輪地区総合支所管内","白金台五丁目","654","874","1528"
"20191201","芝浦港南地区総合支所管内","芝浦一丁目","1298","1253","2551"
"20191201","芝浦港南地区総合支所管内","芝浦二丁目","1361","1585","2946"
"20191201","芝浦港南地区総合支所管内","芝浦三丁目","796","867","1663"
"20191201","芝浦港南地区総合支所管内","芝浦四丁目","6017","6450","12467"
"20191201","芝浦港南地区総合支所管内","海岸二丁目","344","353","697"
"20191201","芝浦港南地区総合支所管内","海岸三丁目","1732","1381","3113"
"20191201","芝浦港南地区総合支所管内","港南一丁目","120","141","261"
"20191201","芝浦港南地区総合支所管内","港南二丁目","953","1112","2065"
"20191201","芝浦港南地区総合支所管内","港南三丁目","2381","2668","5049"
"20191201","芝浦港南地区総合支所管内","港南四丁目","3680","4271","7951"
"20191201","芝浦港南地区総合支所管内","港南五丁目","267","172","439"
"20191201","芝浦港南地区総合支所管内","台場一丁目","1607","1829","3436"
"20191201","芝浦港南地区総合支所管内","台場二丁目","374","389","763"

"町丁別選挙人名簿登録者数　令和元年12月1日時点","Ver201912",,,,
