大分類,小分類,名称,所在地,電話番号,情報,X座標,Y座標
公園,公園,玉姫公園,清川2-13-18,,,139.8025726,35.72719388
公園,公園,堤児童公園,日本堤2-23-11,,,139.7968617,35.72825278
公園,公園,田原公園,雷門1-5-15,,,139.7930938,35.70966495
公園,公園,富士公園,浅草4-47-2,,,139.7977228,35.71863426
公園,公園,金竜公園,西浅草3-25-7,,,139.7898336,35.71681425
公園,公園,小島公園,小島2-9-4,,,139.7838948,35.70567523
公園,公園,金杉公園,下谷3-5-12,,,139.7857637,35.72410363
公園,公園,御徒町公園,台東4-13-3,,,139.7772151,35.70636499
公園,公園,花川戸公園,花川戸1-14-15・花川戸2-5-6・花川戸2-4-3,,,139.7994129,35.71421468
公園,公園,山伏公園,北上野2-9-7,,,139.7835741,35.71653419
公園,公園,鶯谷公園,根岸1-3-17,,,139.7795342,35.72105372
公園,公園,精華公園,蔵前4-15-9,,,139.7892847,35.70380549
公園,公園,石浜公園,清川1-14-21,,,139.8040128,35.72483437
公園,公園,西町公園,東上野2-23-3,,,139.7797048,35.70928476
公園,公園,千束公園,浅草4-24-7,,,139.7937331,35.71875412
公園,公園,東盛公園,三ノ輪1-23-2,,,139.7929324,35.72821296
公園,公園,柳北公園,浅草橋5-1-35,,,139.7822353,35.69983581
公園,公園,松葉公園,松が谷1-12-6,,,139.7875941,35.71208464
公園,公園,今戸公園,今戸2-24-1,,,139.8063828,35.72135504
公園,公園,清川公園,清川2-22-4,,,139.8035327,35.72717404
公園,公園,岡倉天心記念公園,谷中5-7-10,,,139.766525,35.72629281
公園,公園,谷中清水町公園,谷中1-1-32,,,139.7694149,35.72032347
公園,公園,根岸公園,根岸4-16-23,,,139.7854537,35.72554353
公園,公園,花園公園,千束3-20-7,,,139.7929529,35.72214372
公園,公園,妙亀塚公園,橋場1-28-3、同1-29-6,,,139.8055329,35.72535454
公園,公園,吉原公園,千束4-40-6,,,139.7953723,35.72486332
公園,公園,一葉記念公園,竜泉3-19-1,,,139.7925727,35.72550331
公園,公園,京町公園,千束3-26-18,,,139.7947427,35.7221937
公園,公園,日本堤公園,東浅草2-27-1,,,139.7985524,35.72392368
公園,公園,大正公園,入谷2-23-11,,,139.7880635,35.72103385
公園,公園,入谷南公園,松が谷3-23-7、北上野2-13地先,,,139.7860139,35.71707418
公園,公園,上根岸公園,根岸3-9-6,,,139.7789742,35.72324355
公園,公園,待乳山聖天公園,浅草7-4-9,,,139.8026226,35.71723477
公園,公園,竹町公園,台東4-21-3,,,139.780355,35.70570514
公園,公園,蔵前公園,蔵前2-1-10,,,139.7921646,35.70261565
公園,公園,駒形公園,雷門2-2-3,,,139.7965936,35.70900507
公園,公園,橋場公園,橋場2-19-7,,,139.8071632,35.72777458
公園,公園,松が谷公園,松が谷4-15-12,,,139.7863138,35.71837407
公園,公園,隅田公園,今戸1-1 、浅草7-1 、花川戸1-1 、花川戸2-1,,,139.8029225,35.71514482
公園,公園,天王寺公園,谷中7-15-5,,,139.7707447,35.72732296
公園,公園,弁天院公園,竜泉1-15-2,,,139.7877534,35.72324366
公園,公園,千草公園,浅草5-58-7,,,139.7966425,35.72197372
公園,公園,西浅草川村公園,西浅草2-21-12,,,139.7894638,35.71384451
公園,公園,菊屋橋公園,元浅草3-20-6,,,139.7868544,35.70874496
公園,公園,金曽木公園,根岸4-16-14,,,139.7844438,35.72566356
公園,公園,浅草橋公園,浅草橋1-1-15,,,139.7853155,35.69612629
公園,公園,御蔵前公園,蔵前1-4-8,,,139.789355,35.70039588
公園,公園,済美公園,寿1-4-1,,,139.7900043,35.70667521
公園,公園,松が谷梅園公園,松が谷4-5-1,,,139.7877737,35.7171042
公園,公園,吉野公園,今戸1-11-7,,,139.8020227,35.72064457
公園,公園,山谷堀公園,東浅草2-7地先から浅草7-11-12まで,,,139.8004127,35.72110431
公園,公園,上野恩賜公園,上野恩賜公園管理所・上野公園5-20,,,139.7737248,35.71590401
公園,公園,旧岩崎邸庭園,旧岩崎邸庭園管理所・池之端1-3-45,,,139.7678953,35.7094644
公園,公園,谷中霊園,谷中7-5-24,,,139.7710148,35.72470318
公園,公園,秋葉原練塀公園,秋葉原４－１,０３－５２４６－１３２１,,139.7741673,35.70193073
公園管理,公園管理,東部公園緑地事務所,上野公園7-47,（3821）6141,,139.7764047,35.71494416
公園管理,公園管理,上野恩賜公園管理所,上野公園5-20,（3828）5644,,139.7742448,35.71403418
公園管理,公園管理,公園管理事務所,台東区花川戸２丁目,,台東区公園管理事務所,139.8021082,35.71473095
公園管理,公園管理,隅田公園休憩所,台東区花川戸１丁目,,,139.8003144,35.71299752
