大分類,小分類,名称,所在地,電話番号,情報,X座標,Y座標
児童遊園,児童遊園,小島児童遊園,三筋1-9-1,,,139.784645,35.70323549
児童遊園,児童遊園,三筋児童遊園,蔵前4-18-7,,,139.7881347,35.7045454
児童遊園,児童遊園,谷中児童遊園,谷中3-17-3・同3-18-15,,,139.764945,35.72942242
児童遊園,児童遊園,清島児童遊園,東上野6-16-3,,,139.7834443,35.71336446
児童遊園,児童遊園,黒門児童遊園,上野1-19-3,,,139.7721953,35.70650485
児童遊園,児童遊園,竹町児童遊園,台東2-24-11,,,139.7786052,35.70331533
児童遊園,児童遊園,北上野児童遊園,北上野1-1-14先,,,139.7827342,35.71582423
児童遊園,児童遊園,寿三丁目児童遊園,寿3-20-2,,,139.7919041,35.70778513
児童遊園,児童遊園,左衛門町児童遊園,浅草橋1-3-8,,,139.7828555,35.69683615
児童遊園,児童遊園,東上野児童遊園,東上野5-23-7,,,139.7822143,35.71498429
児童遊園,児童遊園,中根岸児童遊園,根岸3-16-10,,,139.7833539,35.72355366
児童遊園,児童遊園,七倉児童遊園,池之端2-5-47,,,139.7663752,35.71492382
児童遊園,児童遊園,三ノ輪児童遊園,三ノ輪2-5-5,,,139.7932324,35.72944293
児童遊園,児童遊園,向柳原児童遊園,浅草橋2-23-5,,,139.7844452,35.70034581
児童遊園,児童遊園,池之端児童遊園,池之端2-9-8,,,139.7674352,35.7156038
児童遊園,児童遊園,新坂本児童遊園,北上野2-19-8,,,139.784584,35.7178441
児童遊園,児童遊園,広徳児童遊園,東上野4-5-1,,,139.7806645,35.71247448
児童遊園,児童遊園,竜泉児童遊園,竜泉1-20-15,,,139.7906231,35.72370357
児童遊園,児童遊園,小島二丁目児童遊園,小島2-20-5,,,139.7820748,35.70675507
児童遊園,児童遊園,三筋二丁目児童遊園,三筋2-16-8,,,139.7871146,35.70583526
児童遊園,児童遊園,芋坂児童遊園,谷中7-12-6,,,139.7729546,35.72587317
児童遊園,児童遊園,根岸二丁目児童遊園,根岸2-9-5、根岸2-8-13,,,139.7751745,35.7250633
児童遊園,児童遊園,寿児童遊園,寿3-16-18,,,139.7930641,35.70724519
児童遊園,児童遊園,初音児童遊園,谷中3-6-5 ・同3-7-1,,,139.7654451,35.72563281
