地域区分,国・地域（人）,人口
アフリカ,アンゴラ,2
アフリカ,コモロ,0
アフリカ,ギニアビサウ,5
北米,北米,23110
北米,バルバドス,15
北米,バハマ,20
北米,ベリーズ,3
北米,カナダ,3499
北米,コスタリカ,40
北米,キューバ,81
北米,ドミニカ共和国,71
北米,ドミニカ国,8
北米,エルサルバドル,31
北米,グアテマラ,20
北米,ハイチ,2
北米,ホンジュラス,41
北米,ジャマイカ,44
北米,メキシコ,433
北米,ニカラグア,21
北米,パナマ,18
北米,セントルシア,3
北米,セント・ヴィンセント,2
北米,セント・クリストファー・ネイヴィース,1
北米,トリニダード・トバゴ,10
北米,米国,18746
北米,グレナダ,0
北米,アンティグア・バーブーダ,1
南米,南米,7914
南米,アルゼンチン,313
南米,ボリビア,141
南米,ブラジル,4269
南米,チリ,135
南米,コロンビア,589
南米,エクアドル,39
南米,ガイアナ,0
南米,パラグアイ,85
南米,ペルー,2241
南米,スリナム,2
南米,ウルグアイ,21
南米,ベネズエラ,79
オセアニア,オセアニア,4825
オセアニア,オーストラリア,3761
オセアニア,フィジー,53
オセアニア,キリバス,2
オセアニア,マーシャル諸島,2
オセアニア,ミクロネシア,2
オセアニア,ニュージーランド,950
オセアニア,ナウル,1
オセアニア,パプア・ニューギニア,8
オセアニア,パラオ,5
オセアニア,ソロモン諸島,4
オセアニア,トンガ,28
オセアニア,ツバル,1
オセアニア,バヌアツ,1
オセアニア,サモア,7
無国籍・その他,無国籍・その他,179
,,
外国人登録人口　平成22年１月,,
第２表  国籍別外国人登録人口（平成22年１月１日現在）,,
注１)「無国籍・その他」は、旧国名で報告された人数を含む。,,
注２）※「セルビア・モンテネグロ」はセルビアとモンテネグロの合計登録人口。,,
注２）※「�1919
34,0.3,[sanitize]0.02,35.7588748,139.8363169
34,0.15,0.1,35.7588748,139.8364419
34,0,0.1,35.7588748,139.8365669
34,0,0.18,35.7588748,139.8366919
34,0,0.22,35.7588748,139.8368169
34,0.19,0.13,35.7588748,139.8369419
34,0.04,[sanitize]0.1,35.7588748,139.8370669
34,0.14,[sanitize]0.02,35.7588748,139.8371919
34,0.14,[sanitize]0.08,35.7588748,139.8373169
34,0.09,0,35.7588748,139.8374419
34,0,0.13,35.7588748,139.8375669
34,0,0.07,35.7588748,139.8376919
34,0.08,0.12,35.7588748,139.8378169
34,0.1,[sanitize]0.08,35.7588748,139.8379419
34,0.19,[sanitize]0.1,35.7588748,139.8380669
34,0.55,[sanitize]0.12,35.7588748,139.8381919
34,0.37,[sanitize]0.38,35.7588748,139.8383169
34,0.69,[sanitize]0.7,35.7588748,139.8384419
34,0.36,[sanitize]0.38,35.7588748,139.8385669
34,0.17,[sanitize]0.18,35.7588748,139.8386919
34,0.01,[sanitize]0.1,35.7588748,139.8388169
34,0.11,0.13,35.7588748,139.8389419
34,0.11,[sanitize]0.03,35.7588748,139.8390669
34,0,0.2,35.7588748,139.8391919
34,0.37,0.35,35.7588748,139.8393169
34,0.37,[sanitize]0.38,35.7588748,139.8394419
34,0.26,[sanitize]0.18,35.7588748,139.8395669
34,0.07,[sanitize]0.05,35.7588748,139.8396919
34,0.07,[sanitize]0.07,35.7588748,139.8398169
34,0.07,[sanitize]0.1,35.7588748,139.8399419
34,0.01,[sanitize]0.05,35.7588748,139.8400669
34,0.05,0,35.7588748,139.8401919
34,0.17,0,35.7588748,139.8403169
34,0.39,[sanitize]0.18,35.7588748,139.8404419
34,0.57,[sanitize]0.33,35.7588748,139.8405669
34,0.57,[sanitize]0.42,35.7588748,139.8406919
34,0.07,[sanitize]0.03,35.7588748,139.8408169
34,0,0.23,35.7588748,139.8409419
34,0.03,0.2,35.7588748,139.8410669
34,0,0.13,35.7588748,139.8411919
34,0,0.23,35.7588748,139.8413169
34,0.01,0.33,35.7588748,139.8414419
34,0.08,0.23,35.7588748,139.8415669
34,0.08,0.15,35.7588748,139.8416919
34,0.32,0.17,35.7588748,139.8418169
34,0.21,0.2,35.7588748,139.8419419
34,0.21,0.08,35.7588748,139.8420669
34,0.1,0.02,35.7588748,139.8421919
34,0.09,0,35.7588748,139.8423169
34,0.39,0.08,35.7588748,139.8424419
34,0.55,[sanitize]0.3,35.7588748,139.8425669
34,0.55,[sanitize]0.52,35.7588748,139.8426919
34,0.5,[sanitize]0.5,35.7588748,139.8428169
34,0.49,[sanitize]0.43,35.7588748,139.8429419
34,0.47,[sanitize]0.4,35.7588748,139.8430669
34,0.53,[sanitize]0.38,35.7588748,139.8431919
34,0.56,[sanitize]0.42,35.7588748,139.8433169
34,0.56,[sanitize]0.53,35.7588748,139.8434419
34,0.56,[sanitize]0.2,35.7588748,139.8435669
34,0.25,[sanitize]0.13,35.7588748,139.8436919
34,0,[sanitize]0.12,35.7588748,139.8438169
34,0,0,35.7588748,139.8439419
34,0,0.05,35.7588748,139.8440669
34,0,[sanitize]0.13,35.7588748,139.8441919
34,0.45,[sanitize]0.27,35.7588748,139.8443169
34,0.49,[sanitize]0.38,35.7588748,139.8444419
34,0.67,[sanitize]0.35,35.7588748,139.8445669
34,0.51,[sanitize]0.48,35.7588748,139.8446919
34,0.62,[sanitize]0.6,35.7588748,139.8448169
34,0.6,[sanitize]0.38,35.7588748,139.8449419
34,0.53,[sanitize]0.5,35.7588748,139.8450669
34,0.54,[sanitize]0.52,35.7588748,139.8451919
34,0.51,[sanitize]0.48,35.7588748,139.8453169
34,0.48,[sanitize]0.45,35.7588748,139.8454419
34,0.55,[sanitize]0.4,35.7588748,139.845567
34,0.5,[sanitize]0.32,35.7588748,139.845692
34,0.45,[sanitize]0.35,35.7588748,139.845817
34,0.34,[sanitize]0.3,35.7588748,139.845942
34,0.23,[sanitize]0.03,35.7588748,139.846067
34,0,0.02,35.7588748,139.846192
34,0.08,0.03,35.7588748,139.846317
34,0.31,0.03,35.7588748,139.846442
34,0.31,[sanitize]0.23,35.7588748,139.846567
34,0.3,[sanitize]0.03,35.7588748,139.846692
34,0.27,[sanitize]0.1,35.7588748,139.846817
34,0.36,[sanitize]0.2,35.7588748,139.846942
34,0.46,[sanitize]0.18,35.7588748,139.847067
34,0.47,[sanitize]0.2,35.7588748,139.847192
34,0.47,[sanitize]0.25,35.7588748,139.847317
34,0.47,[sanitize]0.35,35.7588748,139.847442
34,0.42,[sanitize]0.28,35.7588748,139.847567
34,0.41,[sanitize]0.27,35.7588748,139.847692
34,0.41,[sanitize]0.22,35.7588748,139.847817
34,0.09,0.03,35.7588748,139.847942
34,0.12,0.1,35.7588748,139.848067
34,0.4,[sanitize]0.03,35.7588748,139.848192
34,0.38,[sanitize]0.27,35.7588748,139.848317
34,0.34,[sanitize]0.28,35.7588748,139.848442
34,0.37,[sanitize]0.18,35.7588748,139.848567
34,0.37,[sanitize]0.18,35.7588748,139.848692
34,0.52,[sanitize]0.18,35.7588748,139.848817
34,0.56,[sanitize]0.35,35.7588748,139.848942
34,0.56,[sanitize]0.43,35.7588748,139.849067
34,0.51,[sanitize]0.3,35.7588748,139.849192
34,0.51,[sanitize]0.25,35.7588748,139.849317
34,0.52,[sanitize]0.3,35.7588748,139.849442
34,0.52,[sanitize]0.3,35.7588748,139.849567
34,0.55,[sanitize]0.35,35.7588748,139.849692
34,0.58,[sanitize]0.42,35.7588748,139.849817
34,0.58,[sanitize]0.43,35.7588748,139.849942
34,0.52,[sanitize]0.4,35.7588748,139.850067
34,0,0.3,35.7587915,139.8291919
34,0,0.33,35.7587915,139.8293169
34,0,0.5,35.7587915,139.8294419
34,0,0.48,35.7587915,139.8295669
34,0,0.07,35.7587915,139.8296919
34,0.1,[sanitize]0.08,35.7587915,139.8298169
34,0.17,[sanitize]0.15,35.7587915,139.8299419
34,0.22,[sanitize]0.2,35.7587915,139.8300669
34,0.42,[sanitize]0.4,35.7587915,139.8301919
34,0.44,[sanitize]0.42,35.7587915,139.8303169
34,0.43,[sanitize]0.4,35.7587915,139.8304419
34,0.33,[sanitize]0.3,35.7587915,139.8305669
34,0.3,[sanitize]0.27,35.7587915,139.8306919
34,0.31,[sanitize]0.28,35.7587915,139.8308169
34,0.26,[sanitize]0.23,35.7587915,139.8309419
34,0,[sanitize]0.08,35.7587915,139.8310669
34,0,0.05,35.7587915,139.8311919
34,0,0.27,35.7587915,139.8313169
34,0,0.33,35.7587915,139.8314419
34,0,[sanitize]0.13,35.7587915,139.8315669
34,0,[sanitize]0.07,35.7587915,139.8316919
34,0,[sanitize]0.07,35.7587915,139.8318169
34,0,[sanitize]0.05,35.7587915,139.8319419
34,0.13,[sanitize]0.03,35.7587915,139.8320669
34,0.27,[sanitize]0.32,35.7587915,139.8321919
34,0.37,[sanitize]0.42,35.7587915,139.8323169
34,0.5,[sanitize]0.55,35.7587915,139.8324419
34,0.45,[sanitize]0.5,35.7587915,139.8325669
34,0.42,[sanitize]0.47,35.7587915,139.8326919
34,0.47,[sanitize]0.52,35.7587915,139.8328169
34,0.43,[sanitize]0.48,35.7587915,139.8329419
34,0.3,[sanitize]0.35,35.7587915,139.8330669
34,0.27,[sanitize]0.32,35.7587915,139.8331919
34,0.34,[sanitize]0.38,35.7587915,139.8333169
34,0.6,[sanitize]0.65,35.7587915,139.8334419
34,0.38,[sanitize]0.43,35.7587915,139.8335669
34,0.25,[sanitize]0.3,35.7587915,139.8336919
34,0.29,[sanitize]0.33,35.7587915,139.8338169
34,0.25,[sanitize]0.3,35.7587915,139.8339419
34,0.38,[sanitize]0.43,35.7587915,139.8340669
34,0.42,[sanitize]0.47,35.7587915,139.8341919
34,0.45,[sanitize]0.5,35.7587915,139.8343169
34,0.45,[sanitize]0.5,35.7587915,139.8344419
34,0.45,[sanitize]0.5,35.7587915,139.8345669
34,0.52,[sanitize]0.57,35.7587915,139.8346919
34,0.52,[sanitize]0.57,35.7587915,139.8348169
34,0.45,[sanitize]0.5,35.7587915,139.8349419
34,0.41,[sanitize]0.45,35.7587915,139.8350669
34,0.47,[sanitize]0.52,35.7587915,139.8351919
34,0.29,[sanitize]0.33,35.7587915,139.8353169
34,0.28,[sanitize]0.33,35.7587915,139.8354419
34,0.22,[sanitize]0.18,35.7587915,139.8355669
34,0.1,[sanitize]0.1,35.7587915,139.8356919
34,0.1,[sanitize]0.22,35.7587915,139.8358169
34,0.1,0.05,35.7587915,139.8359419
34,0,0.15,35.7587915,139.8360669
34,0,0.2,35.7587915,139.8361919
34,0,0.22,35.7587915,139.8363169
34,0,0.13,35.7587915,139.8364419
34,0,0.2,35.7587915,139.8365669
34,0,0.33,35.7587915,139.8366919
34,0,0.3,35.7587915,139.8368169
34,0,0.23,35.7587915,139.8369419
34,0.04,0.08,35.7587915,139.8370669
34,0.17,0,35.7587915,139.8371919
34,0.17,[sanitize]0.1,35.7587915,139.8373169
34,0,0.25,35.7587915,139.8374419
34,0,0.2,35.7587915,139.8375669
34,0,0.12,35.7587915,139.8376919
34,0.02,0.15,35.7587915,139.8378169
34,0.07,0.1,35.7587915,139.8379419
34,0.09,[sanitize]0.05,35.7587915,139.8380669
34,0.34,[sanitize]0.12,35.7587915,139.8381919
34,0.34,[sanitize]0.35,35.7587915,139.8383169
34,0.31,[sanitize]0.33,35.7587915,139.8385669
34,0.17,[sanitize]0.13,35.7587915,139.8386919
34,0.17,0,35.7587915,139.8388169
34,0,0.25,35.7587915,139.8389419
34,0,0.05,35.7587915,139.8390669
34,0,0.13,35.7587915,139.8391919
34,0.28,0.23,35.7587915,139.8393169
34,0.38,[sanitize]0.25,35.7587915,139.8394419
34,0.26,[sanitize]0.18,35.7587915,139.8395669
34,0.07,[sanitize]0.03,35.7587915,139.8396919
34,0.07,0,35.7587915,139.8398169
34,0.06,0.05,35.7587915,139.8399419
34,0,0.15,35.7587915,139.8400669
34,0,0.12,35.7587915,139.8401919
34,0.2,0.03,35.7587915,139.8403169
34,0.45,[sanitize]0.18,35.7587915,139.8404419
34,0.5,[sanitize]0.35,35.7587915,139.8405669
34,0.5,[sanitize]0.5,35.7587915,139.8406919
34,0.4,[sanitize]0.27,35.7587915,139.8408169
34,0.19,0.13,35.7587915,139.8409419
34,0.22,[sanitize]0.1,35.7587915,139.8410669
34,0.22,[sanitize]0.13,35.7587915,139.8411919
34,0.2,[sanitize]0.12,35.7587915,139.8413169
34,0.32,[sanitize]0.1,35.7587915,139.8414419
34,0.32,[sanitize]0.2,35.7587915,139.8415669
34,0.32,[sanitize]0.2,35.7587915,139.8416919
34,0.32,[sanitize]0.28,35.7587915,139.8418169
34,0.31,[sanitize]0.3,35.7587915,139.8419419
34,0.31,[sanitize]0.35,35.7587915,139.8420669
34,0.1,0.02,35.7587915,139.8421919
34,0.02,0.17,35.7587915,139.8423169
34,0.39,[sanitize]0.1,35.7587915,139.8424419
34,0.52,[sanitize]0.43,35.7587915,139.8425669
34,0.52,[sanitize]0.38,35.7587915,139.8426919
34,0.46,[sanitize]0.27,35.7587915,139.8428169
34,0,[sanitize]0.2,35.7587915,139.8429419
34,0,[sanitize]0.18,35.7587915,139.8430669
34,0,[sanitize]0.08,35.7587915,139.8431919
34,0.56,[sanitize]0.2,35.7587915,139.8433169
34,0.62,[sanitize]0.53,35.7587915,139.8434419
34,0.52,[sanitize]0.48,35.7587915,139.8435669
34,0.12,[sanitize]0.1,35.7587915,139.8436919
34,0,0.03,35.7587915,139.8438169
34,0,0.1,35.7587915,139.8439419
34,0,0.1,35.7587915,139.8440669
34,0,0.03,35.7587915,139.8441919
34,0.49,[sanitize]0.2,35.7587915,139.8443169
34,0.49,[sanitize]0.38,35.7587915,139.8444419
34,0.68,[sanitize]0.25,35.7587915,139.8445669
34,0.56,[sanitize]0.53,35.7587915,139.8446919
34,0.55,[sanitize]0.4,35.7587915,139.8449419
34,0.47,[sanitize]0.35,35.7587915,139.8450669
34,0.64,[sanitize]0.38,35.7587915,139.8451919
34,0.58,[sanitize]0.55,35.7587915,139.8453169
34,0.66,[sanitize]0.63,35.7587915,139.8454419
34,0.58,[sanitize]0.55,35.7587915,139.8455669
34,0.55,[sanitize]0.52,35.7587915,139.8456919
34,0.45,[sanitize]0.38,35.7587915,139.8458169
34,0.15,0.13,35.7587915,139.845942
34,0,0.1,35.7587915,139.846067
34,0.05,[sanitize]0.02,35.7587915,139.846192
34,0.08,0.02,35.7587915,139.846317
34,0.28,0,35.7587915,139.846442
34,0.35,[sanitize]0.2,35.7587915,139.846567
34,0.35,[sanitize]0.23,35.7587915,139.846692
34,0.32,[sanitize]0.2,35.7587915,139.846817
34,0.36,[sanitize]0.15,35.7587915,139.846942
34,0.52,[sanitize]0.3,35.7587915,139.847067
34,0.52,[sanitize]0.4,35.7587915,139.847192
34,0.47,[sanitize]0.32,35.7587915,139.847317
34,0.33,0,35.7587915,139.847442
34,0.31,0.1,35.7587915,139.847567
34,0.41,[sanitize]0.07,35.7587915,139.847692
34,0.41,[sanitize]0.23,35.7587915,139.847817
34,0.27,0,35.7587915,139.847942
34,0,[sanitize]0.05,35.7587915,139.848067
34,0.38,[sanitize]0.02,35.7587915,139.848192
34,0.38,[sanitize]0.15,35.7587915,139.848317
34,0.39,[sanitize]0.28,35.7587915,139.848442
34,0.41,[sanitize]0.23,35.7587915,139.848567
34,0.44,[sanitize]0.23,35.7587
