地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,キプロス,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国・朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,東ティモール,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,アンドラ,グルジア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア,ヴァチカン,モンテネグロ,コソボ,セルビア・モンテネグロ,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,コートジボアール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,スワジランド,サントメ・プリンシペ,セイシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,コモロ,ギニアビサウ,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ国,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セント・ヴィンセント,セント・クリストファー・ネイヴィース,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル諸島,ミクロネシア,ニュージーランド,ナウル,パプア・ニューギニア,パラオ,ソロモン諸島,トンガ,ツバル,バヌアツ,サモア,無国籍・その他
4,13201,八王子市,9292,4160,5132,7943,5,0,36,0,0,50,0,13,74,3610,0,112,64,52,0,3,5,2221,1,7,2,112,13,0,0,129,15,1127,0,40,2,10,143,0,9,88,0,0,351,0,10,5,3,0,1,1,2,0,4,32,48,0,1,2,4,27,0,0,0,0,0,1,0,0,2,0,5,3,3,3,11,84,0,10,6,1,0,0,63,11,4,0,0,0,0,0,2,0,2,0,0,0,0,92,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,22,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,23,0,1,3,0,0,2,0,0,0,0,0,1,3,4,12,0,0,1,0,0,0,312,0,0,0,36,2,1,6,0,1,1,0,3,4,14,0,0,0,0,0,0,244,0,0,525,26,5,214,2,21,2,0,7,247,0,0,1,62,47,1,0,0,0,13,0,0,1,0,0,0,0,0,7
4,13202,立川市,3685,1621,2064,3238,0,0,3,0,0,8,0,2,10,1666,0,51,17,12,0,2,0,1000,0,3,0,9,7,0,0,39,5,330,0,0,0,3,30,0,5,36,0,0,55,0,0,1,1,1,0,0,0,0,2,6,7,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,11,0,1,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,18,0,0,2,0,0,1,0,2,1,1,0,0,0,0,0,0,122,0,0,220,1,0,160,0,4,0,0,6,49,0,0,0,14,10,1,0,0,0,3,0,0,0,0,0,0,0,0,0
4,13203,武蔵野市,2397,1150,1247,1754,0,0,7,0,0,7,0,5,4,844,0,35,17,12,0,1,0,597,0,1,0,24,5,0,0,38,7,85,0,0,1,2,49,0,1,12,0,0,201,0,4,3,2,0,0,3,2,0,2,32,17,0,2,0,8,13,0,1,0,0,0,0,0,0,0,0,5,1,2,1,7,10,0,10,2,2,0,0,68,0,3,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,2,0,1,5,0,0,0,0,0,0,308,0,0,0,52,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,252,0,0,47,1,5,24,0,10,0,0,2,5,0,0,0,61,47,1,0,1,0,12,0,0,0,0,0,0,0,0,1
4,13204,三鷹市,3103,1459,1644,2303,0,0,15,0,0,8,0,10,2,941,1,17,14,17,1,1,0,867,0,2,1,25,21,0,0,16,8,190,0,0,1,12,72,0,6,55,0,0,281,0,0,7,5,3,0,2,1,1,4,41,19,0,4,0,5,16,0,2,0,0,1,3,0,0,1,0,4,4,5,2,3,28,0,7,6,2,0,0,90,3,6,6,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0,0,1,5,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,371,0,0,0,62,0,1,0,0,1,0,0,0,1,4,0,0,0,0,0,0,302,0,0,51,3,1,37,3,4,0,0,0,3,0,0,0,68,50,1,0,0,0,15,0,0,0,0,2,0,0,0,3
4,13205,青梅市,1551,581,970,1188,0,0,1,0,0,12,0,0,9,380,0,22,16,7,0,1,0,261,0,4,0,5,6,0,0,6,3,368,0,0,0,8,61,0,0,18,0,0,27,0,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,5,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,67,0,0,244,2,1,77,0,5,0,0,1,158,0,0,0,12,1,7,0,0,0,3,0,0,0,0,0,0,0,1,1
4,13206,府中市,4544,1988,2556,3689,46,0,26,0,0,23,1,16,11,1598,0,35,76,19,0,0,0,1064,0,7,1,29,49,0,0,29,8,470,0,0,2,11,100,0,5,63,0,0,289,0,3,1,4,0,3,6,2,0,2,26,20,0,2,0,3,21,1,1,0,0,0,3,0,0,0,0,3,0,11,1,8,36,0,10,3,6,0,0,72,9,25,1,0,0,2,3,0,0,1,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,2,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,4,9,0,0,0,0,0,0,326,0,0,0,35,0,1,0,0,0,1,0,0,0,6,0,1,0,0,0,1,281,0,0,117,1,0,90,1,7,0,0,0,18,0,0,0,81,30,1,0,0,0,40,0,0,1,0,8,0,0,1,5
4,13207,昭島市,2237,1005,1232,1941,0,0,4,0,0,14,0,0,6,864,0,9,22,14,0,0,0,680,0,11,0,7,2,0,0,29,7,221,0,0,1,4,23,0,0,23,0,0,40,0,1,0,0,0,0,1,1,0,0,2,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,58,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,52,0,0,166,1,2,67,1,1,0,0,1,93,0,0,0,8,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0
4,13208,調布市,4018,1940,2078,3475,1,0,15,0,0,18,0,3,26,1380,0,75,60,9,0,2,0,1233,0,4,0,51,26,0,0,38,10,296,0,0,0,16,105,0,3,104,0,0,187,0,3,1,4,0,2,0,2,2,2,25,26,1,1,0,3,13,0,0,0,0,2,0,0,0,0,0,2,0,2,4,2,33,0,5,1,2,0,4,42,2,1,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,0,3,0,0,3,1,0,0,0,5,0,0,0,2,0,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,240,0,0,0,47,0,2,1,0,0,2,0,1,0,18,0,0,0,0,0,0,169,0,0,56,4,1,26,1,7,0,0,2,13,0,1,1,31,22,0,0,0,0,7,0,0,0,0,2,0,0,0,0
4,13209,町田市,5342,2409,2933,4516,0,0,15,0,0,19,0,10,41,2154,0,81,70,39,0,2,0,1265,0,6,0,42,11,0,0,28,33,495,0,0,1,11,113,0,7,72,0,1,265,0,1,1,2,3,2,1,4,0,8,22,26,2,7,1,4,8,0,0,0,0,0,7,0,0,0,0,8,2,5,3,8,30,0,6,8,6,0,0,76,6,5,0,0,0,0,0,2,0,0,0,0,0,1,82,4,0,0,2,0,0,0,3,0,0,0,1,0,0,0,18,5,0,1,2,0,0,0,0,2,0,2,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,0,1,1,2,14,0,5,0,0,0,0,290,0,0,0,56,1,1,1,1,0,0,0,0,2,6,0,0,0,0,0,0,222,0,0,116,7,3,51,3,10,0,0,0,41,0,0,1,68,45,1,0,0,0,22,0,0,0,0,0,0,0,0,5
4,13210,小金井市,2421,1241,1180,1992,28,0,16,0,0,34,0,2,17,1012,0,32,29,2,0,1,0,423,0,5,0,43,10,0,0,105,4,117,0,0,0,7,51,0,5,44,5,0,166,0,2,2,3,0,0,2,0,1,0,24,17,2,3,0,2,6,0,0,0,1,0,0,0,0,2,1,8,0,4,1,0,13,0,8,5,3,0,0,49,2,2,0,0,0,0,1,0,1,1,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,177,0,0,0,22,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,151,0,0,24,0,0,20,0,2,0,0,0,2,0,0,0,37,21,2,0,0,2,12,0,0,0,0,0,0,0,0,4
4,13211,小平市,4273,2025,2248,3817,4,0,13,0,1,19,0,9,14,1225,0,13,36,13,0,0,0,1974,0,3,1,43,42,1,0,8,6,254,0,0,0,5,50,1,3,78,0,1,141,0,1,1,1,1,0,0,1,0,0,10,22,1,0,0,3,13,2,1,0,0,0,0,0,1,0,0,3,0,1,0,4,11,0,3,8,3,0,0,28,5,14,0,1,0,0,0,0,1,0,0,0,0,1,39,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,4,0,1,0,0,0,0,0,1,0,2,0,0,0,0,6,0,0,4,0,0,0,0,0,0,2,0,0,1,0,7,0,0,0,0,0,2,117,0,0,0,15,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,96,0,0,140,0,1,120,4,11,1,0,0,2,0,0,1,18,13,0,0,0,0,4,0,0,0,1,0,0,0,0,1
4,13212,日野市,2498,1137,1361,2202,5,0,13,0,0,16,0,3,20,1148,0,48,30,10,0,1,0,526,0,7,0,17,11,0,1,48,0,235,0,0,0,7,35,0,2,19,0,0,72,0,1,1,0,1,0,0,1,0,1,4,6,0,1,0,2,4,0,1,0,0,1,1,0,0,0,0,4,2,0,0,2,7,0,5,0,1,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,95,0,0,0,11,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,78,0,0,78,2,2,13,0,4,0,0,0,55,0,0,2,31,13,11,0,0,0,6,0,0,1,0,0,0,0,0,1
4,13213,東村山市,2285,995,1290,2076,1,0,14,0,0,25,0,16,29,809,0,11,42,18,0,0,0,697,0,2,0,9,16,0,0,41,8,282,0,0,0,5,29,0,5,17,0,0,68,0,0,1,0,1,0,2,0,0,0,11,4,0,2,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,4,7,0,2,1,1,0,0,21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,0,0,0,7,0,0,0,0,1,0,0,0,1,7,0,2,0,0,0,0,54,0,0,25,1,0,12,0,7,0,0,0,5,0,0,0,12,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4,13214,国分寺市,1707,802,905,1465,0,0,4,0,0,6,1,1,4,717,0,13,5,5,0,0,0,468,1,2,1,14,15,0,0,29,13,114,0,0,0,7,16,0,2,27,0,0,88,0,1,1,3,0,2,0,1,0,1,11,4,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,0,9,4,0,0,0,27,5,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85,0,0,23,0,0,17,0,0,0,0,0,6,0,0,0,19,14,0,0,0,0,4,0,1,0,0,0,0,0,0,0
4,13215,国立市,1448,663,785,1212,0,0,4,0,1,11,0,2,20,526,1,26,12,8,0,0,0,393,0,2,0,6,11,0,0,57,1,75,0,2,0,5,34,0,1,14,0,0,124,0,1,0,4,1,0,0,2,0,0,8,28,1,1,0,2,7,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,12,0,1,1,2,1,0,21,1,25,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,77,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,16,1,1,8,1,0,0,0,0,5,0,0,0,12,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13218,福生市,2427,1108,1319,1761,1,0,3,0,0,18,0,0,8,635,0,30,7,12,0,0,0,337,0,5,0,22,0,0,0,94,8,424,0,0,0,8,133,0,2,14,0,0,32,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,2,0,0,1,0,0,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,71,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,33,9,0,0,1,0,0,0,0,2,0,0,0,0,0,0,16,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,152,1,0,0,5,1,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,139,0,0,405,3,1,105,0,3,0,0,0,293,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2
4,13219,狛江市,973,437,536,820,0,0,1,0,0,3,0,0,3,330,0,12,4,3,0,0,0,253,0,0,0,9,1,0,0,42,1,100,0,0,1,1,36,0,2,18,0,0,63,0,2,1,4,0,0,1,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,6,0,4,0,1,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,52,0,0,12,0,0,7,0,0,0,0,0,5,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13220,東大和市,1057,410,647,954,1,0,1,0,0,1,0,1,3,276,0,9,6,2,0,0,0,342,0,0,0,5,0,0,0,2,2,269,0,0,0,0,30,0,0,4,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0,0,33,0,0,26,0,0,1,0,1,4,0,0,1,11,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13221,清瀬市,1044,434,610,916,0,0,5,0,0,11,0,0,27,408,0,0,6,10,1,0,0,228,0,0,0,0,1,0,0,10,13,161,0,0,0,0,23,0,2,10,0,0,36,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2,7,0,2,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,37,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,0,22,1,0,13,0,1,0,0,0,4,0,3,0,7,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13222,東久留米市,1772,734,1038,1316,0,0,3,0,0,8,0,0,24,518,0,29,13,13,0,0,0,345,0,0,0,6,13,0,0,9,11,246,0,3,1,14,47,0,3,10,0,0,77,0,0,1,5,1,0,0,1,1,1,3,13,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,3,0,1,2,2,0,0,25,3,2,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,9,0,0,1,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,296,1,2,0,37,2,0,2,0,1,1,0,0,0,3,1,0,0,0,0,2,244,0,0,25,2,0,18,1,1,0,0,0,2,0,1,0,19,14,0,0,0,0,5,0,0,0,0,0,0,0,0,7
4,13223,武蔵村山市,1229,513,716,979,0,0,0,0,0,14,0,2,6,381,0,4,20,11,0,0,0,187,0,1,0,2,4,0,0,3,6,277,0,0,0,2,25,0,1,33,0,0,16,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,183,0,1,163,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13224,多摩市,2336,1076,1260,2110,0,0,1,0,0,3,0,0,17,1079,0,30,23,13,7,1,1,591,0,0,0,6,9,0,0,41,4,242,0,0,0,7,24,0,3,8,0,0,94,0,1,0,0,0,0,0,0,0,1,13,6,0,0,0,1,10,0,0,0,0,0,0,0,0,1,0,2,0,8,0,7,16,0,2,0,2,0,0,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,71,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,62,0,0,36,2,1,23,2,4,0,0,0,4,0,0,0,13,9,0,0,0,0,4,0,0,0,0,0,0,0,0,1
4,13225,稲城市,1088,512,576,958,0,0,2,0,0,4,0,0,5,410,0,14,12,13,4,0,0,274,0,4,0,10,5,0,0,1,2,158,0,0,0,2,21,0,0,17,0,0,40,0,2,0,2,0,0,0,0,0,0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,3,0,3,0,1,0,0,13,2,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,39,0,0,0,5,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,29,0,0,34,0,0,26,0,0,0,0,2,5,0,0,1,8,6,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4,13227,羽村市,1653,780,873,812,0,0,2,0,0,13,0,1,1,263,0,23,7,10,0,0,0,136,0,2,0,3,0,0,0,16,7,305,0,0,0,2,13,0,1,7,0,0,28,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79,0,0,0,2,4,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,69,0,0,726,4,15,209,0,29,0,0,6,461,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13228,あきる野市,651,268,383,542,6,0,0,0,0,4,0,1,9,159,0,5,11,4,0,0,0,167,0,35,0,0,1,0,0,0,8,98,0,5,0,0,12,0,0,17,0,0,16,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,41,0,0,20,0,0,0,0,0,21,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13229,西東京市,3303,1460,1843,2883,2,0,19,0,0,25,0,2,16,1244,0,65,21,9,0,1,1,1059,0,1,2,12,11,0,0,30,8,270,0,1,0,8,54,0,3,19,0,0,128,0,2,1,0,0,0,0,1,0,2,19,11,0,0,1,2,4,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,14,0,3,5,7,0,0,46,2,2,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,7,0,0,0,0,2,0,0,1,0,0,0,0,0,0,18,0,0,0,9,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,143,0,0,0,24,0,1,1,0,0,0,0,0,0,7,1,0,0,0,0,0,109,0,0,62,3,0,42,1,7,0,0,1,8,0,0,0,28,14,0,0,0,0,11,0,0,0,0,3,0,0,0,2
1,13550,町村部,925,345,580,690,0,0,1,0,0,13,0,0,0,140,0,13,13,5,0,1,0,162,0,3,0,3,5,0,0,2,3,290,0,0,0,1,29,0,0,6,0,0,11,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,137,4,1,74,0,0,0,0,0,58,0,0,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2
2,13300,西多摩郡,696,288,408,494,0,0,1,0,0,13,0,0,0,123,0,13,1,4,0,1,0,78,0,3,0,2,4,0,0,2,3,220,0,0,0,1,19,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,133,3,1,71,0,0,0,0,0,58,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
4,13303,瑞穂町,585,250,335,419,0,0,1,0,0,12,0,0,0,97,0,13,1,4,0,1,0,60,0,0,0,1,3,0,0,2,3,197,0,0,0,1,17,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,123,2,1,64,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13305,日の出町,77,24,53,57,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,14,0,3,0,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,6,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
