地域階層,地域コード,国・地域(人),総数,中国,韓国・朝鮮,フィリピン,米国,インド,タイ,英国,ネパール,フランス,ミャンマー,その他,前年同月との比較／総数,前年同月との比較／増減数
2,13300,西多摩郡,697,121,78,216,51,8,17,5,1,0,1,199,710,-13
4,13303,瑞穂町,588,95,59,194,30,8,16,4,1,0,1,180,598,-10
4,13305,日の出町,76,21,15,15,10,0,0,0,0,0,0,15,81,-5
4,13307,檜原村,11,0,3,3,5,0,0,0,0,0,0,0,11,0
4,13308,奥多摩町,22,5,1,4,6,0,1,1,0,0,0,4,20,2
2,13350,島部,228,18,85,68,14,0,10,2,0,0,0,31,227,1
3,13360,大島支庁,56,10,10,3,1,0,7,0,0,0,0,25,58,-2
3,13380,三宅支庁,36,2,18,14,1,0,0,0,0,0,0,1,37,-1
3,13400,八丈支庁,119,5,52,50,5,0,3,2,0,0,0,2,117,2
3,13420,小笠原支庁,17,1,5,1,7,0,0,0,0,0,0,3,15,2
,,,,,,,,,,,,,,,,
外国人登録人口　平成22年7月,,,,,,,,,,,,,,,,
第１表　区市町村別主要10か国外国人登録人口 （平成22年7月１日現在）,,,,,,,,,,,,,,,,
注１）国籍は、平成２２年１月１日現在で登録人口の多い１０か国とした。,,,,,,,,,,,,,,,,
注２）人口規模を考慮し、島部町村については、支庁単位の集計とした。各支庁管内の町村は次のとおり。大島支庁：大島町、利島村、新島村、神津島村。　八丈支庁 ：八丈町、青ヶ島村。三宅支庁 ：三宅村、御蔵島村。小笠原支庁：小笠原村。,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,,
