都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,不詳者の男性,不詳者の女性,世帯数,備考,KEY_CODE
131105,111,東京都,目黒区,2012-10-01,駒場一丁目,3762,1888,1874,69,54,59,57,50,55,52,39,136,92,200,165,230,172,211,169,175,160,114,130,84,108,80,108,123,121,89,112,76,85,49,79,50,69,41,99,0,0,2232,,13110001001
131105,112,東京都,目黒区,2012-10-01,駒場二丁目,860,438,422,23,14,27,26,30,11,19,19,42,15,26,31,31,27,40,35,32,41,35,38,34,28,20,22,19,24,20,21,9,12,13,21,4,18,14,19,0,0,432,,13110001002
131105,113,東京都,目黒区,2012-10-01,駒場三丁目,773,377,396,12,14,15,13,18,10,17,14,13,21,31,21,34,25,27,32,35,39,31,31,27,23,25,23,22,28,20,29,18,20,15,18,11,14,6,21,0,0,409,,13110001003
131105,114,東京都,目黒区,2012-10-01,駒場四丁目,1434,685,749,23,24,35,23,29,27,30,27,52,66,79,73,54,66,51,62,49,76,74,69,44,44,34,24,39,55,25,35,28,23,19,23,10,15,10,17,0,0,782,,13110001004
131105,121,東京都,目黒区,2012-10-01,青葉台一丁目,2559,1198,1361,45,50,38,38,37,35,48,34,79,50,102,97,125,126,120,147,101,128,105,120,97,87,69,73,60,78,49,84,44,57,45,64,13,54,21,39,0,0,1495,,13110002001
131105,122,東京都,目黒区,2012-10-01,青葉台二丁目,896,408,488,23,20,12,15,22,12,8,10,15,22,34,38,39,50,44,59,38,35,31,32,19,36,25,19,27,27,24,30,18,22,13,16,5,28,11,18,0,0,480,,13110002002
131105,123,東京都,目黒区,2012-10-01,青葉台三丁目,2864,1392,1472,56,46,44,31,29,36,38,26,75,79,177,171,225,217,158,162,139,169,126,108,86,95,60,66,58,63,43,37,32,50,21,36,14,33,11,47,0,0,1879,,13110002003
131105,124,東京都,目黒区,2012-10-01,青葉台四丁目,1691,804,887,23,31,22,20,31,17,16,23,26,43,71,55,101,88,92,110,99,97,74,80,48,59,40,44,56,62,39,52,19,40,21,27,15,20,11,19,0,0,1019,,13110002004
131105,131,東京都,目黒区,2012-10-01,東山一丁目,3498,1664,1834,59,63,51,50,47,52,56,47,75,95,147,164,203,192,172,170,141,173,135,143,115,107,89,70,106,109,86,99,75,83,52,79,29,64,26,75,0,0,2077,,13110003001
131105,132,東京都,目黒区,2012-10-01,東山二丁目,6815,3273,3542,244,229,275,245,321,289,189,282,130,277,131,146,175,235,335,419,421,478,415,362,275,195,141,90,70,83,41,55,42,45,34,39,13,33,21,40,0,0,2801,,13110003002
