地域階層,地域コード,地域,年齢階層,年齢,総数／計(人),総数／男(人),総数／女(人),日本人／計(人),日本人／男(人),日本人／女(人),外国人／計(人),外国人／男(人),外国人／女(人)
4,13114,中野区,1,20～24,20437,10149,10288,17636,8710,8926,2801,1439,1362
4,13114,中野区,1,25～29,31256,16025,15231,27941,14270,13671,3315,1755,1560
4,13114,中野区,1,30～34,29749,15835,13914,27271,14532,12739,2478,1303,1175
4,13114,中野区,1,35～39,28523,15580,12943,26853,14708,12145,1670,872,798
4,13114,中野区,1,40～44,26611,14518,12093,25457,13895,11562,1154,623,531
4,13114,中野区,1,45～49,27113,14433,12680,26262,14016,12246,851,417,434
4,13114,中野区,1,50～54,25215,13204,12011,24498,12853,11645,717,351,366
4,13114,中野区,1,55～59,19952,10390,9562,19341,10121,9220,611,269,342
4,13114,中野区,1,60～64,16071,8156,7915,15690,7997,7693,381,159,222
4,13114,中野区,1,65～69,14049,6958,7091,13823,6858,6965,226,100,126
4,13114,中野区,1,70～74,17255,8206,9049,17110,8141,8969,145,65,80
4,13114,中野区,1,75～79,12530,5482,7048,12455,5446,7009,75,36,39
4,13114,中野区,1,80～84,10393,3983,6410,10337,3964,6373,56,19,37
4,13114,中野区,1,85～89,7979,2715,5264,7943,2698,5245,36,17,19
4,13114,中野区,1,90～94,3993,1091,2902,3982,1090,2892,11,1,10
4,13114,中野区,1,95～99,1222,243,979,1210,239,971,12,4,8
4,13114,中野区,1,100以上,192,27,165,190,26,164,2,1,1
4,13114,中野区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13115,杉並区,0,総数,569703,273272,296431,554500,265725,288775,15203,7547,7656
4,13115,杉並区,1,0～4,20706,10504,10202,20346,10332,10014,360,172,188
4,13115,杉並区,1,5～9,20634,10533,10101,20297,10347,9950,337,186,151
4,13115,杉並区,1,10～14,19353,9954,9399,19142,9830,9312,211,124,87
4,13115,杉並区,1,15～19,18804,9530,9274,18534,9398,9136,270,132,138
4,13115,杉並区,1,20～24,32665,15591,17074,30285,14413,15872,2380,1178,1202
4,13115,杉並区,1,25～29,46256,22316,23940,43343,20931,22412,2913,1385,1528
4,13115,杉並区,1,30～34,43535,21476,22059,41122,20297,20825,2413,1179,1234
4,13115,杉並区,1,35～39,44553,22311,22242,42808,21411,21397,1745,900,845
4,13115,杉並区,1,40～44,44796,22451,22345,43523,21760,21763,1273,691,582
4,13115,杉並区,1,45～49,46729,22860,23869,45889,22436,23453,840,424,416
4,13115,杉並区,1,50～54,45084,22123,22961,44391,21781,22610,693,342,351
4,13115,杉並区,1,55～59,36841,18396,18445,36234,18090,18144,607,306,301
4,13115,杉並区,1,60～64,29484,14649,14835,29116,14478,14638,368,171,197
4,13115,杉並区,1,65～69,25667,12535,13132,25327,12383,12944,340,152,188
4,13115,杉並区,1,70～74,30126,13973,16153,29935,13874,16061,191,99,92
4,13115,杉並区,1,75～79,22098,9568,12530,21986,9518,12468,112,50,62
4,13115,杉並区,1,80～84,18185,7144,11041,18126,7120,11006,59,24,35
4,13115,杉並区,1,85～89,14008,4765,9243,13956,4749,9207,52,16,36
4,13115,杉並区,1,90～94,7412,2071,5341,7385,2058,5327,27,13,14
4,13115,杉並区,1,95～99,2340,473,1867,2328,470,1858,12,3,9
4,13115,杉並区,1,100以上,427,49,378,427,49,378,-,-,-
4,13115,杉並区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13116,豊島区　,0,総数,283342,141957,141385,259142,129697,129445,24200,12260,11940
4,13116,豊島区　,1,0～4,9222,4723,4499,8653,4433,4220,569,290,279
4,13116,豊島区　,1,5～9,8814,4470,4344,8402,4239,4163,412,231,181
4,13116,豊島区　,1,10～14,7984,4035,3949,7668,3866,3802,316,169,147
4,13116,豊島区　,1,15～19,8045,4056,3989,7494,3762,3732,551,294,257
4,13116,豊島区　,1,20～24,19225,9596,9629,14301,6940,7361,4924,2656,2268
4,13116,豊島区　,1,25～29,27413,13973,13440,21748,11043,10705,5665,2930,2735
4,13116,豊島区　,1,30～34,24903,12932,11971,21178,11031,10147,3725,1901,1824
4,13116,豊島区　,1,35～39,23229,12404,10825,21054,11290,9764,2175,1114,1061
4,13116,豊島区　,1,40～44,22709,12199,10510,21131,11414,9717,1578,785,793
4,13116,豊島区　,1,45～49,23051,12131,10920,21868,11583,10285,1183,548,635
4,13116,豊島区　,1,50～54,21346,11092,10254,20323,10614,9709,1023,478,545
4,13116,豊島区　,1,55～59,16894,8725,8169,16076,8391,7685,818,334,484
4,13116,豊島区　,1,60～64,13593,7031,6562,13117,6821,6296,476,210,266
4,13116,豊島区　,1,65～69,12388,6336,6052,12013,6182,5831,375,154,221
4,13116,豊島区　,1,70～74,14963,7263,7700,14782,7179,7603,181,84,97
4,13116,豊島区　,1,75～79,10570,4703,5867,10467,4658,5809,103,45,58
4,13116,豊島区　,1,80～84,8719,3363,5356,8658,3342,5316,61,21,40
4,13116,豊島区　,1,85～89,6079,1935,4144,6043,1927,4116,36,8,28
4,13116,豊島区　,1,90～94,3085,810,2275,3064,802,2262,21,8,13
4,13116,豊島区　,1,95～99,976,165,811,969,165,804,7,-,7
4,13116,豊島区　,1,100以上,134,15,119,133,15,118,1,-,1
4,13116,豊島区　,1,不詳者,-,-,-,-,-,-,-,-,-
4,13117,北区,0,総数,351278,174369,176909,329808,163673,166135,21470,10696,10774
4,13117,北区,1,0～4,13115,6767,6348,12299,6344,5955,816,423,393
4,13117,北区,1,5～9,12667,6420,6247,11948,6054,5894,719,366,353
4,13117,北区,1,10～14,11102,5678,5424,10611,5410,5201,491,268,223
4,13117,北区,1,15～19,11088,5684,5404,10578,5396,5182,510,288,222
4,13117,北区,1,20～24,19339,9631,9708,16327,8002,8325,3012,1629,1383
4,13117,北区,1,25～29,27691,14194,13497,23799,12150,11649,3892,2044,1848
4,13117,北区,1,30～34,26922,13885,13037,23678,12223,11455,3244,1662,1582
4,13117,北区,1,35～39,26596,14164,12432,24199,12947,11252,2397,1217,1180
4,13117,北区,1,40～44,25968,13636,12332,24184,12761,11423,1784,875,909
4,13117,北区,1,45～49,27442,14467,12975,26195,13861,12334,1247,606,641
4,13117,北区,1,50～54,25567,13379,12188,24494,12942,11552,1073,437,636
4,13117,北区,1,55～59,20064,10376,9688,19204,10053,9151,860,323,537
4,13117,北区,1,60～64,17157,8802,8355,16634,8629,8005,523,173,350
4,13117,北区,1,65～69,17202,8740,8462,16848,8595,8253,354,145,209
4,13117,北区,1,70～74,22457,10880,11577,22207,10765,11442,250,115,135
4,13117,北区,1,75～79,16718,7292,9426,16582,7238,9344,136,54,82
4,13117,北区,1,80～84,14126,5525,8601,14035,5482,8553,91,43,48
4,13117,北区,1,85～89,9997,3337,6660,9956,3318,6638,41,19,22
4,13117,北区,1,90～94,4569,1221,3348,4550,1215,3335,19,6,13
4,13117,北区,1,95～99,1274,259,1015,1265,256,1009,9,3,6
4,13117,北区,1,100以上,217,32,185,215,32,183,2,-,2
4,13117,北区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13118,荒川区,0,総数,215543,106982,108561,197973,98558,99415,17570,8424,9146
4,13118,荒川区,1,0～4,8038,4083,3955,7495,3787,3708,543,296,247
4,13118,荒川区,1,5～9,8267,4207,4060,7747,3935,3812,520,272,248
4,13118,荒川区,1,10～14,8003,4118,3885,7514,3858,3656,489,260,229
4,13118,荒川区,1,15～19,7799,3998,3801,7268,3725,3543,531,273,258
4,13118,荒川区,1,20～24,11626,5851,5775,9437,4715,4722,2189,1136,1053
4,13118,荒川区,1,25～29,15855,8073,7782,13389,6781,6608,2466,1292,1174
4,13118,荒川区,1,30～34,15711,8033,7678,13511,6944,6567,2200,1089,1111
4,13118,荒川区,1,35～39,15692,8093,7599,13956,7241,6715,1736,852,884
4,13118,荒川区,1,40～44,16367,8368,7999,14932,7695,7237,1435,673,762
4,13118,荒川区,1,45～49,17901,9093,8808,16665,8534,8131,1236,559,677
4,13118,荒川区,1,50～54,16466,8554,7912,15251,8040,7211,1215,514,701
4,13118,荒川区,1,55～59,13199,6836,6363,12279,6453,5826,920,383,537
4,13118,荒川区,1,60～64,10768,5558,5210,10105,5278,4827,663,280,383
4,13118,荒川区,1,65～69,10521,5301,5220,9998,5090,4908,523,211,312
4,13118,荒川区,1,70～74,13324,6664,6660,13007,6534,6473,317,130,187
4,13118,荒川区,1,75～79,9459,4313,5146,9201,4212,4989,258,101,157
4,13118,荒川区,1,80～84,7918,3171,4747,7749,3100,4649,169,71,98
4,13118,荒川区,1,85～89,5526,1912,3614,5429,1886,3543,97,26,71
4,13118,荒川区,1,90～94,2343,607,1736,2299,603,1696,44,4,40
4,13118,荒川区,1,95～99,645,129,516,630,127,503,15,2,13
4,13118,荒川区,1,100以上,115,20,95,111,20,91,4,-,4
4,13118,荒川区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13119,板橋区,0,総数,567214,277674,289540,541551,265632,275919,25663,12042,13621
4,13119,板橋区,1,0～4,19382,9843,9539,18500,9382,9118,882,461,421
4,13119,板橋区,1,5～9,20917,10804,10113,20118,10402,9716,799,402,397
4,13119,板橋区,1,10～14,20050,10411,9639,19477,10107,9370,573,304,269
4,13119,板橋区,1,15～19,20423,10253,10170,19863,9979,9884,560,274,286
4,13119,板橋区,1,20～24,34725,16530,18195,31319,14702,16617,3406,1828,1578
4,13119,板橋区,1,25～29,44344,21270,23074,39654,18988,20666,4690,2282,2408
4,13119,板橋区,1,30～34,39972,19990,19982,36220,18163,18057,3752,1827,1925
4,13119,板橋区,1,35～39,40078,20471,19607,37382,19163,18219,2696,1308,1388
4,13119,板橋区,1,40～44,41287,21331,19956,39125,20344,18781,2162,987,1175
4,13119,板橋区,1,45～49,45857,23528,22329,44301,22865,21436,1556,663,893
4,13119,板橋区,1,50～54,43630,22584,21046,42243,22112,20131,1387,472,915
4,13119,板橋区,1,55～59,34926,18046,16880,33704,17568,16136,1222,478,744
4,13119,板橋区,1,60～64,29422,15197,14225,28632,14913,13719,790,284,506
4,13119,板橋区,1,65～69,28085,14039,14046,27538,13842,13696,547,197,350
4,13119,板橋区,1,70～74,34893,16914,17979,34609,16782,17827,284,132,152
4,13119,板橋区,1,75～79,25284,11197,14087,25115,11125,13990,169,72,97
4,13119,板橋区,1,80～84,20736,8260,12476,20631,8214,12417,105,46,59
4,13119,板橋区,1,85～89,14545,4891,9654,14493,4878,9615,52,13,39
4,13119,板橋区,1,90～94,6516,1725,4791,6491,1715,4776,25,10,15
4,13119,板橋区,1,95～99,1861,362,1499,1855,360,1495,6,2,4
4,13119,板橋区,1,100以上,281,28,253,281,28,253,-,-,-
4,13119,板橋区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13120,練馬区,0,総数,738358,357736,380622,719529,348931,370598,18829,8805,10024
4,13120,練馬区,1,0～4,27510,14053,13457,27011,13773,13238,499,280,219
4,13120,練馬区,1,5～9,29750,15153,14597,29174,14862,14312,576,291,285
4,13120,練馬区,1,10～14,29595,15301,14294,29117,15064,14053,478,237,241
4,13120,練馬区,1,15～19,30489,15643,14846,30007,15425,14582,482,218,264
4,13120,練馬区,1,20～24,43418,21137,22281,41111,19935,21176,2307,1202,1105
4,13120,練馬区,1,25～29,51570,24439,27131,48527,22976,25551,3043,1463,1580
4,13120,練馬区,1,30～34,50038,24281,25757,47536,23098,24438,2502,1183,1319
4,13120,練馬区,1,35～39,51738,25819,25919,49741,24898,24843,1997,921,1076
4,13120,練馬区,1,40～44,52776,26675,26101,51119,25881,25238,1657,794,863
4,13120,練馬区,1,45～49,59214,29673,29541,57848,29085,28763,1366,588,778
4,13120,練馬区,1,50～54,60351,30241,30110,59102,29706,29396,1249,535,714
4,13120,練馬区,1,55～59,49820,25464,24356,48842,25070,23772,978,394,584
4,13120,練馬区,1,60～64,40015,20210,19805,39420,19974,19446,595,236,359
4,13120,練馬区,1,65～69,34028,17096,16932,33634,16926,16708,394,170,224
4,13120,練馬区,1,70～74,39839,18867,20972,39542,18728,20814,297,139,158
4,13120,練馬区,1,75～79,29605,12711,16894,29457,12652,16805,148,59,89
4,13120,練馬区,1,80～84,26629,10407,16222,26498,10357,16141,131,50,81
4,13120,練馬区,1,85～89,19722,7156,12566,19632,7131,12501,90,25,65
4,13120,練馬区,1,90～94,9251,2765,6486,9224,2752,6472,27,13,14
4,13120,練馬区,1,95～99,2592,590,2002,2582,584,1998,10,6,4
4,13120,練馬区,1,100以上,408,55,353,405,54,351,3,1,2
4,13120,練馬区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13121,足立区,0,総数,689106,344922,344184,655968,329721,326247,33138,15201,17937
4,13121,足立区,1,0～4,22815,11628,11187,21527,10952,10575,1288,676,612
4,13121,足立区,1,5～9,25774,13182,12592,24376,12487,11889,1398,695,703
4,13121,足立区,1,10～14,27296,14088,13208,26181,13521,12660,1115,567,548
4,13121,足立区,1,15～19,27812,14048,13764,26901,13579,13322,911,469,442
4,13121,足立区,1,20～24,38991,19897,19094,36571,18649,17922,2420,1248,1172
4,13121,足立区,1,25～29,46058,24042,22016,42047,21905,20142,4011,2137,1874
4,13121,足立区,1,30～34,42076,22024,20052,37854,19891,17963,4222,2133,2089
4,13121,足立区,1,35～39,43144,22523,20621,39450,20791,18659,3694,1732,1962
4,13121,足立区,1,40～44,47262,24579,22683,44110,23218,20892,3152,1361,1791
4,13121,足立区,1,45～49,56940,29916,27024,54385,28886,25499,2555,1030,1525
4,13121,足立区,1,50～54,58119,30534,27585,55646,29671,25975,2473,863,1610
4,13121,足立区,1,55～59,45587,24020,21567,43596,23324,20272,1991,696,1295
4,13121,足立区,1,60～64,36103,18955,17148,34755,18439,16316,1348,516,832
4,13121,足立区,1,65～69,34171,17397,16774,33198,17001,16197,973,396,577
4,13121,足立区,1,70～74,43902,21309,22593,43246,21022,22224,656,287,369
4,13121,足立区,1,75～79,34499,15099,19400,34082,14906,19176,417,193,224
4,13121,足立区,1,80～84,30224,12174,18050,29925,12041,17884,299,133,166
4,13121,足立区,1,85～89,19302,7130,12172,19150,7078,12072,152,52,100
4,13121,足立区,1,90～94,7120,2002,5118,7066,1987,5079,54,15,39
4,13121,足立区,1,95～99,1630,336,1294,1623,335,1288,7,1,6
4,13121,足立区,1,100以上,281,39,242,279,38,241,2,1,1
4,13121,足立区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13122,葛飾区,0,総数,462083,230439,231644,440453,220026,220427,21630,10413,11217
4,13122,葛飾区,1,0～4,16396,8419,7977,15398,7889,7509,998,530,468
4,13122,葛飾区,1,5～9,17906,9192,8714,16994,8741,8253,912,451,461
4,13122,葛飾区,1,10～14,18037,9278,8759,17352,8909,8443,685,369,316
4,13122,葛飾区,1,15～19,18091,9379,8712,17491,9046,8445,600,333,267
4,13122,葛飾区,1,20～24,25761,13061,12700,23938,12034,11904,1823,1027,796
4,13122,葛飾区,1,25～29,29825,15182,14643,27011,13712,13299,2814,1470,1344
4,13122,葛飾区,1,30～34,28523,14822,13701,25302,13171,12131,3221,1651,1570
4,13122,葛飾区,1,35～39,29905,15534,14371,27311,14262,13049,2594,1272,1322
4,13122,葛飾区,1,40～44,31926,16647,15279,29757,15634,14123,2169,1013,1156
4,13122,葛飾区,1,45～49,37369,19483,17886,35831,18820,17011,1538,663,875
4,13122,葛飾区,1,50～54,37782,19680,18102,36358,19152,17206,1424,528,896
4,13122,葛飾区,1,55～59,31050,16101,14949,30006,15738,14268,1044,363,681
4,13122,葛飾区,1,60～64,25460,13281,12179,24817,13028,11789,643,253,390
4,13122,葛飾区,1,65～69,24000,12347,11653,23521,12146,11375,479,201,278
4,13122,葛飾区,1,70～74,29203,14284,14919,28911,14155,14756,292,129,163
4,13122,葛飾区,1,75～79,21800,9697,12103,21616,9619,11997,184,78,106
4,13122,葛飾区,1,80～84,19072,7568,11504,18960,7523,11437,112,45,67
4,13122,葛飾区,1,85～89,13009,4608,8401,12948,4584,8364,61,24,37
4,13122,葛飾区,1,90～94,5356,1552,3804,5332,1543,3789,24,9,15
4,13122,葛飾区,1,95～99,1410,300,1110,1397,296,1101,13,4,9
4,13122,葛飾区,1,100以上,202,24,178,202,24,178,-,-,-
4,13122,葛飾区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,0,総数,689739,347272,342467,654519,330167,324352,35220,17105,18115
4,13123,江戸川区,1,0～4,26196,13500,12696,24424,12550,11874,1772,950,822
4,13123,江戸川区,1,5～9,29074,14745,14329,27197,13759,13438,1877,986,891
4,13123,江戸川区,1,10～14,29940,15295,14645,28520,14559,13961,1420,736,684
4,13123,江戸川区,1,15～19,31298,15832,15466,30332,15367,14965,966,465,501
4,13123,江戸川区,1,20～24,41451,21082,20369,38222,19266,18956,3229,1816,1413
4,13123,江戸川区,1,25～29,46131,24109,22022,41601,21626,19975,4530,2483,2047
4,13123,江戸川区,1,30～34,43612,22595,21017,38789,20093,18696,4823,2502,2321
4,13123,江戸川区,1,35～39,46256,24125,22131,41768,21916,19852,4488,2209,2279
4,13123,江戸川区,1,40～44,48492,25207,23285,44945,23525,21420,3547,1682,1865
4,13123,江戸川区,1,45～49,58329,30352,27977,55781,29252,26529,2548,1100,1448
4,13123,江戸川区,1,50～54,60921,31773,29148,58709,30966,27743,2212,807,1405
4,13123,江戸川区,1,55～59,46213,24765,21448,44685,24202,20483,1528,563,965
4,13123,江戸川区,1,60～64,34165,18187,15978,33257,17899,15358,908,288,620
4,13123,江戸川区,1,65～69,30825,15797,15028,30204,15578,14626,621,219,402
4,13123,江戸川区,1,70～74,38819,18771,20048,38470,18629,19841,349,142,207
4,13123,江戸川区,1,75～79,29546,13097,16449,29369,13031,16338,177,66,111
4,13123,江戸川区,1,80～84,25087,10210,14877,24958,10157,14801,129,53,76
4,13123,江戸川区,1,85～89,15848,5823,10025,15788,5796,9992,60,27,33
4,13123,江戸川区,1,90～94,5864,1690,4174,5835,1681,4154,29,9,20
4,13123,江戸川区,1,95～99,1441,283,1158,1434,281,1153,7,2,5
4,13123,江戸川区,1,100以上,231,34,197,231,34,197,-,-,-
4,13123,江戸川区,1,不詳者,-,-,-,-,-,-,-,-,-
1,13200,市部,0,総数,4191666,2065343,2126323,4105528,2024364,2081164,86138,40979,45159
1,13200,市部,1,0～4,148106,76134,71972,145398,74711,70687,2708,1423,1285
1,13200,市部,1,5～9,173570,88997,84573,171006,87714,83292,2564,1283,1281
1,13200,市部,1,10～14,180546,92773,87773,178588,91761,86827,1958,1012,946
1,13200,市部,1,15～19,189382,96623,92759,187152,95495,91657,2230,1128,1102
1,13200,市部,1,20～24,235831,119798,116033,224834,114026,110808,10997,5772,5225
1,13200,市部,1,25～29,227424,116089,111335,214539,109107,105432,12885,6982,5903
1,13200,市部,1,30～34,227233,116343,110890,216609,110714,105895,10624,5629,4995
1,13200,市部,1,35～39,258233,132415,125818,249630,128229,121401,8603,4186,4417
1,13200,市部,1,40～44,288616,147953,140663,281141,144692,136449,7475,3261,4214
1,13200,市部,1,45～49,339972,173487,166485,333707,170930,162777,6265,2557,3708
1,13200,市部,1,50～54,346599,177588,169011,340134,175224,164910,6465,2364,4101
1,13200,市部,1,55～59,281424,145000,136424,276422,143093,133329,5002,1907,3095
1,13200,市部,1,60～64,231271,116810,114461,228214,115593,112621,3057,1217,1840
1,13200,市部,1,65～69,220178,107658,112520,218110,106763,111347,2068,895,1173
1,13200,市部,1,70～74,277133,130144,146989,275802,129541,146261,1331,603,728
1,13200,市部,1,75～79,209040,92153,116887,208208,91787,116421,832,366,466
1,13200,市部,1,80～84,173999,72604,101395,173447,72382,101065,552,222,330
1,13200,市部,1,85～89,115558,43924,71634,115222,43811,71411,336,113,223
1,13200,市部,1,90～94,51387,15551,35836,51253,15502,35751,134,49,85
1,13200,市部,1,95～99,13982,3059,10923,13939,3050,10889,43,9,34
1,13200,市部,1,100以上,2181,240,1941,2172,239,1933,9,1,8
1,13200,市部,1,不詳者,1,-,1,1,-,1,-,-,-
4,13201,八王子市,0,総数,561758,280789,280969,548937,274620,274317,12821,6169,6652
4,13201,八王子市,1,0～4,16844,8702,8142,16471,8503,7968,373,199,174
4,13201,八王子市,1,5～9,21315,11030,10285,20965,10836,10129,350,194,156
4,13201,八王子市,1,10～14,24037,12361,11676,23743,12217,11526,294,144,150
4,13201,八王子市,1,15～19,27366,14136,13230,27010,13948,13062,356,188,168
4,13201,八王子市,1,20～24,36102,19097,17005,33874,17893,15981,2228,1204,1024
4,13201,八王子市,1,25～29,28844,15449,13395,26751,14253,12498,2093,1196,897
4,13201,八王子市,1,30～34,27170,14330,12840,25759,13554,12205,1411,776,635
4,13201,八王子市,1,35～39,30927,16193,14734,29793,15663,14130,1134,530,604
4,13201,八王子市,1,40～44,36256,18789,17467,35274,18418,16856,982,371,611
4,13201,八王子市,1,45～49,44396,22908,21488,43456,22546,20910,940,362,578
4,13201,八王子市,1,50～54,45352,23542,21810,44417,23201,21216,935,341,594
4,13201,八王子市,1,55～59,37200,19226,17974,36498,18964,17534,702,262,440
4,13201,八王子市,1,60～64,31452,15978,15474,31078,15833,15245,374,145,229
4,13201,八王子市,1,65～69,32283,15648,16635,32000,15534,16466,283,114,169
4,13201,八王子市,1,70～74,41759,19755,22004,41597,19685,21912,162,70,92
4,13201,八王子市,1,75～79,31134,14165,16969,31044,14128,16916,90,37,53
4,13201,八王子市,1,80～84,25061,11010,14051,25005,10991,14014,56,19,37
4,13201,八王子市,1,85～89,15393,6038,9355,15360,6028,9332,33,10,23
4,13201,八王子市,1,90～94,6676,2007,4669,6657,2000,4657,19,7,12
4,13201,八王子市,1,95～99,1919,391,1528,1914,391,1523,5,-,5
4,13201,八王子市,1,100以上,272,34,238,271,34,237,1,-,1
4,13201,八王子市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13202,立川市,0,総数,185124,91887,93237,180401,89696,90705,4723,2191,2532
4,13202,立川市,1,0～4,6775,3493,3282,6644,3423,3221,131,70,61
4,13202,立川市,1,5～9,7488,3879,3609,7359,3810,3549,129,69,60
4,13202,立川市,1,10～14,7531,3832,3699,7419,3770,3649,112,62,50
4,13202,立川市,1,15～19,7859,3971,3888,7741,3910,3831,118,61,57
4,13202,立川市,1,20～24,10622,5191,5431,10078,4923,5155,544,268,276
4,13202,立川市,1,25～29,11546,6049,5497,10803,5690,5113,743,359,384
4,13202,立川市,1,30～34,11107,5833,5274,10535,5521,5014,572,312,260
4,13202,立川市,1,35～39,11842,6252,5590,11396,6024,5372,446,228,218
4,13202,立川市,1,40～44,12897,6720,6177,12509,6571,5938,388,149,239
4,13202,立川市,1,45～49,15056,7839,7217,14678,7687,6991,378,152,226
4,13202,立川市,1,50～54,15164,7828,7336,14798,7693,7105,366,135,231
4,13202,立川市,1,55～59,11930,6321,5609,11681,6222,5459,249,99,150
4,13202,立川市,1,60～64,9573,4836,4737,9392,4766,4626,181,70,111
4,13202,立川市,1,65～69,9342,4565,4777,9199,4504,4695,143,61,82
4,13202,立川市,1,70～74,11990,5678,6312,11892,5635,6257,98,43,55
4,13202,立川市,1,75～79,9244,4038,5206,9180,4010,5170,64,28,36
4,13202,立川市,1,80～84,7553,3037,4516,7521,3025,4496,32,12,20
4,13202,立川市,1,85～89,4857,1783,3074,4838,1772,3066,19,11,8
4,13202,立川市,1,90～94,2146,631,1515,2139,629,1510,7,2,5
4,13202,立川市,1,95～99,522,105,417,520,105,415,2,-,2
4,13202,立川市,1,100以上,80,6,74,79,6,73,1,-,1
4,13202,立川市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,0,総数,148025,70796,77229,144942,69253,75689,3083,1543,1540
4,13203,武蔵野市,1,0～4,5618,2871,2747,5531,2818,2713,87,53,34
4,13203,武蔵野市,1,5～9,6255,3207,3048,6160,3166,2994,95,41,54
4,13203,武蔵野市,1,10～14,5776,2983,2793,5720,2956,2764,56,27,29
4,13203,武蔵野市,1,15～19,5499,2760,2739,5454,2733,2721,45,27,18
4,13203,武蔵野市,1,20～24,7826,3833,3993,7464,3646,3818,362,187,175
4,13203,武蔵野市,1,25～29,10066,4941,5125,9561,4710,4851,505,231,274
4,13203,武蔵野市,1,30～34,10098,5013,5085,9666,4788,4878,432,225,207
4,13203,武蔵野市,1,35～39,10925,5450,5475,10519,5239,5280,406,211,195
4,13203,武蔵野市,1,40～44,11398,5558,5840,11132,5433,5699,266,125,141
4,13203,武蔵野市,1,45～49,12232,5993,6239,12011,5882,6129,221,111,110
4,13203,武蔵野市,1,50～54,11741,5732,6009,11535,5636,5899,206,96,110
4,13203,武蔵野市,1,55～59,9552,4678,4874,9414,4610,4804,138,68,70
4,13203,武蔵野市,1,60～64,8045,3947,4098,7956,3900,4056,89,47,42
4,13203,武蔵野市,1,65～69,6889,3237,3652,6817,3201,3616,72,36,36
4,13203,武蔵野市,1,70～74,8353,3937,4416,8306,3903,4403,47,34,13
4,13203,武蔵野市,1,75～79,6106,2588,3518,6080,2575,3505,26,13,13
4,13203,武蔵野市,1,80～84,4915,1950,2965,4907,1945,2962,8,5,3
4,13203,武蔵野市,1,85～89,3888,1400,2488,3877,1397,2480,11,3,8
4,13203,武蔵野市,1,90～94,2076,572,1504,2068,570,1498,8,2,6
4,13203,武蔵野市,1,95～99,642,131,511,640,130,510,2,1,1
4,13203,武蔵野市,1,100以上,125,15,110,124,15,109,1,-,1
4,13203,武蔵野市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,0,総数,190590,93133,97457,187074,91368,95706,3516,1765,1751
4,13204,三鷹市,1,0～4,7341,3839,3502,7270,3808,3462,71,31,40
4,13204,三鷹市,1,5～9,8498,4375,4123,8416,4335,4081,82,40,42
4,13204,三鷹市,1,10～14,8247,4248,3999,8178,4212,3966,69,36,33
4,13204,三鷹市,1,15～19,7921,4069,3852,7860,4037,3823,61,32,29
4,13204,三鷹市,1,20～24,10821,5322,5499,10434,5122,5312,387,200,187
4,13204,三鷹市,1,25～29,11573,5817,5756,11040,5527,5513,533,290,243
4,13204,三鷹市,1,30～34,11577,5841,5736,11099,5610,5489,478,231,247
4,13204,三鷹市,1,35～39,13491,6836,6655,13096,6623,6473,395,213,182
4,13204,三鷹市,1,40～44,14671,7337,7334,14354,7173,7181,317,164,153
4,13204,三鷹市,1,45～49,15833,7884,7949,15569,7759,7810,264,125,139
4,13204,三鷹市,1,50～54,15828,7930,7898,15581,7819,7762,247,111,136
4,13204,三鷹市,1,55～59,12959,6637,6322,12730,6527,6203,229,110,119
4,13204,三鷹市,1,60～64,10111,5079,5032,9983,5018,4965,128,61,67
4,13204,三鷹市,1,65～69,8641,4234,4407,8544,4186,4358,97,48,49
4,13204,三鷹市,1,70～74,10696,5008,5688,10632,4975,5657,64,33,31
4,13204,三鷹市,1,75～79,7752,3424,4328,7715,3408,4307,37,16,21
4,13204,三鷹市,1,80～84,6600,2606,3994,6569,2589,3980,31,17,14
4,13204,三鷹市,1,85～89,4727,1695,3032,4711,1691,3020,16,4,12
4,13204,三鷹市,1,90～94,2480,772,1708,2473,770,1703,7,2,5
4,13204,三鷹市,1,95～99,713,169,544,710,168,542,3,1,2
4,13204,三鷹市,1,100以上,110,11,99,110,11,99,-,-,-
4,13204,三鷹市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13205,青梅市,0,総数,131124,65846,65278,129087,64958,64129,2037,888,1149
4,13205,青梅市,1,0～4,3459,1754,1705,3396,1719,1677,63,35,28
4,13205,青梅市,1,5～9,4518,2327,2191,4466,2299,2167,52,28,24
4,13205,青梅市,1,10～14,5299,2707,2592,5253,2683,2570,46,24,22
4,13205,青梅市,1,15～19,5858,3014,2844,5805,2988,2817,53,26,27
4,13205,青梅市,1,20～24,6440,3448,2992,6261,3354,2907,179,94,85
4,13205,青梅市,1,25～29,5894,3235,2659,5623,3076,2547,271,159,112
