階層コード,地域コード,地域,人口総数／平成30年10月１日,人口総数／平成30年9月１日,人口総数／平成29年10月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13726692,13723199,13626195,3493,0.03,100497,0.74
1,13100,区部,9473416,9470225,9384987,3191,0.03,88429,0.94
1,13200,市部,4170002,4169666,4157046,336,0.01,12956,0.31
1,13300,郡部,57497,57517,58073,-20,-0.03,-576,-0.99
1,13350,島部,25777,25791,26089,-14,-0.05,-312,-1.2
,,,,,,,,,
住民基本台帳による世帯と人口_平成30年10月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
