階層コード,地域コード,地域,人口総数／平成30年9月１日,人口総数／平成30年8月１日,人口総数／平成29年9月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13723199,13722612,13620764,587,0,102435,0.75
1,13100,区部,9470225,9469260,9380495,965,0.01,89730,0.96
1,13200,市部,4169666,4169930,4156054,-264,-0.01,13612,0.33
1,13300,郡部,57517,57618,58099,-101,-0.18,-582,-1
1,13350,島部,25791,25804,26116,-13,-0.05,-325,-1.24
,,,,,,,,,
住民基本台帳による世帯と人口_平成30年9月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
