階層コード,地域コード,地域,人口総数／平成30年12月１日,人口総数／平成30年11月１日,人口総数／平成29年12月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13743053,13740953,13639352,2100,0.02,103701,0.76
1,13100,区部,9488708,9486237,9398032,2471,0.03,90676,0.96
1,13200,市部,4171203,4171527,4157251,-324,-0.01,13952,0.34
1,13300,郡部,57386,57437,57973,-51,-0.09,-587,-1.01
1,13350,島部,25756,25752,26096,4,0.02,-340,-1.3
,,,,,,,,,
住民基本台帳による世帯と人口_平成30年12月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
