階層コード,地域コード,地域,人口総数／平成30年11月１日,人口総数／平成30年10月１日,人口総数／平成29年11月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13740953,13726692,13637291,14261,0.1,103662,0.76
1,13100,区部,9486237,9473416,9395206,12821,0.14,91031,0.97
1,13200,市部,4171527,4170002,4157966,1525,0.04,13561,0.33
1,13300,郡部,57437,57497,58036,-60,-0.1,-599,-1.03
1,13350,島部,25752,25777,26083,-25,-0.1,-331,-1.27
,,,,,,,,,
住民基本台帳による世帯と人口_平成30年11月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
