事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
30人以上,"P 医療,福祉",令和２,2020,10月,372167,2894,4988,370081,143069,4836,4762,143135
30人以上,"P 医療,福祉",令和２,2020,11月,365611,1879,3329,364150,147605,4087,3208,148495
30人以上,"P 医療,福祉",令和２,2020,12月,363590,2758,2403,363970,149055,4048,6054,147024
30人以上,Q 複合サービス事業,平成27,2015,年平均,6487,143,136,6495,743,21,26,738
30人以上,Q 複合サービス事業,平成28,2016,年平均,6578,105,84,6599,561,28,34,555
30人以上,Q 複合サービス事業,平成29,2017,年平均,5345,115,152,5306,1256,23,17,1263
30人以上,Q 複合サービス事業,平成30,2018,年平均,18360,371,394,18338,2739,48,41,2745
30人以上,Q 複合サービス事業,平成31・令和元,2019,年平均,19885,413,378,19913,4803,39,74,4775
30人以上,Q 複合サービス事業,令和２,2020,年平均,19239,283,311,19211,5192,65,79,5178
30人以上,Q 複合サービス事業,令和２,2020,1月,19277,25,97,19205,5447,21,38,5430
30人以上,Q 複合サービス事業,令和２,2020,2月,19169,58,69,19160,5466,41,37,5468
30人以上,Q 複合サービス事業,令和２,2020,3月,18982,84,427,18639,5646,40,150,5536
30人以上,Q 複合サービス事業,令和２,2020,4月,18638,2391,2225,18803,5538,108,130,5517
30人以上,Q 複合サービス事業,令和２,2020,5月,18802,55,145,18710,5518,140,48,5612
30人以上,Q 複合サービス事業,令和２,2020,6月,18882,156,79,18957,5440,63,45,5460
30人以上,Q 複合サービス事業,令和２,2020,7月,20020,134,106,20049,4397,8,31,4373
30人以上,Q 複合サービス事業,令和２,2020,8月,19833,146,57,19922,4589,32,48,4573
30人以上,Q 複合サービス事業,令和２,2020,9月,19922,113,149,19888,4573,52,130,4493
30人以上,Q 複合サービス事業,令和２,2020,10月,19887,114,198,19744,4494,20,12,4561
30人以上,Q 複合サービス事業,令和２,2020,11月,18685,67,59,18766,5620,38,15,5570
30人以上,Q 複合サービス事業,令和２,2020,12月,18765,52,117,18697,5571,221,258,5537
30人以上,R サービス業（他に分類されないもの）,平成27,2015,年平均,482127,12103,12569,481745,161333,6020,5232,162037
30人以上,R サービス業（他に分類されないもの）,平成28,2016,年平均,452258,11691,10869,453122,192782,7217,7614,192343
30人以上,R サービス業（他に分類されないもの）,平成29,2017,年平均,462695,13193,11651,464399,192957,8782,8020,193556
30人以上,R サービス業（他に分類されないもの）,平成30,2018,年平均,561001,15787,13811,563711,250633,10549,10908,249539
30人以上,R サービス業（他に分類されないもの）,平成31・令和元,2019,年平均,590450,15340,14607,591315,241532,12716,11060,243055
30人以上,R サービス業（他に分類されないもの）,令和２,2020,年平均,596765,14379,16116,595132,220598,8985,10836,218643
30人以上,R サービス業（他に分類されないもの）,令和２,2020,1月,608591,19535,13257,614815,231665,11115,9992,232842
30人以上,R サービス業（他に分類されないもの）,令和２,2020,2月,591475,10774,11237,591133,256182,12288,12873,255476
30人以上,R サービス業（他に分類されないもの）,令和２,2020,3月,607629,14028,24346,597514,238980,6732,20255,225254
30人以上,R サービス業（他に分類されないもの）,令和２,2020,4月,593023,38412,31450,600210,229745,10045,20990,218575
30人以上,R サービス業（他に分類されないもの）,令和２,2020,5月,594568,12365,16035,591264,224217,6995,12733,218113
30人以上,R サービス業（他に分類されないもの）,令和２,2020,6月,605445,12232,11817,606188,203932,6946,6781,203769
30人以上,R サービス業（他に分類されないもの）,令和２,2020,7月,601900,15347,13819,603443,208057,8652,8422,208272
30人以上,R サービス業（他に分類されないもの）,令和２,2020,8月,604226,10898,17668,597472,207489,6861,10213,204121
30人以上,R サービス業（他に分類されないもの）,令和２,2020,9月,584560,8237,12329,580529,217033,13622,6548,224046
30人以上,R サービス業（他に分類されないもの）,令和２,2020,10月,598984,11626,18577,591927,205591,7706,6985,206418
30人以上,R サービス業（他に分類されないもの）,令和２,2020,11月,576894,8096,13744,571346,221451,10985,6962,225374
30人以上,R サービス業（他に分類されないもの）,令和２,2020,12月,593882,10998,9110,595758,202838,5878,7280,201448
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年年報,,,,,,,,,,,,
第11－２表　産業、就業形態別常用労働者数　（事業所規模30人以上）,,,,,,,,,,,,
