事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成27,2015,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成28,2016,年平均,100.4,101.6,100.1,106.3,101.5,102.5,101.5,96.8,102.7,103.9,94.5,93.2,106.4,97.8,103,96.8
５人以上,平成29,2017,年平均,101.2,104.2,101.9,101,100.8,102.2,104.4,101.3,103.3,102.9,94.2,94.1,103.4,100.4,99.6,94.2
５人以上,平成30,2018,年平均,101.6,106.5,98.9,110.6,103.8,99.8,114.9,101.5,103,104.6,93.9,97.7,99.3,98.8,110.8,93.2
５人以上,平成31・令和元,2019,年平均,101.9,114.4,99.7,115.3,107.1,103.8,108.1,102.3,100.8,109,87.5,100.7,95,96.4,102.9,100
５人以上,令和２,2020,年平均,100.6,110.3,97.7,111.9,106.3,87.2,107.6,103.1,100,103.8,79.6,106.1,96.1,100.4,99.9,97.9
５人以上,令和２,2020,1月,84.6,89,76.2,87.2,86.9,77.5,87.2,101.1,83.3,86.3,84.1,100.8,74.7,87.2,78.7,87.2
５人以上,令和２,2020,2月,83.1,90.2,80.6,89.2,86.2,80.2,87.5,82.7,79.6,89.5,79.5,97.5,74,85.3,78.2,83.8
５人以上,令和２,2020,3月,90.1,93.4,90.9,93.1,89.8,77.6,94.6,108,79.8,103.8,78.4,102.2,81.4,90.5,80.3,88.2
５人以上,令和２,2020,4月,86.3,92,80.4,100.5,92.2,77.5,93.6,78.9,83.4,91.6,70.8,100.2,85.8,87.6,86.1,88
５人以上,令和２,2020,5月,84.4,87,78.5,141.9,87.3,79.6,86.3,95.8,82,86.1,67.8,92.1,80.1,83.6,75.9,85.8
５人以上,令和２,2020,6月,152.3,201.8,142,174.2,172.6,114,151,186.9,160.3,151,84.8,135.2,169.9,142,196.1,133.7
５人以上,令和２,2020,7月,111.2,123.1,124.7,84.9,111.6,92.9,139.3,85.3,115.1,114.9,84.5,110.3,88.6,100.6,83.2,104.5
５人以上,令和２,2020,8月,82.9,86.8,77.6,86.3,88,71.4,88,80.8,82,84.1,77.8,92,73.8,86.3,79.6,86.8
５人以上,令和２,2020,9月,84.4,85,78.8,86.3,86.6,76,90.2,83,82.4,90.6,78.6,97.5,75,89.4,78.3,85.5
５人以上,令和２,2020,10月,83.6,84.5,77.7,87.5,87.1,76.7,86,76.5,82.3,89.9,78.8,103.1,79,90,89.2,86.5
５人以上,令和２,2020,11月,86.6,92,85.8,85.4,91.7,79.3,89.3,83,81.5,88.6,79.2,103.3,79,89.9,77.6,86.7
５人以上,令和２,2020,12月,177.2,199.3,179.1,226.5,196,143.8,198.7,175.7,188.3,168.7,91.4,139.1,191.7,172.3,195.9,158.6
５人以上,平成28,2016,年平均（前年比（％））,0.4,1.7,0.2,6.3,1.5,2.5,1.5,-3.2,2.7,4,-5.5,-6.8,6.3,-2.2,3,-3.3
５人以上,平成29,2017,年平均（前年比（％））,0.8,2.6,1.8,-5,-0.7,-0.3,2.9,4.6,0.6,-1,-0.3,1,-2.8,2.7,-3.3,-2.7
５人以上,平成30,2018,年平均（前年比（％））,0.4,2.2,-2.9,9.5,3,-2.3,10.1,0.2,-0.3,1.7,-0.3,3.8,-4,-1.6,11.2,-1.1
５人以上,平成31・令和元,2019,年平均（前年比（％））,0.3,7.4,0.8,4.2,3.2,4,-5.9,0.8,-2.1,4.2,-6.8,3.1,-4.3,-2.4,-7.1,7.3
５人以上,令和２,2020,年平均（前年比（％））,-1.3,-3.6,-2,-2.9,-0.7,-16,-0.5,0.8,-0.8,-4.8,-9,5.4,1.2,4.1,-2.9,-2.1
５人以上,令和２,2020,1月（前年同月比（％））,0.2,-0.8,-0.5,-13.2,2.8,-9,2.3,2,2.2,-4.7,-2,7.5,-12.3,4.9,-1.5,4.4
５人以上,令和２,2020,2月（前年同月比（％））,1.5,-0.3,6.5,-13.8,2.3,-5.3,2.2,4.8,-0.4,0.3,-0.1,9.3,-2.2,3.1,-1.4,-0.7
５人以上,令和２,2020,3月（前年同月比（％））,-1.6,-10.5,-7.9,-11.8,-0.1,-9.9,0.2,2.6,-5.2,2.7,-5.3,4.6,-1.3,6.2,-2.5,-1.3
