年度,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,
公園管理費予算(億円),126,115,108,99,91,83,81,72,67,67,74,74,85,85,83,84,94,98,91,
開園面積(ha),1546,1582,1625,1651,1677,1688,1684,1748,1802,1816,1833,1879,1906,1937,1961,1980,1991,2007,2017,
備考,,,,,,,,,,,,,,,,,,,,※開園面積4月1日時点
