採水日,対象物質,下水排除基準,定量下限値,5街区／青果棟,6街区／水産仲卸売場棟／西,6街区／水産仲卸売場棟／東,6街区／加工パッケージ棟,7街区／水産卸売場棟
2017-01-10（火）,pH,5を超え9未満,－,6.6,8,7.2,6.9,7.5
2017-01-17（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-01-17（火）,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-01-17（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-01-17（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-01-17（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-01-17（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-01-17（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-01-17（火）,pH,5を超え9未満,－,6.1,7.5,7.8,7,7.5
2017-01-24（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-01-24（火）,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-01-24（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-01-24（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-01-24（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-01-24（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-01-24（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-01-24（火）,pH,5を超え9未満,－,7.6,7.5,7.1,6.2,7.2
2017-01-31（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,,不検出,不検出
2017-01-31（火）,シアン（mg/L）,1,0.1,不検出,不検出,,不検出,不検出
2017-01-31（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,,不検出,不検出
2017-01-31（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,,不検出,0.02
2017-01-31（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,,不検出,不検出
2017-01-31（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,,不検出,不検出
2017-01-31（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,,不検出,不検出
2017-01-31（火）,pH,5を超え9未満,－,7.4,6.8,,7.5,7.4
2017-02-07（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,,不検出,不検出
2017-02-07（火）,シアン（mg/L）,1,0.1,不検出,不検出,,不検出,不検出
2017-02-07（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,,不検出,不検出
2017-02-07（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,,不検出,0.01
2017-02-07（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,,不検出,不検出
2017-02-07（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,,不検出,不検出
2017-02-07（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,,不検出,不検出
2017-02-07（火）,pH,5を超え9未満,－,6.8,7.8,,7.8,7.5
2017-02-14（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-02-14（火）,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-02-14（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-02-14（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-02-14（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-02-14（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-02-14（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-02-14（火）,pH,5を超え9未満,－,6.4,6.7,7.1,6.5,7.2
2017-02-21（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-02-21（火）,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-02-21（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-02-21（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-02-21（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-02-21（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-02-21（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-02-21（火）,pH,5を超え9未満,－,6.6,6.9,7.5,7,7.1
2017-02-28（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-02-28（火）,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-02-28（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-02-28（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-02-28（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-02-28（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-02-28（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-02-28（火）,pH,5を超え9未満,－,7.3,7.5,7.3,7.2,7.2
2017-03-07（火）,ベンゼン（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-03-07（火）,シアン（mg/L）,1,0.1,,不検出,不検出,不検出,不検出
2017-03-07（火）,ヒ素（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-03-07（火）,鉛（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-03-07（火）,水銀（mg/L）,0.005,0.0005,,不検出,不検出,不検出,不検出
2017-03-07（火）,六価クロム（mg/L）,0.5,0.05,,不検出,不検出,不検出,不検出
2017-03-07（火）,カドミウム（mg/L）,0.03,0.003,,不検出,不検出,不検出,不検出
2017-03-07（火）,pH,5を超え9未満,－,,7.1,7.3,6.9,7
2017-03-14（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-03-14（火）,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-03-14（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-03-14（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-03-14（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-03-14（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-03-14（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-03-14（火）,pH,5を超え9未満,－,7,6.9,7.2,7.6,6.8
2017-03-21（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-03-21（火）,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-03-21（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-03-21（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-03-21（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-03-21（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-03-21（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-03-21（火）,pH,5を超え9未満,－,7,7.1,7.2,6.4,6.8
2017-03-28（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-03-28（火）,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-03-28（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-03-28（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-03-28（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-03-28（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-03-28（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-03-28（火）,pH,5を超え9未満,－,6.9,7.2,7.4,7.4,7.9
2017-04-04（火）,ベンゼン（mg/L）,0.1,0.01,,,不検出,不検出,不検出
2017-04-04（火）,シアン（mg/L）,1,0.1,,,不検出,不検出,不検出
2017-04-04（火）,ヒ素（mg/L）,0.1,0.01,,,不検出,不検出,不検出
2017-04-04（火）,鉛（mg/L）,0.1,0.01,,,不検出,不検出,不検出
2017-04-04（火）,水銀（mg/L）,0.005,0.0005,,,不検出,不検出,不検出
2017-04-04（火）,六価クロム（mg/L）,0.5,0.05,,,不検出,不検出,不検出
2017-04-04（火）,カドミウム（mg/L）,0.03,0.003,,,不検出,不検出,不検出
2017-04-04（火）,pH,5を超え9未満,－,,,7.2,7.6,7.4
2017-04-11（火）,ベンゼン（mg/L）,0.1,0.01,不検出,,不検出,不検出,不検出
2017-04-11（火）,シアン（mg/L）,1,0.1,不検出,,不検出,不検出,不検出
2017-04-11（火）,ヒ素（mg/L）,0.1,0.01,不検出,,不検出,不検出,不検出
2017-04-11（火）,鉛（mg/L）,0.1,0.01,不検出,,不検出,不検出,不検出
2017-04-11（火）,水銀（mg/L）,0.005,0.0005,不検出,,不検出,不検出,不検出
2017-04-11（火）,六価クロム（mg/L）,0.5,0.05,不検出,,不検出,不検出,不検出
2017-04-11（火）,カドミウム（mg/L）,0.03,0.003,不検出,,不検出,不検出,不検出
2017-04-11（火）,pH,5を超え9未満,－,7.1,,7.2,7.2,7.6
2017-04-18（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-04-18（火）,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-04-18（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-04-18（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-04-18（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-04-18（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-04-18（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-04-18（火）,pH,5を超え9未満,－,7.4,7.2,7.4,8.4,7.2
2017-04-25（火）※5街区は24日,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-04-25（火）※5街区は24日,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-04-25（火）※5街区は24日,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-04-25（火）※5街区は24日,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-04-25（火）※5街区は24日,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-04-25（火）※5街区は24日,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-04-25（火）※5街区は24日,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-04-25（火）※5街区は24日,pH,5を超え9未満,－,7.7,7.8,7.8,7.5,6.6
2017-05-09（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-05-09（火）,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-05-09（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-05-09（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-05-09（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-05-09（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-05-09（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-05-09（火）,pH,5を超え9未満,－,7.3,7.3,7.4,7.6,6.6
2017-05-16（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-05-16（火）,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-05-16（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-05-16（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-05-16（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-05-16（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-05-16（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-05-16（火）,pH,5を超え9未満,－,6.3,7.4,7.1,7.3,7
2017-05-23（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-05-23（火）,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-05-23（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-05-23（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-05-23（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-05-23（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-05-23（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-05-23（火）,pH,5を超え9未満,－,7.1,7.4,7.5,7.1,6.5
2017-05-30（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-05-30（火）,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-05-30（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-05-30（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-05-30（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-05-30（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-05-30（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-05-30（火）,pH,5を超え9未満,－,7.4,7.1,7.4,7.8,8
2017-06-06（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-06-06（火）,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-06-06（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-06-06（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-06-06（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-06-06（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-06-06（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-06-06（火）,pH,5を超え9未満,－,7,8.1,7.1,7.5,6.9
2017-06-13（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-06-13（火）,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-06-13（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-06-13（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-06-13（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-06-13（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-06-13（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-06-13（火）,pH,5を超え9未満,－,6.6,7.3,7.5,7,7.1
2017-06-20（火）,ベンゼン（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-06-20（火）,シアン（mg/L）,1,0.1,,不検出,不検出,不検出,不検出
2017-06-20（火）,ヒ素（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-06-20（火）,鉛（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-06-20（火）,水銀（mg/L）,0.005,0.0005,,不検出,不検出,不検出,不検出
2017-06-20（火）,六価クロム（mg/L）,0.5,0.05,,不検出,不検出,不検出,不検出
2017-06-20（火）,カドミウム（mg/L）,0.03,0.003,,不検出,不検出,不検出,不検出
2017-06-20（火）,pH,5を超え9未満,－,,7.3,7.6,7.5,8
2017-06-27（火）,ベンゼン（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-06-27（火）,シアン（mg/L）,1,0.1,,不検出,不検出,不検出,不検出
2017-06-27（火）,ヒ素（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-06-27（火）,鉛（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-06-27（火）,水銀（mg/L）,0.005,0.0005,,不検出,不検出,不検出,不検出
2017-06-27（火）,六価クロム（mg/L）,0.5,0.05,,不検出,不検出,不検出,不検出
2017-06-27（火）,カドミウム（mg/L）,0.03,0.003,,不検出,不検出,不検出,不検出
2017-06-27（火）,pH,5を超え9未満,－,,7.1,8,7.7,7
2017-07-04（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-07-04（火）,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-07-04（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-07-04（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-07-04（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-07-04（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-07-04（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-07-04（火）,pH,5を超え9未満,－,6.8,8,8,7.4,7.9
2017-07-11（火）,ベンゼン（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-07-11（火）,シアン（mg/L）,1,0.1,,不検出,不検出,不検出,不検出
2017-07-11（火）,ヒ素（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-07-11（火）,鉛（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-07-11（火）,水銀（mg/L）,0.005,0.0005,,不検出,不検出,不検出,不検出
2017-07-11（火）,六価クロム（mg/L）,0.5,0.05,,不検出,不検出,不検出,不検出
2017-07-11（火）,カドミウム（mg/L）,0.03,0.003,,不検出,不検出,不検出,不検出
2017-07-11（火）,pH,5を超え9未満,－,,7.4,8,7.1,7.3
2017-07-18（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-07-18（火）,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-07-18（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-07-18（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-07-18（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-07-18（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-07-18（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-07-18（火）,pH,5を超え9未満,－,7.4,7.9,8,7.6,7.5
2017-07-25（火）,ベンゼン（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-07-25（火）,シアン（mg/L）,1,0.1,,不検出,不検出,不検出,不検出
2017-07-25（火）,ヒ素（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-07-25（火）,鉛（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-07-25（火）,水銀（mg/L）,0.005,0.0005,,不検出,不検出,不検出,不検出
2017-07-25（火）,六価クロム（mg/L）,0.5,0.05,,不検出,不検出,不検出,不検出
2017-07-25（火）,カドミウム（mg/L）,0.03,0.003,,不検出,不検出,不検出,不検出
2017-07-25（火）,pH,5を超え9未満,－,,7.6,7.7,7.6,7.5
2017-08-01（火）,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-08-01（火）,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-08-01（火）,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-08-01（火）,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-08-01（火）,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-08-01（火）,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-08-01（火）,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-08-01（火）,pH,5を超え9未満,－,6.7,7.9,7.9,7.6,7
2017-08-08（火）,ベンゼン（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-08-08（火）,シアン（mg/L）,1,0.1,,不検出,不検出,不検出,不検出
2017-08-08（火）,ヒ素（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-08-08（火）,鉛（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-08-08（火）,水銀（mg/L）,0.005,0.0005,,不検出,不検出,不検出,不検出
2017-08-08（火）,六価クロム（mg/L）,0.5,0.05,,不検出,不検出,不検出,不検出
2017-08-08（火）,カドミウム（mg/L）,0.03,0.003,,不検出,不検出,不検出,不検出
2017-08-08（火）,pH,5を超え9未満,－,,7.5,7.5,7.6,7.2
2017-08-17（木）※7街区は18日,ベンゼン（mg/L）,0.1,0.01,,,,不検出,不検出
2017-08-17（木）※7街区は18日,シアン（mg/L）,1,0.1,,,,不検出,不検出
2017-08-17（木）※7街区は18日,ヒ素（mg/L）,0.1,0.01,,,,不検出,不検出
2017-08-17（木）※7街区は18日,鉛（mg/L）,0.1,0.01,,,,不検出,不検出
2017-08-17（木）※7街区は18日,水銀（mg/L）,0.005,0.0005,,,,不検出,不検出
2017-08-17（木）※7街区は18日,六価クロム（mg/L）,0.5,0.05,,,,不検出,不検出
2017-08-17（木）※7街区は18日,カドミウム（mg/L）,0.03,0.003,,,,不検出,不検出
2017-08-17（木）※7街区は18日,pH,5を超え9未満,－,,,,7.3,7.3
2017-08-22（火）,ベンゼン（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-08-22（火）,シアン（mg/L）,1,0.1,,不検出,不検出,不検出,不検出
2017-08-22（火）,ヒ素（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-08-22（火）,鉛（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-08-22（火）,水銀（mg/L）,0.005,0.0005,,不検出,不検出,不検出,不検出
2017-08-22（火）,六価クロム（mg/L）,0.5,0.05,,不検出,不検出,不検出,不検出
2017-08-22（火）,カドミウム（mg/L）,0.03,0.003,,不検出,不検出,不検出,不検出
2017-08-22（火）,pH,5を超え9未満,－,,7.4,7.3,7.3,6.8
2017-08-29（火）,ベンゼン（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-08-29（火）,シアン（mg/L）,1,0.1,,不検出,不検出,不検出,不検出
2017-08-29（火）,ヒ素（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
