 3-(2)海上出入貨物品種別表,,,,,,,,,,,,,,,(単位：トン）
品種,,合計,,輸出,,,,輸入,,,,移出,,移入,
30,非鉄金属,"26,951","150,646","8,762","48,296","8,762","48,273","15,164","83,356","15,160","80,293",465,"3,299","2,560","15,695"
31,金属製品,"157,036","930,527","26,220","152,440","26,220","152,434","126,011","744,012","125,886","739,335","3,259","21,542","1,546","12,533"
32,鉄道車両,133,"1,510",74,383,74,383,59,"1,127",59,"1,127",-,-,-,-
33,完成自動車,"1,211,667","7,057,378","8,789","50,173","8,633","49,887","1,680","12,611","1,485","11,658","683,141","3,970,602","518,057","3,023,992"
34,その他輸送用車両,"8,556","52,242",286,"1,212",286,"1,212","7,228","43,720","7,118","40,878","1,032","5,279",10,"2,031"
35,二輪自動車,"6,870","32,677","1,989","6,972","1,989","6,970","4,869","25,540","4,869","25,540",8,71,4,94
36,自動車部品,"218,311","1,227,905","145,098","777,535","145,098","777,535","68,090","418,707","68,088","418,622","2,113","12,517","3,010","19,146"
37,その他輸送機械,"59,481","324,478","6,949","28,911","6,949","28,911","27,081","183,855","27,081","183,855","11,021","46,152","14,430","65,560"
38,産業機械,"316,303","1,770,907","160,143","899,946","158,673","896,975","139,737","770,196","139,612","769,381","11,635","73,515","4,788","27,250"
39,電気機械,"371,326","1,992,556","61,113","345,935","61,113","345,816","304,680","1,623,888","304,654","1,623,278","3,575","16,700","1,958","6,033"
40,測量・光学・医療用機械,"54,292","315,423","22,012","117,005","20,427","112,648","28,505","177,704","27,195","165,400","1,838","16,233","1,937","4,481"
41,事務用機器,"19,902","112,139","2,674","13,578","2,674","13,578","14,246","83,575","14,246","83,575","2,917","14,449",65,537
42,その他機械,"6,259","33,607","1,213","6,037","1,213","6,037","2,430","12,365","2,430","12,365","1,719","9,071",897,"6,134"
化学工業品,,"1,105,174","6,917,348","195,213","1,152,137","195,212","1,152,092","287,475","1,788,148","287,474","1,778,545","35,450","239,231","587,036","3,737,832"
43,陶磁器,"13,395","74,995","1,179","5,176","1,179","5,173","12,216","69,740","12,216","69,740",-,79,-,-
44,セメント,"197,890","1,290,647",41,291,41,291,"1,215","8,185","1,215","8,185","2,405","15,525","194,229","1,266,646"
45,ガラス類,"23,456","145,039","7,170","43,551","7,170","43,549","15,041","94,209","15,041","94,209","1,200","6,943",45,336
46,窯業品,"34,440","202,763","7,853","55,387","7,852","55,352","17,374","108,758","17,374","108,747","2,763","16,609","6,450","22,009"
47,重油,"28,594","232,527",-,-,-,-,-,-,-,-,"13,737","111,334","14,857","121,193"
48,揮発油,128,"2,461",-,-,-,-,47,167,47,167,81,419,-,"1,875"
49,その他の石油,"340,896","2,252,787","2,983","14,072","2,983","14,072","1,404","9,067","1,404","9,067","1,460","10,171","335,049","2,219,477"
50,LNG/液化天然ガス,-,720,-,-,-,-,-,720,-,720,-,-,-,-
51,LPG/液化石油ガス,650,"4,190",-,-,-,-,165,615,165,615,485,"3,560",-,15
52,その他石油製品,"20,718","37,597",660,"3,653",660,"3,653","1,028","7,805","1,028","7,805",310,"1,839","18,720","24,300"
53,コークス,"5,442","32,227",-,-,-,-,390,"13,075",390,"3,554","1,425","6,949","3,627","12,203"
54,石炭製品,81,"3,550",36,"2,773",36,"2,773",45,757,45,757,-,-,-,20
55,化学薬品,"83,988","495,919","23,363","143,470","23,363","143,470","52,606","300,127","52,606","300,127","3,492","21,072","4,527","31,250"
56,化学肥料,"4,756","33,066",135,772,135,772,"3,821","28,254","3,821","28,254",395,"1,970",405,"2,070"
57,その他化学工業品,"350,740","2,108,860","151,793","882,992","151,793","882,987","182,123","1,146,669","182,122","1,146,598","7,697","42,761","9,127","36,438"
軽工業品,,"692,038","3,985,443","56,720","292,578","56,702","292,517","416,967","2,344,288","416,967","2,343,316","72,113","413,596","146,238","934,981"
58,紙・パルプ,"211,177","1,302,430","19,081","101,352","19,063","101,292","67,872","379,341","67,872","378,498","19,922","127,258","104,302","694,479"
59,糸及び紡績半製品,"5,229","29,585",625,"2,736",625,"2,736","4,604","26,700","4,604","26,700",-,89,-,60
60,その他繊維工業品,"32,082","176,597","5,419","26,150","5,419","26,149","26,408","149,740","26,408","149,740",255,498,-,209
61,砂糖,"10,428","64,299",35,247,35,247,"3,587","23,851","3,587","23,851","1,036","6,803","5,770","33,398"
62,製造食品,"266,312","1,514,207","25,305","132,055","25,305","132,055","216,553","1,229,997","216,553","1,229,908","14,962","94,055","9,492","58,100"
63,飲料,"100,158","542,080","4,988","26,225","4,988","26,225","57,845","317,535","57,845","317,495","25,336","132,527","11,989","65,793"
64,水,"27,191","135,503","1,260","3,215","1,260","3,215","18,954","98,602","18,954","98,602","5,227","24,746","1,750","8,940"
65,たばこ,"10,861","56,761",-,112,-,112,"9,486","48,694","9,486","48,694",755,"4,155",620,"3,800"
66,その他食料工業品,"28,600","163,981",7,486,7,486,"11,658","69,828","11,658","69,828","4,620","23,465","12,315","70,202"
雑工業品,,"967,667","5,686,843","121,326","590,393","121,326","590,390","806,354","4,863,524","806,347","4,863,359","31,720","185,040","8,267","47,886"
67,がん具,"55,062","288,483","3,450","14,320","3,450","14,320","51,607","274,012","51,607","274,011",5,35,-,116
68,衣服・身廻品・はきもの,"352,118","2,192,924","17,030","81,912","17,030","81,912","334,600","2,100,417","334,600","2,100,416",258,"8,639",230,"1,956"
69,文房具・運動娯楽用品・楽器,"67,654","390,897","11,117","61,501","11,117","61,501","56,471","325,068","56,464","324,961",66,"3,583",-,745
70,家具装備品,"168,370","1,082,433","7,467","45,686","7,467","45,686","158,923","1,021,046","158,923","1,021,046","1,400","10,885",580,"4,816"
71,その他日用品,"68,815","380,967","10,160","61,437","10,160","61,437","35,473","194,597","35,473","194,596","20,629","109,880","2,553","15,053"
72,ゴム製品,"83,355","402,449","44,454","181,339","44,454","181,339","36,492","207,564","36,492","207,564","1,030","6,422","1,379","7,124"
73,木製品,"110,956","614,343",538,"5,623",538,"5,620","108,071","593,849","108,071","593,826","2,337","14,250",10,621
74,その他製造工業品,"61,337","334,347","27,110","138,575","27,110","138,575","24,717","146,971","24,717","146,939","5,995","31,346","3,515","17,455"
特殊品,,"1,114,293","6,031,565","280,692","1,386,696","233,065","1,139,967","172,992","1,077,357","172,970","1,060,426","425,691","2,281,503","234,918","1,286,009"
75,金属くず,"66,190","344,173","58,597","295,922","11,933","52,648","5,590","32,450","5,590","32,450",862,"7,799","1,141","8,002"
76,再利用資材,"212,434","1,042,629","185,142","885,902","185,142","885,902","3,888","20,409","3,888","20,409","21,298","123,823","2,106","12,495"
77,動植物性製造飼肥料,"87,204","558,675","2,232","8,290","2,232","8,240","81,203","519,491","81,203","519,491","3,379","27,814",390,"3,080"
78,廃棄物,819,"6,900",-,-,-,-,-,-,-,-,230,"1,810",589,"5,090"
79,廃土砂,"109,423","552,524",-,-,-,-,-,-,-,-,"109,418","551,090",5,"1,434"
80,輸送用容器,"126,808","721,501","19,815","101,892","18,852","98,487","77,642","467,017","77,620","450,328","6,582","42,016","22,769","110,576"
81,取合せ品,"511,415","2,805,163","14,906","94,690","14,906","94,690","4,669","37,990","4,669","37,748","283,922","1,527,151","207,918","1,145,332"
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
