利用形態,有効係数
(1)歩道と合わせた幅員が６ｍを超える歩道状空地又は幅員が６ｍを超える歩道状空地の部分,0.8
(2)広場状空地及び水辺沿い空地のうち、計画建築物により冬至日の真太陽時の午前８時から午後４時までの間で全ての時間帯で日影となる部分,0.8
