計画形態,有効係数
(1)人工地盤等がこれに有効に通じる道路、公園等の公共施設又は他の公開空地との高低差が1.5ｍ以下の部分,0.8
(2)人工地盤等がこれに有効に通じる道路、公園等の公共施設又は他の公開空地より低い位置にあり、その高低差が1.5ｍを超え３ｍ以下の部分,0.6
(3)人工地盤等がこれに有効に通じる道路、公園等の公共施設又は他の公開空地より低い位置にあり、その高低差が３ｍを超える部分,0.4
(4)人工地盤等がこれに有効に通じる道路、公園等の公共施設又は他の公開空地より高い位置にあり、その高低差が1.5ｍを超え３ｍ以下の部分,0.4
(5)人工地盤等がこれに有効に通じる道路、公園等の公共施設又は他の公開空地より高い位置にあり、その高低差が３ｍを超える部分,0.3
