計画形態,有効係数
"(ｱ)幅員が６ｍ以上の道路、歩道状空地又は屋外貫通通路（この表において「道路等」という。）に接する一の広場状空地の面積が1,000ｍ2以上のもの（1）道路等に面する部分",1.2
"(ｱ)幅員が６ｍ以上の道路、歩道状空地又は屋外貫通通路（この表において「道路等」という。）に接する一の広場状空地の面積が1,000ｍ2以上のもの（2）道路等に面しない部分",0.6
(ｲ)道路等に接する一の広場状空地の面積が300ｍ2以上のもの（1）道路等に面する部分（2）道路等に面しない部分,1.0
(ｲ)道路等に接する一の広場状空地の面積が300ｍ2以上のもの（2）道路等に面しない部分,0.5
(ｳ)道路等に接する一の広場状空地の面積が100ｍ2以上のもの（(3)カ(ｲ)の規定により歩道状空地及び屋外貫通通路を含めた場合、歩道状空地及び屋外貫通通路を除く広場状空地の部分の面積が100平方メートル未満である場合を含む。）（1）道路等に面する部分,0.8
(ｳ)道路等に接する一の広場状空地の面積が100ｍ2以上のもの（(3)カ(ｲ)の規定により歩道状空地及び屋外貫通通路を含めた場合、歩道状空地及び屋外貫通通路を除く広場状空地の部分の面積が100平方メートル未満である場合を含む。）（2）道路等に面しない部分,0.4
