年月,製造工業,鉄鋼業,非鉄金属工業,金属製品工業,汎用・生産用・業務用機械工業,汎用機械工業,生産用機械工業,業務用機械工業,電子部品・デバイス工業,電気機械工業,情報通信機械工業,輸送機械工業,窯業・土石製品工業,化学工業,プラスチック製品工業,紙・紙加工品工業,繊維工業,食料品工業,その他工業,ゴム製品工業,皮革製品工業,家具工業,木材・木製品工業,その他製品工業
2013-12,103.6,81.1,71.8,113.2,88,115.9,35.4,133.9,786.2,69.8,104.8,107.3,83.1,125.1,247.7,120.1,132.8,93.7,117.3,677.9,134.5,67.3,198.7,108.8
2014-01,113.3,77.7,72.3,114.9,112.7,133.4,40.2,178.3,764.9,102.4,115.7,101.3,82.3,128.3,244.1,119.9,131.8,140.9,112.8,525.1,135.9,75.3,197,101.6
2014-02,107.6,78.8,73.6,108.1,97.7,127.1,38.4,149.6,747.2,100.2,121.2,88.9,81.2,127.8,253.7,121.9,121.4,126.6,110.8,525.1,126.3,77.6,190.1,103.6
2014-03,99.2,76.6,74.9,109.7,83.4,94.5,45.5,118.2,770,81.3,107.4,94.4,79.8,123.9,244,115.4,115.8,171.1,96.5,525.1,98.5,79,171.6,91.4
2014-04,101.2,78,76.2,113.7,83,103.3,40.5,120.5,769.3,97.3,97.8,102.4,82.4,123,259,116.3,123.2,186.7,96.1,525.1,98.9,62.1,208.6,94.8
2014-05,106,84.6,79.8,117,83.8,150.7,42.2,113.8,734.7,100.7,110.3,123.8,80.1,129.3,246.9,119.9,127.7,176.3,102.8,525.1,101.5,80.1,212.7,101.8
2014-06,104,82.8,76,121.2,78.8,195.5,37.2,101.7,759.7,103.8,90.7,123.8,80.5,134.2,272.2,132.1,106.3,171.3,107.6,525.1,113.4,84.4,231.8,101.9
2014-07,108.7,84.9,77.7,127.8,86.1,131,50.2,114.2,746.5,115.6,97.5,136.5,84.2,133.9,290.8,133.8,78,170,107.9,525.1,122.9,93.4,257,91.4
2014-08,105.3,79.8,76.4,125,88.8,223.9,48.8,108,739.9,119.4,104.7,123.5,82.5,128.3,235.6,120.6,65.2,137.8,98.1,525.1,98.8,91.8,256.8,87.5
2014-09,101.5,83.6,76.8,129.6,83.4,201.2,56,93,772.2,126.3,89.7,117.7,81.7,127.7,231.6,112.2,70.4,124.2,89,525.1,98.4,80.1,213.9,72.5
2014-10,104.7,85.1,76.2,128.7,86.5,132.9,53.5,111.7,747.9,131.6,96.9,137.7,84,126.6,196.9,116.1,77.2,140.9,87.9,525.1,87.6,79.3,218.4,77.9
2014-11,106.1,88.9,76.5,122.3,83.8,102.1,58.7,105.7,753.8,128.6,105.1,155.9,79.3,131.7,182.5,122.6,46,149.7,96.5,525.1,96.7,83.8,213.3,89.5
2014-12,101.9,88.9,77.2,114.6,73.4,83.8,54,91.1,724.4,117.6,112.4,161.9,78.9,127.7,177.8,111.4,45,108,95.2,525.1,100.3,78.9,176.9,87
2015-01,103.7,82.3,75.8,110.7,92.3,76.1,50.9,134.2,727.4,119.3,89.9,136.7,77.8,124.2,165.7,106.8,48.1,131.5,103.6,525.1,106.3,79,159.8,102.2
2015-02,101.8,83.4,78.7,116.9,89.6,99.2,48.2,127.8,726.6,111.3,90.9,123.9,80.7,129.8,154.3,112.8,55.2,146.4,97.4,525.1,107.9,69.2,150.3,90.9
2015-03,98.8,82.8,78,117,86.2,124.7,57,109,752.4,98.7,95.4,126.4,82,133.2,128,107.6,52,136.7,87.5,525.1,85.5,62.4,201.1,85.2
2015-04,101.4,85.5,78.6,114.1,86.4,135.3,52,112.5,741.3,98.3,104,134.1,82.5,132.3,138.2,113.7,60.2,223,85.6,525.1,82.6,53.5,163.5,87.1
2015-05,104.1,88.5,78.3,107.7,90.5,157.3,56,114.1,734.7,102.7,116.2,145.6,81.5,129.6,138.7,111.5,66,183.1,85.6,525.1,82.8,57.1,189.5,84.9
2015-06,107.7,88.6,77.1,103.2,97.1,120.2,66,124.2,755.3,105.6,102.1,169.1,80.9,136,140,120.3,70.6,193.4,89.1,525.1,89.7,65.5,227.5,83.6
2015-07,108.3,89.7,78,100.7,95.7,126.4,53.3,132,748.7,110.5,105.6,177.6,80.1,136.5,148.2,126.4,74.4,157.3,87.4,525.1,96.7,61.6,236.5,75.8
2015-08,105,91.3,78.2,95.5,94.7,143.2,46,134.2,717.8,113.2,101.2,158.5,83.6,122.4,141.6,137.2,70.5,181.2,83.4,525.1,88,65.8,231.8,71.6
2015-09,102.8,92.2,75.9,91,102.8,108.7,55.7,147,724.4,116.5,88.9,131.5,84.4,115.5,146.8,64.5,69.8,144.2,83.4,525.1,86,63.7,214.1,74.6
2015-10,103.7,97.5,76.3,88.7,98,105,50.5,142.3,728.1,119.4,114.2,147.8,85.5,92.5,156.5,95.3,64.7,128.2,81.5,525.1,85.5,51.3,210.7,74.8
2015-11,104.5,101.7,77.5,85.7,98.1,99.9,49.7,144,731.8,118.9,102,152.7,85.7,91.3,148.8,99.3,67.8,158.1,89.5,525.1,87.8,66,228.5,85.7
2015-12,103.5,101.7,78.6,82,105.3,85.7,77.2,135.8,736.2,103.6,100.1,133.2,88.1,94.7,158,111.2,65,104.4,89.8,525.1,92.1,72.3,226.7,81.2
2016-01,102,99.4,80.6,83.6,96.3,105.8,70.1,120.8,746.5,105.8,109.2,123.5,87.2,91.7,166,111.3,68.7,133.8,93,525.1,95.5,77,202.5,85.2
2016-02,99.9,96,83,84.6,90.7,117.4,62.9,114.1,735.4,109.8,119.7,93.4,88.8,91.5,170.2,110,71.3,145,93.9,525.1,97.3,77.8,186.5,86.1
2016-03,96.9,92,83.8,85.5,85.7,90.7,64.5,106,773.7,105.6,109.7,101.3,92.2,87.1,170.2,113.2,66.4,142.5,87.9,525.1,78.1,60.2,182.6,92.6
2016-04,95.7,99,85.1,91.5,82.1,85.8,55.3,107.7,761.2,106.1,95.4,84.7,90.2,96,181.8,110.8,72,205.9,89.3,525.1,73.2,61.1,210.5,98.3
2016-05,99,98.4,83.9,99.3,85,108.9,57.1,108.7,773.7,107.3,107.1,102.8,91.9,89.8,179.4,117.2,47.8,174.9,96.9,525.1,80.9,67.4,196.6,108.3
2016-06,104,98.4,82.6,104.8,93.7,131.1,73.8,108.2,756,112.9,93,122.8,93.1,96.8,175.6,128.8,51.6,205.4,101.9,525.1,89.8,74.9,229.8,109.4
2016-07,104.9,101.7,81.4,114,92.9,121.1,68.3,113.1,723.7,112.8,86.9,144.5,90.9,110.4,174.9,125.7,40,158.8,100.3,525.1,95.5,68.9,239.9,103.1
2016-08,102.8,93.6,82.1,114.9,95.3,110.6,75.1,113.3,733.2,119,75.5,125.4,91.5,109.8,172.5,95.5,49.5,156.8,97.3,525.1,104.1,66.7,248.1,90.7
2016-09,101.4,93.3,81.8,117,96.6,111.6,61.7,128.3,394.2,130.3,72.6,128.7,91.9,89.9,175.6,98.2,54.8,137.1,94.7,525.1,98.2,62.8,219.8,91.4
2016-10,102.1,99,80.2,112.9,89.2,107.8,67.5,108.1,401.6,134.2,91.7,129.6,92.7,88.1,178,108,56.8,135.4,97.5,525.1,94.5,67.9,230,98.4
2016-11,103.3,98.9,80.8,109,85.4,114,56.5,109.5,384.6,126.5,100.6,135.5,93.6,93.3,169.4,104.7,53.4,152.4,107.2,525.1,100.9,71.9,203.9,115.3
2016-12,100.9,101.7,81.4,103.1,86.9,93.9,83.8,90.3,408.9,115.3,102.4,128.4,92.3,91.6,169.4,98.9,56.8,109,101.1,525.1,98.5,73.9,202.7,102.5
2017-01,98.1,98.9,80.9,103.7,87.5,97.4,74.3,99.8,365.5,116.4,94.7,109.6,88.3,87.7,170.2,91.4,61.5,120.5,99.3,525.1,104.2,72.8,163.5,96.1
2017-02,94.7,97.1,81.8,107.3,75,112.8,61.7,83,371.4,117.1,92.2,116.7,87.9,86.7,170.2,101.1,68.1,144.4,94,525.1,102.4,62.4,148.6,89.5
2017-03,94.9,94.5,82.9,108.7,75.6,96.9,59.9,88.2,415.5,103.9,89.7,132.5,90.7,90.4,175.6,108.2,70.6,156.2,87.1,525.1,89.3,51.6,124.4,87.7
2017-04,93.8,90.8,83.5,110.5,68.8,110.4,53,78.5,418.5,102,97.6,137.1,89.6,86.4,170.2,108.2,75.4,209.6,84.8,525.1,83.9,56.9,113.1,85
2017-05,95.9,97,82.5,110.6,67.4,134.1,48.2,76.7,407.4,103.9,102.3,139.7,91.1,92.1,166.3,110.4,77.3,179.8,94.2,525.1,90.9,70.3,107.8,96.8
2017-06,99,97.1,80.2,109.6,81.8,132.7,66.4,90.3,448.6,103.7,102.9,126.4,92.5,90.4,166.3,110.9,83.9,183.1,93.4,525.1,98.4,63.6,117.1,91.9
2017-07,94.7,97.6,79,108.9,76.5,132.2,48.7,95.5,472.9,108.2,96.8,107.3,96.7,84.4,164.9,120.3,74.1,151.8,90.3,525.1,99.7,69.2,114.9,81.6
2017-08,95.6,90.4,80.4,108.1,85.5,128.5,52.9,110.9,447.1,107.6,95.8,97.1,98.6,83.1,178,97.4,75.5,158.5,85.8,525.1,100.2,64.2,119.2,72.8
2017-09,99.8,90.4,78,107.3,99.7,137.5,63.5,129.4,446.4,104.7,86.9,121.9,96.7,84.1,172.5,104.9,79.5,134.3,85,525.1,101.9,56.5,96.6,73.1
2017-10,100.4,93.1,78.5,104.7,100.6,161.3,58.7,132.1,478.8,102,88.4,113.2,96.9,92.4,169.4,110.1,76.9,121.3,88.9,525.1,106.5,63.8,112.2,75.7
2017-11,103.5,95,78.2,95.6,98.3,144.7,69.1,120.1,486.1,96.1,111.5,139.7,100.8,93.9,178,110.1,66.9,137.6,87.1,372.3,107.7,73.6,120.4,73.9
2017-12,100.6,90.8,80.2,91.4,101.2,172.8,94.4,99,412.6,81,94.9,121.9,96.5,95.9,174.1,109.4,67.2,98,99.6,525.1,108,82.6,128.5,91.9
,,,,,,,,,,,,,,,,,,,,,,,,
東京都工業指数 ＜参考＞接続指数　平成22年1月～平成27年12月（令和2年基準）,,,,,,,,,,,,,,,,,,,,,,,,
生産者製品在庫指数（業種分類別、原指数）,,,,,,,,,,,,,,,,,,,,,,,,
