年月,製造工業,鉄鋼業,非鉄金属工業,金属製品工業,汎用・生産用・業務用機械工業,汎用機械工業,生産用機械工業,業務用機械工業,電子部品・デバイス工業,電気機械工業,情報通信機械工業,輸送機械工業,窯業・土石製品工業,化学工業,プラスチック製品工業,紙・紙加工品工業,繊維工業,食料品工業,印刷業,その他工業,ゴム製品工業,皮革製品工業,家具工業,木材・木製品工業,その他製品工業
接続係数,1.226863,1.235257,0.773509,1.265198,1.490638,1.078995,0.913599,2.701932,0.833148,1.112579,1.035703,1.221783,1.364746,1.335578,0.998516,0.945498,1.124486,0.945154,1.314219,1.695826,1.045943,2.105816,1.35847,1.468404,1.997892
2010-01,118.5,126.6,103.4,171.6,140.7,128.1,70.8,268.6,59.2,97.5,94.7,81.5,107.7,111.5,102,89.2,149.9,81.9,177.7,224.7,141.9,362.2,212.7,156.8,212.8
2010-02,135.9,127.4,110.1,180,154.3,129.6,83.7,289.9,64.7,120.8,172.9,96.3,118.9,125.8,122.6,96,114.7,79.3,176.1,245.2,155.6,452.5,241.5,155.5,206
2010-03,168,137.4,126.5,206.1,207.9,137.9,128.5,390.2,80.6,183.9,239.8,116.6,143.4,133.2,119.2,111.4,106.8,96,184.4,275.9,178.2,527.7,347.5,142.9,171.4
2010-04,120.4,132.4,121.8,163.2,165.3,121.2,92.4,325.6,80.1,90,68.1,77.5,138.8,129.8,103.8,115.9,103.2,94.2,176.6,198.6,171.1,386.2,112.1,74,202.4
2010-05,116.6,131.3,108.6,173.3,157.3,117.6,98,274.5,75.6,97.6,57.5,71,123.8,113.9,100.6,102.3,120.1,91.8,181.2,188.9,151,323,75.7,91.9,235.4
2010-06,133.5,142.8,130.6,183.8,166.7,124.9,105.4,286.1,80.1,127.5,85.4,84.8,135,142,127.8,115.2,115.4,94.9,196.1,203,175.6,336.9,106.8,145.8,225.8
2010-07,126.4,139.6,113.6,179.9,173.4,127.9,116.8,277.5,74.9,91.6,81.3,88.3,133.6,150.9,126.7,110.3,107.1,96.3,174,206.9,166.5,406.4,104.7,161.2,215.4
2010-08,120.8,118.2,115.2,159.4,173.1,119.3,122.6,269.4,67.7,110.1,84.5,69.3,116.3,125.7,102.4,94,130.1,92.4,170.8,187.4,152.9,348.1,100.3,159.9,195.8
2010-09,138.3,135.6,101,184,184.2,130.3,125.5,298.3,74.7,148.4,124.3,89.9,132.8,136,111.8,97.5,143.7,94.1,172.4,202.1,171.1,355,117.4,169.6,209
2010-10,127.6,133.3,101.5,177,165,129.7,98.9,292.3,72.8,105,113.6,80.3,139.5,138.5,106.3,108.4,129.3,97.5,173.5,195.9,155.6,345.1,116.1,116.2,211.2
2010-11,123.1,135,98.6,182.3,158.2,133.3,98.6,256.7,76.3,109,57.8,88.1,147,144.8,112.6,120.6,139,92.6,163.1,207.1,151,309.6,132,133.6,242.5
2010-12,127.7,127.5,92.3,178.4,169.5,132.7,90.5,335.9,77.5,123.3,79.7,83.7,147.7,140.5,113.3,104.3,126.1,99,170.8,190.8,146.4,302.6,96.2,159.3,227.6
2011-01,111.3,125.1,79.5,171.1,140.1,148.6,76.2,221.6,70.4,98.8,65.1,81.1,119,109.9,100.5,84.7,137.3,84.9,142.6,209.4,146.4,312.3,155.3,157.9,230.2
2011-02,124.4,129.7,88.3,190.5,171.3,166.4,93.2,290.7,68.8,129.3,71,87.6,132,132.5,116.4,96.2,105.7,86.1,142.3,231.8,157.5,429.8,206.8,151.5,203.6
2011-03,137.4,130.3,94.9,246.2,198.9,111.7,145.1,330.4,62,173.8,124.2,50.5,136.2,118.2,98.1,111.7,106.3,92.9,152.6,259.5,166.5,448.3,303.9,120.8,197.6
2011-04,106.6,112.3,92.5,173.6,145.2,90.2,104.7,233.7,61.8,91.1,65.5,30.5,144.1,137.8,86.2,115,129.2,91.8,154.4,185.9,148.4,351.7,123.1,107.6,181.8
