年月,製造工業,最終需要財,投資財,資本財,建設財,消費財,耐久消費財,非耐久消費財,生産財,鉱工業用生産財,その他用生産財
2015-05,104.1,101.2,95.1,94.6,98.8,109.3,136.1,86.9,109.8,107,453.3
2015-06,107.7,105.9,105,109.3,97.8,108.8,131.4,91.1,111.5,107.9,508.1
2015-07,108.3,106.2,103.1,106.6,97.6,111.5,139.1,88.3,112.4,108,575.2
2015-08,105,102.3,97.9,98.8,98.5,108.7,137.2,84.3,110.5,106,571.6
2015-09,102.8,100.4,97.6,98.8,97.6,105.2,131.4,83,107.7,102.6,617.2
2015-10,103.7,103.8,96.5,95.6,101.3,113.1,147.1,82.8,103.3,97.9,631
2015-11,104.5,104.8,98.1,97.3,102.5,113.6,142.5,89.1,103.5,98.2,612.6
2015-12,103.5,104.3,105.9,106.2,107.9,104.6,133.2,79.9,101.6,99.3,401.1
2016-01,102,102.6,105.7,103.1,114.3,101.3,123.9,83.1,100.9,99.2,343.7
2016-02,99.9,99.4,94.7,85.6,118,106,130.9,85.5,101,99.4,339.6
2016-03,96.9,95.2,90.3,81,114,102.1,127.2,81.1,100.2,98.9,315
2016-04,95.7,92,82.5,67.1,120.4,103.2,122.8,88.8,103.2,102.2,294
2016-05,99,98.3,90.8,79.3,119.8,107.6,127.9,92.4,100.4,99.3,299.1
2016-06,104,104.7,102.7,95.9,120.9,108.8,122.9,100.8,102.3,100.4,354.5
2016-07,104.9,106.5,106.7,102.1,120.2,108.3,119.7,103.3,101.4,99.5,362.6
2016-08,102.8,103.6,101.6,94.6,120.7,107.4,118.1,103.1,101.2,98.9,393.9
2016-09,101.4,101.3,95.1,86,118.9,109.5,130.7,93.4,101.3,97.4,510.7
2016-10,102.1,102.4,97.5,87.8,122.7,109,127.6,96,101.3,97.3,526.6
2016-11,103.3,104.6,95.9,86.1,121.1,115.4,132.1,104.8,100.1,97,451.3
2016-12,100.9,101.2,103.6,96.9,122,100.9,116.6,90.3,99.7,98,335.5
2017-01,98.1,99.6,99.3,89.4,124.9,101.8,119.5,89.2,94.5,93,316
2017-02,94.7,94.3,97.5,87.8,122.6,92.9,102.3,89.1,95.5,93.7,339.6
2017-03,94.9,93.8,97.7,90.7,116.6,91.7,103.7,84.8,96.8,95.9,265.3
2017-04,93.8,92.8,95.5,88.2,114.9,91.8,103.1,85.8,95.6,95,252.5
2017-05,95.9,94.6,95.3,88.4,113.7,95.7,106,91.1,98.4,97.3,295.5
2017-06,99,98.7,97.1,92.1,111,102.2,117.6,92.3,99.5,97.8,343.2
2017-07,94.7,92.4,83.4,74.4,106.5,103,121.7,89.4,99.7,96.9,426.2
2017-08,95.6,93.7,83,73.6,106.9,106.3,131.7,85.5,99.3,96.4,431.8
2017-09,99.8,99.8,89.6,86.2,99.9,111.9,142.5,85.4,99.5,96.1,476.4
2017-10,100.4,100.4,88.5,84.8,99.2,114.3,143.9,89.3,100,96.7,468.7
2017-11,103.5,104.2,95,94.2,99.6,115.2,147.1,87.5,101.8,99.1,414.9
2017-12,100.6,100,99.3,99.9,100.3,102.8,122.9,87.6,101.5,101,247.9
,,,,,,,,,,,
東京都工業指数 ＜参考＞接続指数　平成22年1月～平成27年12月（令和2年基準）,,,,,,,,,,,
生産者製品在庫指数（特殊分類別、原指数）,,,,,,,,,,,
