年月,製造工業,鉄鋼業,非鉄金属工業,金属製品工業,汎用・生産用・業務用機械工業,汎用機械工業,生産用機械工業,業務用機械工業,電子部品・デバイス工業,電気機械工業,情報通信機械工業,輸送機械工業,窯業・土石製品工業,化学工業,プラスチック製品工業,紙・紙加工品工業,繊維工業,食料品工業,印刷業,その他工業,ゴム製品工業,皮革製品工業,家具工業,木材・木製品工業,その他製品工業
接続係数,1.227813,1.236809,0.760979,1.223496,1.508566,1.082849,0.941413,2.730863,0.834965,1.14311,1.071236,1.177645,1.362475,1.332981,1.035203,0.928686,1.081625,0.941053,1.306007,1.541059,1.077632,2.154255,1.239309,1.467972,1.652122
2010-01,132,133.9,113.5,173.2,182.8,139.4,111.9,341.9,64.2,113.9,110.4,78.5,127.1,130.1,112.2,107.4,142.8,91.6,185.5,220.2,157.2,375.9,168.8,150.9,198.1
2010-02,134.4,130.2,112.8,172.3,163.1,132.9,105.4,285.6,69.2,114.4,173.6,84,129.8,128.1,114.7,102.4,131.3,90.6,186.1,199.7,161.5,388.6,136.8,149.6,184.4
2010-03,140,130.7,118,166.5,182.8,138.3,109.6,332.3,76.7,122.8,143.7,95.5,134.7,129.4,113,104.2,118.7,91.9,182.7,195.9,170.1,391.4,154.7,139.8,147.7
2010-04,131,134.9,116.4,168.2,192.8,135.1,106.5,379.6,79.6,116.8,83.8,82.8,134.3,124.9,114.4,105,120.8,92.4,178.7,190.3,172.1,378.5,122.6,100.1,182.4
2010-05,130,137.7,111.9,176.2,164.3,135.8,94.8,293.3,79.2,127,85.3,85.6,132,123.2,118,102.1,112.5,91.6,181.9,197.4,167.6,389.3,121.8,110.5,209.3
2010-06,130,136.5,125.9,168.6,157.3,119.8,94.2,281.6,78,138.3,89.9,83.3,131.2,133.7,133.9,104.7,102.1,90.8,178.4,195.3,172.4,408.7,137.7,141.4,176
2010-07,127.3,133.8,109.7,171.2,168.5,120.1,104.4,295.5,76.6,104.3,90.4,78.5,130.1,141.7,123.5,104.5,110.2,91.8,175.9,195.4,163.7,439,138.9,143.6,174.6
2010-08,128.6,133.7,111.6,173.1,167.5,123,113.5,267.9,71.3,128.4,97.2,78.1,127.7,137.3,116.1,107.7,117.6,90.6,172.9,183.8,176.5,369,117.4,144.9,168.2
2010-09,127.2,127.5,98.9,174.8,169.9,117.2,113.7,286.7,71.9,121.6,96.2,82.4,130.4,135.2,116.7,97.5,128.8,92.5,169.5,175.7,169.7,367.7,99.3,152.2,164.9
2010-10,128.7,128.4,97.1,173.1,173,125.6,111.6,299,72.3,136.5,136.3,75.3,129.3,128.8,104.6,98.1,109.6,94.8,163.4,184,158.7,352.2,131.6,121.5,172.5
2010-11,124.1,132.3,96.3,168.2,171.7,125.3,111.8,284.8,75.2,102.2,79.9,83.4,142.2,134.8,114.6,110.6,116,94.1,162.2,184.9,152.6,347.5,135.2,140.3,176.4
2010-12,123.5,133,93.6,175.8,152.7,130.5,92.9,278.8,74.5,119.9,77.9,80.9,136.9,138.8,120.7,102.4,131.4,93.3,169.1,170.7,162.9,339.9,85.1,151.5,167.7
2011-01,122.3,130.1,84.6,176.7,179.1,160.4,120.8,270.4,75.4,113.3,74.1,75.1,135.7,129,108.5,98.9,122.1,94.9,148.8,205.1,155.2,325.7,128.9,152.7,208.2
2011-02,123.1,132.5,89.9,182.5,180.7,170.3,116.7,285.1,73.6,122.8,71.2,76.8,143.9,135.3,109.3,102.2,121.4,98.3,150.1,190,164.4,370.5,118,146.5,184.5
2011-03,114.2,123.7,88.4,198.3,173.9,111.6,124,280.5,59,115.8,74.5,41.3,128.2,114.6,92.7,104.3,117.8,89,150.5,182.6,159.9,329.6,134.6,116.4,169.7
