市区町村コード,年度,街路樹（本）,道路緑地（㎡）,確認日
131105,2012,"2,961 ","18,851 ",2012/4/1
131105,2013,"2,964 ","19,186 ",2013/4/1
131105,2014,"2,950 ","19,369 ",2014/4/1
131105,2015,"2,865 ","19,369 ",2015/4/1
131105,2016,"2,857 ","19,213 ",2016/4/1
131105,2017,"2,833 ","19,213 ",2017/4/1
131105,2018,"2,815 ","19,213 ",2018/4/1
131105,2019,"2,829 ","19,213 ",2019/4/1
131105,2020,"2,822 ","19,213 ",2020/4/1
