事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成15,2003,年平均,94.9,120.3,93.3,103.8,90.6,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,平成16,2004,年平均,96.1,109.7,94.4,104.4,109.6,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,平成17,2005,年平均,100,100,100,100,100,100,100,100,100,－,－,－,－,100,100,100,－
５人以上,平成18,2006,年平均,100.8,112,97,100.7,99,99.5,100.3,103.4,100.6,－,－,－,－,100.5,105.2,101.3,－
５人以上,平成19,2007,年平均,100.8,104.5,99.6,99.7,99.3,104.1,102.6,101.5,101.6,－,－,－,－,97.4,105.2,97.2,－
５人以上,平成20,2008,年平均,100.8,113.6,97.8,100.5,102.6,103.9,106.6,104,105.5,－,－,－,－,93.9,105.5,111.4,－
５人以上,平成21,2009,年平均,96.9,113.7,99.1,96.1,102.7,106.4,101.3,98.8,96.7,－,－,－,－,89.8,104.1,112.6,－
５人以上,平成22,2010,年平均,97.7,112.7,96.5,101,100.6,106.8,99.8,102.1,101.2,－,－,－,－,92.2,104.6,114.5,－
５人以上,平成22,2010,1月,81.2,94.5,87.1,78.5,77.2,89.8,83.4,85.8,77.1,－,－,－,－,67.2,91.9,85.8,－
５人以上,平成22,2010,2月,79.6,77.5,80.4,79.3,77.2,84.1,86.5,83.1,79.1,－,－,－,－,69.2,89.1,84.6,－
５人以上,平成22,2010,3月,86.8,83.3,92,86.2,80.1,88.2,93.5,87.4,98.4,－,－,－,－,83.3,98.8,89.6,－
５人以上,平成22,2010,4月,87.2,80.6,83.6,83.7,80.8,90.8,89.2,87,119.6,－,－,－,－,76.4,92.2,99.7,－
５人以上,平成22,2010,5月,82.3,79.1,81.3,80.9,77.9,88.6,85.8,84.9,86.7,－,－,－,－,69.6,93.2,85.4,－
５人以上,平成22,2010,6月,147.9,227,126.3,140.9,208.8,177.3,138.2,152.1,171.7,－,－,－,－,154.1,154.2,237.3,－
５人以上,平成22,2010,7月,106.3,142.7,109.3,132.2,79.4,106.1,108.7,125.4,85.8,－,－,－,－,97.8,103.7,90.8,－
５人以上,平成22,2010,8月,81.3,76.9,82,84.2,75.6,89.2,85.2,85.1,77,－,－,－,－,72,86.3,85.1,－
５人以上,平成22,2010,9月,81.2,80,82.4,81.9,77.3,87.9,90.2,84.2,77.7,－,－,－,－,71.6,87.1,83.9,－
５人以上,平成22,2010,10月,81.5,76.1,82.9,82.3,80.5,88.9,85.7,83.3,78.5,－,－,－,－,75.1,87.6,95.5,－
５人以上,平成22,2010,11月,85.3,77.1,87.3,88.2,82.8,93.8,90.6,87.3,90,－,－,－,－,70.1,90.4,85.9,－
５人以上,平成22,2010,12月,172,257.2,162.8,193.3,209.2,196.8,160.9,179.6,172.9,－,－,－,－,200.5,180.5,250.2,－
５人以上,平成16,2004,年平均（前年比（％））,1.3,-8.8,1.2,0.6,21,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,平成17,2005,年平均（前年比（％））,4.1,-8.8,5.9,-4.2,-8.8,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,平成18,2006,年平均（前年比（％））,0.8,12,-3,0.7,-1,-0.5,0.3,3.4,0.6,－,－,－,－,0.5,5.2,1.3,－
５人以上,平成19,2007,年平均（前年比（％））,0,-6.7,2.7,-1,0.3,4.6,2.3,-1.8,1,－,－,－,－,-3.1,0,-4,－
