年度,該当数計,利用時間（夜１０時まで等）を決めている割合（％）,利用する際のマナー（誹謗中傷することは書かない等）割合（％）,友達の画像をサイト等にアップする時は、本人に許可をもらう割合（％）,相手が誤解しそうな紛らわしい言葉は使わない割合（％）,既読スルーされても気にしない（相手の都合を考える）割合（％）,その他割合（％）
28,180,65.0,49.4,24.4,24.4,18.3,3.9
27,123,59.3,47.2,17.9,22.8,20.3,5.7
