名称,所在地,緯度,経度,電話
練馬区役所,練馬区豊玉北6-12-1,35.73578858,139.6515339,03-3993-1111
石神井庁舎,練馬区石神井町3-30-26,35.7434728,139.6025527,03-3995-1101
