地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成21年中の増減
0,13000,総数,566,-1706,-1169,2458,28,596,400,-595,-37,178,-377,548,890
1,13100,区部,373,-984,336,1172,9,325,36,-339,-410,149,-299,191,559
1,13200,市部,177,-756,-1224,915,-35,198,332,-275,322,1,-125,324,-146
2,13300,郡部,22,32,76,100,43,72,35,18,44,28,44,42,556
2,13350,島部,-6,2,-357,271,11,1,-3,1,7,0,3,-9,-79
1,13100,区部,373,-984,336,1172,9,325,36,-339,-410,149,-299,191,559
4,13101,千代田区,27,-20,-53,44,141,13,88,43,50,-25,-1,-62,245
4,13102,中央区,67,65,-230,-59,27,198,110,37,151,63,95,56,580
4,13103,港区,124,-83,-341,-252,-32,-26,131,-13,62,-37,18,12,-437
4,13104,新宿区,17,-171,-334,-30,-87,-101,-92,-135,-76,-98,-106,-207,-1420
4,13105,文京区,-32,-43,-198,-170,-41,-4,11,-15,52,-99,-55,-118,-712
4,13106,台東区,95,45,36,0,22,-16,28,-17,-23,9,4,-10,173
4,13107,墨田区,-46,-51,3,32,71,-12,22,4,-18,80,40,338,463
4,13108,江東区,98,290,1707,797,173,270,364,216,110,202,127,92,4446
4,13109,品川区,-13,16,217,98,3,-46,-62,-61,-61,236,32,2,361
4,13110,目黒区,-107,-135,-42,-90,-122,-17,-148,-105,-111,-105,-29,96,-915
4,13111,大田区,59,-24,25,-20,-1,47,69,-71,-47,55,-136,-42,-86
4,13112,世田谷区,1,-270,-150,-41,-259,-115,-179,-93,-162,-135,-44,-170,-1617
4,13113,渋谷区,-96,-177,-475,5,-71,-68,-151,-73,-597,7,-182,-61,-1939
4,13114,中野区,-160,-77,-218,-133,-91,-118,-140,-95,-219,-234,-57,-237,-1779
4,13115,杉並区,0,-298,-104,-187,-239,-191,-303,-258,-116,-251,-262,-53,-2262
4,13116,豊島区,17,-16,84,24,1,-43,-3,-41,10,110,3,113,259
4,13117,北区,71,-51,-159,-33,-61,-55,47,31,-80,-96,-47,10,-423
4,13118,荒川区,4,68,229,392,102,134,77,78,175,46,58,41,1404
4,13119,板橋区,-104,-84,-4,141,109,94,-9,27,91,95,97,86,539
4,13120,練馬区,28,20,31,337,70,127,39,30,16,23,-214,18,525
4,13121,足立区,447,322,846,502,247,202,211,143,216,220,272,367,3995
4,13122,葛飾区,-91,-10,-129,-49,-9,53,49,184,188,171,18,-17,358
4,13123,江戸川区,-33,-300,-405,-136,56,-1,-123,-155,-21,-88,70,-63,-1199
1,13200,市部,177,-756,-1224,915,-35,198,332,-275,322,1,-125,324,-146
4,13201,八王子市,78,-100,-232,255,41,109,54,23,60,92,121,100,601
4,13202,立川市,-3,-16,-171,33,-66,14,-19,-91,58,105,-35,-84,-275
4,13203,武蔵野市,-85,-59,-93,135,7,40,-68,-6,-89,-86,-72,-52,-428
4,13204,三鷹市,14,-61,-37,-82,3,30,-20,-23,36,57,-84,-83,-250
4,13205,青梅市,14,48,52,12,45,37,51,18,-10,47,63,22,399
4,13206,府中市,61,-198,-355,327,155,62,0,-182,-7,-486,-253,-15,-891
4,13207,昭島市,-4,12,-77,-18,-23,-24,97,44,10,37,-23,42,73
4,13208,調布市,-10,-16,-12,151,22,13,3,6,1,4,-72,-21,69
4,13209,町田市,39,-12,-68,-78,-46,5,71,-35,26,87,51,108,148
4,13210,小金井市,-63,17,162,-64,-102,-46,-13,1,-38,1,-20,-20,-185
