地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成21年中の増減
1,13550,町村部,-11,-4,-127,125,17,31,15,-18,-51,-24,-3,-2,-52
2,13300,郡部,-18,2,8,-4,13,19,-2,-25,-8,-10,-2,-11,-38
4,13303,瑞穂町,-15,5,-11,3,-10,4,-10,-7,-7,-11,-13,-1,-73
4,13305,日の出町,-5,-4,16,7,22,12,9,-13,-1,0,11,-12,42
4,13307,檜原村,1,2,0,0,4,3,0,-1,0,-1,-1,0,7
4,13308,奥多摩町,1,-1,3,-14,-3,0,-1,-4,0,2,1,2,-14
2,13350,島部,7,-6,-135,129,4,12,17,7,-43,-14,-1,9,-14
3,13360,大島支庁,4,-8,-77,40,3,8,9,9,-4,-15,1,6,-24
4,13361,大島町,1,-3,-47,27,2,5,5,6,1,-10,2,3,-8
4,13362,利島村,1,0,-5,4,-1,0,0,0,-1,1,1,-1,-1
4,13363,新島村,0,-3,-12,5,0,4,3,1,0,-2,-2,6,0
4,13364,神津島村,2,-2,-13,4,2,-1,1,2,-4,-4,0,-2,-15
3,13380,三宅支庁,-2,2,-7,26,4,1,4,-5,-11,-1,-3,-3,5
4,13381,三宅村,-2,-1,-6,22,2,1,2,-4,-11,-2,-2,0,-1
4,13382,御蔵島村,0,3,-1,4,2,0,2,-1,0,1,-1,-3,6
3,13400,八丈支庁,2,1,-35,27,1,1,2,-3,-18,-4,3,-1,-24
4,13401,八丈町,3,1,-31,18,0,1,0,-1,-18,-4,3,-1,-29
4,13402,青ヶ島村,-1,0,-4,9,1,0,2,-2,0,0,0,0,5
3,13420,小笠原支庁,3,-1,-16,36,-4,2,2,6,-10,6,-2,7,29
4,13421,小笠原村,3,-1,-16,36,-4,2,2,6,-10,6,-2,7,29
,,,,,,,,,,,,,,,
人口の動き（平成21年中）,,,,,,,,,,,,,,,
第８表  区市町村別、月別他県移動増減,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,
