年度,Fiscal year,会社名,Company name,系統,Line,駅,Station,マーク Mark,乗車人員 Boarding passengers／総数 Total,乗車人員 Boarding passengers／定期 Commuter Pass,乗車人員 Boarding passengers／普通 Tickets,降車人員 Deboarding passengers／総数 Total,降車人員 Deboarding passengers／定期 Commuter Pass,降車人員 Deboarding passengers／普通 Tickets
平成28,2016,総数,Total,,,,,,3602048,2058723,1543325,3602021,2058723,1543298
平成29,2017,総数,Total,,,,,,3699591,2122891,1576700,3699357,2122891,1576466
平成30,2018,総数,Total,,,,,,3782755,2172875,1609878,3782572,2172875,1609696
令和元,2019,総数,Total,,,,,,3789500,2208955,1580545,3789399,2208953,1580446
令和2,2020,総数,Total,,,,,,2496030,1558916,937113,2495994,1558916,937077
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,,,,,,1713994,1056694,657300,1713824,1056694,657130
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,,,※,169782,93026,76756,170029,93026,77003
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,渋谷,Shibuya,◎,22185,12188,9997,22036,12188,9848
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,表参道,Omote-Sando,◎,6567,2606,3961,6865,2606,4259
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,外苑前,Gaiemmae,,8318,4441,3877,8744,4441,4303
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,青山一丁目,Aoyama-Itchome,◎,5709,2949,2760,5644,2949,2695
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,赤坂見附,Akasaka-Mitsuke,◎,5758,3435,2323,5675,3435,2240
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,溜池山王,Tameike-Sanno,◎,6987,4187,2800,6687,4187,2500
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,虎ノ門,Toranomon,,13251,9012,4239,13255,9012,4243
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,新橋,Shimbashi,,27005,16141,10864,26542,16141,10401
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,銀座,Ginza,◎,9357,4379,4978,9704,4379,5325
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,京橋,Kyobashi,,7220,4395,2825,7373,4395,2978
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,日本橋,Nihombashi,◎,7993,3813,4180,7598,3813,3785
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,三越前,Mitsukoshimae,◎,8374,4435,3939,7904,4435,3469
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,神田,Kanda,,6985,3452,3533,6813,3452,3361
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,末広町,Suehirocho,,2896,1256,1640,2972,1256,1716
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,上野広小路,Ueno-Hirokoji,◎,2506,875,1631,2677,875,1802
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,上野,Ueno,◎,12567,7272,5295,12587,7272,5315
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,稲荷町,Inaricho,,2332,1287,1045,2330,1287,1043
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,田原町,Tawaramachi,,3623,1667,1956,3780,1667,2113
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,浅草,Asakusa,,10149,5236,4913,10843,5236,5607
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,,,※,253507,152291,101216,253573,152291,101282
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,池袋,Ikebukuro,◎,32763,20962,11801,32413,20962,11451
令和2,2020,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,新大塚,Shin-Otsuka,,3609,1896,1713,3576,1896,1680
