KEY_CODE,高齢人口,都道府県名,小地域,男,女,高齢人口割合
131100010,694,東京都,目黒区駒場,577,813,19.62%
13110001001,386,東京都,目黒区駒場１丁目,332,478,19.86%
13110001002,52,東京都,目黒区駒場２丁目,54,93,24.06%
13110001003,67,東京都,目黒区駒場３丁目,83,109,24.49%
13110001004,189,東京都,目黒区駒場４丁目,108,133,14.98%
131100020,780,東京都,目黒区青葉台,537,855,16.70%
13110002001,250,東京都,目黒区青葉台１丁目,183,303,18.41%
13110002002,105,東京都,目黒区青葉台２丁目,78,117,21.59%
13110002003,288,東京都,目黒区青葉台３丁目,155,260,13.47%
13110002004,137,東京都,目黒区青葉台４丁目,121,175,17.30%
131100030,2209,東京都,目黒区東山,647,984,12.25%
13110003001,306,東京都,目黒区東山１丁目,282,406,19.61%
13110003002,1513,東京都,目黒区東山２丁目,166,233,5.97%
13110003003,390,東京都,目黒区東山３丁目,199,345,17.40%
131100040,771,東京都,目黒区大橋,437,669,15.15%
13110004001,253,東京都,目黒区大橋１丁目,138,182,11.67%
13110004002,518,東京都,目黒区大橋２丁目,299,487,17.24%
131100050,1866,東京都,目黒区上目黒,1624,2271,20.08%
13110005001,201,東京都,目黒区上目黒１丁目,130,208,18.23%
13110005002,372,東京都,目黒区上目黒２丁目,370,465,18.73%
13110005003,556,東京都,目黒区上目黒３丁目,409,600,18.88%
13110005004,294,東京都,目黒区上目黒４丁目,384,557,24.27%
13110005005,443,東京都,目黒区上目黒５丁目,331,441,19.98%
131100060,1538,東京都,目黒区中目黒,1082,1592,17.95%
13110006001,238,東京都,目黒区中目黒１丁目,228,345,18.23%
13110006002,305,東京都,目黒区中目黒２丁目,99,156,10.16%
13110006003,268,東京都,目黒区中目黒３丁目,238,303,19.77%
13110006004,370,東京都,目黒区中目黒４丁目,218,333,17.86%
13110006005,357,東京都,目黒区中目黒５丁目,299,455,22.05%
131100070,515,東京都,目黒区三田,498,756,20.99%
13110007001,193,東京都,目黒区三田１丁目,172,284,19.54%
13110007002,322,東京都,目黒区三田２丁目,326,472,21.93%
131100080,1372,東京都,目黒区目黒,1130,1658,20.93%
13110008001,331,東京都,目黒区目黒１丁目,333,543,22.24%
13110008002,241,東京都,目黒区目黒２丁目,180,272,17.20%
13110008003,352,東京都,目黒区目黒３丁目,283,395,21.59%
13110008004,448,東京都,目黒区目黒４丁目,334,448,21.63%
131100090,2228,東京都,目黒区下目黒,1508,2109,17.68%
13110009001,111,東京都,目黒区下目黒１丁目,82,136,14.61%
13110009002,495,東京都,目黒区下目黒２丁目,319,452,14.31%
13110009003,304,東京都,目黒区下目黒３丁目,300,415,18.36%
13110009004,282,東京都,目黒区下目黒４丁目,314,411,25.42%
13110009005,564,東京都,目黒区下目黒５丁目,296,417,18.40%
13110009006,472,東京都,目黒区下目黒６丁目,197,278,16.06%
131100100,1008,東京都,目黒区中町,899,1235,21.49%
13110010001,546,東京都,目黒区中町１丁目,469,656,22.08%
13110010002,462,東京都,目黒区中町２丁目,430,579,20.88%
131100110,712,東京都,目黒区五本木,878,1354,23.34%
13110011001,266,東京都,目黒区五本木１丁目,337,471,22.05%
13110011002,302,東京都,目黒区五本木２丁目,362,574,23.83%
13110011003,144,東京都,目黒区五本木３丁目,179,309,24.80%
131100120,288,東京都,目黒区祐天寺,399,612,22.77%
13110012001,176,東京都,目黒区祐天寺１丁目,259,381,26.63%
13110012002,112,東京都,目黒区祐天寺２丁目,140,231,18.21%
131100130,708,東京都,目黒区中央町,642,939,19.50%
13110013001,279,東京都,目黒区中央町１丁目,272,354,18.80%
13110013002,429,東京都,目黒区中央町２丁目,370,585,19.98%
131100140,2365,東京都,目黒区目黒本町,2287,3065,22.37%
13110014001,279,東京都,目黒区目黒本町１丁目,259,361,23.37%
13110014002,536,東京都,目黒区目黒本町２丁目,300,430,16.28%
13110014003,214,東京都,目黒区目黒本町３丁目,287,390,21.99%
13110014004,483,東京都,目黒区目黒本町４丁目,408,577,23.05%
13110014005,413,東京都,目黒区目黒本町５丁目,592,728,25.12%
13110014006,440,東京都,目黒区目黒本町６丁目,441,579,24.36%
131100150,458,東京都,目黒区原町,574,757,24.04%
13110015001,200,東京都,目黒区原町１丁目,295,401,22.66%
13110015002,258,東京都,目黒区原町２丁目,279,356,25.75%
131100160,558,東京都,目黒区洗足,591,842,24.96%
13110016001,329,東京都,目黒区洗足１丁目,295,405,24.05%
13110016002,229,東京都,目黒区洗足２丁目,296,437,25.89%
131100170,758,東京都,目黒区南,617,877,20.57%
13110017001,282,東京都,目黒区南１丁目,276,385,22.98%
13110017002,303,東京都,目黒区南２丁目,179,249,17.79%
13110017003,173,東京都,目黒区南３丁目,162,243,20.44%
131100180,2021,東京都,目黒区碑文谷,1358,1933,19.32%
13110018001,509,東京都,目黒区碑文谷１丁目,390,451,22.04%
13110018002,407,東京都,目黒区碑文谷２丁目,204,327,17.02%
13110018003,310,東京都,目黒区碑文谷３丁目,163,258,18.53%
13110018004,329,東京都,目黒区碑文谷４丁目,187,292,18.67%
13110018005,329,東京都,目黒区碑文谷５丁目,247,349,17.15%
13110018006,137,東京都,目黒区碑文谷６丁目,167,256,23.64%
131100190,631,東京都,目黒区鷹番,758,1107,20.96%
13110019001,248,東京都,目黒区鷹番１丁目,181,303,19.07%
13110019002,207,東京都,目黒区鷹番２丁目,301,420,22.71%
13110019003,176,東京都,目黒区鷹番３丁目,276,384,20.72%
131100200,673,東京都,目黒区平町,567,813,20.49%
13110020001,299,東京都,目黒区平町１丁目,321,478,22.29%
13110020002,374,東京都,目黒区平町２丁目,246,335,18.44%
131100210,799,東京都,目黒区大岡山,577,855,20.66%
13110021001,680,東京都,目黒区大岡山１丁目,452,654,19.76%
13110021002,119,東京都,目黒区大岡山２丁目,125,201,24.44%
131100220,740,東京都,目黒区緑が丘,666,950,21.42%
13110022001,344,東京都,目黒区緑が丘１丁目,297,421,22.20%
13110022002,320,東京都,目黒区緑が丘２丁目,287,408,20.38%
13110022003,76,東京都,目黒区緑が丘３丁目,82,121,22.61%
131100230,616,東京都,目黒区自由が丘,719,1057,23.37%
13110023001,183,東京都,目黒区自由が丘１丁目,249,370,23.38%
13110023002,240,東京都,目黒区自由が丘２丁目,257,372,23.02%
13110023003,193,東京都,目黒区自由が丘３丁目,213,315,23.78%
131100240,552,東京都,目黒区中根,540,815,20.32%
13110024001,254,東京都,目黒区中根１丁目,226,328,18.67%
13110024002,298,東京都,目黒区中根２丁目,314,487,21.65%
131100250,1105,東京都,目黒区柿の木坂,778,1059,19.74%
13110025001,442,東京都,目黒区柿の木坂１丁目,351,473,20.30%
13110025002,467,東京都,目黒区柿の木坂２丁目,304,436,20.01%
13110025003,196,東京都,目黒区柿の木坂３丁目,123,150,17.64%
131100260,1888,東京都,目黒区八雲,1252,1722,19.91%
13110026001,268,東京都,目黒区八雲１丁目,247,355,21.52%
13110026002,402,東京都,目黒区八雲２丁目,308,436,21.74%
13110026003,536,東京都,目黒区八雲３丁目,304,409,18.47%
13110026004,261,東京都,目黒区八雲４丁目,196,248,21.39%
13110026005,421,東京都,目黒区八雲５丁目,197,274,16.96%
131100270,818,東京都,目黒区東が丘,538,819,18.39%
13110027001,493,東京都,目黒区東が丘１丁目,345,560,21.23%
13110027002,325,東京都,目黒区東が丘２丁目,193,259,14.51%
