地域階層,地域コード,地域,平成12年中／増減,平成12年中／転入,平成12年中／転出,平成13年中／増減,平成13年中／転入,平成13年中／転出,平成14年中／増減,平成14年中／転入,平成14年中／転出,平成15年中／増減,平成15年中／転入,平成15年中／転出,平成16年中／増減,平成16年中／転入,平成16年中／転出
0,13000,総数,-343,407370,407713,775,399544,398769,-24,391457,391481,-310,405310,405620,480,401239,400759
1,13100,区部,-886,273054,273940,605,268309,267704,952,263736,262784,-995,270768,271763,-1333,270470,271803
1,13200,市部,296,131205,130909,41,128275,128234,-1061,124874,125935,874,131857,130983,2026,128110,126084
2,13300,郡部,328,2121,1793,359,2067,1708,263,2048,1785,-11,1785,1796,-73,1752,1825
2,13350,島部,-81,990,1071,-230,893,1123,-178,799,977,-178,900,1078,-140,907,1047
1,13100,区部,-886,273054,273940,605,268309,267704,952,263736,262784,-995,270768,271763,-1333,270470,271803
4,13101,千代田区,-299,2283,2582,-88,2419,2507,-361,2103,2464,1086,3554,2468,525,3088,2563
4,13102,中央区,1664,5643,3979,1885,5840,3955,1332,5687,4355,1063,5838,4775,1489,6562,5073
4,13103,港区,1510,10369,8859,1166,9622,8456,-395,8546,8941,405,9900,9495,1486,10416,8930
4,13104,新宿区,-1316,12865,14181,-1038,13071,14109,-167,13488,13655,-382,13891,14273,51,14293,14242
4,13105,文京区,-249,7349,7598,132,7594,7462,-24,7496,7520,-518,7286,7804,567,8105,7538
4,13106,台東区,-111,5212,5323,223,5404,5181,896,5864,4968,677,5837,5160,461,5607,5146
4,13107,墨田区,1537,7891,6354,242,6535,6293,395,6646,6251,689,6931,6242,1017,7432,6415
4,13108,江東区,2707,13418,10711,3369,13787,10418,3077,13246,10169,3771,14255,10484,2971,13530,10559
4,13109,品川区,-86,11420,11506,196,11304,11108,855,11971,11116,843,12176,11333,1300,12667,11367
4,13110,目黒区,225,11876,11651,244,11256,11012,-145,11194,11339,-662,11009,11671,-1168,10978,12146
4,13111,大田区,-200,14054,14254,256,14172,13916,520,14195,13675,823,14589,13766,606,14426,13820
4,13112,世田谷区,-1369,27722,29091,-1239,26741,27980,-537,27009,27546,-1115,27316,28431,-888,27942,28830
4,13113,渋谷区,347,12120,11773,-368,11139,11507,-809,10909,11718,-1184,11103,12287,-1652,11459,13111
4,13114,中野区,-2414,15629,18043,-2509,15005,17514,-1819,14102,15921,-2031,14548,16579,-2167,14327,16494
4,13115,杉並区,-1325,21588,22913,-1846,21268,23114,-2124,19902,22026,-2399,20835,23234,-2904,20454,23358
4,13116,豊島区,-588,10661,11249,-955,10265,11220,-1032,10187,11219,-1679,10210,11889,-1373,10146,11519
