地域階層,地域コード,地域,平成12年中／増減,平成12年中／転入,平成12年中／転出,平成13年中／増減,平成13年中／転入,平成13年中／転出,平成14年中／増減,平成14年中／転入,平成14年中／転出,平成15年中／増減,平成15年中／転入,平成15年中／転出,平成16年中／増減,平成16年中／転入,平成16年中／転出
0,13000,総数,53245,444118,390873,68457,449888,381431,72050,442925,370875,64859,441013,376154,71558,433270,361712
1,13100,区部,37366,316691,279325,49045,321652,272607,50612,315730,265118,43428,313845,270417,49069,309427,260358
1,13200,市部,16063,125928,109865,19681,126823,107142,21376,125668,104292,21613,125806,104193,22699,122567,99868
2,13300,郡部,-127,590,717,-148,605,753,31,646,615,-70,614,684,-107,575,682
2,13350,島部,-57,909,966,-121,808,929,31,881,850,-112,748,860,-103,701,804
1,13100,区部,37366,316691,279325,49045,321652,272607,50612,315730,265118,43428,313845,270417,49069,309427,260358
4,13101,千代田区,515,1911,1396,564,1878,1314,598,1956,1358,870,2333,1463,813,2351,1538
4,13102,中央区,1555,4450,2895,1587,4636,3049,1780,4782,3002,1788,5060,3272,2557,5999,3442
4,13103,港区,2084,7950,5866,2007,7866,5859,1551,7373,5822,2137,8265,6128,2456,8584,6128
4,13104,新宿区,2720,13991,11271,2949,14065,11116,3240,13943,10703,3305,14008,10703,3337,14060,10723
4,13105,文京区,1907,8213,6306,2363,8537,6174,1975,7943,5968,1965,8037,6072,1927,8041,6114
4,13106,台東区,1223,5073,3850,1349,5371,4022,1524,5488,3964,955,5047,4092,1484,5343,3859
4,13107,墨田区,1479,6288,4809,1134,6175,5041,1202,6314,5112,1566,6303,4737,2141,6778,4637
4,13108,江東区,2572,12697,10125,2862,13092,10230,3057,13004,9947,3632,13773,10141,2829,12651,9822
4,13109,品川区,1484,12830,11346,1449,13018,11569,2166,13311,11145,2251,13532,11281,2890,13786,10896
4,13110,目黒区,1619,11338,9719,2072,11308,9236,2387,11561,9174,1052,10166,9114,1493,10337,8844
4,13111,大田区,454,24772,24318,2581,25709,23128,2058,25429,23371,2303,26001,23698,2629,25389,22760
4,13112,世田谷区,4866,37675,32809,5402,36960,31558,5550,36344,30794,4643,35890,31247,4742,35027,30285
4,13113,渋谷区,2561,10098,7537,2122,9319,7197,2123,9238,7115,2142,9331,7189,2248,9208,6960
4,13114,中野区,2967,14592,11625,3954,14839,10885,2817,13649,10832,2368,13440,11072,2475,13081,10606
4,13115,杉並区,3728,22668,18940,4737,23135,18398,4180,21917,17737,3738,21629,17891,3790,21230,17440
4,13116,豊島区,2263,11716,9453,1984,11607,9623,2514,11666,9152,1460,10925,9465,1911,10752,8841
4,13117,北区,-143,10932,11075,379,10959,10580,655,10594,9939,700,10959,10259,1025,10907,9882
4,13118,荒川区,987,5020,4033,906,4933,4027,1383,5315,3932,707,4846,4139,801,4716,3915
4,13119,板橋区,626,19054,18428,2282,19894,17612,2066,19281,17215,822,18772,17950,153,17277,17124
4,13120,練馬区,2179,24820,22641,3292,25177,21885,2636,24374,21738,2782,24499,21717,3150,23879,20729
4,13121,足立区,-1135,16227,17362,-419,16302,16721,854,16409,15555,311,16183,15872,697,15934,15237
4,13122,葛飾区,-552,11405,11957,763,12447,11684,795,11871,11076,91,11806,11715,441,11129,10688
4,13123,江戸川区,1407,22971,21564,2726,24425,21699,3501,23968,20467,1840,23040,21200,3080,22968,19888
1,13200,市部,16063,125928,109865,19681,126823,107142,21376,125668,104292,21613,125806,104193,22699,122567,99868
