２　野積場月別利用実績,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,（単位：トン）
施設別,,前年末在庫,合計,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
,,当年末在庫,,,,,,,,,,,,,
合計,（搬入）,"298,854","15,134,358","1,229,727","1,231,936","1,314,397","1,311,533","1,255,724","1,262,146","1,255,249","1,180,931","1,295,122","1,212,384","1,304,125","1,281,085"
,（搬出）,"359,427","15,073,785","1,230,103","1,235,635","1,321,713","1,301,557","1,193,721","1,254,072","1,259,210","1,181,695","1,292,595","1,219,507","1,301,776","1,282,202"
品川,（搬入）,"82,265","5,605,096","463,425","470,559","468,158","468,580","469,656","467,906","463,145","466,724","467,239","466,859","468,516","464,329"
,（搬出）,"82,476","5,604,885","465,561","468,695","470,292","469,850","468,347","467,190","465,020","465,434","470,088","463,462","467,437","463,509"
芝浦,（搬入）,"4,867","275,130","22,557","22,557","24,057","22,572","22,557","24,057","22,522","22,532","22,532","22,529","24,129","22,529"
,（搬出）,"4,880","275,117","22,524","23,225","22,560","23,355","22,678","23,225","22,525","23,005","22,340","23,273","22,953","23,454"
日の出,（搬入）,115,"2,820",235,235,235,235,235,235,235,235,235,235,235,235
,（搬出）,115,"2,820",235,235,235,235,235,235,235,235,235,235,235,235
10号地,（搬入）,"91,291","7,504,898","619,861","602,382","660,817","673,644","630,308","629,053","623,980","579,430","639,585","571,580","635,800","638,458"
,（搬出）,"149,918","7,446,271","619,755","604,700","658,580","667,621","576,175","626,709","626,284","577,303","640,745","576,743","633,539","638,117"
大井建材,（搬入）,"19,935","1,142,694","73,198","81,647","99,760","103,273","90,774","91,857","99,415","72,579","116,731","105,174","113,088","95,198"
,（搬出）,"21,287","1,141,342","68,660","80,347","104,774","98,876","85,414","92,235","95,311","74,899","115,935","102,528","122,414","99,949"
若洲建材,（搬入）,"70,031","404,193","36,483","42,384","41,468","27,673","27,037","31,134","27,405","24,581","33,382","30,763","39,497","42,386"
,（搬出）,"67,939","406,285","36,960","41,180","47,406","28,373","27,660","28,910","30,136","23,560","27,370","35,355","38,879","40,496"
辰巳,（搬入）,"30,350","199,527","13,968","12,172","19,902","15,556","15,157","17,904","18,547","14,850","15,418","15,244","22,860","17,950"
,（搬出）,"32,812","197,065","16,408","17,253","17,866","13,247","13,212","15,568","19,699","17,259","15,882","17,911","16,319","16,442"
