１　上屋月別利用実績,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,（単位：トン）
施設別,,前年末在庫,合計,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
,,当年末在庫,,,,,,,,,,,,,
合計,（搬入）,"97,386","1,271,957","92,906","104,206","117,331","110,998","100,682","107,552","102,387","105,020","104,739","114,354","105,628","106,154"
,（搬出）,"68,558","1,300,786","96,101","101,892","106,590","116,434","92,190","111,881","104,062","109,227","104,447","142,850","108,539","106,574"
品川,（搬入）,"10,731","184,944","12,376","17,471","15,415","17,801","12,553","17,187","13,200","16,892","13,824","18,133","12,929","17,163"
,（搬出）,"10,556","185,119","11,891","18,010","14,437","18,352","12,307","17,991","12,958","17,321","12,947","18,637","13,082","17,186"
芝浦,（搬入）,"36,961","171,608","14,717","14,676","15,519","15,195","15,542","14,649","12,979","13,799","12,849","12,640","14,678","14,365"
,（搬出）,"13,467","195,102","15,342","13,490","15,390","13,765","13,356","14,030","16,419","12,991","13,429","37,150","15,509","14,231"
日の出,（搬入）,"21,248","50,936","3,261","3,141","2,838","3,993","4,680","3,710","5,050","3,711","5,387","6,350","4,709","4,106"
,（搬出）,"10,678","61,506","5,131","4,663","4,462","3,922","4,209","4,223","6,244","6,419","5,898","7,615","4,803","3,917"
10号地,（搬入）,"25,759","723,742","51,313","58,321","71,192","60,408","57,546","60,310","59,545","59,175","61,786","65,061","61,122","57,963"
,（搬出）,"30,254","719,247","52,629","54,677","60,308","67,126","51,937","63,566","56,696","60,995","61,580","67,637","63,267","58,829"
大井,（搬入）,"1,254","123,617","9,912","9,390","10,904","12,456","9,093","10,534","10,156","9,632","9,750","10,538","10,647","10,605"
,（搬出）,"1,264","123,607","9,878","9,609","10,704","12,080","9,205","10,792","10,348","9,782","9,366","10,774","10,340","10,730"
辰巳,（搬入）,"1,434","17,110","1,327","1,207","1,463","1,145","1,268","1,162","1,457","1,811","1,143","1,632","1,543","1,952"
,（搬出）,"2,339","16,205","1,230","1,443","1,289","1,189","1,176","1,279","1,397","1,719","1,227","1,037","1,538","1,681"
