項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,375,590,871,1003,1086,646,945,4483,2211
0,0,0,0,0,0,0,調査世帯数,715,-,29,42,63,76,76,46,67,316,161
0,0,0,0,0,0,0,世帯人員,2.93,-,3.1,3.86,3.78,3.6,3.43,3.14,2.78,2.37,2.26
0,0,0,0,0,0,0,有業人員,1.3,-,1.47,1.49,1.62,1.69,1.62,1.77,1.7,0.87,0.56
0,0,0,0,0,0,0,世帯主平均年齢,60.5,-,30.6,37.4,42.2,47.1,51.8,56.9,62.1,74.9,80.8
2,2,0,0,0,0,0,生計支出,336955,7.7,310141,294893,319420,397557,453348,471467,349787,284308,270859
2,3,0,0,0,0,0,消費支出,336955,7.7,310141,294893,319420,397557,453348,471467,349787,284308,270859
2,4,1,0,0,0,0,食料,91626,2.2,73066,78799,90024,99153,96529,107071,109408,86331,81813
2,5,1,1,0,0,0,穀類,6708,1.5,4751,5758,6788,7296,7782,7981,6305,6491,6745
2,6,1,1,1,0,0,米類,2049,4.2,1273,1369,1551,2105,2462,2187,1880,2202,2664
2,7,1,1,1,0,102,米,2049,4.2,1273,1369,1551,2105,2462,2187,1880,2202,2664
2,6,1,1,2,0,0,パン,3000,2.9,2234,2920,3305,3235,3158,3758,2816,2853,2785
2,7,1,1,2,0,120,食パン,911,5,642,673,983,915,1034,845,909,930,979
2,7,1,1,2,0,129,他のパン,2089,2.1,1592,2247,2321,2320,2124,2913,1906,1924,1805
2,6,1,1,3,0,0,麺類,1294,-1.5,996,1107,1462,1471,1776,1482,1266,1133,1053
2,7,1,1,3,0,130,生うどん・そば,222,1.4,100,190,205,251,237,215,249,225,175
2,7,1,1,3,0,131,乾うどん・そば,106,-3.6,-,36,128,75,189,125,50,115,143
2,7,1,1,3,0,134,スパゲッティ,107,-15.1,115,108,153,120,213,165,115,59,41
2,7,1,1,3,0,133,中華麺,330,-4.6,244,257,428,288,385,317,345,323,313
2,7,1,1,3,0,135,カップ麺,340,21.4,260,350,299,455,468,482,362,272,253
2,7,1,1,3,0,132,即席麺,127,-13.6,223,112,149,159,214,131,89,96,92
2,7,1,1,3,0,139,他の麺類,61,-29.9,54,55,101,123,70,47,54,43,37
2,6,1,1,4,0,0,他の穀類,366,-11.4,247,362,470,485,386,554,344,303,243
