項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,298,-,703,-,932,-,983,-,1212,-,694,-,1001,-,4177,-,2147,-
0,0,0,0,0,調査世帯数,699,-,21,-,50,-,61,-,71,-,82,-,51,-,71,-,292,-,151,-
0,0,0,0,0,世帯人員,2.94,-,3.23,-,3.55,-,3.74,-,3.7,-,3.22,-,3.1,-,2.76,-,2.39,-,2.34,-
0,0,0,0,0,有業人員,1.31,-,1.23,-,1.52,-,1.61,-,1.67,-,1.62,-,1.81,-,1.73,-,0.86,-,0.6,-
0,0,0,0,0,世帯主平均年齢,60.1,-,30.4,-,37.2,-,42.1,-,46.9,-,52.1,-,56.7,-,62,-,75.5,-,81.2,-
2,2,0,0,0,生計支出,358932,-,352725,-,319417,-,329348,-,418883,-,359708,-,401877,-,390518,-,343594,-,339643,-
2,3,0,0,0,消費支出,358932,100,352725,100,319417,100,329348,100,418883,100,359708,100,401877,100,390518,100,343594,100,339643,100
2,4,1,0,0,食料,105138,29.3,94379,26.8,90100,28.2,98349,29.9,108184,25.8,103752,28.8,111935,27.9,121446,31.1,104598,30.4,97158,28.6
2,5,1,1,0,穀類,7426,2.1,6919,2,6099,1.9,7545,2.3,7628,1.8,7534,2.1,7677,1.9,7595,1.9,7498,2.2,6693,2
2,6,1,1,1,米類,1483,0.4,1264,0.4,1042,0.3,1292,0.4,1286,0.3,1583,0.4,1476,0.4,1943,0.5,1525,0.4,1371,0.4
2,6,1,1,2,パン,3119,0.9,3566,1,3105,1,3848,1.2,3437,0.8,3408,0.9,3260,0.8,2930,0.8,2791,0.8,2424,0.7
2,6,1,1,3,麺類,1592,0.4,1110,0.3,1301,0.4,1468,0.4,1826,0.4,1599,0.4,1791,0.4,1506,0.4,1634,0.5,1534,0.5
2,6,1,1,4,他の穀類,1231,0.3,980,0.3,651,0.2,937,0.3,1079,0.3,945,0.3,1149,0.3,1216,0.3,1549,0.5,1364,0.4
2,5,1,2,0,魚介類,10071,2.8,4140,1.2,4065,1.3,5053,1.5,6866,1.6,8774,2.4,9708,2.4,12063,3.1,13338,3.9,13008,3.8
2,6,1,2,1,生鮮魚介,5585,1.6,2343,0.7,2542,0.8,2955,0.9,3595,0.9,5210,1.4,6195,1.5,6527,1.7,7165,2.1,6605,1.9
2,6,1,2,2,塩干魚介,1499,0.4,447,0.1,576,0.2,752,0.2,1230,0.3,971,0.3,1172,0.3,1615,0.4,2139,0.6,2500,0.7
2,6,1,2,3,魚肉練製品,1530,0.4,543,0.2,442,0.1,530,0.2,836,0.2,1119,0.3,1357,0.3,2147,0.5,2171,0.6,2156,0.6
2,6,1,2,4,他の魚介加工品,1456,0.4,807,0.2,505,0.2,816,0.2,1205,0.3,1473,0.4,984,0.2,1774,0.5,1863,0.5,1746,0.5
2,5,1,3,0,肉類,9941,2.8,6203,1.8,6723,2.1,8091,2.5,11438,2.7,10580,2.9,14150,3.5,10776,2.8,9725,2.8,8533,2.5
2,6,1,3,1,生鮮肉,8347,2.3,5284,1.5,5530,1.7,6748,2,9539,2.3,9086,2.5,12219,3,8520,2.2,8218,2.4,7243,2.1
2,6,1,3,2,加工肉,1593,0.4,919,0.3,1193,0.4,1343,0.4,1899,0.5,1494,0.4,1931,0.5,2256,0.6,1507,0.4,1290,0.4
2,5,1,4,0,乳卵類,4534,1.3,4974,1.4,4401,1.4,4466,1.4,4679,1.1,4036,1.1,4048,1,5139,1.3,4587,1.3,4538,1.3
2,6,1,4,1,牛乳,1289,0.4,1545,0.4,1269,0.4,1453,0.4,1442,0.3,1217,0.3,1006,0.3,1217,0.3,1287,0.4,1351,0.4
2,6,1,4,2,乳製品,2397,0.7,2780,0.8,2363,0.7,2248,0.7,2444,0.6,2094,0.6,2137,0.5,2931,0.8,2401,0.7,2325,0.7
2,6,1,4,3,卵,848,0.2,649,0.2,769,0.2,765,0.2,793,0.2,726,0.2,905,0.2,991,0.3,899,0.3,863,0.3
2,5,1,5,0,野菜・海藻,11282,3.1,7366,2.1,6569,2.1,7375,2.2,9271,2.2,9289,2.6,10848,2.7,13631,3.5,13787,4,13510,4
2,6,1,5,1,生鮮野菜,7552,2.1,5395,1.5,4804,1.5,5372,1.6,6361,1.5,6285,1.7,7552,1.9,8902,2.3,8979,2.6,8820,2.6
2,6,1,5,2,乾物・海藻,1083,0.3,610,0.2,561,0.2,487,0.1,915,0.2,766,0.2,795,0.2,1455,0.4,1429,0.4,1335,0.4
2,6,1,5,3,大豆加工品,1170,0.3,745,0.2,736,0.2,847,0.3,1090,0.3,950,0.3,1057,0.3,1420,0.4,1386,0.4,1331,0.4
2,6,1,5,4,他の野菜・海藻加工品,1477,0.4,616,0.2,469,0.1,669,0.2,906,0.2,1288,0.4,1445,0.4,1853,0.5,1993,0.6,2024,0.6
2,5,1,6,0,果物,3947,1.1,2662,0.8,2129,0.7,3078,0.9,2996,0.7,2769,0.8,3116,0.8,4428,1.1,5126,1.5,5163,1.5
2,6,1,6,1,生鮮果物,3291,0.9,2569,0.7,1924,0.6,2710,0.8,2546,0.6,2227,0.6,2520,0.6,3621,0.9,4234,1.2,4194,1.2
2,6,1,6,2,果物加工品,656,0.2,94,0,206,0.1,367,0.1,451,0.1,542,0.2,596,0.1,807,0.2,892,0.3,969,0.3
2,5,1,7,0,油脂・調味料,4283,1.2,3548,1,3258,1,3520,1.1,4394,1,4152,1.2,4120,1,4817,1.2,4589,1.3,4330,1.3
2,6,1,7,1,油脂,416,0.1,233,0.1,270,0.1,271,0.1,416,0.1,366,0.1,379,0.1,523,0.1,480,0.1,397,0.1
2,6,1,7,2,調味料,3867,1.1,3316,0.9,2988,0.9,3249,1,3978,0.9,3785,1.1,3741,0.9,4294,1.1,4109,1.2,3933,1.2
2,5,1,8,0,菓子類,8097,2.3,8962,2.5,8875,2.8,9252,2.8,10186,2.4,8878,2.5,7829,1.9,7785,2,7049,2.1,6599,1.9
2,5,1,9,0,調理食品,15784,4.4,11502,3.3,11265,3.5,14386,4.4,16403,3.9,15139,4.2,15142,3.8,16241,4.2,17201,5,16074,4.7
2,6,1,9,1,主食的調理食品,5356,1.5,4927,1.4,5076,1.6,4604,1.4,5608,1.3,5824,1.6,5849,1.5,4969,1.3,5418,1.6,5292,1.6
2,6,1,9,2,他の調理食品,10428,2.9,6574,1.9,6189,1.9,9781,3,10794,2.6,9315,2.6,9293,2.3,11272,2.9,11783,3.4,10782,3.2
2,5,1,10,0,飲料,4852,1.4,4097,1.2,4285,1.3,4861,1.5,5385,1.3,5534,1.5,4336,1.1,5570,1.4,4590,1.3,4309,1.3
2,6,1,10,1,茶類,1246,0.3,505,0.1,871,0.3,928,0.3,1147,0.3,1513,0.4,1294,0.3,1638,0.4,1276,0.4,1296,0.4
2,6,1,10,2,コーヒー・ココア,1015,0.3,708,0.2,815,0.3,992,0.3,1176,0.3,1151,0.3,984,0.2,1139,0.3,974,0.3,873,0.3
2,6,1,10,3,他の飲料,2591,0.7,2885,0.8,2598,0.8,2942,0.9,3062,0.7,2870,0.8,2058,0.5,2793,0.7,2339,0.7,2141,0.6
2,5,1,11,0,酒類,4600,1.3,1785,0.5,2618,0.8,3354,1,5228,1.2,4815,1.3,7581,1.9,7371,1.9,4044,1.2,3719,1.1
2,5,1,12,0,外食,20320,5.7,32220,9.1,29814,9.3,27370,8.3,23709,5.7,22253,6.2,23381,5.8,26031,6.7,13065,3.8,10682,3.1
2,6,1,12,1,一般外食,19480,5.4,31474,8.9,28268,8.8,24814,7.5,21059,5,20698,5.8,23118,5.8,25988,6.7,13065,3.8,10682,3.1
2,6,1,12,2,学校給食,841,0.2,747,0.2,1546,0.5,2556,0.8,2650,0.6,1556,0.4,262,0.1,43,0,-,-,-,-
2,4,2,0,0,住居,26710,7.4,35563,10.1,33623,10.5,9235,2.8,24753,5.9,20795,5.8,8408,2.1,27096,6.9,33938,9.9,55030,16.2
2,5,2,1,0,家賃地代,14094,3.9,34330,9.7,33410,10.5,8764,2.7,23297,5.6,18930,5.3,6359,1.6,13114,3.4,8539,2.5,12360,3.6
2,5,2,2,0,設備修繕・維持,12616,3.5,1234,0.3,213,0.1,471,0.1,1456,0.3,1865,0.5,2049,0.5,13982,3.6,25399,7.4,42670,12.6
2,6,2,2,1,設備材料,4820,1.3,-,-,193,0.1,346,0.1,77,0,242,0.1,90,0,3989,1,10369,3,19749,5.8
2,6,2,2,2,工事その他のサービス,7797,2.2,1234,0.3,20,0,125,0,1379,0.3,1623,0.5,1959,0.5,9993,2.6,15030,4.4,22921,6.7
2,4,3,0,0,光熱・水道,20480,5.7,23389,6.6,16526,5.2,16801,5.1,19485,4.7,23737,6.6,19781,4.9,22266,5.7,20736,6,20825,6.1
2,5,3,1,0,電気代,8848,2.5,11580,3.3,7071,2.2,8069,2.4,8446,2,9685,2.7,8679,2.2,8779,2.2,9023,2.6,9535,2.8
2,5,3,2,0,ガス代,5678,1.6,5821,1.7,4408,1.4,4881,1.5,6000,1.4,6416,1.8,5348,1.3,6195,1.6,5699,1.7,6082,1.8
2,5,3,3,0,他の光熱,758,0.2,35,0,357,0.1,80,0,215,0.1,626,0.2,469,0.1,1058,0.3,1170,0.3,982,0.3
2,5,3,4,0,上下水道料,5196,1.4,5952,1.7,4690,1.5,3771,1.1,4823,1.2,7011,1.9,5285,1.3,6234,1.6,4843,1.4,4225,1.2
2,4,4,0,0,家具・家事用品,14220,4,21632,6.1,13245,4.1,15092,4.6,13450,3.2,10939,3,12098,3,14230,3.6,15143,4.4,12655,3.7
2,5,4,1,0,家庭用耐久財,3757,1,6715,1.9,3738,1.2,1509,0.5,2723,0.7,3819,1.1,4259,1.1,1016,0.3,4850,1.4,4389,1.3
2,6,4,1,1,家事用耐久財,2167,0.6,6715,1.9,2753,0.9,827,0.3,2180,0.5,1581,0.4,583,0.1,576,0.1,2855,0.8,3300,1
2,6,4,1,2,冷暖房用器具,1092,0.3,-,-,177,0.1,460,0.1,364,0.1,1195,0.3,534,0.1,376,0.1,1871,0.5,1008,0.3
2,6,4,1,3,一般家具,498,0.1,-,-,807,0.3,222,0.1,180,0,1042,0.3,3141,0.8,64,0,125,0,81,0
2,5,4,2,0,室内装備・装飾品,1721,0.5,419,0.1,618,0.2,2662,0.8,2234,0.5,862,0.2,430,0.1,546,0.1,2415,0.7,1294,0.4
2,5,4,3,0,寝具類,815,0.2,818,0.2,1176,0.4,1096,0.3,434,0.1,310,0.1,590,0.1,1668,0.4,760,0.2,293,0.1
2,5,4,4,0,家事雑貨,3157,0.9,8003,2.3,2912,0.9,3566,1.1,2933,0.7,2588,0.7,2605,0.6,4657,1.2,2711,0.8,2366,0.7
