項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年増加率（％）,65歳未満（円）,65歳以上（円）,(再掲）75歳以上（円）
1,4,0,0,0,0,0,仕送り金,1249,-34.2,3721,1023,929
1,2,0,0,0,0,0,特別収入,5873,-15.4,10326,5401,4619
1,3,0,0,0,0,0,受贈金,1319,-31.8,447,1402,1481
1,3,0,0,0,0,0,他の特別収入,4554,-9.1,9880,3999,3139
1,1,0,0,0,0,0,実収入以外の受取(繰入金を除く),349287,3.4,411987,343420,308897
1,2,0,0,0,0,0,預貯金引出,255470,-0.7,306160,250681,237756
1,2,0,0,0,0,0,保険金,29023,13.3,39157,28078,23788
1,3,0,0,0,0,0,個人・企業年金保険金,26517,7.2,33403,25772,23047
1,3,0,0,0,0,0,他の保険金,2507,185.2,5754,2306,741
1,2,0,0,0,0,0,有価証券売却,71,-98.3,-,78,124
1,2,0,0,0,0,0,土地家屋借入金,-,-,-,-,-
1,2,0,0,0,0,0,他の借入金,184,-33.1,-,202,321
1,2,0,0,0,0,0,分割払購入借入金,1008,-54.1,201,1089,1459
1,2,0,0,0,0,0,一括払購入借入金,54960,14.7,66427,53964,40957
1,2,0,0,0,0,0,土地家屋売却,7908,...,-,8599,3843
1,2,0,0,0,0,0,実収入以外の受取のその他,663,108.5,43,730,651
1,1,0,0,0,0,0,繰入金,87261,3.9,54477,90573,90515
2,0,0,0,0,0,0,支払,659773,5.5,625371,663514,617176
2,1,0,0,0,0,0,実支出,304324,0.7,315548,303404,289480
2,2,0,0,0,0,0,生計支出,269148,-0.4,277077,268447,256520
2,3,0,0,0,0,0,消費支出,269148,0.5,277077,268447,256520
2,4,1,0,0,0,0,食料,84349,-1.8,85993,84209,81416
2,5,1,1,0,0,0,穀類,6599,-0.2,6720,6592,6438
2,6,1,1,1,0,0,米類,1847,-12,1906,1845,1907
2,7,1,1,1,0,102,米,1847,-12,1906,1845,1907
2,6,1,1,2,0,0,パン,2907,9.7,2864,2912,2739
2,7,1,1,2,0,120,食パン,989,7.9,1002,989,957
2,7,1,1,2,0,129,他のパン,1918,10.7,1863,1923,1782
2,6,1,1,3,0,0,麺類,1410,0.3,1422,1408,1385
2,7,1,1,3,0,130,生うどん・そば,289,5.9,323,285,268
2,7,1,1,3,0,131,乾うどん・そば,262,-14.7,83,279,315
2,7,1,1,3,0,134,スパゲッティ,73,-9.9,98,70,58
2,7,1,1,3,0,133,中華麺,335,0,304,338,325
2,7,1,1,3,0,135,カップ麺,281,31.3,429,267,263
2,7,1,1,3,0,132,即席麺,118,-5.6,149,115,108
2,7,1,1,3,0,139,他の麺類,53,-25.4,37,54,48
2,6,1,1,4,0,0,他の穀類,435,-5.6,529,426,408
2,7,1,1,4,0,140,小麦粉,42,-4.5,34,42,41
2,7,1,1,4,0,150,もち,196,-4.9,96,206,215
2,7,1,1,4,0,160,他の穀類のその他,198,-6.6,398,178,153
2,5,1,2,0,0,0,魚介類,7485,-6.6,5821,7650,7618
2,6,1,2,1,0,0,生鮮魚介,4125,-6.8,3642,4171,4149
2,7,1,2,1,170-189,0,鮮魚,3746,-7.1,3267,3791,3759
2,7,1,2,1,170-189,170,まぐろ,738,-14.6,736,737,780
2,7,1,2,1,170-189,172,あじ,112,-16.4,87,114,129
2,7,1,2,1,170-189,173,いわし,52,-27.8,16,56,56
2,7,1,2,1,170-189,174,かつお,153,21.4,101,158,182
2,7,1,2,1,170-189,175,かれい,79,-7.1,32,83,93
2,7,1,2,1,170-189,176,さけ,440,1.6,516,432,428
2,7,1,2,1,170-189,177,さば,67,-10.7,60,67,70
2,7,1,2,1,170-189,178,さんま,75,-33,70,75,79
2,7,1,2,1,170-189,180,たい,86,-6.5,82,86,87
2,7,1,2,1,170-189,181,ぶり,253,-6.6,190,259,282
2,7,1,2,1,170-189,182,いか,150,-6.8,84,157,156
2,7,1,2,1,170-189,183,たこ,123,-2.4,103,125,125
2,7,1,2,1,170-189,185,えび,201,-15.2,273,194,176
2,7,1,2,1,170-189,186,かに,99,-29.8,86,100,78
2,7,1,2,1,170-189,189,他の鮮魚,630,-6.4,463,647,592
2,7,1,2,1,170-189,187,さしみ盛合わせ,490,13.4,369,502,446
2,7,1,2,1,190-194,0,貝類,380,-3.3,375,380,389
2,7,1,2,1,190-194,190,あさり,92,9.5,97,91,103
2,7,1,2,1,190-194,192,しじみ,55,12.2,19,59,59
2,7,1,2,1,190-194,191,かき(貝),88,-24.1,86,89,88
2,7,1,2,1,190-194,194,ほたて貝,119,12.3,161,114,113
2,7,1,2,1,190-194,193,他の貝,26,-31.6,12,27,26
2,6,1,2,2,0,0,塩干魚介,1376,-10,780,1435,1465
2,7,1,2,2,0,195,塩さけ,199,-15,144,204,212
2,7,1,2,2,0,196,たらこ,223,13.2,158,229,237
2,7,1,2,2,0,197,しらす干し,189,-7.4,105,197,192
2,7,1,2,2,0,198,干しあじ,107,-17.1,63,111,119
2,7,1,2,2,0,202,他の塩干魚介,659,-13.9,309,693,704
2,6,1,2,3,0,0,魚肉練製品,807,-0.4,647,824,802
2,7,1,2,3,0,203,揚げかまぼこ,202,-7.3,144,208,212
2,7,1,2,3,0,204,ちくわ,120,-9.8,89,123,126
2,7,1,2,3,0,205,かまぼこ,326,6.2,274,331,313
2,7,1,2,3,0,209,他の魚肉練製品,160,5.3,140,162,151
2,6,1,2,4,0,0,他の魚介加工品,1177,-5.9,752,1220,1204
2,7,1,2,4,0,210,かつお節・削り節,97,-11.8,54,102,95
2,7,1,2,4,0,213,魚介の漬物,375,-10.9,228,389,387
2,7,1,2,4,0,215,魚介のつくだ煮,150,-11.8,77,158,179
2,7,1,2,4,0,216,魚介の缶詰,294,6.9,231,301,294
2,7,1,2,4,0,217,他の魚介加工品のその他,261,-5.8,162,271,249
2,5,1,3,0,0,0,肉類,6665,-9.6,7089,6626,6368
2,6,1,3,1,0,0,生鮮肉,5215,-11.4,5689,5170,4986
2,7,1,3,1,0,220,牛肉,1824,-11.7,1397,1868,1830
2,7,1,3,1,0,221,豚肉,2139,-11.9,2467,2106,2018
2,7,1,3,1,0,222,鶏肉,995,-10.6,1406,954,918
2,7,1,3,1,0,22X,合いびき肉,144,-4,311,128,114
2,7,1,3,1,0,224,他の生鮮肉,113,-11.7,108,114,107
2,6,1,3,2,0,0,加工肉,1450,-2.9,1400,1457,1382
2,7,1,3,2,0,225,ハム,569,-2.6,486,578,576
2,7,1,3,2,0,226,ソーセージ,492,-3.9,470,494,434
2,7,1,3,2,0,227,ベーコン,211,-0.9,223,210,193
2,7,1,3,2,0,229,他の加工肉,179,-3.2,222,174,178
2,5,1,4,0,0,0,乳卵類,4095,-1.1,3817,4127,4116
2,6,1,4,1,0,230,牛乳,1370,1.4,953,1414,1447
2,6,1,4,2,0,0,乳製品,1979,-1.1,2100,1967,1925
2,7,1,4,2,0,231,粉ミルク,25,150,2,27,10
2,7,1,4,2,0,232,ヨーグルト,1221,-2.9,1306,1213,1222
2,7,1,4,2,0,233,バター,116,0.9,90,119,106
2,7,1,4,2,0,234,チーズ,573,-0.5,616,569,542
2,7,1,4,2,0,235,他の乳製品,44,0,85,40,44
2,6,1,4,3,0,238,卵,747,-5.3,765,745,745
2,5,1,5,0,0,0,野菜・海藻,11151,-11.3,10043,11263,11354
2,6,1,5,1,0,0,生鮮野菜,7472,-12.5,6928,7528,7635
2,7,1,5,1,240-249,0,葉茎菜,2227,-16.8,2189,2231,2212
2,7,1,5,1,240-249,240,キャベツ,251,-17.7,231,253,250
2,7,1,5,1,240-249,241,ほうれんそう,219,-16.7,184,222,238
2,7,1,5,1,240-249,242,はくさい,96,-28.4,84,97,96
2,7,1,5,1,240-249,243,ねぎ,316,-10,322,315,322
2,7,1,5,1,240-249,244,レタス,257,-18.2,307,252,238
2,7,1,5,1,240-249,247,ブロッコリー,261,-10.9,278,259,250
2,7,1,5,1,240-249,245,もやし,72,-16.3,72,72,74
2,7,1,5,1,240-249,249,他の葉茎菜,756,-18.8,711,760,743
2,7,1,5,1,250-259 25X,0,根菜,1759,-11.4,1386,1795,1836
2,7,1,5,1,250-259 25X,250,さつまいも,107,7,60,111,120
2,7,1,5,1,250-259 25X,251,じゃがいも,218,-7.6,177,223,231
2,7,1,5,1,250-259 25X,252,さといも,100,-4.8,62,104,114
2,7,1,5,1,250-259 25X,253,だいこん,183,-20.1,145,186,191
2,7,1,5,1,250-259 25X,254,にんじん,177,-25.3,178,177,178
2,7,1,5,1,250-259 25X,255,ごぼう,93,-19.8,75,95,97
2,7,1,5,1,250-259 25X,256,たまねぎ,291,-7,277,293,296
2,7,1,5,1,250-259 25X,258,れんこん,89,-19.1,64,92,88
2,7,1,5,1,250-259 25X,25X,たけのこ,101,-9.8,84,102,110
2,7,1,5,1,250-259 25X,259,他の根菜,401,-6.1,265,413,411
2,7,1,5,1,260-269 26B 26X,0,他の野菜,3487,-10.1,3353,3502,3587
2,7,1,5,1,260-269 26B 26X,260,さやまめ,287,-14.8,285,287,301
2,7,1,5,1,260-269 26B 26X,261,かぼちゃ,187,-10.1,152,191,191
2,7,1,5,1,260-269 26B 26X,262,きゅうり,408,-10.7,368,412,423
2,7,1,5,1,260-269 26B 26X,263,なす,261,-6.1,231,264,287
2,7,1,5,1,260-269 26B 26X,264,トマト,989,-11.7,1001,989,1030
2,7,1,5,1,260-269 26B 26X,265,ピーマン,233,-8.3,219,234,229
2,7,1,5,1,260-269 26B 26X,266,生しいたけ,183,-12.4,154,187,198
2,7,1,5,1,260-269 26B 26X,26B,しめじ,133,-13.6,133,133,135
2,7,1,5,1,260-269 26B 26X,26X,えのきたけ,76,-20.8,100,74,72
2,7,1,5,1,260-269 26B 26X,267,他のきのこ,217,-15.2,239,215,204
2,7,1,5,1,260-269 26B 26X,269,他の野菜のその他,513,0.8,474,517,518
2,6,1,5,2,0,0,乾物・海藻,983,-4.3,835,998,1030
2,7,1,5,2,0,273,豆類,64,-9.9,37,67,68
2,7,1,5,2,0,274,干ししいたけ,50,0,33,52,54
2,7,1,5,2,0,276,干しのり,330,4.1,253,338,359
2,7,1,5,2,0,277,わかめ,169,-9.1,199,165,170
2,7,1,5,2,0,278,こんぶ,100,-2,59,104,105
2,7,1,5,2,0,279,他の乾物・海藻,271,-10.3,254,272,275
2,6,1,5,3,0,0,大豆加工品,1209,-10.1,1101,1219,1190
2,7,1,5,3,0,280,豆腐,468,-12.8,393,476,470
2,7,1,5,3,0,281,油揚げ・がんもどき,275,-11.3,190,283,274
2,7,1,5,3,0,282,納豆,375,-5.1,408,372,363
2,7,1,5,3,0,289,他の大豆製品,91,-11.7,111,89,83
2,6,1,5,4,0,0,他の野菜・海藻加工品,1487,-10.4,1178,1518,1499
2,7,1,5,4,0,290,こんにゃく,165,-6.3,137,167,170
2,7,1,5,4,0,291,梅干し,167,-21.6,108,172,167
2,7,1,5,4,0,292,だいこん漬,131,0.8,109,133,140
2,7,1,5,4,0,293,はくさい漬,74,-5.1,58,76,71
2,7,1,5,4,0,294,他の野菜の漬物,580,-12.3,457,592,574
2,7,1,5,4,0,295,こんぶつくだ煮,127,-6.6,86,131,147
2,7,1,5,4,0,296,他の野菜・海藻のつくだ煮,44,2.3,32,45,44
2,7,1,5,4,0,299,他の野菜・海藻加工品のその他,201,-9,193,201,186
2,5,1,6,0,0,0,果物,4547,-8.7,2933,4714,4873
2,6,1,6,1,0,0,生鮮果物,4121,-10.1,2488,4289,4478
2,7,1,6,1,0,300,りんご,535,-14.4,117,578,580
2,7,1,6,1,0,301,みかん,526,-2.2,310,548,547
2,7,1,6,1,0,314,グレープフルーツ,26,-40.9,33,26,18
2,7,1,6,1,0,315,オレンジ,72,-2.7,33,76,86
2,7,1,6,1,0,304,他の柑きつ類,282,-3.4,154,295,312
2,7,1,6,1,0,305,梨,182,-14.6,132,187,189
2,7,1,6,1,0,306,ぶどう,303,-8.2,172,317,334
2,7,1,6,1,0,307,柿,126,-31.9,52,134,149
2,7,1,6,1,0,308,桃,125,-21.9,79,129,116
2,7,1,6,1,0,309,すいか,169,1.8,74,178,191
2,7,1,6,1,0,310,メロン,133,-17.4,80,139,130
2,7,1,6,1,0,311,いちご,327,-14.2,304,330,363
2,7,1,6,1,0,312,バナナ,532,7.3,339,552,603
2,7,1,6,1,0,316,キウイフルーツ,234,-11.4,216,236,270
2,7,1,6,1,0,313,他の果物,549,-16.3,393,565,592
2,6,1,6,2,0,319,果物加工品,427,7.3,446,425,395
2,5,1,7,0,0,0,油脂・調味料,3617,-4.1,3726,3607,3528
2,6,1,7,1,0,0,油脂,391,-7.3,390,391,388
2,7,1,7,1,0,320,食用油,334,-9,326,336,330
2,7,1,7,1,0,321,マーガリン,57,3.6,64,56,57
2,6,1,7,2,0,0,調味料,3226,-3.7,3336,3216,3141
2,7,1,7,2,0,322,食塩,42,-2.3,38,42,43
2,7,1,7,2,0,323,しょう油,135,-5.6,143,135,137
2,7,1,7,2,0,324,みそ,214,1.4,226,213,230
2,7,1,7,2,0,325,砂糖,95,1.1,83,96,106
2,7,1,7,2,0,327,酢,114,-9.5,70,119,110
2,7,1,7,2,0,328,ソース,48,-11.1,73,46,41
2,7,1,7,2,0,329,ケチャップ,39,-13.3,53,37,33
2,7,1,7,2,0,330,マヨネーズ・マヨネーズ風調味料,91,-9.9,101,90,82
2,7,1,7,2,0,332,ドレッシング,198,-8.3,183,199,184
2,7,1,7,2,0,331,ジャム,133,-17.4,152,132,132
2,7,1,7,2,0,333,カレールウ,90,-9.1,101,89,86
2,7,1,7,2,0,334,乾燥スープ,298,6,291,299,279
2,7,1,7,2,0,335,風味調味料,233,4,250,231,232
2,7,1,7,2,0,336,ふりかけ,76,-13.6,100,74,70
2,7,1,7,2,0,33X,つゆ・たれ,346,-3.1,395,341,319
2,7,1,7,2,0,339,他の調味料,1074,-3.1,1077,1074,1057
2,5,1,8,0,0,0,菓子類,7173,5.9,7272,7164,6666
2,7,1,8,0,0,340,ようかん,95,14.5,38,101,100
2,7,1,8,0,0,341,まんじゅう,76,-2.6,89,76,76
2,7,1,8,0,0,342,他の和生菓子,957,-1.8,695,983,1020
2,7,1,8,0,0,343,カステラ,100,-4.8,89,101,116
2,7,1,8,0,0,344,ケーキ,465,7.6,581,453,402
2,7,1,8,0,0,347,ゼリー,183,10.2,99,192,143
2,7,1,8,0,0,348,プリン,115,2.7,152,111,105
2,7,1,8,0,0,345,他の洋生菓子,646,12.9,786,632,553
2,7,1,8,0,0,350,せんべい,684,8.9,493,703,712
2,7,1,8,0,0,346,ビスケット,403,11.9,386,406,309
2,7,1,8,0,0,357,スナック菓子,171,5.6,225,166,137
2,7,1,8,0,0,349,キャンデー,192,7.9,136,198,188
2,7,1,8,0,0,352,チョコレート,554,4.9,587,551,481
2,7,1,8,0,0,353,チョコレート菓子,72,12.5,141,66,55
2,7,1,8,0,0,356,アイスクリーム・シャーベット,654,-3,1034,615,566
2,7,1,8,0,0,359,他の菓子,1805,8.9,1740,1812,1704
2,5,1,9,0,0,0,調理食品,12170,7.5,12687,12127,11756
2,6,1,9,1,0,0,主食的調理食品,5191,17.8,5291,5188,5075
2,7,1,9,1,0,360,弁当,1389,20.2,1751,1355,1333
2,7,1,9,1,0,36A,すし(弁当),1477,16.6,1095,1517,1520
2,7,1,9,1,0,36B,おにぎり・その他,510,33.9,506,510,509
2,7,1,9,1,0,361,調理パン,610,11.7,632,609,570
2,7,1,9,1,0,363,他の主食的調理食品,1205,14.1,1308,1196,1143
2,6,1,9,2,0,0,他の調理食品,6979,0.8,7396,6940,6681
2,7,1,9,2,0,364,うなぎのかば焼き,280,-1.4,235,284,267
2,7,1,9,2,0,365,サラダ,522,4.6,1099,462,422
2,7,1,9,2,0,366,コロッケ,206,12.6,239,202,204
2,7,1,9,2,0,367,カツレツ,229,7,229,229,236
2,7,1,9,2,0,368,天ぷら・フライ,923,0.1,1045,911,913
2,7,1,9,2,0,369,しゅうまい,155,8.4,196,151,160
2,7,1,9,2,0,371,ぎょうざ,216,0.9,199,218,232
2,7,1,9,2,0,372,やきとり,233,-13.7,277,228,227
2,7,1,9,2,0,373,ハンバーグ,118,26.9,142,116,115
2,7,1,9,2,0,370,冷凍調理食品,408,2.5,452,405,317
2,7,1,9,2,0,375,そうざい材料セット,143,-20.1,56,152,133
2,7,1,9,2,0,376,他の調理食品のその他,3546,0.7,3226,3580,3457
2,5,1,10,0,0,0,飲料,4509,1.4,5630,4402,4119
2,6,1,10,1,0,0,茶類,1368,0.1,1738,1332,1268
2,7,1,10,1,0,380,緑茶,585,-15.2,436,602,618
2,7,1,10,1,0,381,紅茶,130,15,235,120,100
2,7,1,10,1,0,383,他の茶葉,137,15.1,136,136,130
2,7,1,10,1,0,38X,茶飲料,516,16.2,932,474,420
2,6,1,10,2,0,0,コーヒー・ココア,879,11.7,1396,829,748
2,7,1,10,2,0,382,コーヒー,577,8.3,1020,535,483
2,7,1,10,2,0,384,コーヒー飲料,277,23.1,331,272,240
2,7,1,10,2,0,386,ココア・ココア飲料,25,-13.8,46,23,25
2,6,1,10,3,0,0,他の飲料,2263,-1.3,2495,2241,2104
2,7,1,10,3,0,385,果実・野菜ジュース,494,-17.3,400,503,523
2,7,1,10,3,0,387,炭酸飲料,304,0.7,515,284,229
2,7,1,10,3,0,388,乳酸菌飲料,409,4.6,141,437,409
2,7,1,10,3,0,38A,乳飲料,127,25.7,214,118,105
2,7,1,10,3,0,38B,ミネラルウォーター,314,-6.3,581,288,252
2,7,1,10,3,0,38Y,スポーツドリンク,64,-17.9,137,57,49
2,7,1,10,3,0,389,他の飲料のその他,551,12.7,507,555,538
2,5,1,11,0,0,0,酒類,3153,0.5,3074,3161,3068
2,7,1,11,0,0,3X1,清酒,512,5.3,202,544,611
2,7,1,11,0,0,3X3,焼酎,434,-14.1,90,468,496
2,7,1,11,0,0,3X4,ビール,851,-7.8,1233,814,740
2,7,1,11,0,0,3X5,ウイスキー,206,20.5,307,196,184
2,7,1,11,0,0,3X9,ワイン,324,-5.5,404,315,299
2,7,1,11,0,0,3X7,発泡酒・ビール風アルコール飲料,565,16.5,366,584,550
2,7,1,11,0,0,3X8,チューハイ・カクテル,140,-9.7,434,110,84
2,7,1,11,0,0,3XX,他の酒,121,72.9,38,129,104
2,5,1,12,0,0,0,外食,13186,3.4,17183,12775,11511
2,6,1,12,1,0,0,一般外食,13170,3.3,17018,12773,11508
2,7,1,12,1,390-396 399 39A 39B,0,食事代,10653,-0.8,12710,10443,9427
2,7,1,12,1,390-396 399 39A 39B,390,日本そば・うどん,493,-0.2,715,470,409
2,7,1,12,1,390-396 399 39A 39B,391,中華そば,331,0.3,562,309,254
2,7,1,12,1,390-396 399 39A 39B,392,他の麺類外食,191,52.8,342,177,140
2,7,1,12,1,390-396 399 39A 39B,393,すし(外食),978,-6.8,772,998,966
2,7,1,12,1,390-396 399 39A 39B,394,和食,1368,-4.1,1488,1356,1196
2,7,1,12,1,390-396 399 39A 39B,39A,中華食,374,-6.3,543,358,344
2,7,1,12,1,390-396 399 39A 39B,395,洋食,654,-0.5,1498,570,404
2,7,1,12,1,390-396 399 39A 39B,399,焼肉,182,-50.4,725,129,53
2,7,1,12,1,390-396 399 39A 39B,39B,ハンバーガー,187,67,600,145,78
2,7,1,12,1,390-396 399 39A 39B,396,他の主食的外食,5894,1.9,5465,5931,5584
2,7,1,12,1,0,397,喫茶代,845,26.5,1408,789,692
2,7,1,12,1,0,398,飲酒代,1672,24.7,2900,1541,1390
2,6,1,12,2,0,39X,学校給食,16,...,165,2,3
2,4,2,0,0,0,0,住居,18849,-9.9,14004,19335,20312
2,5,2,1,0,0,0,家賃地代,6061,-18.1,11789,5474,6581
2,7,2,1,0,0,400,民営家賃,1669,-54.3,7394,1086,1397
2,7,2,1,0,0,403,公営家賃,2686,27.8,2384,2723,3074
2,7,2,1,0,0,404,給与住宅家賃,-,-,-,-,-
2,7,2,1,0,0,402,地代,1706,10.1,2011,1665,2110
2,7,2,1,0,0,409,他の家賃地代,-,-100,-,-,-
2,5,2,2,0,0,0,設備修繕・維持,12788,-5.4,2214,13861,13731
2,6,2,2,1,0,0,設備材料,4306,0.1,955,4653,5603
2,7,2,2,1,0,410,設備器具,4040,-0.3,836,4371,5334
2,7,2,2,1,0,419,修繕材料,267,6,119,282,268
2,6,2,2,2,0,0,工事その他のサービス,8482,-8,1259,9208,8129
2,7,2,2,2,0,420,畳替え,91,...,-,101,169
2,7,2,2,2,0,424,給排水関係工事費,582,0,295,610,681
2,7,2,2,2,0,425,外壁・塀等工事費,3076,-39.6,200,3366,1536
2,7,2,2,2,0,426,植木・庭手入れ代,520,7.9,-,573,822
2,7,2,2,2,0,427,他の工事費,2623,89.9,302,2851,3500
2,7,2,2,2,0,429,火災・地震保険料,1590,-5.2,463,1707,1421
2,4,3,0,0,0,0,光熱・水道,20576,-5.3,19884,20644,20365
2,5,3,1,0,0,0,電気代,9895,-3.2,9838,9897,9691
2,7,3,1,0,0,43X,深夜電力電気代,165,38.7,264,155,167
2,7,3,1,0,0,430,他の電気代,9730,-3.7,9574,9741,9523
2,5,3,2,0,0,0,ガス代,5657,-2.5,5483,5673,5755
2,7,3,2,0,0,431,都市ガス,5323,-1,5378,5317,5427
2,7,3,2,0,0,432,プロパンガス,334,-22,105,356,328
2,5,3,3,0,0,0,他の光熱,494,8.1,469,499,460
2,7,3,3,0,0,433,灯油,385,0.8,148,409,359
2,7,3,3,0,0,439,他の光熱のその他,109,45.3,321,90,101
2,5,3,4,0,0,440,上下水道料,4529,-13.6,4095,4575,4460
2,4,4,0,0,0,0,家具・家事用品,11312,8.7,9034,11554,10671
2,5,4,1,0,0,0,家庭用耐久財,4571,14,1801,4853,4346
2,6,4,1,1,0,0,家事用耐久財,2617,49.7,999,2779,2796
2,7,4,1,1,0,45X,電子レンジ,55,-6.8,118,48,48
2,7,4,1,1,0,451,炊事用電気器具,301,24.9,412,286,344
2,7,4,1,1,0,452,炊事用ガス器具,106,68.3,-,117,149
2,7,4,1,1,0,453,電気冷蔵庫,1063,99.4,-,1174,1010
2,7,4,1,1,0,455,電気掃除機,202,-32.2,45,218,201
2,7,4,1,1,0,456,電気洗濯機,673,154,371,702,766
2,7,4,1,1,0,459,他の家事用耐久財,217,-25.2,54,233,278
2,6,4,1,2,0,0,冷暖房用器具,1657,-13.9,648,1762,1294
2,7,4,1,2,0,470,エアコンディショナ,1368,-13.5,488,1457,990
2,7,4,1,2,0,472,ストーブ・温風ヒーター,75,-45.3,48,77,79
2,7,4,1,2,0,479,他の冷暖房用器具,215,4.9,112,228,225
2,6,4,1,3,0,0,一般家具,296,-11.9,153,312,256
2,7,4,1,3,0,480,たんす,21,425,-,23,19
2,7,4,1,3,0,481,食卓セット,50,35.1,-,55,62
2,7,4,1,3,0,482,応接セット,94,-63.1,-,104,101
2,7,4,1,3,0,483,食器戸棚,55,...,-,61,-
2,7,4,1,3,0,489,他の家具,77,92.5,153,70,75
2,5,4,2,0,0,0,室内装備・装飾品,568,-9.7,347,591,388
2,7,4,2,0,0,491,照明器具,109,-18,5,120,134
2,7,4,2,0,0,492,室内装飾品,213,19,20,234,65
2,7,4,2,0,0,493,敷物,84,-1.2,132,78,62
2,7,4,2,0,0,496,カーテン,37,-66.1,3,41,24
2,7,4,2,0,0,499,他の室内装備品,124,0,188,119,103
2,5,4,3,0,0,0,寝具類,742,35.6,308,788,871
2,7,4,3,0,0,500,ベッド,168,441.9,-,185,246
2,7,4,3,0,0,501,布団,111,-40.3,11,121,75
2,7,4,3,0,0,503,毛布,30,-41.2,25,31,31
2,7,4,3,0,0,505,敷布,49,-2,27,51,64
2,7,4,3,0,0,509,他の寝具類,384,68.4,245,401,454
2,5,4,4,0,0,0,家事雑貨,1835,0.7,2361,1785,1484
2,7,4,4,0,0,510,茶わん・皿・鉢,88,-10.2,137,83,71
2,7,4,4,0,0,514,他の食卓用品,191,14.4,164,194,154
2,7,4,4,0,0,515,鍋・やかん,128,-10.5,124,128,101
2,7,4,4,0,0,517,他の台所用品,191,-8.2,171,193,145
2,7,4,4,0,0,518,電球・ランプ,95,3.3,43,100,101
2,7,4,4,0,0,519,タオル,139,-6.1,260,127,95
2,7,4,4,0,0,529,他の家事雑貨,1004,3.9,1463,960,816
2,5,4,5,0,0,0,家事用消耗品,2679,7.9,3720,2576,2394
2,7,4,5,0,531-532,0,ティッシュペーパー・トイレットペーパー,521,15.8,687,505,504
2,7,4,5,0,531-532,531,ティッシュペーパー,206,16.4,291,197,193
2,7,4,5,0,531-532,532,トイレットペーパー,316,15.8,396,308,311
2,7,4,5,0,533-534,0,洗剤,503,-10.7,665,487,447
2,7,4,5,0,533-534,533,台所・住居用洗剤,218,-8.8,281,212,183
2,7,4,5,0,533-534,534,洗濯用洗剤,285,-12,384,275,264
2,7,4,5,0,530 535-539,0,他の家事用消耗品,1655,12.5,2368,1584,1444
2,7,4,5,0,530 535-539,530,ポリ袋・ラップ,298,5.3,358,291,262
2,7,4,5,0,530 535-539,535,殺虫・防虫剤,238,7.2,273,235,235
2,7,4,5,0,530 535-539,536,柔軟仕上剤,112,-9.7,153,108,85
2,7,4,5,0,530 535-539,537,芳香・消臭剤,156,15.6,214,150,142
2,7,4,5,0,530 535-539,539,他の家事用消耗品のその他,852,20.7,1369,800,720
2,5,4,6,0,0,0,家事サービス,918,0.3,497,959,1188
2,7,4,6,0,0,540,家事代行料,132,-7.7,-,146,190
2,7,4,6,0,0,541,清掃代,234,55,162,239,274
2,7,4,6,0,0,542,家具・家事用品関連サービス,552,-11.3,336,574,724
2,4,5,0,0,0,0,被服及び履物,9388,18.7,9750,9377,8315
2,5,5,1,0,0,0,和服,366,163.3,49,401,40
2,7,5,1,0,0,550,男子用和服,53,...,-,58,2
2,7,5,1,0,0,552,婦人用着物,258,258.3,30,283,19
