項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3620,-,4706,-,829,-,124,-,846,-,3209,-
0,0,0,0,0,調査世帯数,701,-,255,-,332,-,58,-,10,-,56,-,223,-
0,0,0,0,0,世帯人員,2.98,-,2,-,3.74,-,2.28,-,2.54,-,3.64,-,3.48,-
0,0,0,0,0,有業人員,1.31,-,0.73,-,1.79,-,1.06,-,0.77,-,1.37,-,2.23,-
0,0,0,0,0,世帯主平均年齢,60.2,-,69.3,-,51.5,-,67.4,-,45.5,-,63.1,-,51.5,-
2,2,0,0,0,生計支出,308260,-,289280,-,341789,-,226215,-,370282,-,283338,-,341084,-
2,3,0,0,0,消費支出,308260,100,289280,100,341789,100,226215,100,370282,100,283338,100,341084,100
2,4,1,0,0,食料,87126,28.3,80036,27.7,94334,27.6,64999,28.7,77380,20.9,99038,35,91183,26.7
2,5,1,1,0,穀類,7012,2.3,5536,1.9,7906,2.3,6094,2.7,7803,2.1,9246,3.3,7341,2.2
2,6,1,1,1,米類,1963,0.6,1528,0.5,2064,0.6,1727,0.8,1904,0.5,3499,1.2,1811,0.5
2,6,1,1,2,パン,3172,1,2543,0.9,3665,1.1,2861,1.3,4544,1.2,3423,1.2,3446,1
2,6,1,1,3,麺類,1457,0.5,1184,0.4,1641,0.5,1139,0.5,578,0.2,1920,0.7,1603,0.5
2,6,1,1,4,他の穀類,419,0.1,281,0.1,536,0.2,367,0.2,777,0.2,404,0.1,481,0.1
2,5,1,2,0,魚介類,5997,1.9,6437,2.2,5528,1.6,4786,2.1,4008,1.1,7913,2.8,5149,1.5
2,6,1,2,1,生鮮魚介,3542,1.1,3754,1.3,3280,1,2634,1.2,2249,0.6,4983,1.8,3047,0.9
