項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,427,-,616,-,883,-,993,-,1120,-,675,-,922,-,4365,-,2105,-
0,0,0,0,0,調査世帯数,677,-,31,-,43,-,59,-,70,-,72,-,47,-,61,-,294,-,147,-
0,0,0,0,0,世帯人員,2.99,-,3.25,-,3.81,-,3.79,-,3.89,-,3.25,-,3.27,-,2.81,-,2.42,-,2.33,-
0,0,0,0,0,有業人員,1.32,-,1.4,-,1.53,-,1.58,-,1.73,-,1.72,-,1.82,-,1.72,-,0.86,-,0.54,-
0,0,0,0,0,世帯主平均年齢,60.2,-,30.4,-,37,-,42.1,-,47,-,52.3,-,56.9,-,61.9,-,75.2,-,81.4,-
2,2,0,0,0,生計支出,321895,-,301609,-,304617,-,299058,-,372033,-,392096,-,331991,-,376221,-,288481,-,250180,-
2,3,0,0,0,消費支出,321895,100,301609,100,304617,100,299058,100,372033,100,392096,100,331991,100,376221,100,288481,100,250180,100
2,4,1,0,0,食料,87937,27.3,76770,25.5,85051,27.9,91467,30.6,96433,25.9,92074,23.5,96821,29.2,99665,26.5,81876,28.4,76639,30.6
2,5,1,1,0,穀類,6634,2.1,5672,1.9,6520,2.1,6867,2.3,7835,2.1,6594,1.7,7637,2.3,6029,1.6,6407,2.2,6194,2.5
2,6,1,1,1,米類,1795,0.6,1222,0.4,1522,0.5,1550,0.5,2528,0.7,1314,0.3,1626,0.5,1499,0.4,1985,0.7,2025,0.8
2,6,1,1,2,パン,3125,1,3353,1.1,3329,1.1,3596,1.2,2960,0.8,3487,0.9,3902,1.2,2998,0.8,2831,1,2648,1.1
2,6,1,1,3,麺類,1290,0.4,876,0.3,1220,0.4,1274,0.4,1816,0.5,1300,0.3,1566,0.5,1110,0.3,1216,0.4,1205,0.5
2,6,1,1,4,他の穀類,424,0.1,221,0.1,449,0.1,446,0.1,531,0.1,494,0.1,543,0.2,423,0.1,375,0.1,317,0.1
2,5,1,2,0,魚介類,5929,1.8,2378,0.8,3790,1.2,3497,1.2,4555,1.2,5920,1.5,5656,1.7,6420,1.7,7323,2.5,7013,2.8
2,6,1,2,1,生鮮魚介,3460,1.1,1381,0.5,2232,0.7,2230,0.7,2758,0.7,3581,0.9,3818,1.2,3674,1,4114,1.4,3949,1.6
2,6,1,2,2,塩干魚介,1066,0.3,461,0.2,687,0.2,483,0.2,891,0.2,1074,0.3,699,0.2,1324,0.4,1336,0.5,1271,0.5
2,6,1,2,3,魚肉練製品,559,0.2,205,0.1,405,0.1,272,0.1,269,0.1,490,0.1,589,0.2,649,0.2,733,0.3,699,0.3
2,6,1,2,4,他の魚介加工品,844,0.3,331,0.1,466,0.2,512,0.2,638,0.2,776,0.2,551,0.2,773,0.2,1140,0.4,1095,0.4
2,5,1,3,0,肉類,8029,2.5,5651,1.9,7318,2.4,7970,2.7,11735,3.2,9026,2.3,12405,3.7,7901,2.1,6626,2.3,6012,2.4
2,6,1,3,1,生鮮肉,6546,2,4550,1.5,6007,2,6501,2.2,9381,2.5,7349,1.9,10332,3.1,6582,1.7,5383,1.9,4885,2
2,6,1,3,2,加工肉,1483,0.5,1101,0.4,1311,0.4,1469,0.5,2354,0.6,1678,0.4,2073,0.6,1319,0.4,1243,0.4,1127,0.5
2,5,1,4,0,乳卵類,4247,1.3,3918,1.3,4052,1.3,4029,1.3,4731,1.3,4148,1.1,4332,1.3,4021,1.1,4301,1.5,4377,1.7
2,6,1,4,1,牛乳,1409,0.4,1227,0.4,1490,0.5,1408,0.5,1622,0.4,1332,0.3,1384,0.4,1002,0.3,1477,0.5,1654,0.7
2,6,1,4,2,乳製品,2046,0.6,2131,0.7,1766,0.6,1955,0.7,2127,0.6,2075,0.5,2076,0.6,2223,0.6,2029,0.7,1932,0.8
2,6,1,4,3,卵,792,0.2,559,0.2,796,0.3,666,0.2,981,0.3,741,0.2,872,0.3,797,0.2,796,0.3,791,0.3
2,5,1,5,0,野菜・海藻,9745,3,6251,2.1,8103,2.7,7292,2.4,9092,2.4,8642,2.2,10311,3.1,10813,2.9,10932,3.8,10749,4.3
2,6,1,5,1,生鮮野菜,6639,2.1,4628,1.5,6388,2.1,5267,1.8,6273,1.7,6002,1.5,7270,2.2,7234,1.9,7173,2.5,6995,2.8
2,6,1,5,2,乾物・海藻,737,0.2,381,0.1,377,0.1,474,0.2,676,0.2,633,0.2,637,0.2,821,0.2,914,0.3,955,0.4
