項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3717,-,4506,-,975,-,180,-,803,-,2969,-
0,0,0,0,0,調査世帯数,704,-,259,-,324,-,69,-,13,-,52,-,205,-
0,0,0,0,0,世帯人員,2.87,-,2,-,3.64,-,2.22,-,2.42,-,3.38,-,3.2,-
0,0,0,0,0,有業人員,1.29,-,0.77,-,1.75,-,1.07,-,0.89,-,1.39,-,2.3,-
0,0,0,0,0,世帯主平均年齢,61.6,-,69.1,-,53.3,-,67,-,44.3,-,66.7,-,53.4,-
2,2,0,0,0,生計支出,368696,-,392658,-,394511,-,214677,-,255222,-,299815,-,515709,-
2,3,0,0,0,消費支出,327138,100,282606,100,393068,100,214677,100,255222,100,299815,100,375749,100
2,4,1,0,0,食料,84828,25.9,79648,28.2,93123,23.7,63556,29.6,67169,26.3,88075,29.4,90298,24
2,5,1,1,0,穀類,7142,2.2,6335,2.2,8144,2.1,5676,2.6,7774,3,7040,2.3,7290,1.9
2,6,1,1,1,米類,2146,0.7,1831,0.6,2383,0.6,1812,0.8,3524,1.4,2682,0.9,2186,0.6
2,6,1,1,2,パン,3155,1,2869,1,3567,0.9,2483,1.2,2660,1,2985,1,3158,0.8
2,6,1,1,3,麺類,1394,0.4,1297,0.5,1598,0.4,1074,0.5,1309,0.5,1094,0.4,1456,0.4
2,6,1,1,4,他の穀類,446,0.1,338,0.1,596,0.2,307,0.1,280,0.1,278,0.1,491,0.1
2,5,1,2,0,魚介類,6183,1.9,7015,2.5,5812,1.5,4586,2.1,3651,1.4,6352,2.1,5183,1.4
2,6,1,2,1,生鮮魚介,3680,1.1,4220,1.5,3455,0.9,2573,1.2,2245,0.9,3785,1.3,3248,0.9
2,6,1,2,2,塩干魚介,1104,0.3,1184,0.4,1026,0.3,998,0.5,845,0.3,1303,0.4,840,0.2
2,6,1,2,3,魚肉練製品,507,0.2,584,0.2,481,0.1,359,0.2,186,0.1,471,0.2,427,0.1
2,6,1,2,4,他の魚介加工品,892,0.3,1027,0.4,850,0.2,656,0.3,376,0.1,793,0.3,668,0.2
2,5,1,3,0,肉類,7506,2.3,6573,2.3,8855,2.3,5461,2.5,6082,2.4,6733,2.2,8169,2.2
2,6,1,3,1,生鮮肉,6094,1.9,5323,1.9,7239,1.8,4364,2,4975,1.9,5333,1.8,6649,1.8
2,6,1,3,2,加工肉,1412,0.4,1251,0.4,1616,0.4,1097,0.5,1107,0.4,1400,0.5,1520,0.4
2,5,1,4,0,乳卵類,4038,1.2,3507,1.2,4783,1.2,2617,1.2,2157,0.8,4038,1.3,4248,1.1
2,6,1,4,1,牛乳,1224,0.4,979,0.3,1507,0.4,883,0.4,610,0.2,1183,0.4,1189,0.3
2,6,1,4,2,乳製品,2047,0.6,1813,0.6,2403,0.6,1258,0.6,1052,0.4,2090,0.7,2200,0.6
2,6,1,4,3,卵,767,0.2,715,0.3,873,0.2,477,0.2,495,0.2,765,0.3,859,0.2
2,5,1,5,0,野菜・海藻,9990,3.1,10270,3.6,10114,2.6,7501,3.5,5902,2.3,11020,3.7,9323,2.5
2,6,1,5,1,生鮮野菜,6940,2.1,7057,2.5,7053,1.8,5195,2.4,4325,1.7,7890,2.6,6480,1.7
2,6,1,5,2,乾物・海藻,826,0.3,861,0.3,847,0.2,698,0.3,515,0.2,697,0.2,770,0.2
2,6,1,5,3,大豆加工品,1108,0.3,1156,0.4,1144,0.3,687,0.3,464,0.2,1198,0.4,1070,0.3
2,6,1,5,4,他の野菜・海藻加工品,1116,0.3,1196,0.4,1070,0.3,921,0.4,598,0.2,1235,0.4,1004,0.3
2,5,1,6,0,果物,3316,1,3309,1.2,3495,0.9,2468,1.1,1530,0.6,3378,1.1,3287,0.9
2,6,1,6,1,生鮮果物,2943,0.9,2942,1,3111,0.8,2172,1,1198,0.5,2939,1,2876,0.8
2,6,1,6,2,果物加工品,373,0.1,366,0.1,384,0.1,296,0.1,332,0.1,438,0.1,411,0.1
2,5,1,7,0,油脂・調味料,3510,1.1,3299,1.2,3839,1,2766,1.3,2247,0.9,3540,1.2,3549,0.9
2,6,1,7,1,油脂,376,0.1,458,0.2,345,0.1,273,0.1,190,0.1,297,0.1,335,0.1
2,6,1,7,2,調味料,3134,1,2841,1,3494,0.9,2494,1.2,2057,0.8,3243,1.1,3214,0.9
2,5,1,8,0,菓子類,6592,2,5570,2,7595,1.9,5353,2.5,5983,2.3,7203,2.4,7069,1.9
2,5,1,9,0,調理食品,11611,3.5,10610,3.8,12489,3.2,9567,4.5,8501,3.3,13796,4.6,12245,3.3
2,6,1,9,1,主食的調理食品,5190,1.6,4838,1.7,5337,1.4,4199,2,2977,1.2,7207,2.4,5298,1.4
2,6,1,9,2,他の調理食品,6420,2,5773,2,7152,1.8,5368,2.5,5524,2.2,6589,2.2,6947,1.8
2,5,1,10,0,飲料,4718,1.4,4414,1.6,5039,1.3,3859,1.8,4808,1.9,5368,1.8,5062,1.3
2,6,1,10,1,茶類,1213,0.4,1185,0.4,1260,0.3,1000,0.5,623,0.2,1336,0.4,1299,0.3
2,6,1,10,2,コーヒー・ココア,963,0.3,962,0.3,996,0.3,671,0.3,632,0.2,1138,0.4,1133,0.3
2,6,1,10,3,他の飲料,2542,0.8,2267,0.8,2783,0.7,2189,1,3553,1.4,2894,1,2629,0.7
2,5,1,11,0,酒類,3319,1,3938,1.4,3384,0.9,1168,0.5,1321,0.5,2705,0.9,4245,1.1
2,5,1,12,0,外食,16902,5.2,14807,5.2,19574,5,12533,5.8,17213,6.7,16902,5.6,20630,5.5
2,6,1,12,1,一般外食,16715,5.1,14807,5.2,19234,4.9,12195,5.7,15380,6,16902,5.6,20437,5.4
2,6,1,12,2,学校給食,186,0.1,-,-,340,0.1,338,0.2,1833,0.7,-,-,192,0.1
2,4,2,0,0,住居,20490,6.3,23809,8.4,20507,5.2,17169,8,35788,14,9051,3,19866,5.3
2,5,2,1,0,家賃地代,13062,4,13513,4.8,13930,3.5,12455,5.8,35167,13.8,6836,2.3,15413,4.1
2,5,2,2,0,設備修繕・維持,7428,2.3,10296,3.6,6577,1.7,4715,2.2,621,0.2,2215,0.7,4453,1.2
