項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,321,-,455,-,881,-,994,-,852,-,906,-,956,-,4635,-,2535,-
0,0,0,0,0,調査世帯数,704,-,22,-,34,-,65,-,72,-,61,-,58,-,68,-,324,-,176,-
0,0,0,0,0,世帯人員,2.87,-,3.39,-,3.69,-,3.4,-,3.45,-,3.46,-,3.25,-,2.74,-,2.37,-,2.31,-
0,0,0,0,0,有業人員,1.29,-,1.56,-,1.4,-,1.46,-,1.48,-,1.76,-,1.91,-,1.89,-,0.86,-,0.62,-
0,0,0,0,0,世帯主平均年齢,61.6,-,31,-,37.2,-,41.7,-,47.1,-,52.4,-,57,-,61.9,-,75.5,-,80.7,-
2,2,0,0,0,生計支出,368696,-,266552,-,281878,-,820866,-,368531,-,487272,-,446921,-,348261,-,265523,-,249088,-
2,3,0,0,0,消費支出,327138,100,266552,100,281878,100,349106,100,368531,100,487272,100,446921,100,348261,100,265523,100,249088,100
2,4,1,0,0,食料,84828,25.9,69097,25.9,76633,27.2,86920,24.9,87691,23.8,93686,19.2,96314,21.6,93806,26.9,79986,30.1,75721,30.4
2,5,1,1,0,穀類,7142,2.2,5864,2.2,5370,1.9,6604,1.9,7872,2.1,8358,1.7,8474,1.9,6366,1.8,7027,2.6,6507,2.6
2,6,1,1,1,米類,2146,0.7,1947,0.7,1118,0.4,1665,0.5,2846,0.8,2556,0.5,2479,0.6,1668,0.5,2160,0.8,2034,0.8
2,6,1,1,2,パン,3155,1,2297,0.9,2625,0.9,3170,0.9,2998,0.8,3790,0.8,3944,0.9,2841,0.8,3092,1.2,2911,1.2
2,6,1,1,3,麺類,1394,0.4,1094,0.4,1138,0.4,1364,0.4,1551,0.4,1377,0.3,1493,0.3,1465,0.4,1382,0.5,1204,0.5
2,6,1,1,4,他の穀類,446,0.1,525,0.2,490,0.2,404,0.1,476,0.1,634,0.1,559,0.1,392,0.1,393,0.1,357,0.1
2,5,1,2,0,魚介類,6183,1.9,2648,1,3228,1.1,3523,1,5570,1.5,5497,1.1,5415,1.2,5748,1.7,7721,2.9,7886,3.2
2,6,1,2,1,生鮮魚介,3680,1.1,1421,0.5,1655,0.6,2063,0.6,3481,0.9,3762,0.8,3104,0.7,3582,1,4503,1.7,4606,1.8
2,6,1,2,2,塩干魚介,1104,0.3,385,0.1,672,0.2,624,0.2,1030,0.3,893,0.2,1020,0.2,809,0.2,1420,0.5,1483,0.6
2,6,1,2,3,魚肉練製品,507,0.2,274,0.1,283,0.1,294,0.1,343,0.1,249,0.1,494,0.1,521,0.1,667,0.3,635,0.3
2,6,1,2,4,他の魚介加工品,892,0.3,568,0.2,618,0.2,543,0.2,716,0.2,593,0.1,797,0.2,836,0.2,1131,0.4,1163,0.5
2,5,1,3,0,肉類,7506,2.3,3861,1.4,6588,2.3,6922,2,8779,2.4,9003,1.8,9762,2.2,7512,2.2,6969,2.6,6591,2.6
2,6,1,3,1,生鮮肉,6094,1.9,2960,1.1,5550,2,5557,1.6,7200,2,7595,1.6,7938,1.8,5929,1.7,5627,2.1,5375,2.2
2,6,1,3,2,加工肉,1412,0.4,901,0.3,1038,0.4,1365,0.4,1579,0.4,1408,0.3,1824,0.4,1583,0.5,1343,0.5,1216,0.5
2,5,1,4,0,乳卵類,4038,1.2,3066,1.2,3528,1.3,4306,1.2,3903,1.1,4510,0.9,4780,1.1,4087,1.2,3891,1.5,3787,1.5
2,6,1,4,1,牛乳,1224,0.4,998,0.4,711,0.3,1130,0.3,1176,0.3,1718,0.4,1458,0.3,1126,0.3,1202,0.5,1171,0.5
2,6,1,4,2,乳製品,2047,0.6,1474,0.6,2225,0.8,2490,0.7,1932,0.5,2033,0.4,2401,0.5,2132,0.6,1925,0.7,1851,0.7
