項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3585,-,4654,-,896,-,133,-,865,-,3170,-
0,0,0,0,0,調査世帯数,709,-,253,-,338,-,64,-,11,-,54,-,226,-
0,0,0,0,0,世帯人員,2.96,-,2,-,3.74,-,2.25,-,2.5,-,3.51,-,3.4,-
0,0,0,0,0,有業人員,1.31,-,0.77,-,1.78,-,1,-,1,-,1.32,-,2.22,-
0,0,0,0,0,世帯主平均年齢,60.5,-,68.6,-,52.2,-,68.4,-,43.9,-,63.8,-,51.1,-
2,2,0,0,0,生計支出,326831,-,287658,-,373962,-,202687,-,334652,-,364226,-,370893,-
2,3,0,0,0,消費支出,326831,100,287658,100,373962,100,202687,100,334652,100,364226,100,370893,100
2,4,1,0,0,食料,91777,28.1,82808,28.8,101225,27.1,65173,32.2,83820,25,105682,29,98389,26.5
2,5,1,1,0,穀類,6472,2,5300,1.8,7348,2,5001,2.5,5142,1.5,8136,2.2,6942,1.9
2,6,1,1,1,米類,1775,0.5,1553,0.5,1822,0.5,1544,0.8,919,0.3,2685,0.7,1776,0.5
2,6,1,1,2,パン,3068,0.9,2521,0.9,3545,0.9,2250,1.1,2651,0.8,3613,1,3389,0.9
2,6,1,1,3,麺類,1278,0.4,1000,0.3,1524,0.4,918,0.5,673,0.2,1484,0.4,1393,0.4
2,6,1,1,4,他の穀類,350,0.1,226,0.1,457,0.1,288,0.1,898,0.3,354,0.1,383,0.1
2,5,1,2,0,魚介類,5637,1.7,6198,2.2,5148,1.4,5053,2.5,3304,1,6544,1.8,4593,1.2
2,6,1,2,1,生鮮魚介,3346,1,3689,1.3,3085,0.8,2917,1.4,1909,0.6,3773,1,2802,0.8
2,6,1,2,2,塩干魚介,945,0.3,1002,0.3,896,0.2,762,0.4,461,0.1,1167,0.3,748,0.2
2,6,1,2,3,魚肉練製品,452,0.1,523,0.2,376,0.1,330,0.2,197,0.1,688,0.2,373,0.1
2,6,1,2,4,他の魚介加工品,894,0.3,984,0.3,791,0.2,1044,0.5,737,0.2,917,0.3,669,0.2
2,5,1,3,0,肉類,7044,2.2,5509,1.9,8116,2.2,5155,2.5,5475,1.6,9591,2.6,7245,2
2,6,1,3,1,生鮮肉,5609,1.7,4348,1.5,6450,1.7,4051,2,4728,1.4,7922,2.2,5804,1.6
2,6,1,3,2,加工肉,1435,0.4,1161,0.4,1666,0.4,1104,0.5,747,0.2,1669,0.5,1440,0.4
2,5,1,4,0,乳卵類,4120,1.3,3884,1.4,4471,1.2,2880,1.4,3277,1,4495,1.2,3850,1
