項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,353,-,477,-,784,-,1088,-,878,-,944,-,1002,-,4475,-,2262,-
0,0,0,0,0,調査世帯数,700,-,25,-,33,-,60,-,76,-,61,-,64,-,69,-,312,-,159,-
0,0,0,0,0,世帯人員,2.89,-,3.33,-,3.56,-,3.46,-,3.5,-,3.39,-,3.31,-,2.8,-,2.37,-,2.32,-
0,0,0,0,0,有業人員,1.3,-,1.51,-,1.7,-,1.48,-,1.44,-,1.76,-,1.92,-,1.7,-,0.86,-,0.57,-
0,0,0,0,0,世帯主平均年齢,61,-,31,-,36.9,-,41.7,-,47.1,-,52.2,-,57.1,-,62,-,75,-,80.6,-
2,2,0,0,0,生計支出,324348,-,290375,-,307250,-,395392,-,366530,-,364592,-,461936,-,356143,-,262113,-,239881,-
2,3,0,0,0,消費支出,322271,100,290375,100,307250,100,368917,100,366530,100,364592,100,461936,100,356143,100,262113,100,239881,100
2,4,1,0,0,食料,86969,27,67976,23.4,81918,26.7,90827,24.6,90109,24.6,91549,25.1,103187,22.3,93957,26.4,81683,31.2,74102,30.9
2,5,1,1,0,穀類,7058,2.2,5267,1.8,6582,2.1,7048,1.9,7596,2.1,7248,2,7791,1.7,7559,2.1,6816,2.6,6617,2.8
2,6,1,1,1,米類,2000,0.6,1290,0.4,1609,0.5,1686,0.5,2230,0.6,2041,0.6,2232,0.5,2023,0.6,2035,0.8,2143,0.9
2,6,1,1,2,パン,3199,1,2689,0.9,3046,1,3428,0.9,3105,0.8,3246,0.9,3616,0.8,3486,1,3076,1.2,2822,1.2
2,6,1,1,3,麺類,1419,0.4,1032,0.4,1353,0.4,1393,0.4,1848,0.5,1520,0.4,1320,0.3,1508,0.4,1338,0.5,1314,0.5
2,6,1,1,4,他の穀類,440,0.1,256,0.1,574,0.2,540,0.1,414,0.1,441,0.1,622,0.1,541,0.2,367,0.1,338,0.1
2,5,1,2,0,魚介類,6277,1.9,2210,0.8,4087,1.3,4263,1.2,4829,1.3,5192,1.4,6256,1.4,7063,2,7577,2.9,7770,3.2
