項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,382,581,848,1029,1141,696,980,4343,2068
0,0,0,0,0,0,0,調査世帯数,701,-,29,41,61,74,75,50,67,304,150
0,0,0,0,0,0,0,世帯人員,2.98,-,3.37,3.92,3.86,3.71,3.33,3.15,2.8,2.4,2.29
0,0,0,0,0,0,0,有業人員,1.31,-,1.42,1.54,1.61,1.72,1.63,1.8,1.62,0.88,0.56
0,0,0,0,0,0,0,世帯主平均年齢,60.2,-,31.2,37.3,42.1,47.1,51.9,56.9,62.1,74.8,81
2,2,0,0,0,0,0,生計支出,308260,-5.8,334429,281436,305560,336860,370460,399000,310294,271959,264998
2,3,0,0,0,0,0,消費支出,308260,-5.8,334429,281436,305560,336860,370460,399000,310294,271959,264998
2,4,1,0,0,0,0,食料,90186,-1.5,87851,88456,94572,92577,89128,98089,104008,85092,77072
2,5,1,1,0,0,0,穀類,7180,6,6694,6846,7114,7475,7643,7715,6554,7143,6044
2,6,1,1,1,0,0,米類,2059,-0.7,1579,1820,1467,1789,2266,1771,1529,2425,1812
2,7,1,1,1,0,102,米,2059,-0.7,1579,1820,1467,1789,2266,1771,1529,2425,1812
2,6,1,1,2,0,0,パン,3217,9,3497,2874,3741,3496,3248,3492,3096,3044,2842
2,7,1,1,2,0,120,食パン,991,8.3,872,873,1181,948,1141,985,905,970,960
2,7,1,1,2,0,129,他のパン,2226,9.3,2624,2001,2560,2548,2107,2507,2191,2074,1882
2,6,1,1,3,0,0,麺類,1483,12.6,1294,1638,1472,1666,1463,2112,1452,1349,1182
2,7,1,1,3,0,130,生うどん・そば,250,7.3,221,230,224,277,253,288,272,243,207
2,7,1,1,3,0,131,乾うどん・そば,130,12.1,31,69,93,95,72,326,91,156,105
2,7,1,1,3,0,134,スパゲッティ,109,-10.7,78,131,144,189,112,184,111,69,59
2,7,1,1,3,0,133,中華麺,322,4.5,220,339,423,345,342,458,317,277,240
2,7,1,1,3,0,135,カップ麺,428,45.1,605,636,364,464,459,534,420,364,330
2,7,1,1,3,0,132,即席麺,163,7.2,87,150,148,154,154,240,147,169,186
2,7,1,1,3,0,139,他の麺類,81,-10,52,82,76,142,70,81,93,71,54
2,6,1,1,4,0,0,他の穀類,421,-3.2,325,515,433,524,666,340,477,325,209
2,7,1,1,4,0,140,小麦粉,40,8.1,49,51,41,48,15,15,48,44,33
2,7,1,1,4,0,150,もち,103,-19.5,-,151,73,106,59,27,127,129,90
2,7,1,1,4,0,160,他の穀類のその他,278,3.3,276,313,319,370,592,298,302,152,85
2,5,1,2,0,0,0,魚介類,6051,-3.3,2631,4242,4151,4816,5444,5658,7465,7162,6961
2,6,1,2,1,0,0,生鮮魚介,3562,-4.3,1274,2412,2382,2610,3449,3494,4620,4175,3912
2,7,1,2,1,170-189,0,鮮魚,3284,-4.5,1197,2268,2303,2492,3208,3248,4132,3818,3579
2,7,1,2,1,170-189,170,まぐろ,608,-8.7,152,345,332,455,595,490,793,754,784
2,7,1,2,1,170-189,172,あじ,82,-5.7,7,57,34,48,133,71,129,87,118
2,7,1,2,1,170-189,173,いわし,25,-56.9,-,-,8,25,31,17,16,35,26
2,7,1,2,1,170-189,174,かつお,131,31,57,84,73,60,263,78,161,138,147
2,7,1,2,1,170-189,175,かれい,40,-23.1,4,17,34,10,23,54,40,57,62
2,7,1,2,1,170-189,176,さけ,478,7.7,119,598,387,577,480,541,592,452,431
2,7,1,2,1,170-189,177,さば,67,1.5,27,22,91,62,89,76,81,63,69
2,7,1,2,1,170-189,178,さんま,193,-37.7,98,161,95,170,185,256,205,220,199
2,7,1,2,1,170-189,180,たい,66,78.4,20,88,8,39,47,114,62,83,81
2,7,1,2,1,170-189,181,ぶり,203,-9,104,102,126,150,199,195,277,239,223
2,7,1,2,1,170-189,182,いか,103,-8,27,80,82,31,131,168,117,113,85
2,7,1,2,1,170-189,183,たこ,118,24.2,25,47,108,67,93,205,158,132,99
2,7,1,2,1,170-189,185,えび,188,13.9,52,122,88,190,153,195,256,221,180
2,7,1,2,1,170-189,186,かに,20,-28.6,25,-,-,4,5,8,-,40,2
2,7,1,2,1,170-189,189,他の鮮魚,583,-0.9,382,264,628,358,373,435,637,755,724
2,7,1,2,1,170-189,187,さしみ盛合わせ,379,-6.9,97,282,210,247,409,346,608,426,349
2,7,1,2,1,190-194,0,貝類,278,-2.1,77,144,79,117,241,246,488,358,333
2,7,1,2,1,190-194,190,あさり,71,6,52,34,18,41,119,77,75,80,95
2,7,1,2,1,190-194,192,しじみ,46,39.4,-,-,19,4,29,16,35,84,81
2,7,1,2,1,190-194,191,かき(貝),48,-44.2,25,69,-,30,37,13,64,65,45
2,7,1,2,1,190-194,194,ほたて貝,88,14.3,-,-,19,42,42,116,243,104,87
2,7,1,2,1,190-194,193,他の貝,25,19,-,40,23,-,15,23,72,24,24
2,6,1,2,2,0,0,塩干魚介,963,-9.8,565,805,640,857,810,729,1132,1148,1216
2,7,1,2,2,0,195,塩さけ,139,-2.1,53,83,56,186,111,95,197,161,147
2,7,1,2,2,0,196,たらこ,165,-13.6,124,95,130,159,237,140,197,163,187
2,7,1,2,2,0,197,しらす干し,158,-3.1,216,154,107,128,161,63,156,186,193
2,7,1,2,2,0,198,干しあじ,81,11,16,16,25,56,33,61,69,132,141
2,7,1,2,2,0,202,他の塩干魚介,420,-16,156,456,322,328,268,370,512,505,548
2,6,1,2,3,0,0,魚肉練製品,599,-5.1,234,340,395,403,450,558,685,779,839
2,7,1,2,3,0,203,揚げかまぼこ,162,-16.9,63,45,113,103,136,169,210,205,222
2,7,1,2,3,0,204,ちくわ,113,-11,29,101,86,75,115,114,113,135,144
2,7,1,2,3,0,205,かまぼこ,185,18.6,65,147,95,110,97,132,247,253,306
2,7,1,2,3,0,209,他の魚肉練製品,140,-8.5,77,46,102,116,103,143,116,186,168
2,6,1,2,4,0,0,他の魚介加工品,926,10.2,558,686,733,946,735,878,1027,1059,995
2,7,1,2,4,0,210,かつお節・削り節,53,-25.4,33,26,23,51,24,47,36,76,72
2,7,1,2,4,0,213,魚介の漬物,221,-4.3,26,104,141,210,201,162,194,294,256
2,7,1,2,4,0,215,魚介のつくだ煮,84,61.5,8,-,8,25,23,144,82,138,140
2,7,1,2,4,0,216,魚介の缶詰,298,21.1,307,221,299,326,281,292,381,286,329
2,7,1,2,4,0,217,他の魚介加工品のその他,271,12.4,185,334,263,335,205,232,334,265,198
2,5,1,3,0,0,0,肉類,7733,-1,6752,6946,9011,9481,8990,10583,7746,6470,5711
2,6,1,3,1,0,0,生鮮肉,6281,-0.8,5796,5616,7496,7725,7351,8828,6231,5156,4494
2,7,1,3,1,0,220,牛肉,1673,-9.2,1254,684,1609,1499,1752,2292,1725,1764,1501
2,7,1,3,1,0,221,豚肉,2809,2.1,2562,2805,3575,3613,3493,4190,2690,2118,1967
2,7,1,3,1,0,222,鶏肉,1399,6.4,1498,1748,1727,1954,1702,1952,1400,979,834
2,7,1,3,1,0,22X,合いびき肉,220,-5.2,300,273,374,442,247,134,228,129,86
2,7,1,3,1,0,224,他の生鮮肉,180,-6.3,182,107,211,216,156,261,187,167,107
2,6,1,3,2,0,0,加工肉,1451,-2.2,956,1330,1515,1756,1640,1755,1515,1314,1217
2,7,1,3,2,0,225,ハム,413,-10.4,210,275,336,389,390,509,512,439,442
2,7,1,3,2,0,226,ソーセージ,629,4.1,469,728,729,814,704,712,589,542,478
2,7,1,3,2,0,227,ベーコン,260,11.6,179,222,276,438,241,385,209,222,215
2,7,1,3,2,0,229,他の加工肉,150,-19.8,98,105,174,114,305,149,206,111,82
2,5,1,4,0,0,0,乳卵類,4439,8.4,4779,4243,4320,4589,4447,4611,4171,4454,4457
2,6,1,4,1,0,230,牛乳,1494,16.8,1453,1363,1620,1632,1383,1441,1182,1567,1652
