項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,330,443,867,1018,931,799,950,4661,2608
0,0,0,0,0,0,0,調査世帯数,710,-,25,32,64,76,64,52,65,332,185
0,0,0,0,0,0,0,世帯人員,2.92,-,3.28,3.83,3.55,3.52,3.55,3.38,2.78,2.39,2.25
0,0,0,0,0,0,0,有業人員,1.32,-,1.66,1.47,1.52,1.61,1.86,1.99,1.81,0.87,0.54
0,0,0,0,0,0,0,世帯主平均年齢,61.6,-,30.8,37.4,41.7,47.2,52.1,57,62.1,75.5,80.6
2,2,0,0,0,0,0,生計支出,317863,11.4,267373,316109,371893,332276,412732,417958,385810,258448,257188
2,3,0,0,0,0,0,消費支出,316910,11.1,267373,316109,371893,332276,412732,417958,375780,258448,257188
2,4,1,0,0,0,0,食料,90995,2.4,72289,75014,89702,96621,99144,104721,106287,85752,80853
2,5,1,1,0,0,0,穀類,6973,0.5,5194,6111,7144,7802,7214,7568,6902,6833,6216
2,6,1,1,1,0,0,米類,2015,-6.5,1141,1338,1651,2617,2323,1951,1865,2058,2011
2,7,1,1,1,0,102,米,2015,-6.5,1141,1338,1651,2617,2323,1951,1865,2058,2011
2,6,1,1,2,0,0,パン,2997,4.2,2442,3014,3530,2857,2817,3592,2745,2951,2697
2,7,1,1,2,0,120,食パン,929,4.4,520,735,1020,773,1061,1146,723,972,933
2,7,1,1,2,0,129,他のパン,2068,4.1,1922,2279,2510,2084,1756,2446,2022,1979,1764
2,6,1,1,3,0,0,麺類,1581,4,1275,1349,1479,1740,1437,1656,1918,1556,1287
2,7,1,1,3,0,130,生うどん・そば,250,15.7,182,242,169,234,248,226,260,277,275
2,7,1,1,3,0,131,乾うどん・そば,333,-8,164,178,169,225,142,321,447,431,272
2,7,1,1,3,0,134,スパゲッティ,109,-12.1,62,138,162,195,166,134,123,63,48
2,7,1,1,3,0,133,中華麺,403,5.2,221,311,501,432,445,436,437,379,326
2,7,1,1,3,0,135,カップ麺,322,22,408,266,274,411,313,396,451,274,238
2,7,1,1,3,0,132,即席麺,95,2.2,182,167,108,122,56,65,120,81,84
2,7,1,1,3,0,139,他の麺類,68,-10.5,57,47,96,121,67,78,79,51,44
2,6,1,1,4,0,0,他の穀類,381,-2.3,335,409,485,588,636,370,374,269,222
2,7,1,1,4,0,140,小麦粉,31,-32.6,20,33,39,25,30,31,19,35,43
2,7,1,1,4,0,150,もち,44,41.9,-,31,22,37,23,64,48,54,61
2,7,1,1,4,0,160,他の穀類のその他,305,-2.6,314,346,423,526,583,274,308,180,119
2,5,1,2,0,0,0,魚介類,6102,1.9,2903,3018,3565,4657,5616,6396,6570,7361,7388
2,6,1,2,1,0,0,生鮮魚介,3559,5,1802,1663,2133,2788,3526,4075,3765,4174,4121
2,7,1,2,1,170-189,0,鮮魚,3304,4.9,1740,1640,2023,2530,3357,3879,3504,3829,3788
2,7,1,2,1,170-189,170,まぐろ,647,-1.5,302,278,262,402,535,623,720,842,795
2,7,1,2,1,170-189,172,あじ,113,0.9,-,93,25,58,121,111,115,149,151
2,7,1,2,1,170-189,173,いわし,46,-20.7,-,-,30,4,63,66,29,62,64
2,7,1,2,1,170-189,174,かつお,204,47.8,73,58,67,213,284,135,232,241,249
2,7,1,2,1,170-189,175,かれい,51,-19,38,14,41,33,100,90,27,49,62
2,7,1,2,1,170-189,176,さけ,421,-9.3,178,276,444,396,390,526,437,438,469
2,7,1,2,1,170-189,177,さば,49,-24.6,11,39,42,28,61,100,41,49,46
2,7,1,2,1,170-189,178,さんま,28,75,9,9,56,25,22,14,28,31,30
2,7,1,2,1,170-189,180,たい,56,-28.2,23,31,-,33,18,55,82,79,78
2,7,1,2,1,170-189,181,ぶり,188,16,137,118,179,181,227,273,153,186,216
