項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,331,482,757,1057,1020,905,925,4524,2267
0,0,0,0,0,0,0,調査世帯数,702,-,24,34,57,72,71,60,65,319,162
0,0,0,0,0,0,0,世帯人員,2.87,-,3.23,3.53,3.48,3.59,3.45,3.16,2.68,2.36,2.33
0,0,0,0,0,0,0,有業人員,1.27,-,1.46,1.75,1.43,1.4,1.83,1.7,1.65,0.86,0.58
0,0,0,0,0,0,0,世帯主平均年齢,61.1,-,31.1,36.9,42.1,47.2,52.3,57.1,61.9,74.9,80.6
2,2,0,0,0,0,0,生計支出,291415,1.6,227359,272194,382675,375699,301290,337743,294922,250973,232396
2,3,0,0,0,0,0,消費支出,291415,1.7,227359,272194,382675,375699,301290,337743,294922,250973,232396
2,4,1,0,0,0,0,食料,82001,-1.2,58305,82497,79562,90988,89078,92502,86097,77455,70275
2,5,1,1,0,0,0,穀類,6288,0.6,4909,5959,6182,7612,6511,6787,6129,6015,5812
2,6,1,1,1,0,0,米類,1915,4.9,1221,1503,1375,2861,2156,1674,1641,1930,2024
2,7,1,1,1,0,102,米,1915,4.9,1221,1503,1375,2861,2156,1674,1641,1930,2024
2,6,1,1,2,0,0,パン,2709,0,1955,2965,3178,2936,2668,3328,2729,2488,2246
2,7,1,1,2,0,120,食パン,830,-3.4,569,739,962,874,736,890,779,846,887
2,7,1,1,2,0,129,他のパン,1879,1.6,1386,2226,2216,2062,1932,2438,1950,1642,1359
2,6,1,1,3,0,0,麺類,1269,-0.2,1290,1035,1208,1473,1250,1345,1393,1218,1174
2,7,1,1,3,0,130,生うどん・そば,265,1.5,253,151,185,281,218,242,259,304,319
2,7,1,1,3,0,131,乾うどん・そば,62,-18.4,34,33,34,50,31,42,30,92,108
2,7,1,1,3,0,134,スパゲッティ,113,8.7,203,109,152,162,163,114,87,84,64
2,7,1,1,3,0,133,中華麺,291,-4.9,282,241,258,323,309,259,345,287,298
2,7,1,1,3,0,135,カップ麺,317,7.5,390,328,392,411,285,470,416,232,166
2,7,1,1,3,0,132,即席麺,143,5.9,80,128,110,171,136,152,162,143,159
2,7,1,1,3,0,139,他の麺類,78,-16.1,47,44,77,75,109,66,93,77,60
2,6,1,1,4,0,0,他の穀類,395,-11.2,442,456,422,343,437,441,366,379,367
2,7,1,1,4,0,140,小麦粉,49,4.3,31,57,51,49,31,122,42,40,36
2,7,1,1,4,0,150,もち,128,-0.8,18,88,105,62,76,118,128,174,195
2,7,1,1,4,0,160,他の穀類のその他,218,-19,393,312,267,232,329,201,196,166,136
2,5,1,2,0,0,0,魚介類,6014,-2.5,2801,3190,3985,4807,5705,5768,5691,7356,7470
2,6,1,2,1,0,0,生鮮魚介,3539,-1,1464,1843,2459,2977,3563,3501,3341,4226,4213
2,7,1,2,1,170-189,0,鮮魚,3127,-1.9,1371,1565,2219,2716,3190,3007,2988,3707,3790
2,7,1,2,1,170-189,170,まぐろ,604,-3.5,172,320,247,438,611,518,627,775,876
2,7,1,2,1,170-189,172,あじ,91,5.8,-,43,56,84,80,100,60,117,117
2,7,1,2,1,170-189,173,いわし,59,-10.6,-,10,16,14,44,41,30,99,111
2,7,1,2,1,170-189,174,かつお,99,15.1,48,4,142,61,102,143,70,111,129
2,7,1,2,1,170-189,175,かれい,79,46.3,-,23,16,21,84,88,54,118,143
2,7,1,2,1,170-189,176,さけ,382,3,364,260,347,463,418,442,341,373,359
2,7,1,2,1,170-189,177,さば,85,14.9,83,68,93,64,74,86,79,93,84
2,7,1,2,1,170-189,178,さんま,23,64.3,24,13,13,31,17,46,39,18,24
2,7,1,2,1,170-189,180,たい,71,7.6,43,50,37,48,41,40,96,94,93
2,7,1,2,1,170-189,181,ぶり,269,-7.6,74,214,136,221,195,374,200,333,378
2,7,1,2,1,170-189,182,いか,151,5.6,99,44,167,66,99,135,97,209,188
2,7,1,2,1,170-189,183,たこ,73,-24.7,35,2,135,91,89,49,129,59,36
2,7,1,2,1,170-189,185,えび,179,-23.5,50,58,199,194,178,188,225,183,133
2,7,1,2,1,170-189,186,かに,17,0,-,5,90,-,41,-,-,13,22
2,7,1,2,1,170-189,189,他の鮮魚,656,0.9,327,385,331,496,779,392,667,824,804
2,7,1,2,1,170-189,187,さしみ盛合わせ,288,-7.1,51,64,193,423,338,365,275,289,296
2,7,1,2,1,190-194,0,貝類,412,6.5,93,278,240,262,372,494,353,518,423
2,7,1,2,1,190-194,190,あさり,76,2.7,16,53,60,76,83,32,57,96,95
2,7,1,2,1,190-194,192,しじみ,45,25,-,43,71,3,13,27,26,68,60
2,7,1,2,1,190-194,191,かき(貝),184,7,77,10,72,93,160,354,208,218,164
2,7,1,2,1,190-194,194,ほたて貝,80,5.3,-,119,36,50,54,50,50,113,91
2,7,1,2,1,190-194,193,他の貝,28,-6.7,-,53,-,40,62,31,12,24,12
2,6,1,2,2,0,0,塩干魚介,1106,-3.2,541,761,730,871,967,930,1053,1380,1460
2,7,1,2,2,0,195,塩さけ,168,2.4,24,38,152,186,196,185,184,177,183
2,7,1,2,2,0,196,たらこ,156,-9.3,79,58,97,133,189,157,127,185,218
2,7,1,2,2,0,197,しらす干し,163,14.8,95,165,93,133,109,86,187,210,183
2,7,1,2,2,0,198,干しあじ,75,-23.5,-,22,33,44,28,109,60,106,101
2,7,1,2,2,0,202,他の塩干魚介,545,-3.7,342,479,355,373,445,392,494,702,775
2,6,1,2,3,0,0,魚肉練製品,535,-5.6,310,195,287,321,409,549,522,708,718
2,7,1,2,3,0,203,揚げかまぼこ,165,-9.8,48,-,84,67,112,164,189,235,240
2,7,1,2,3,0,204,ちくわ,101,-1,59,43,56,77,65,100,71,138,133
2,7,1,2,3,0,205,かまぼこ,137,-9.9,168,90,62,83,97,159,163,165,189
2,7,1,2,3,0,209,他の魚肉練製品,132,1.5,35,62,85,93,135,126,100,171,156
2,6,1,2,4,0,0,他の魚介加工品,833,-6.2,486,391,509,638,766,789,774,1042,1079
2,7,1,2,4,0,210,かつお節・削り節,71,39.2,14,77,63,52,28,54,47,99,113
2,7,1,2,4,0,213,魚介の漬物,219,-18,66,46,63,216,258,217,184,274,353
2,7,1,2,4,0,215,魚介のつくだ煮,83,-4.6,-,11,-,13,13,82,69,146,136
2,7,1,2,4,0,216,魚介の缶詰,238,3.9,141,141,220,223,244,244,273,252,216
2,7,1,2,4,0,217,他の魚介加工品のその他,222,-12.6,265,116,162,134,223,192,201,272,261
2,5,1,3,0,0,0,肉類,7392,-2.1,4437,5147,7253,9154,9569,10032,7635,6389,5954
2,6,1,3,1,0,0,生鮮肉,6069,-2.6,3606,4257,5907,7540,8047,8166,6311,5212,4836
2,7,1,3,1,0,220,牛肉,1698,-10.3,553,838,1149,1625,2306,2040,2130,1689,1531
2,7,1,3,1,0,221,豚肉,2654,0.6,1935,2049,2831,3305,3501,3170,2817,2263,2161
2,7,1,3,1,0,222,鶏肉,1357,0.5,989,1045,1450,2205,1853,2109,1148,985,959
2,7,1,3,1,0,22X,合いびき肉,173,-12.2,79,165,202,259,235,296,119,127,93
2,7,1,3,1,0,224,他の生鮮肉,187,23,49,160,275,146,151,550,97,148,92
2,6,1,3,2,0,0,加工肉,1322,0.3,830,890,1346,1614,1522,1866,1324,1178,1118
2,7,1,3,2,0,225,ハム,358,-3,108,83,262,344,291,490,442,397,415
2,7,1,3,2,0,226,ソーセージ,537,0.6,526,475,704,622,645,616,580,448,403
2,7,1,3,2,0,227,ベーコン,214,-7.8,114,205,258,198,279,335,202,183,149
2,7,1,3,2,0,229,他の加工肉,212,15.8,83,127,122,450,307,425,101,149,152
2,5,1,4,0,0,0,乳卵類,3847,-6.2,2557,2974,4419,3829,4724,4390,3927,3620,3315
2,6,1,4,1,0,230,牛乳,1152,-11.3,786,823,1017,1199,1869,1361,1018,1049,936
2,6,1,4,2,0,0,乳製品,1983,-4.1,1327,1479,2620,1807,2130,2257,2214,1883,1684
2,7,1,4,2,0,231,粉ミルク,73,9,295,-,468,41,-,-,5,50,8
