項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年増加率（％）,第1階層／実数（円）,第2階層／実数（円）,第3階層／実数（円）,第4階層／実数（円）,第5階層／実数（円）,第6階層／実数（円）,第7階層／実数（円）
2,7,2,1,0,0,409,他の家賃地代,433,-15.3,765,338,335,93,524,374,568
2,5,2,2,0,0,0,設備修繕・維持,8096,22.7,15027,6760,1904,3349,7941,13255,7671
2,6,2,2,1,0,0,設備材料,2337,19.4,5871,1672,248,2166,3269,986,2035
2,7,2,2,1,0,410,設備器具,2145,24,5621,1552,129,1903,3149,743,1812
2,7,2,2,1,0,419,修繕材料,192,-15.8,251,120,119,263,120,243,223
2,6,2,2,2,0,0,工事その他のサービス,5759,24.1,9155,5088,1656,1184,4672,12269,5636
2,7,2,2,2,0,420,畳替え,14,-44,101,-,-,-,-,-,-
2,7,2,2,2,0,424,給排水関係工事費,611,373.6,2702,233,194,238,34,467,320
2,7,2,2,2,0,425,外壁・塀等工事費,2289,-25,1966,784,-,166,1003,10722,1039
2,7,2,2,2,0,426,植木・庭手入れ代,155,-11.9,262,128,87,95,169,66,259
2,7,2,2,2,0,427,他の工事費,1942,229.2,2884,3161,517,124,3017,503,3211
2,7,2,2,2,0,429,火災・地震保険料,747,11.7,1240,782,858,560,449,512,807
2,4,3,0,0,0,0,光熱・水道,21172,1.6,19354,20816,20128,21222,21551,22670,22757
2,5,3,1,0,0,0,電気代,9749,1.2,9055,9479,9781,9476,10047,10555,9985
2,7,3,1,0,0,43X,深夜電力電気代,140,50.5,95,54,250,134,230,51,171
2,7,3,1,0,0,430,他の電気代,9610,0.8,8960,9425,9532,9342,9816,10504,9813
2,5,3,2,0,0,0,ガス代,6074,5.5,5426,6174,5365,5936,6526,6552,6695
2,7,3,2,0,0,431,都市ガス,5715,5.8,4971,5482,5097,5502,6217,6376,6501
2,7,3,2,0,0,432,プロパンガス,359,1.7,455,692,267,434,309,176,193
2,5,3,3,0,0,0,他の光熱,237,13.4,311,360,186,192,220,190,221
2,7,3,3,0,0,433,灯油,176,2.3,302,274,120,119,149,136,147
2,7,3,3,0,0,439,他の光熱のその他,62,67.6,9,85,66,73,71,53,74
2,5,3,4,0,0,440,上下水道料,5111,-2.4,4562,4803,4796,5618,4758,5373,5857
2,4,4,0,0,0,0,家具・家事用品,12806,11.1,9112,10744,9795,11377,13201,16205,19087
2,5,4,1,0,0,0,家庭用耐久財,3666,12.8,2418,1633,2184,3585,4122,4688,6970
2,6,4,1,1,0,0,家事用耐久財,1724,-4,1351,760,1210,1418,2202,2577,2491
2,7,4,1,1,0,45X,電子レンジ,163,94,302,-,-,68,388,198,178
2,7,4,1,1,0,451,炊事用電気器具,226,6.1,47,176,64,320,511,376,93
2,7,4,1,1,0,452,炊事用ガス器具,16,-75,-,9,9,5,53,14,20
2,7,4,1,1,0,453,電気冷蔵庫,422,-16.9,364,166,-,233,427,959,762
2,7,4,1,1,0,455,電気掃除機,245,-6.8,125,50,630,289,87,357,186
2,7,4,1,1,0,456,電気洗濯機,399,-10.5,366,211,308,341,244,491,805
2,7,4,1,1,0,459,他の家事用耐久財,253,16.1,146,147,199,162,493,181,446
2,6,4,1,2,0,0,冷暖房用器具,1052,26.4,913,490,489,1047,1124,1576,1705
2,7,4,1,2,0,470,エアコンディショナ,667,23.1,613,283,207,831,630,864,1221
2,7,4,1,2,0,472,ストーブ・温風ヒーター,120,287.1,124,71,79,140,152,200,84
2,7,4,1,2,0,479,他の冷暖房用器具,265,1.9,176,137,203,76,342,512,400
2,6,4,1,3,0,0,一般家具,890,43.1,155,383,485,1120,796,536,2775
2,7,4,1,3,0,480,たんす,75,-17.6,15,-,-,489,42,-,-
2,7,4,1,3,0,481,食卓セット,349,168.5,50,31,266,115,147,6,1856
2,7,4,1,3,0,482,応接セット,171,-14.1,-,-,99,99,144,418,422
2,7,4,1,3,0,483,食器戸棚,63,46.5,-,54,-,209,178,-,-
2,7,4,1,3,0,489,他の家具,232,45,90,298,121,207,284,112,498
2,5,4,2,0,0,0,室内装備・装飾品,974,47.6,500,1462,470,452,699,1913,1278
2,7,4,2,0,0,491,照明器具,75,-21.1,91,61,38,89,96,56,96
2,7,4,2,0,0,492,室内装飾品,355,129,96,198,147,102,123,1529,293
2,7,4,2,0,0,493,敷物,314,166.1,101,1047,147,86,73,89,612
2,7,4,2,0,0,496,カーテン,64,-59.7,63,39,59,79,50,76,81
2,7,4,2,0,0,499,他の室内装備品,165,24.1,149,116,79,97,357,163,195
2,5,4,3,0,0,0,寝具類,1207,21.6,696,1231,1126,927,1034,1912,1553
2,7,4,3,0,0,500,ベッド,399,52.9,89,713,602,496,103,380,453
2,7,4,3,0,0,501,布団,197,-18.9,238,124,104,67,411,97,337
2,7,4,3,0,0,503,毛布,35,25,39,46,22,62,22,43,9
2,7,4,3,0,0,505,敷布,156,151.6,34,12,47,54,57,688,187
2,7,4,3,0,0,509,他の寝具類,420,5.5,297,336,352,247,442,703,567
2,5,4,4,0,0,0,家事雑貨,2963,8.5,2222,2622,2489,2981,3346,3381,3697
2,7,4,4,0,0,510,茶わん・皿・鉢,143,-11.2,86,159,81,115,140,227,197
2,7,4,4,0,0,514,他の食卓用品,368,7.6,238,323,280,294,391,652,388
2,7,4,4,0,0,515,鍋・やかん,243,35.8,144,101,125,572,402,160,210
2,7,4,4,0,0,517,他の台所用品,298,11.6,194,279,251,244,315,328,475
2,7,4,4,0,0,518,電球・ランプ,87,-25,73,71,78,88,62,114,128
2,7,4,4,0,0,519,タオル,242,-3.6,199,154,215,210,301,301,312
2,7,4,4,0,0,529,他の家事雑貨,1582,11.8,1288,1536,1459,1458,1736,1598,1988
2,5,4,5,0,0,0,家事用消耗品,3184,4.5,2856,3054,3150,3032,3425,3285,3469
2,7,4,5,0,531-532,0,ティッシュペーパー・トイレットペーパー,564,3.1,600,553,566,530,602,534,566
2,7,4,5,0,531-532,531,ティッシュペーパー,230,12.2,259,240,244,203,245,210,206
2,7,4,5,0,531-532,532,トイレットペーパー,335,-2,341,313,322,327,357,324,359
2,7,4,5,0,533-534,0,洗剤,738,2.8,635,633,730,775,831,766,795
2,7,4,5,0,533-534,533,台所・住居用洗剤,309,8,249,271,312,318,360,325,323
2,7,4,5,0,533-534,534,洗濯用洗剤,430,-0.2,386,362,418,456,471,441,472
2,7,4,5,0,530 535-539,0,他の家事用消耗品,1881,5.6,1621,1868,1854,1727,1991,1985,2108
2,7,4,5,0,530 535-539,530,ポリ袋・ラップ,354,7.6,310,337,378,340,360,374,382
2,7,4,5,0,530 535-539,535,殺虫・防虫剤,155,1.3,164,187,140,140,160,137,148
2,7,4,5,0,530 535-539,536,柔軟仕上剤,218,-6,239,193,231,235,212,191,227
2,7,4,5,0,530 535-539,537,芳香・消臭剤,174,-2.8,166,165,192,156,174,188,176
2,7,4,5,0,530 535-539,539,他の家事用消耗品のその他,979,10.1,742,987,913,857,1085,1095,1176
2,5,4,6,0,0,0,家事サービス,813,-4.2,420,742,375,400,575,1025,2119
2,7,4,6,0,0,540,家事代行料,292,22.7,32,21,130,21,126,425,1271
2,7,4,6,0,0,541,清掃代,190,17.3,145,407,96,90,142,210,231
2,7,4,6,0,0,542,家具・家事用品関連サービス,331,-26.4,243,314,149,289,307,390,617
2,4,5,0,0,0,0,被服及び履物,17392,0.7,12034,14258,15848,14634,18704,21727,24567
2,5,5,1,0,0,0,和服,165,-21.4,58,22,531,119,354,11,44
2,7,5,1,0,0,550,男子用和服,2,-90.5,-,-,5,-,-,4,3
2,7,5,1,0,0,552,婦人用着物,140,2.2,35,-,490,116,334,-,-
2,7,5,1,0,0,554,婦人用帯,4,300,14,-,11,-,-,-,-
2,7,5,1,0,0,557,他の婦人用和服,5,-84.8,-,8,-,-,-,3,27
2,7,5,1,0,0,558,子供用和服,13,-31.6,9,14,25,4,20,5,15
2,5,5,2,0,0,0,洋服,8115,3.8,5264,7194,7214,6593,8468,10836,11325
2,6,5,2,1,0,0,男子用洋服,2568,0.9,1939,2165,2810,2018,3101,3033,2959
2,7,5,2,1,0,560,背広服,813,-1,736,724,994,630,1027,910,724
2,7,5,2,1,0,561,男子用上着,187,-5.1,202,81,189,120,167,120,429
2,7,5,2,1,0,562,男子用ズボン,419,-1.6,282,264,402,524,410,420,614
2,7,5,2,1,0,563,男子用コート,319,-5.1,111,401,219,173,710,394,217
2,7,5,2,1,0,565,男子用学校制服,110,-30.4,125,73,65,24,260,132,97
2,7,5,2,1,0,569,他の男子用洋服,720,18.6,483,623,940,548,527,1057,878
2,6,5,2,2,0,0,婦人用洋服,4419,3.7,2789,3945,2868,3469,4074,6772,7049
2,7,5,2,2,0,570,婦人服,854,-5.1,465,574,261,502,573,1870,1759
2,7,5,2,2,0,574,婦人用上着,278,48.7,133,395,250,265,240,270,390
2,7,5,2,2,0,571,スカート,360,9.4,176,227,247,334,382,667,483
2,7,5,2,2,0,572,婦人用スラックス,742,3.1,582,659,523,663,766,921,1071
2,7,5,2,2,0,573,婦人用コート,516,18.3,219,516,117,548,421,871,948
2,7,5,2,2,0,575,女子用学校制服,80,-56,75,38,-,64,251,13,125
2,7,5,2,2,0,576,他の婦人用洋服,1590,5.4,1138,1535,1470,1092,1441,2159,2273
2,6,5,2,3,0,0,子供用洋服,1129,11.9,537,1083,1536,1105,1294,1031,1317
2,7,5,2,3,0,580,子供服,960,7.5,456,835,1363,939,1113,957,1055
2,7,5,2,3,0,582,乳児服,169,45.7,80,248,172,166,181,74,262
2,5,5,3,0,0,0,シャツ・セーター類,3073,-0.5,2223,2386,2664,2280,3777,3751,4386
2,6,5,3,1,0,0,男子用シャツ・セーター類,1055,7.5,764,700,1079,776,1245,1436,1378
2,7,5,3,1,0,590,ワイシャツ,251,-16.9,215,92,295,251,297,396,206
2,7,5,3,1,0,591,他の男子用シャツ,665,23.6,512,468,515,488,830,895,935
2,7,5,3,1,0,592,男子用セーター,139,-1.4,37,139,269,37,118,146,237
2,6,5,3,2,0,0,婦人用シャツ・セーター類,1713,-6.6,1312,1441,1231,1197,2055,1982,2741
2,7,5,3,2,0,593,ブラウス,320,-29.2,303,249,191,140,479,311,571
2,7,5,3,2,0,594,他の婦人用シャツ,818,0.2,692,694,549,679,956,1015,1106
2,7,5,3,2,0,595,婦人用セーター,574,1.2,317,497,491,379,620,656,1064
2,6,5,3,3,0,0,子供用シャツ・セーター類,305,11.7,146,245,354,306,478,334,267
2,7,5,3,3,0,596,子供用シャツ,276,23.8,127,228,316,289,440,285,240
2,7,5,3,3,0,597,子供用セーター,29,-43.1,19,18,38,18,38,49,27
2,5,5,4,0,0,0,下着類,1230,-5.4,924,898,1004,1276,1350,1593,1559
2,6,5,4,1,0,0,男子用下着類,323,-1.5,299,271,265,300,302,358,460
2,7,5,4,1,0,600,男子用下着,254,-5.6,240,230,195,225,270,280,333
2,7,5,4,1,0,602,男子用寝巻き,69,16.9,59,41,70,75,32,78,127
2,6,5,4,2,0,0,婦人用下着類,686,-8.9,538,464,503,723,783,955,840
2,7,5,4,2,0,610,婦人用ファンデーション,97,-7.6,77,52,74,144,158,106,69
2,7,5,4,2,0,612,他の婦人用下着,506,-8,420,350,361,513,547,697,658
2,7,5,4,2,0,614,婦人用寝巻き,83,-15.3,41,62,69,67,78,153,113
2,6,5,4,3,0,0,子供用下着類,221,0.5,87,163,235,252,265,280,259
2,7,5,4,3,0,620,子供用下着,140,4.5,71,109,139,144,157,205,151
2,7,5,4,3,0,621,子供用寝巻き,81,-5.8,16,54,96,108,109,74,107
2,5,5,5,0,0,0,生地・糸類,168,46.1,249,130,268,118,148,108,154
2,7,5,5,0,0,631,着尺地・生地,102,82.1,191,71,179,60,70,64,85
2,7,5,5,0,0,640,他の生地・糸類,65,10.2,59,59,89,58,79,44,69
2,5,5,6,0,0,0,他の被服,1228,-0.6,888,1002,926,1093,1202,1506,1993
2,7,5,6,0,0,650,帽子,155,6.9,90,152,143,99,128,175,293
2,7,5,6,0,0,651,ネクタイ,59,-22.4,12,27,32,25,57,144,115
2,7,5,6,0,0,652,マフラー・スカーフ,143,9.2,78,87,31,58,61,247,444
2,7,5,6,0,0,653,手袋,72,7.5,71,75,40,58,75,91,100
2,7,5,6,0,0,654,男子用靴下,155,0,106,150,139,166,141,180,204
2,7,5,6,0,0,655,婦人用ストッキング,52,-36.6,47,40,30,45,81,60,58
2,7,5,6,0,0,656,婦人用ソックス,181,0,166,164,123,204,223,186,199
2,7,5,6,0,0,657,子供用靴下,70,-9.1,34,53,82,87,87,64,80
2,7,5,6,0,0,659,他の被服のその他,343,6.2,283,254,305,352,349,359,500
2,5,5,7,0,0,0,履物類,2277,-6.2,1464,1725,2499,2102,2274,2544,3352
2,7,5,7,0,0,675,運動靴,658,0.3,485,405,752,843,768,687,668
2,7,5,7,0,0,679,サンダル,35,-7.9,22,34,47,30,26,31,53
2,7,5,7,0,0,670,男子靴,523,-8.2,320,298,654,379,542,736,749
2,7,5,7,0,0,672,婦人靴,768,-11.6,410,745,657,648,621,876,1436
2,7,5,7,0,0,676,子供靴,136,11.5,44,89,226,93,156,96,245
2,7,5,7,0,0,680,他の履物,156,-9.8,182,153,164,109,160,118,201
2,5,5,8,0,0,0,被服関連サービス,1137,5.7,964,903,742,1054,1132,1378,1754
2,7,5,8,0,0,691,洗濯代,853,11.8,716,792,646,575,971,932,1316
2,7,5,8,0,0,694,被服賃借料,146,-11.5,143,-,17,246,46,281,285
2,7,5,8,0,0,692,他の被服関連サービス,137,-7.4,104,111,79,233,115,164,153
2,4,6,0,0,0,0,保健医療,15471,8.9,14264,12180,15344,13524,17729,14999,20135
2,5,6,1,0,0,0,医薬品,2339,10.7,3054,2332,2151,1862,2203,2200,2590
2,7,6,1,0,0,700,感冒薬,195,3.7,158,230,213,175,221,159,213
2,7,6,1,0,0,701,胃腸薬,89,-13.6,93,114,107,63,72,78,96
2,7,6,1,0,0,702,栄養剤,235,-13.3,389,222,177,201,168,196,295
2,7,6,1,0,0,704,外傷・皮膚病薬,53,-10.2,58,63,59,35,52,49,55
2,7,6,1,0,0,706,他の外用薬,247,-13.3,201,273,208,218,260,267,303
2,7,6,1,0,0,709,他の医薬品,1519,25.8,2155,1430,1387,1171,1430,1449,1628
2,5,6,2,0,0,710,健康保持用摂取品,941,-12.4,1215,1172,908,790,518,1122,862
2,5,6,3,0,0,0,保健医療用品・器具,2820,-1.3,1737,2725,3164,2648,3024,3385,3096
2,7,6,3,0,0,713,紙おむつ,414,25.8,146,444,612,389,433,423,445
2,7,6,3,0,0,711,保健用消耗品,913,5.7,739,908,961,920,1049,874,956
2,7,6,3,0,0,712,眼鏡,523,-20,448,546,458,342,342,888,652
2,7,6,3,0,0,714,コンタクトレンズ,704,19.5,302,497,1027,827,807,680,800
2,7,6,3,0,0,719,他の保健医療用品・器具,267,-36.4,102,331,106,170,393,520,243
2,5,6,4,0,0,0,保健医療サービス,9371,14.8,8258,5951,9121,8224,11984,8291,13587
2,7,6,4,0,0,720,医科診療代,3505,17.5,3159,2966,2814,3651,5159,2821,3943
2,7,6,4,0,0,722,歯科診療代,2674,14.1,2749,1294,3397,1807,1173,2636,5559
2,7,6,4,0,0,723,出産入院料,336,265.2,-,30,243,185,1916,-,-
2,7,6,4,0,0,721,他の入院料,1051,9.7,1048,599,880,622,1563,986,1610
2,7,6,4,0,0,724,整骨(接骨)・鍼灸院治療代,334,-34.4,211,186,452,385,317,438,345
2,7,6,4,0,0,728,マッサージ料金等(診療外),541,26.1,477,219,773,468,569,453,827
2,7,6,4,0,0,727,人間ドック等受診料,388,-10.2,255,270,159,230,683,500,619
2,7,6,4,0,0,729,他の保健医療サービス,543,31.2,360,387,404,876,604,459,683
2,4,7,0,0,0,0,交通・通信,46510,7.1,28146,41154,35898,39080,45615,60768,74522
2,5,7,1,0,0,0,交通,13450,8.3,8030,8515,9293,12478,16545,20075,19160
2,7,7,1,0,0,730,鉄道運賃,4408,12.5,3240,2655,3680,2820,5462,6107,6909
2,7,7,1,0,0,731,鉄道通学定期代,888,-11.9,443,368,475,955,2102,1184,711
2,7,7,1,0,0,732,鉄道通勤定期代,4206,6.2,1504,2477,2829,4351,5963,6730,5581
2,7,7,1,0,0,733,バス代,460,-7.6,384,532,282,339,417,737,520
2,7,7,1,0,0,734,バス通学定期代,160,21.2,125,36,166,316,272,38,166
2,7,7,1,0,0,735,バス通勤定期代,56,-45.6,33,113,119,21,54,54,-
2,7,7,1,0,0,736,タクシー代,637,-9.1,673,451,367,448,350,996,1170
2,7,7,1,0,0,737,航空運賃,1414,38.4,817,972,737,1672,815,2784,2023
2,7,7,1,0,0,738,有料道路料,1060,8.3,599,847,611,1064,1028,1291,1973
2,7,7,1,0,0,739,他の交通,162,74.2,210,64,26,492,81,154,108
2,5,7,2,0,0,0,自動車等関係費,18366,20.1,10209,19204,12581,11415,13696,23165,37854
2,6,7,2,1,0,0,自動車等購入,5577,67.7,386,7836,1644,-,1625,6736,20489
2,7,7,2,1,0,740,自動車購入,4756,46.2,-,7792,1644,-,1625,6736,15258
2,7,7,2,1,0,742,自動車以外の輸送機器購入,821,...,386,44,-,-,-,-,5231
2,6,7,2,2,0,745,自転車購入,524,-21.2,527,365,744,591,567,399,480
2,6,7,2,3,0,0,自動車等維持,12265,8.5,9297,11003,10193,10824,11505,16031,16885
2,7,7,2,3,0,750,ガソリン,2695,3.7,2035,2070,2363,3117,2629,3144,3463
2,7,7,2,3,0,751,自動車等部品,1231,61.5,1355,1616,862,579,1034,1127,1992
2,7,7,2,3,0,752,自動車等関連用品,563,13.7,369,735,356,174,341,1295,675
2,7,7,2,3,0,753,自動車整備費,1532,9.7,1519,1387,895,951,1430,2124,2381
2,7,7,2,3,0,755,自動車以外の輸送機器整備費,149,15.5,109,68,205,140,129,192,204
2,7,7,2,3,0,75X,年極・月極駐車場借料,2119,-22.5,1275,2014,1999,2141,2268,2712,2450
2,7,7,2,3,0,756,他の駐車場借料,532,33.7,306,315,292,596,548,619,1040
2,7,7,2,3,0,75B,レンタカー・カーシェアリング料金,585,53.5,213,418,820,787,537,572,725
2,7,7,2,3,0,754,他の自動車等関連サービス,701,4.5,488,722,581,557,763,966,832
2,7,7,2,3,0,757,自動車保険料（自賠責）,411,46.3,384,448,403,209,298,744,393
2,7,7,2,3,0,758,自動車保険料（任   意）,1729,19.3,1218,1201,1399,1569,1529,2530,2666
2,7,7,2,3,0,759,自動車保険料以外の輸送機器保険料,18,80,26,9,18,4,-,6,63
2,5,7,3,0,0,0,通信,14694,-6.6,9906,13435,14024,15187,15374,17528,17507
2,7,7,3,0,0,760,郵便料,427,-7.2,328,292,232,314,351,320,1148
2,7,7,3,0,0,762,固定電話通信料,1312,-4,1452,1218,1120,1162,1172,1667,1411
2,7,7,3,0,0,763,移動電話通信料,11707,-7.6,7630,10821,11979,12763,11940,13077,13778
2,7,7,3,0,0,769,運送料,479,40.9,341,882,246,329,635,517,415
2,7,7,3,0,0,766,移動電話,624,-17,85,149,363,492,1142,1555,618
2,7,7,3,0,0,764,他の通信機器,145,0,69,74,85,126,133,392,137
2,4,8,0,0,0,0,教育,32490,-5.6,18428,12799,21255,36395,48249,45748,44713
2,5,8,1,0,0,0,授業料等,24202,-8.7,13382,10417,15829,28364,37715,31580,32395
2,7,8,1,0,0,770,国公立小学校,470,0.2,191,299,483,384,484,791,632
2,7,8,1,0,0,771,私立小学校,452,-53.8,1945,-,88,32,60,-,970
2,7,8,1,0,0,772,国公立中学校,497,4,271,161,509,614,954,533,415
2,7,8,1,0,0,773,私立中学校,1966,7.7,469,-,1407,1348,6692,1410,2526
2,7,8,1,0,0,774,国公立高校,634,-5.2,429,403,515,550,1160,986,398
2,7,8,1,0,0,775,私立高校,4784,18,2962,3990,3258,3213,8751,7398,3907
2,7,8,1,0,0,776,国公立大学,676,45.4,97,-,75,623,298,2935,666
2,7,8,1,0,0,777,私立大学,10588,-16.6,5182,3961,2878,16420,15292,14119,16632
2,7,8,1,0,0,778,幼児教育費用,3732,9.1,1218,1604,6616,4058,3874,2425,6249
2,7,8,1,0,0,779,専修学校,404,-71.9,617,-,-,1123,151,982,-
2,5,8,2,0,0,0,教科書・学習参考教材,386,26.1,151,166,179,293,774,569,576
2,7,8,2,0,0,780,教科書,144,3.6,49,51,41,151,315,187,227
2,7,8,2,0,0,781,学習参考教材,242,44.9,103,115,138,143,458,382,350
2,5,8,3,0,0,0,補習教育,7903,3.8,4895,2215,5247,7737,9760,13599,11741
2,7,8,3,0,0,790,幼児・小学校補習教育,3070,13,1113,1345,1335,2828,3849,4385,6607
2,7,8,3,0,0,791,中学校補習教育,2405,-9,2548,785,1142,3127,3417,3777,2027
2,7,8,3,0,0,792,高校補習教育・予備校,2428,7.7,1234,85,2770,1781,2494,5437,3107
2,4,9,0,0,0,0,教養娯楽,41925,3.5,31247,30578,33506,36979,42094,55491,63329
2,5,9,1,0,0,0,教養娯楽用耐久財,3369,37.2,1724,2278,1527,3220,3999,6043,4714
2,7,9,1,0,0,801,テレビ,539,-7.4,468,763,287,837,797,350,262
2,7,9,1,0,0,803,携帯型音楽・映像用機器,34,41.7,35,-,-,23,147,-,28
2,7,9,1,0,0,813,ビデオレコーダー・プレイヤー,123,0,-,70,97,120,57,506,11
2,7,9,1,0,0,810,パーソナルコンピュータ,1772,100.9,569,937,764,1514,2126,3776,2679
2,7,9,1,0,0,804,カメラ,196,16.7,13,37,22,330,151,221,591
2,7,9,1,0,0,811,ビデオカメラ,14,-33.3,-,-,98,-,-,-,-
2,7,9,1,0,0,806,楽器,223,139.8,450,231,43,17,157,432,217
2,7,9,1,0,0,807,書斎・学習用机・椅子,19,-71.6,-,-,76,49,9,-,-
2,7,9,1,0,0,809,他の教養娯楽用耐久財,351,0.6,177,191,141,282,459,591,619
2,7,9,1,0,0,812,教養娯楽用耐久財修理代,98,-32.9,14,48,-,47,98,168,306
2,5,9,2,0,0,0,教養娯楽用品,8733,9,7183,6059,9320,7060,8067,11555,11897
2,7,9,2,0,821-829,0,文房具,847,1.4,574,783,766,816,1009,929,1047
2,7,9,2,0,821-829,821,筆記・絵画用具,150,14.5,104,96,152,119,195,149,232
2,7,9,2,0,821-829,826,ノート・紙製品,347,9.5,241,351,276,312,440,395,417
2,7,9,2,0,821-829,827,他の学習用消耗品,76,4.1,46,59,61,74,109,85,100
2,7,9,2,0,821-829,828,他の学習用文房具,165,-7.3,103,156,197,160,165,197,177
2,7,9,2,0,821-829,829,他の文房具,108,-20.6,79,120,79,150,101,104,121
2,7,9,2,0,832-834,0,運動用具類,1869,2.1,1204,1051,1619,1522,2126,3043,2482
2,7,9,2,0,832-834,832,ゴルフ用具,125,13.6,161,54,122,23,58,358,81
2,7,9,2,0,832-834,833,他の運動用具,428,2.6,237,220,533,388,370,658,575
2,7,9,2,0,832-834,834,スポーツ用品,1316,0.9,807,778,963,1112,1698,2027,1825
2,7,9,2,0,835-837,0,玩具,1072,23.1,592,598,1458,1013,1281,1158,1397
2,7,9,2,0,835-837,836,テレビゲーム機,145,-21.6,82,37,273,188,183,69,177
2,7,9,2,0,835-837,835,ゲームソフト等,261,57.2,176,93,263,303,394,288,306
2,7,9,2,0,835-837,837,他の玩具,667,28.5,334,469,922,521,704,801,914
2,7,9,2,0,0,840,切り花,498,7.3,650,507,308,329,369,703,622
2,7,9,2,0,842 843 845-849 84A 84Y,0,他の教養娯楽用品,3046,7.6,2773,1948,2809,2610,2568,3989,4614
2,7,9,2,0,842 843 845-849 84A 84Y,846,音楽・映像用未使用メディア,100,28.2,79,84,120,77,100,140,100
2,7,9,2,0,842 843 845-849 84A 84Y,845,音楽・映像収録済メディア,406,11.2,198,193,250,452,416,601,729
2,7,9,2,0,842 843 845-849 84A 84Y,848,ペットフード,730,25.2,1026,603,715,636,368,751,1001
2,7,9,2,0,842 843 845-849 84A 84Y,84Y,他の愛玩動物・同用品,689,16.2,485,298,479,502,409,1384,1257
2,7,9,2,0,842 843 845-849 84A 84Y,84A,園芸用植物,114,-33.3,161,109,93,97,93,121,115
2,7,9,2,0,842 843 845-849 84A 84Y,847,園芸用品,122,-4.7,150,122,150,69,98,114,143
2,7,9,2,0,842 843 845-849 84A 84Y,843,手芸・工芸材料,85,25,81,100,61,76,97,91,85
2,7,9,2,0,842 843 845-849 84A 84Y,849,電池,198,14.5,159,157,227,181,254,185,228
2,7,9,2,0,842 843 845-849 84A 84Y,842,他の教養娯楽用品のその他,604,-10.3,433,283,713,519,733,601,956
2,7,9,2,0,0,84X,動物病院代,966,40.4,543,856,1891,482,594,1237,1208
2,7,9,2,0,0,841,他の愛玩動物関連サービス,418,-12.9,843,316,454,273,112,436,507
2,7,9,2,0,0,844,教養娯楽用品修理代,17,88.9,4,0,14,14,7,59,19
2,5,9,3,0,0,0,書籍・他の印刷物,3696,2.3,3273,3370,3006,3160,3839,4626,4602
2,7,9,3,0,0,850,新聞,2049,3.3,1984,2147,1631,1966,2074,2363,2187
2,7,9,3,0,0,851,雑誌（週刊誌を含む）,286,-2.1,213,255,210,226,341,420,336
2,7,9,3,0,0,854,書籍,1160,-1.3,800,840,1005,817,1242,1654,1759
2,7,9,3,0,0,859,他の印刷物,201,23.3,276,128,159,150,182,189,319
2,5,9,4,0,0,0,教養娯楽サービス,26127,-1.1,19067,18871,19653,23539,26189,33268,42116
2,6,9,4,1,0,860,宿泊料,4057,28.8,1958,3188,2732,2649,4610,7038,6183
2,6,9,4,2,0,0,パック旅行費,4503,-12.3,6560,2861,2197,4664,1510,5298,8348
2,7,9,4,2,0,861,国内パック旅行費,2558,-14.7,1891,1632,1197,3198,1339,3941,4675
2,7,9,4,2,0,862,外国パック旅行費,1945,-9,4670,1230,1000,1466,171,1358,3673
2,6,9,4,3,0,0,月謝類,5618,-11.7,2970,3945,4923,5391,6863,6432,8817
2,7,9,4,3,0,875,語学月謝,772,10.8,822,290,514,1068,842,823,1053
2,7,9,4,3,0,870,他の教育的月謝,331,-36.1,170,73,220,218,451,469,710
2,7,9,4,3,0,876,音楽月謝,630,-28.5,91,583,498,683,421,1264,876
2,7,9,4,3,0,871,他の教養的月謝,262,-39.8,238,268,265,148,177,431,313
2,7,9,4,3,0,872,スポーツ月謝,2267,-4.3,1098,1503,2842,2528,2930,2334,2602
2,7,9,4,3,0,873,自動車教習料,327,-50.7,12,580,-,321,750,11,634
2,7,9,4,3,0,874,家事月謝,58,-14.7,30,28,55,12,53,190,42
2,7,9,4,3,0,879,他の月謝類,972,33.2,509,618,528,413,1239,911,2587
2,6,9,4,4,0,0,他の教養娯楽サービス,11949,1.6,7578,8877,9800,10835,13206,14499,18767
2,7,9,4,4,880 88A 88B,0,放送受信料,2387,-1,2131,2131,2164,2345,2498,2619,2819
2,7,9,4,4,880 88A 88B,88A,ＮＨＫ放送受信料,1108,3.7,1099,958,912,1119,1140,1110,1418
2,7,9,4,4,880 88A 88B,88B,ケーブルテレビ放送受信料,1084,-7,935,1015,1133,1071,1112,1145,1173
2,7,9,4,4,880 88A 88B,880,他の放送受信料,195,8.9,97,158,119,154,247,365,227
2,7,9,4,4,877 878 881-886,0,入場・観覧・ゲーム代,4764,5,2611,2852,3717,4121,5097,6539,8361
2,7,9,4,4,877 878 881-886,882,映画・演劇等入場料,1095,16.7,534,760,659,942,1523,1303,1912
2,7,9,4,4,877 878 881-886,883,スポーツ観覧料,216,103.8,196,28,79,119,290,199,596
2,7,9,4,4,877 878 881-886,877,ゴルフプレー料金,876,-3.1,432,420,217,702,358,1907,2067
2,7,9,4,4,877 878 881-886,878,スポーツクラブ使用料,813,-6.1,396,583,529,747,942,879,1608
2,7,9,4,4,877 878 881-886,881,他のスポーツ施設使用料,302,13.1,141,185,782,178,275,313,274
