項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,715,-,-,98,-,98,-,105,-,108,-,101,-,105,-,100,-
0,0,0,0,0,世帯人員,2.93,-,-,2.52,-,2.67,-,2.92,-,2.99,-,2.95,-,3.2,-,3.28,-
0,0,0,0,0,有業人員,1.3,-,-,0.93,-,1.25,-,1.2,-,1.31,-,1.25,-,1.71,-,1.42,-
0,0,0,0,0,世帯主平均年齢,60.5,-,-,66.8,-,64.3,-,60.2,-,58.8,-,60.1,-,55.7,-,57.8,-
2,2,0,0,0,生計支出,336955,-,7.7,103212,-,164713,-,219089,-,271439,-,340056,-,447745,-,808637,-
2,3,0,0,0,消費支出,336955,100,7.7,103212,100,164713,100,219089,100,271439,100,340056,100,447745,100,808637,100
2,4,1,0,0,食料,86946,25.8,2.2,49284,47.8,65849,40,78169,35.7,85373,31.5,95852,28.2,113754,25.4,119755,14.8
2,5,1,1,0,穀類,6494,1.9,-0.9,4632,4.5,5260,3.2,6557,3,6135,2.3,6633,2,8061,1.8,8150,1
2,6,1,1,1,米類,1891,0.6,-2.9,1388,1.3,1537,0.9,1687,0.8,1707,0.6,1964,0.6,2627,0.6,2320,0.3
2,6,1,1,2,パン,2955,0.9,2.5,2060,2,2315,1.4,3236,1.5,2803,1,2950,0.9,3555,0.8,3756,0.5
2,6,1,1,3,麺類,1281,0.4,-2.1,944,0.9,1211,0.7,1281,0.6,1225,0.5,1374,0.4,1393,0.3,1536,0.2
2,6,1,1,4,他の穀類,366,0.1,-11.4,240,0.2,198,0.1,353,0.2,400,0.1,345,0.1,486,0.1,538,0.1
2,5,1,2,0,魚介類,5694,1.7,-5.5,4066,3.9,4988,3,5679,2.6,6006,2.2,6121,1.8,6429,1.4,6546,0.8
2,6,1,2,1,生鮮魚介,3358,1,-5.9,2311,2.2,2683,1.6,3627,1.7,3591,1.3,3591,1.1,3940,0.9,3748,0.5
2,6,1,2,2,塩干魚介,1033,0.3,-0.6,820,0.8,1036,0.6,936,0.4,921,0.3,1235,0.4,1023,0.2,1254,0.2
2,6,1,2,3,魚肉練製品,485,0.1,-12.5,430,0.4,539,0.3,412,0.2,488,0.2,489,0.1,495,0.1,540,0.1
2,6,1,2,4,他の魚介加工品,819,0.2,-5,504,0.5,730,0.4,703,0.3,1006,0.4,807,0.2,971,0.2,1004,0.1
2,5,1,3,0,肉類,7317,2.2,-5.4,4191,4.1,5322,3.2,7182,3.3,7827,2.9,7501,2.2,9105,2,10042,1.2
2,6,1,3,1,生鮮肉,5898,1.8,-6.7,3309,3.2,4153,2.5,5852,2.7,6260,2.3,6076,1.8,7498,1.7,8103,1
2,6,1,3,2,加工肉,1418,0.4,0.1,882,0.9,1170,0.7,1330,0.6,1567,0.6,1425,0.4,1607,0.4,1939,0.2
2,5,1,4,0,乳卵類,4202,1.2,2.3,2497,2.4,2971,1.8,4244,1.9,4510,1.7,4912,1.4,4675,1,5583,0.7
2,6,1,4,1,牛乳,1491,0.4,13.5,885,0.9,1040,0.6,1506,0.7,1600,0.6,1761,0.5,1546,0.3,2089,0.3
2,6,1,4,2,乳製品,1973,0.6,-3.2,1032,1,1340,0.8,1928,0.9,2181,0.8,2420,0.7,2282,0.5,2616,0.3
2,6,1,4,3,卵,738,0.2,-2.4,580,0.6,591,0.4,810,0.4,729,0.3,731,0.2,848,0.2,878,0.1
2,5,1,5,0,野菜・海藻,9921,2.9,-8.2,7436,7.2,8351,5.1,9189,4.2,10519,3.9,10921,3.2,11376,2.5,11618,1.4
2,6,1,5,1,生鮮野菜,6927,2.1,-10.2,5127,5,5550,3.4,6385,2.9,7320,2.7,7620,2.2,8195,1.8,8262,1
2,6,1,5,2,乾物・海藻,752,0.2,3.2,564,0.5,658,0.4,719,0.3,764,0.3,818,0.2,871,0.2,863,0.1
2,6,1,5,3,大豆加工品,1107,0.3,-6.3,841,0.8,1054,0.6,980,0.4,1116,0.4,1305,0.4,1212,0.3,1236,0.2
2,6,1,5,4,他の野菜・海藻加工品,1136,0.3,-4.3,905,0.9,1088,0.7,1105,0.5,1319,0.5,1178,0.3,1097,0.2,1257,0.2
2,5,1,6,0,果物,3652,1.1,3.5,2269,2.2,3156,1.9,3879,1.8,3494,1.3,4407,1.3,4157,0.9,4185,0.5
2,6,1,6,1,生鮮果物,3345,1,3.1,2126,2.1,2899,1.8,3520,1.6,3184,1.2,4094,1.2,3893,0.9,3683,0.5
2,6,1,6,2,果物加工品,307,0.1,7.3,144,0.1,257,0.2,360,0.2,310,0.1,313,0.1,264,0.1,502,0.1
