項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3693,-,4667,-,841,-,153,-,800,-,3148,-
0,0,0,0,0,調査世帯数,700,-,258,-,329,-,62,-,12,-,51,-,218,-
0,0,0,0,0,世帯人員,2.89,-,2,-,3.62,-,2.16,-,2.37,-,3.52,-,3.26,-
0,0,0,0,0,有業人員,1.3,-,0.76,-,1.77,-,0.93,-,0.63,-,1.4,-,2.28,-
0,0,0,0,0,世帯主平均年齢,61,-,68.6,-,53.1,-,67.9,-,44.2,-,64.4,-,51.7,-
2,2,0,0,0,生計支出,324348,-,282187,-,374485,-,248934,-,362686,-,305729,-,369524,-
2,3,0,0,0,消費支出,322271,100,276564,100,374485,100,248934,100,362686,100,305729,100,362929,100
2,4,1,0,0,食料,86969,27,81623,29.5,94422,25.2,64237,25.8,70016,19.3,92059,30.1,91918,25.3
2,5,1,1,0,穀類,7058,2.2,6146,2.2,8055,2.2,5451,2.2,6956,1.9,7133,2.3,6792,1.9
2,6,1,1,1,米類,2000,0.6,1700,0.6,2239,0.6,1559,0.6,2398,0.7,2457,0.8,1743,0.5
2,6,1,1,2,パン,3199,1,2898,1,3596,1,2505,1,2714,0.7,3002,1,3170,0.9
2,6,1,1,3,麺類,1419,0.4,1237,0.4,1634,0.4,1080,0.4,1707,0.5,1359,0.4,1447,0.4
2,6,1,1,4,他の穀類,440,0.1,312,0.1,586,0.2,307,0.1,137,0,315,0.1,432,0.1
2,5,1,2,0,魚介類,6277,1.9,6961,2.5,5770,1.5,4809,1.9,4453,1.2,7617,2.5,5422,1.5
2,6,1,2,1,生鮮魚介,3861,1.2,4245,1.5,3571,1,2788,1.1,2658,0.7,4911,1.6,3491,1
2,6,1,2,2,塩干魚介,1047,0.3,1169,0.4,955,0.3,820,0.3,1128,0.3,1265,0.4,828,0.2
2,6,1,2,3,魚肉練製品,519,0.2,592,0.2,461,0.1,466,0.2,164,0,572,0.2,397,0.1
2,6,1,2,4,他の魚介加工品,849,0.3,955,0.3,783,0.2,735,0.3,502,0.1,868,0.3,706,0.2
2,5,1,3,0,肉類,7759,2.4,6676,2.4,9071,2.4,5238,2.1,6946,1.9,7762,2.5,8383,2.3
2,6,1,3,1,生鮮肉,6252,1.9,5350,1.9,7376,2,3811,1.5,5003,1.4,6419,2.1,6757,1.9
2,6,1,3,2,加工肉,1508,0.5,1326,0.5,1694,0.5,1427,0.6,1943,0.5,1343,0.4,1626,0.4
2,5,1,4,0,乳卵類,4068,1.3,3752,1.4,4621,1.2,2700,1.1,2311,0.6,3744,1.2,4097,1.1
2,6,1,4,1,牛乳,1213,0.4,1057,0.4,1398,0.4,952,0.4,469,0.1,1127,0.4,1156,0.3
2,6,1,4,2,乳製品,2075,0.6,1956,0.7,2366,0.6,1203,0.5,1286,0.4,1843,0.6,2133,0.6
2,6,1,4,3,卵,780,0.2,738,0.3,857,0.2,545,0.2,557,0.2,774,0.3,808,0.2
2,5,1,5,0,野菜・海藻,9831,3.1,10378,3.8,9848,2.6,7253,2.9,6471,1.8,9916,3.2,8794,2.4
2,6,1,5,1,生鮮野菜,6691,2.1,6858,2.5,6819,1.8,5018,2,4630,1.3,6926,2.3,6128,1.7
2,6,1,5,2,乾物・海藻,847,0.3,927,0.3,797,0.2,576,0.2,483,0.1,1049,0.3,662,0.2
2,6,1,5,3,大豆加工品,1146,0.4,1221,0.4,1166,0.3,789,0.3,721,0.2,1057,0.3,1035,0.3
2,6,1,5,4,他の野菜・海藻加工品,1147,0.4,1372,0.5,1065,0.3,870,0.3,637,0.2,883,0.3,969,0.3
2,5,1,6,0,果物,3413,1.1,3673,1.3,3290,0.9,2946,1.2,1627,0.4,3418,1.1,2937,0.8
2,6,1,6,1,生鮮果物,3004,0.9,3263,1.2,2871,0.8,2538,1,1225,0.3,3075,1,2598,0.7
2,6,1,6,2,果物加工品,408,0.1,409,0.1,419,0.1,408,0.2,402,0.1,343,0.1,339,0.1
2,5,1,7,0,油脂・調味料,3748,1.2,3487,1.3,4140,1.1,2541,1,2772,0.8,3939,1.3,3666,1
2,6,1,7,1,油脂,446,0.1,547,0.2,388,0.1,322,0.1,247,0.1,441,0.1,445,0.1
2,6,1,7,2,調味料,3303,1,2940,1.1,3751,1,2219,0.9,2525,0.7,3498,1.1,3221,0.9
2,5,1,8,0,菓子類,7007,2.2,5904,2.1,8105,2.2,5742,2.3,8243,2.3,7014,2.3,7387,2
2,5,1,9,0,調理食品,11470,3.6,10764,3.9,12117,3.2,9471,3.8,7418,2,13051,4.3,11613,3.2
2,6,1,9,1,主食的調理食品,5089,1.6,4738,1.7,5306,1.4,4277,1.7,3048,0.8,6306,2.1,5201,1.4
