項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,331,-,482,-,757,-,1057,-,1020,-,905,-,925,-,4524,-,2267,-
0,0,0,0,0,調査世帯数,702,-,24,-,34,-,57,-,72,-,71,-,60,-,65,-,319,-,162,-
0,0,0,0,0,世帯人員,2.87,-,3.23,-,3.53,-,3.48,-,3.59,-,3.45,-,3.16,-,2.68,-,2.36,-,2.33,-
0,0,0,0,0,有業人員,1.27,-,1.46,-,1.75,-,1.43,-,1.4,-,1.83,-,1.7,-,1.65,-,0.86,-,0.58,-
0,0,0,0,0,世帯主平均年齢,61.1,-,31.1,-,36.9,-,42.1,-,47.2,-,52.3,-,57.1,-,61.9,-,74.9,-,80.6,-
2,2,0,0,0,生計支出,291415,-,227359,-,272194,-,382675,-,375699,-,301290,-,337743,-,294922,-,250973,-,232396,-
2,3,0,0,0,消費支出,291415,100,227359,100,272194,100,382675,100,375699,100,301290,100,337743,100,294922,100,250973,100,232396,100
2,4,1,0,0,食料,78204,26.8,57175,25.1,76195,28,78587,20.5,88440,23.5,87363,29,88738,26.3,80062,27.1,72947,29.1,66732,28.7
2,5,1,1,0,穀類,6216,2.1,4894,2.2,5959,2.2,6181,1.6,7590,2,6455,2.1,6787,2,6099,2.1,5882,2.3,5765,2.5
2,6,1,1,1,米類,1877,0.6,1221,0.5,1503,0.6,1375,0.4,2839,0.8,2156,0.7,1674,0.5,1641,0.6,1849,0.7,1988,0.9
2,6,1,1,2,パン,2686,0.9,1955,0.9,2965,1.1,3178,0.8,2936,0.8,2613,0.9,3328,1,2700,0.9,2455,1,2238,1
2,6,1,1,3,麺類,1260,0.4,1290,0.6,1035,0.4,1208,0.3,1473,0.4,1250,0.4,1345,0.4,1392,0.5,1198,0.5,1172,0.5
2,6,1,1,4,他の穀類,394,0.1,428,0.2,456,0.2,421,0.1,343,0.1,437,0.1,441,0.1,366,0.1,379,0.2,367,0.2
2,5,1,2,0,魚介類,5924,2,2711,1.2,3162,1.2,3985,1,4807,1.3,5705,1.9,5745,1.7,5682,1.9,7174,2.9,7250,3.1
2,6,1,2,1,生鮮魚介,3513,1.2,1464,0.6,1843,0.7,2459,0.6,2977,0.8,3563,1.2,3501,1,3336,1.1,4169,1.7,4150,1.8
2,6,1,2,2,塩干魚介,1076,0.4,541,0.2,733,0.3,730,0.2,871,0.2,967,0.3,930,0.3,1053,0.4,1316,0.5,1370,0.6
2,6,1,2,3,魚肉練製品,517,0.2,221,0.1,195,0.1,287,0.1,321,0.1,409,0.1,549,0.2,519,0.2,675,0.3,659,0.3
2,6,1,2,4,他の魚介加工品,818,0.3,486,0.2,391,0.1,509,0.1,638,0.2,766,0.3,766,0.2,774,0.3,1014,0.4,1071,0.5
