項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,427,616,883,993,1120,675,922,4365,2105
0,0,0,0,0,0,0,調査世帯数,677,-,31,43,59,70,72,47,61,294,147
0,0,0,0,0,0,0,世帯人員,2.99,-,3.25,3.81,3.79,3.89,3.25,3.27,2.81,2.42,2.33
0,0,0,0,0,0,0,有業人員,1.32,-,1.4,1.53,1.58,1.73,1.72,1.82,1.72,0.86,0.54
0,0,0,0,0,0,0,世帯主平均年齢,60.2,-,30.4,37,42.1,47,52.3,56.9,61.9,75.2,81.4
2,2,0,0,0,0,0,生計支出,321895,2.4,301609,304617,299058,372033,392096,331991,376221,288481,250180
2,3,0,0,0,0,0,消費支出,321895,2.4,301609,304617,299058,372033,392096,331991,376221,288481,250180
2,4,1,0,0,0,0,食料,93754,6.2,80739,86388,94643,100327,94404,100704,107918,90158,85076
2,5,1,1,0,0,0,穀類,6794,5.7,5672,6525,6956,7854,6617,7637,6074,6734,6479
2,6,1,1,1,0,0,米類,1803,1.3,1222,1522,1550,2528,1314,1626,1499,2003,2035
2,7,1,1,1,0,102,米,1803,1.3,1222,1522,1550,2528,1314,1626,1499,2003,2035
2,6,1,1,2,0,0,パン,3169,10.6,3353,3329,3681,2979,3510,3902,2998,2904,2662
2,7,1,1,2,0,120,食パン,941,9.8,705,957,1142,823,929,970,834,970,911
2,7,1,1,2,0,129,他のパン,2228,11,2649,2372,2539,2156,2581,2933,2164,1934,1751
2,6,1,1,3,0,0,麺類,1397,3.6,876,1226,1274,1816,1300,1566,1155,1452,1466
2,7,1,1,3,0,130,生うどん・そば,273,4.2,158,250,198,272,246,250,259,318,284
2,7,1,1,3,0,131,乾うどん・そば,191,13.7,20,18,76,190,53,228,133,298,341
2,7,1,1,3,0,134,スパゲッティ,105,-13.9,62,168,97,195,133,132,97,71,62
2,7,1,1,3,0,133,中華麺,289,-7.4,173,245,319,375,274,310,238,292,294
2,7,1,1,3,0,135,カップ麺,326,19.9,304,372,366,497,343,403,256,273,325
2,7,1,1,3,0,132,即席麺,131,4.8,75,46,140,164,156,150,84,140,106
2,7,1,1,3,0,139,他の麺類,82,-5.7,84,126,78,125,95,93,88,61,53
2,6,1,1,4,0,0,他の穀類,424,-1.9,221,449,451,531,494,543,423,375,317
2,7,1,1,4,0,140,小麦粉,55,57.1,24,69,86,163,43,20,30,40,50
2,7,1,1,4,0,150,もち,137,-12.7,24,57,79,81,113,153,251,163,148
2,7,1,1,4,0,160,他の穀類のその他,232,-3.3,173,322,286,287,338,370,142,172,119
2,5,1,2,0,0,0,魚介類,6233,4,2378,3798,3497,4555,6091,5901,6491,7923,7523
2,6,1,2,1,0,0,生鮮魚介,3491,1,1381,2240,2230,2758,3581,4050,3674,4148,4018
2,7,1,2,1,170-189,0,鮮魚,3176,2.4,1280,2124,2068,2571,3334,3773,3157,3742,3556
2,7,1,2,1,170-189,170,まぐろ,490,-8.4,242,327,242,424,550,500,445,596,646
2,7,1,2,1,170-189,172,あじ,76,-15.6,61,51,33,37,109,46,147,79,81
2,7,1,2,1,170-189,173,いわし,30,11.1,-,26,13,31,21,4,28,43,41
2,7,1,2,1,170-189,174,かつお,82,2.5,-,34,35,43,190,32,126,87,103
2,7,1,2,1,170-189,175,かれい,64,3.2,11,24,18,23,17,71,47,108,96
2,7,1,2,1,170-189,176,さけ,384,-2.8,204,189,368,515,243,465,386,426,435
2,7,1,2,1,170-189,177,さば,65,-14.5,35,45,46,67,94,79,60,65,51
2,7,1,2,1,170-189,178,さんま,153,14.2,90,100,99,106,155,147,172,185,143
2,7,1,2,1,170-189,180,たい,68,30.8,-,71,-,29,32,99,82,98,90
2,7,1,2,1,170-189,181,ぶり,239,16,97,200,127,121,183,430,224,296,252
2,7,1,2,1,170-189,182,いか,103,-10.4,58,67,56,49,107,60,115,137,117
2,7,1,2,1,170-189,183,たこ,107,37.2,19,57,53,123,181,135,158,96,83
2,7,1,2,1,170-189,185,えび,212,8.7,116,118,98,167,241,304,200,249,231
2,7,1,2,1,170-189,186,かに,87,148.6,-,-,92,6,220,276,7,78,19
2,7,1,2,1,170-189,189,他の鮮魚,611,-7.7,256,634,578,670,585,529,474,684,666
2,7,1,2,1,170-189,187,さしみ盛合わせ,404,12.2,90,181,210,158,407,595,487,514,504
2,7,1,2,1,190-194,0,貝類,315,-10.8,101,116,162,186,247,277,517,406,462
2,7,1,2,1,190-194,190,あさり,64,23.1,17,27,33,56,57,97,89,73,72
2,7,1,2,1,190-194,192,しじみ,38,0,7,5,41,7,17,25,41,58,93
2,7,1,2,1,190-194,191,かき(貝),113,-32.3,51,66,49,49,56,67,190,159,163
2,7,1,2,1,190-194,194,ほたて貝,69,-6.8,19,12,28,70,69,40,100,88,126
2,7,1,2,1,190-194,193,他の貝,32,45.5,6,6,10,5,48,48,98,27,8
2,6,1,2,2,0,0,塩干魚介,1211,13.2,461,687,483,891,1218,712,1374,1620,1413
2,7,1,2,2,0,195,塩さけ,254,63.9,68,79,48,196,194,122,235,392,295
2,7,1,2,2,0,196,たらこ,214,28.9,117,122,47,125,162,144,166,323,274
2,7,1,2,2,0,197,しらす干し,148,-15.9,96,140,76,130,128,73,162,187,185
2,7,1,2,2,0,198,干しあじ,70,-1.4,32,25,28,62,39,25,98,99,118
2,7,1,2,2,0,202,他の塩干魚介,526,4.6,149,320,283,377,694,348,713,619,540
2,6,1,2,3,0,0,魚肉練製品,599,2.4,205,405,272,269,490,589,662,821,804
2,7,1,2,3,0,203,揚げかまぼこ,189,13.9,56,39,68,67,190,223,223,262,321
2,7,1,2,3,0,204,ちくわ,96,-17.9,61,51,52,60,83,90,105,126,121
2,7,1,2,3,0,205,かまぼこ,181,4.6,29,212,84,50,122,126,196,261,227
2,7,1,2,3,0,209,他の魚肉練製品,133,3.1,58,103,69,92,95,149,138,173,135
2,6,1,2,4,0,0,他の魚介加工品,932,5.9,331,466,512,638,803,551,781,1333,1288
2,7,1,2,4,0,210,かつお節・削り節,64,-8.6,63,40,13,63,64,86,64,74,63
2,7,1,2,4,0,213,魚介の漬物,323,27.7,-,146,105,113,181,121,137,578,531
2,7,1,2,4,0,215,魚介のつくだ煮,107,81.4,5,6,8,25,73,18,88,197,217
2,7,1,2,4,0,216,魚介の缶詰,226,-5.4,127,164,189,235,212,186,172,271,327
2,7,1,2,4,0,217,他の魚介加工品のその他,212,-18.1,137,111,197,203,273,139,320,213,150
2,5,1,3,0,0,0,肉類,8440,8.2,5651,7361,7970,11790,9026,12887,8132,7425,7107
2,6,1,3,1,0,0,生鮮肉,6678,6.9,4550,6045,6501,9436,7349,10814,6636,5580,5280
2,7,1,3,1,0,220,牛肉,2047,16.6,856,917,1216,2386,1862,3796,2316,2134,2200
2,7,1,3,1,0,221,豚肉,2827,1,2230,3053,3272,4105,3289,4089,2652,2196,1998
2,7,1,3,1,0,222,鶏肉,1415,8.1,1076,1648,1626,2426,1759,2251,1308,948,807
2,7,1,3,1,0,22X,合いびき肉,221,8.9,297,270,306,436,126,444,238,127,69
2,7,1,3,1,0,224,他の生鮮肉,167,-6.2,92,158,81,82,312,234,123,175,206
2,6,1,3,2,0,0,加工肉,1762,13.5,1101,1316,1469,2354,1678,2073,1496,1845,1827
2,7,1,3,2,0,225,ハム,712,28.8,293,279,326,823,369,519,606,1007,1060
2,7,1,3,2,0,226,ソーセージ,621,8.6,518,690,696,889,790,794,500,501,442
2,7,1,3,2,0,227,ベーコン,252,2.9,115,266,227,369,313,584,174,191,195
2,7,1,3,2,0,229,他の加工肉,178,-2.7,174,80,221,273,205,174,215,146,129
2,5,1,4,0,0,0,乳卵類,4279,10.5,3918,4096,4029,4731,4172,4332,4033,4360,4387
2,6,1,4,1,0,230,牛乳,1409,26.7,1227,1499,1408,1622,1332,1384,1002,1477,1654
2,6,1,4,2,0,0,乳製品,2075,2.3,2131,1794,1955,2127,2099,2076,2234,2082,1932
2,7,1,4,2,0,231,粉ミルク,28,-42.9,350,65,-,11,37,-,12,7,5
2,7,1,4,2,0,232,ヨーグルト,1126,-1.3,944,1009,928,897,1002,1059,1323,1253,1139
2,7,1,4,2,0,233,バター,151,9.4,68,100,148,178,143,281,97,154,93
2,7,1,4,2,0,234,チーズ,709,9.2,672,558,791,981,890,660,740,609,603
2,7,1,4,2,0,235,他の乳製品,62,19.2,97,62,89,60,27,76,61,60,92
2,6,1,4,3,0,238,卵,795,8.3,559,803,666,981,741,872,797,801,801
2,5,1,5,0,0,0,野菜・海藻,9996,1.1,6251,8118,7292,9092,8673,10411,11608,11314,11320
2,6,1,5,1,0,0,生鮮野菜,6648,-2.1,4628,6388,5267,6273,6002,7314,7249,7184,7015
2,7,1,5,1,240-249,0,葉茎菜,2176,-4.2,1392,1904,1579,2203,2070,2574,2550,2292,2107
2,7,1,5,1,240-249,240,キャベツ,221,2.8,119,267,203,254,226,243,252,209,199
2,7,1,5,1,240-249,241,ほうれんそう,190,-29.1,89,168,138,161,126,150,210,238,251
2,7,1,5,1,240-249,242,はくさい,179,-6.8,135,178,176,249,178,234,161,164,147
2,7,1,5,1,240-249,243,ねぎ,368,0.5,207,314,224,415,375,472,393,386,363
2,7,1,5,1,240-249,244,レタス,220,3.3,158,98,110,233,232,207,261,253,210
2,7,1,5,1,240-249,247,ブロッコリー,278,-6.4,216,302,228,204,258,320,300,301,245
2,7,1,5,1,240-249,245,もやし,87,10.1,67,76,109,96,88,98,94,81,84
2,7,1,5,1,240-249,249,他の葉茎菜,633,-1.2,402,502,390,591,587,849,879,659,607
2,7,1,5,1,250-259 25X,0,根菜,1649,-3.9,1299,1516,1512,1688,1399,1909,1795,1714,1693
2,7,1,5,1,250-259 25X,250,さつまいも,126,27.3,132,133,142,107,98,99,103,142,164
2,7,1,5,1,250-259 25X,251,じゃがいも,195,0,180,143,243,223,135,241,200,194,191
2,7,1,5,1,250-259 25X,252,さといも,108,4.9,16,44,44,73,104,104,153,139,173
2,7,1,5,1,250-259 25X,253,だいこん,197,0.5,114,187,164,227,164,249,181,211,208
2,7,1,5,1,250-259 25X,254,にんじん,208,-21.5,270,234,220,240,159,271,250,182,176
2,7,1,5,1,250-259 25X,255,ごぼう,86,-4.4,70,52,91,68,74,90,106,94,91
2,7,1,5,1,250-259 25X,256,たまねぎ,254,-11.5,191,271,300,287,201,332,259,242,216
2,7,1,5,1,250-259 25X,258,れんこん,125,-4.6,151,138,99,158,139,107,131,116,106
2,7,1,5,1,250-259 25X,25X,たけのこ,42,-6.7,13,47,20,39,18,61,75,46,46
2,7,1,5,1,250-259 25X,259,他の根菜,307,1,162,265,188,267,307,355,337,347,324
2,7,1,5,1,260-269 26B 26X,0,他の野菜,2824,0.7,1937,2968,2176,2382,2532,2831,2905,3179,3215
2,7,1,5,1,260-269 26B 26X,260,さやまめ,86,-9.5,56,35,67,51,89,79,148,94,129
2,7,1,5,1,260-269 26B 26X,261,かぼちゃ,150,-2.6,149,170,112,97,138,146,157,170,170
2,7,1,5,1,260-269 26B 26X,262,きゅうり,309,14,100,244,236,195,271,290,394,374,387
2,7,1,5,1,260-269 26B 26X,263,なす,125,-19.9,79,78,73,49,83,158,115,171,177
2,7,1,5,1,260-269 26B 26X,264,トマト,700,-9.9,466,757,405,536,502,632,704,872,935
2,7,1,5,1,260-269 26B 26X,265,ピーマン,193,-4.5,154,216,176,154,203,183,252,193,160
2,7,1,5,1,260-269 26B 26X,266,生しいたけ,220,-0.5,138,229,167,205,169,268,198,250,244
2,7,1,5,1,260-269 26B 26X,26B,しめじ,159,-11.7,168,218,183,157,141,171,150,151,146
2,7,1,5,1,260-269 26B 26X,26X,えのきたけ,133,10.8,100,143,173,171,135,157,139,112,97
2,7,1,5,1,260-269 26B 26X,267,他のきのこ,282,-4.1,146,181,251,282,287,498,396,256,237
2,7,1,5,1,260-269 26B 26X,269,他の野菜のその他,468,39.3,382,697,332,484,516,248,252,535,533
2,6,1,5,2,0,0,乾物・海藻,936,14,381,384,474,676,664,650,1425,1231,1466
2,7,1,5,2,0,273,豆類,52,13,16,17,39,61,81,14,21,65,96
2,7,1,5,2,0,274,干ししいたけ,36,9.1,-,-,-,32,5,4,64,59,70
2,7,1,5,2,0,276,干しのり,390,43.9,104,140,156,231,264,172,752,525,759
2,7,1,5,2,0,277,わかめ,130,-7.8,59,37,56,91,108,115,196,168,164
2,7,1,5,2,0,278,こんぶ,86,2.4,33,34,22,42,42,74,91,134,101
2,7,1,5,2,0,279,他の乾物・海藻,243,-1.2,169,155,201,218,165,271,301,280,275
2,6,1,5,3,0,0,大豆加工品,1174,6.4,674,852,810,1190,1033,1172,1592,1286,1177
2,7,1,5,3,0,280,豆腐,457,7,256,339,272,521,403,531,598,488,469
2,7,1,5,3,0,281,油揚げ・がんもどき,271,0.4,104,114,200,236,226,309,341,323,273
2,7,1,5,3,0,282,納豆,369,6,295,365,308,362,362,247,528,378,341
2,7,1,5,3,0,289,他の大豆製品,77,32.8,19,33,29,71,43,84,125,97,93
2,6,1,5,4,0,0,他の野菜・海藻加工品,1238,5.5,568,495,741,953,974,1275,1342,1613,1662
2,7,1,5,4,0,290,こんにゃく,190,11.1,47,74,151,170,205,207,208,223,193
2,7,1,5,4,0,291,梅干し,90,-27.4,73,57,36,44,62,92,61,132,152
2,7,1,5,4,0,292,だいこん漬,77,-21.4,17,13,14,67,26,37,60,129,151
2,7,1,5,4,0,293,はくさい漬,65,20.4,-,11,16,18,31,57,60,111,113
2,7,1,5,4,0,294,他の野菜の漬物,491,6.7,220,189,265,372,419,637,645,595,643
2,7,1,5,4,0,295,こんぶつくだ煮,107,64.6,91,51,54,77,39,57,129,153,191
2,7,1,5,4,0,296,他の野菜・海藻のつくだ煮,35,0,10,-,15,11,6,22,7,66,49
2,7,1,5,4,0,299,他の野菜・海藻加工品のその他,184,10.8,110,99,190,194,186,166,171,205,169
2,5,1,6,0,0,0,果物,3491,-8.9,1827,2401,2344,2502,2421,3260,4165,4432,4887
2,6,1,6,1,0,0,生鮮果物,3162,-9.6,1764,2288,2079,2211,2159,2694,3555,4105,4594
2,7,1,6,1,0,300,りんご,508,-29.4,222,218,212,290,318,436,550,737,844
2,7,1,6,1,0,301,みかん,880,-5.4,477,992,820,822,605,582,899,1041,1093
2,7,1,6,1,0,314,グレープフルーツ,12,-36.8,-,4,1,7,12,60,2,12,2
2,7,1,6,1,0,315,オレンジ,26,85.7,8,19,9,20,44,42,14,28,36
2,7,1,6,1,0,304,他の柑きつ類,40,-21.6,24,20,11,16,13,97,64,49,32
2,7,1,6,1,0,305,梨,140,-18.6,103,68,47,61,126,78,413,145,146
2,7,1,6,1,0,306,ぶどう,174,25.2,56,109,135,33,96,258,217,233,320
2,7,1,6,1,0,307,柿,373,-24.9,46,156,166,122,200,337,426,575,573
2,7,1,6,1,0,308,桃,-,-,-,-,-,-,-,-,-,-,-
2,7,1,6,1,0,309,すいか,1,...,-,-,7,-,-,-,-,-,-
2,7,1,6,1,0,310,メロン,5,-50,-,-,-,-,3,-,50,0,-
2,7,1,6,1,0,311,いちご,95,46.2,185,116,99,75,69,184,77,84,58
2,7,1,6,1,0,312,バナナ,397,22.2,310,272,235,264,290,326,437,517,570
2,7,1,6,1,0,316,キウイフルーツ,104,-30.2,81,31,56,34,55,85,107,158,147
2,7,1,6,1,0,313,他の果物,407,-0.5,252,283,280,466,329,208,300,525,773
2,6,1,6,2,0,319,果物加工品,329,-1.2,63,113,265,291,261,565,610,327,292
2,5,1,7,0,0,0,油脂・調味料,3989,6.8,3521,3709,3413,4684,4211,4223,4429,3847,3710
2,6,1,7,1,0,0,油脂,401,9.3,201,322,303,441,489,356,288,451,412
