項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,382,-,581,-,848,-,1029,-,1141,-,696,-,980,-,4343,-,2068,-
0,0,0,0,0,調査世帯数,701,-,29,-,41,-,61,-,74,-,75,-,50,-,67,-,304,-,150,-
0,0,0,0,0,世帯人員,2.98,-,3.37,-,3.92,-,3.86,-,3.71,-,3.33,-,3.15,-,2.8,-,2.4,-,2.29,-
0,0,0,0,0,有業人員,1.31,-,1.42,-,1.54,-,1.61,-,1.72,-,1.63,-,1.8,-,1.62,-,0.88,-,0.56,-
0,0,0,0,0,世帯主平均年齢,60.2,-,31.2,-,37.3,-,42.1,-,47.1,-,51.9,-,56.9,-,62.1,-,74.8,-,81,-
2,2,0,0,0,生計支出,308260,-,334429,-,281436,-,305560,-,336860,-,370460,-,399000,-,310294,-,271959,-,264998,-
2,3,0,0,0,消費支出,308260,100,334429,100,281436,100,305560,100,336860,100,370460,100,399000,100,310294,100,271959,100,264998,100
2,4,1,0,0,食料,87126,28.3,84140,25.2,87508,31.1,91865,30.1,90408,26.8,87780,23.7,95529,23.9,101650,32.8,80838,29.7,74304,28
2,5,1,1,0,穀類,7012,2.3,6615,2,6820,2.4,7089,2.3,7234,2.1,7643,2.1,7701,1.9,6543,2.1,6834,2.5,5865,2.2
2,6,1,1,1,米類,1963,0.6,1579,0.5,1820,0.6,1467,0.5,1789,0.5,2266,0.6,1771,0.4,1529,0.5,2204,0.8,1655,0.6
2,6,1,1,2,パン,3172,1,3417,1,2847,1,3738,1.2,3315,1,3248,0.9,3485,0.9,3085,1,2999,1.1,2829,1.1
2,6,1,1,3,麺類,1457,0.5,1294,0.4,1638,0.6,1450,0.5,1606,0.5,1463,0.4,2112,0.5,1452,0.5,1309,0.5,1176,0.4
2,6,1,1,4,他の穀類,419,0.1,325,0.1,515,0.2,433,0.1,524,0.2,666,0.2,333,0.1,477,0.2,322,0.1,205,0.1
2,5,1,2,0,魚介類,5997,1.9,2631,0.8,4242,1.5,4063,1.3,4816,1.4,5444,1.5,5658,1.4,7465,2.4,7055,2.6,6928,2.6
2,6,1,2,1,生鮮魚介,3542,1.1,1274,0.4,2412,0.9,2382,0.8,2610,0.8,3449,0.9,3494,0.9,4620,1.5,4130,1.5,3912,1.5
2,6,1,2,2,塩干魚介,949,0.3,565,0.2,805,0.3,640,0.2,857,0.3,810,0.2,729,0.2,1132,0.4,1115,0.4,1186,0.4
2,6,1,2,3,魚肉練製品,595,0.2,234,0.1,340,0.1,395,0.1,403,0.1,450,0.1,558,0.1,685,0.2,769,0.3,838,0.3
2,6,1,2,4,他の魚介加工品,911,0.3,558,0.2,686,0.2,645,0.2,946,0.3,735,0.2,878,0.2,1027,0.3,1040,0.4,992,0.4
2,5,1,3,0,肉類,7727,2.5,6752,2,6946,2.5,9011,2.9,9481,2.8,8990,2.4,10583,2.7,7746,2.5,6457,2.4,5711,2.2
2,6,1,3,1,生鮮肉,6280,2,5796,1.7,5616,2,7496,2.5,7725,2.3,7351,2,8828,2.2,6231,2,5152,1.9,4494,1.7
2,6,1,3,2,加工肉,1447,0.5,956,0.3,1330,0.5,1515,0.5,1756,0.5,1640,0.4,1755,0.4,1515,0.5,1305,0.5,1217,0.5
2,5,1,4,0,乳卵類,4423,1.4,4779,1.4,4243,1.5,4320,1.4,4531,1.3,4447,1.2,4564,1.1,4171,1.3,4438,1.6,4425,1.7
2,6,1,4,1,牛乳,1494,0.5,1453,0.4,1363,0.5,1620,0.5,1632,0.5,1383,0.4,1441,0.4,1182,0.4,1567,0.6,1652,0.6
2,6,1,4,2,乳製品,2082,0.7,2775,0.8,1960,0.7,1880,0.6,2070,0.6,2106,0.6,2280,0.6,2138,0.7,2029,0.7,1928,0.7
2,6,1,4,3,卵,847,0.3,551,0.2,920,0.3,821,0.3,829,0.2,958,0.3,843,0.2,851,0.3,842,0.3,845,0.3
2,5,1,5,0,野菜・海藻,10220,3.3,7148,2.1,9033,3.2,7699,2.5,9671,2.9,9335,2.5,10269,2.6,11877,3.8,11121,4.1,10931,4.1
2,6,1,5,1,生鮮野菜,7104,2.3,4989,1.5,6987,2.5,5618,1.8,6990,2.1,6543,1.8,7266,1.8,7881,2.5,7570,2.8,7477,2.8
2,6,1,5,2,乾物・海藻,736,0.2,988,0.3,454,0.2,482,0.2,607,0.2,698,0.2,648,0.2,1029,0.3,789,0.3,748,0.3
2,6,1,5,3,大豆加工品,1178,0.4,683,0.2,1044,0.4,888,0.3,1106,0.3,1083,0.3,1119,0.3,1475,0.5,1281,0.5,1193,0.5
2,6,1,5,4,他の野菜・海藻加工品,1202,0.4,489,0.1,547,0.2,711,0.2,968,0.3,1012,0.3,1235,0.3,1492,0.5,1481,0.5,1514,0.6
2,5,1,6,0,果物,3638,1.2,2486,0.7,3193,1.1,2896,0.9,2274,0.7,2585,0.7,3308,0.8,4103,1.3,4491,1.7,4443,1.7
2,6,1,6,1,生鮮果物,3312,1.1,2284,0.7,2907,1,2553,0.8,2066,0.6,2311,0.6,2965,0.7,3568,1.1,4160,1.5,4129,1.6
2,6,1,6,2,果物加工品,326,0.1,203,0.1,286,0.1,343,0.1,208,0.1,274,0.1,344,0.1,535,0.2,331,0.1,313,0.1
2,5,1,7,0,油脂・調味料,3751,1.2,3440,1,3264,1.2,3424,1.1,3713,1.1,4166,1.1,4396,1.1,3979,1.3,3652,1.3,3296,1.2
2,6,1,7,1,油脂,405,0.1,415,0.1,259,0.1,278,0.1,339,0.1,637,0.2,373,0.1,466,0.2,395,0.1,324,0.1
2,6,1,7,2,調味料,3345,1.1,3025,0.9,3005,1.1,3146,1,3374,1,3528,1,4023,1,3513,1.1,3256,1.2,2973,1.1
2,5,1,8,0,菓子類,6343,2.1,6933,2.1,7167,2.5,7692,2.5,8071,2.4,6261,1.7,6688,1.7,7334,2.4,5251,1.9,4698,1.8
2,5,1,9,0,調理食品,12254,4,11939,3.6,11747,4.2,11702,3.8,10662,3.2,11080,3,13177,3.3,12780,4.1,12876,4.7,12207,4.6
2,6,1,9,1,主食的調理食品,5019,1.6,4468,1.3,4872,1.7,4551,1.5,4137,1.2,4287,1.2,6201,1.6,5319,1.7,5324,2,4927,1.9
2,6,1,9,2,他の調理食品,7235,2.3,7471,2.2,6875,2.4,7151,2.3,6526,1.9,6793,1.8,6977,1.7,7461,2.4,7552,2.8,7279,2.7
2,5,1,10,0,飲料,4990,1.6,7093,2.1,5085,1.8,5301,1.7,6241,1.9,4456,1.2,5659,1.4,5532,1.8,4346,1.6,4050,1.5
2,6,1,10,1,茶類,1295,0.4,1269,0.4,790,0.3,1119,0.4,1204,0.4,1229,0.3,1894,0.5,1824,0.6,1224,0.5,989,0.4
2,6,1,10,2,コーヒー・ココア,886,0.3,811,0.2,824,0.3,1042,0.3,1063,0.3,811,0.2,960,0.2,1061,0.3,796,0.3,669,0.3
