"No","町会・自治","住所","経度","緯度","分類"
"1","栄一町会","弥生町3-58-25","139.67490786638","35.6869527936605","町会会館_位置"
"2","多田町会","南台3-31-17","139.667099502515","35.6834327599768","町会会館_位置"
"3","新山通町会","南台2-15-23","139.671028236848","35.6822738061581","町会会館_位置"
"4","弥生町一丁目東町会","弥生町1-4-10","139.68211724267","35.6914410480038","町会会館_位置"
"5","弥生町二丁目町会","弥生町2-28-2","139.674114298985","35.6917399561248","町会会館_位置"
"6","弥一向台町会","弥生町1-43-20","139.677779398786","35.6895156103808","町会会館_位置"
"7","東郷町会","本町2-14-5","139.678746200679","35.6944149297275","町会会館_位置"
"8","本町通二丁目町会","中央2-5-26","139.680183686448","35.6976887281923","町会会館_位置"
"9","本三西町会","中央3-23-5","139.673859710588","35.6987806629572","町会会館_位置"
"10","塔ノ山町会","中央2-8-24","139.682612793434","35.698162999807","町会会館_位置"
"11","本三宮前町会","中央2-51-16","139.676975881072","35.6987491465481","町会会館_位置"
"12","本三宮前町会","中央2-52-1","139.676994867021","35.6991328371281","町会会館_位置"
"13","宮二町会","中野1-3-15","139.679686683761","35.7018289259655","町会会館_位置"
"14","東一東町会","東中野1-38-7","139.686213840463","35.7038763684767","町会会館_位置"
"15","西町町会","本町6-3-4","139.667552418367","35.6944867812559","町会会館_位置"
"16","新中野町会","中央5-5-13","139.667232631397","35.6991626377046","町会会館_位置"
"17","桃園町会","中野3-15-1","139.661601111793","35.7022081787945","町会会館_位置"
"18","文園町会
（ほか４町会共有）","中野5-8-4","139.671646868835","35.7072886631899","町会会館_位置"
"19","打越町会","中野5-67-1","139.665433368172","35.7079579052449","町会会館_位置"
"20","上高田北町会","上高田5-37-7","139.673863307492","35.7163791375681","町会会館_位置"
"21","上高田隣人協力会","上高田3-31-11","139.67245343493","35.714188700959","町会会館_位置"
"22","江古田四丁目町会","沼袋2-32-7","139.66287300772","35.7223200589584","町会会館_位置"
"23","松が丘片山町会","松が丘2-27-1","139.671218816894","35.7224005027845","町会会館_位置"
"24","江古田一丁目町会","江古田1-33-5","139.672445382155","35.7258624784054","町会会館_位置"
"25","江原町町会","江原町1-44-2","139.672478902973","35.730081106656","町会会館_位置"
"26","旭公民館町会","江古田2-12-19","139.66733707181","35.7256361876037","町会会館_位置"
"27","野方北町会","野方6-8-10","139.652789409826","35.7207881169707","町会会館_位置"
"28","野方南自治会","野方5-22-3","139.652227229142","35.7187439190297","町会会館_位置"
"29","野方一丁目南町会","野方1-28-13","139.658423989953","35.7111428849569","町会会館_位置"
"30","野方二丁目町会","野方2-27-20","139.656348674778","35.7136051455363","町会会館_位置"
"31","鷺南自治の会","若宮2-8-9","139.645403252132","35.7182006614432","町会会館_位置"
"32","若宮三丁目町会","若宮3-17-3","139.644757510342","35.7218971052607","町会会館_位置"
"33","白鷺町会","白鷺2-35-12","139.636153744973","35.7191841797178","町会会館_位置"
"34","東中野五丁目小滝町会","東中野5-26","139.691212052589","35.7102002870489","町会会館_位置"
